constant,value_in_code_eV,value_in_code_cm-1,cited_in_source_bibliography,peak_unique_matches,plateau_eV,plateau_cm-1,plateau_width_cm-1,code_value_inside_plateau,any_match_range_cm-1,null_offsets_yielding_zero_matches
C2_LOWER_ORIGIN_EV,0.0753,607.3,NO,15 of 39 C2 rows,0.0720..0.0800,580.7..645.2,64.5,YES,565.4..660.6,881 of 1000 sampled
