element,ion,wave_air_A,log_gf,ep_eV,predicted_depth,instruments,measured_in_pool,gf_canonical,log_gf_intake,gf_source_intake
Cr,I,3822.0919,-1.499,2.5443,0.277,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-1.499,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3827.918,-1.629,3.079,0.077,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-1.629,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3829.4841,-0.7,3.8496,0.115,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.7,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3829.7129,-0.367,3.847,0.221,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.367,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3831.0284,-2.455,1.0037,0.599,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-2.455,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3832.3251,-3.277,0.9684,0.181,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-3.228,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3832.7214,-0.731,3.8496,0.107,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.731,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3833.4849,-0.118,0.9414,0.337,harps|kpno_solar_atlas|delbouille_liege_intensity,False,False,-0.118,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3833.6931,-1.604,2.7079,0.167,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-1.604,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3834.7262,-0.813,2.7088,0.561,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.813,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3836.0643,-1.181,2.7099,0.355,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-1.181,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3836.3006,-0.75,3.847,0.103,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.75,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3836.7528,-0.658,3.4281,0.269,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.658,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3838.6295,-0.22,4.186,0.158,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.22,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3840.6669,-1.997,2.7088,0.075,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-1.997,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3842.0092,-1.677,2.7099,0.145,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-1.677,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3843.7511,-1.312,2.9872,0.175,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-1.07,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3848.0766,-0.361,3.3848,0.445,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.361,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3850.2447,-1.339,2.9151,0.188,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-1.339,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3850.3184,-1.784,2.9872,0.067,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-1.784,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3851.3661,-1.04,3.847,0.057,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-1.04,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3852.5365,-1.146,3.0922,0.198,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.621,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3852.6277,-3.523,0.9414,0.117,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-3.523,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3853.1696,-0.882,2.7079,0.523,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.882,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3854.8172,0.383,3.8923,0.57,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,0.383,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3855.6887,-1.852,3.0106,0.055,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-1.852,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3859.5879,-0.298,3.395,0.471,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.298,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3860.1095,-1.4962,2.5446,0.225,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-1.611,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3860.2628,-1.862,3.0111,0.537,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.175,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3860.6669,-0.354,3.3848,0.447,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.354,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3862.2447,-2.53,3.0128,0.467,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.292,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3862.5415,-1.142,3.1216,0.189,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-1.142,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3863.4152,-0.657,3.4281,0.268,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.657,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3863.6384,-0.321,3.4096,0.451,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.321,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3863.8917,-0.484,3.8887,0.161,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.484,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3863.9782,-1.628,2.8895,0.11,harps|kpno_solar_atlas|delbouille_liege_intensity,False,False,-1.628,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3864.6564,-0.847,3.8872,0.078,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.847,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,II,3865.6043,-0.82,5.3187,0.272,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.82,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3865.9281,0.162,3.8904,0.458,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,0.162,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,II,3866.5305,-1.896,4.9376,0.073,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-1.896,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3867.931,-0.947,3.395,0.164,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.947,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3868.2524,-1.26,3.1128,0.2,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.371,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3870.1676,-0.565,3.8875,0.137,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.565,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3870.6046,-0.925,3.01,0.334,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.925,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3871.5337,-0.119,3.8887,0.312,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.119,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3872.0269,-0.968,3.0111,0.311,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.968,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3872.936,-1.03,3.395,0.139,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-1.03,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3873.5782,-0.264,3.8904,0.246,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.264,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3875.1299,-0.681,3.0133,0.466,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.681,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3876.1435,-1.486,2.8995,0.147,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-1.486,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3877.296,-3.189,2.7088,0.333,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.538,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3878.951,-3.408,2.7099,0.05,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-1.789,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3881.236,-0.467,3.0128,0.578,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.467,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3881.8462,-1.754,3.0133,0.067,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-1.205,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3882.644,-0.843,3.8872,0.077,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.843,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3883.0567,-0.268,3.8875,0.245,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.268,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3883.3431,-0.716,3.4281,0.241,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.716,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3883.6352,-0.599,3.01,0.512,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.599,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3883.7038,-0.539,3.8875,0.144,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.539,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3884.4318,-0.318,3.8887,0.223,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.318,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3884.6377,-1.061,3.4281,0.122,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-1.061,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3885.067,-0.683,3.0111,0.465,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.683,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3886.0656,-0.289,3.4281,0.456,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.289,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3887.0762,-1.76,3.0128,0.066,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-1.76,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3889.8161,-0.656,3.4499,0.258,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.656,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3890.7322,-2.595,3.4096,0.117,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.643,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3890.8202,-0.978,3.847,0.064,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.978,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3891.0793,-0.831,3.4499,0.311,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.525,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3893.1213,-1.382,2.9135,0.174,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-1.382,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3896.6541,-1.783,3.4379,0.056,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.998,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3897.4159,-2.246,2.5446,0.062,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-2.246,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3899.8674,-1.49,3.4281,0.051,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-1.49,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3900.4918,-0.95,3.8875,0.062,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.95,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,II,3905.6443,-0.936,5.3297,0.222,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.936,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3906.5243,-0.399,3.4635,0.375,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.399,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3907.7649,-0.795,3.8446,0.095,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.795,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3910.5647,-2.212,2.9826,0.16,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.902,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3911.9409,-0.08,3.4379,0.556,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.08,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3911.9937,-0.018,3.4493,0.58,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.018,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3912.7781,-0.68,3.4499,0.246,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.68,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3916.9717,-1.526,3.0128,0.107,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-1.526,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3917.5951,-1.265,3.0133,0.18,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-1.265,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3918.5239,-1.566,3.0128,0.099,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-1.566,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3919.7302,-1.749,2.9872,0.071,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-1.749,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3922.5281,-1.038,3.4379,0.125,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-1.038,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3925.6542,-0.282,3.4379,0.45,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.282,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3926.6615,-0.721,3.4493,0.228,harps|kpno_solar_atlas|delbouille_liege_intensity,False,False,-0.721,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3928.2443,-0.796,3.4635,0.192,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.796,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3929.6845,-0.314,3.4635,0.42,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.314,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3935.5451,-1.096,3.668,0.071,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-1.096,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3938.3157,-0.785,3.6978,0.125,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.785,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3939.7927,-0.387,3.4493,0.387,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.387,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3941.1452,-1.987,3.0111,0.148,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.969,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3943.6036,-1.573,3.0128,0.097,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-1.573,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3943.8119,-2.415,2.7079,0.371,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.401,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3944.2436,-1.464,3.0133,0.122,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-1.464,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3945.4911,-1.731,3.0106,0.071,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-1.731,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3948.8503,-1.205,3.0133,0.203,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-1.205,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3949.6124,-1.244,3.01,0.188,harps|kpno_solar_atlas|delbouille_liege_intensity,False,False,-1.244,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3949.6847,-1.308,3.0111,0.166,harps|kpno_solar_atlas|delbouille_liege_intensity,False,False,-1.308,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3951.0933,-0.921,3.0111,0.331,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.921,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3951.6773,-0.334,4.4464,0.075,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.334,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3951.7612,-0.841,3.0128,0.371,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.841,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3952.3957,-0.624,3.0133,0.489,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.624,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3953.1714,-1.07,3.0128,0.259,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-1.07,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3958.073,-0.35,4.4552,0.071,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.35,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3958.3929,-0.846,3.0106,0.37,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.846,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3962.8007,0.131,4.3888,0.185,harps|kpno_solar_atlas|delbouille_liege_intensity,False,False,0.131,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3967.025,-0.949,2.7088,0.475,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.949,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3970.0544,-0.882,3.4348,0.171,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.882,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3971.6205,-1.382,3.0106,0.143,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-1.382,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3972.6746,-1.419,2.7099,0.234,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-1.419,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3975.5457,-0.314,4.4403,0.079,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.314,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3976.0137,-2.22,2.5441,0.065,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-2.22,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3978.6795,-0.871,2.7079,0.516,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.871,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3979.2014,-0.298,4.4491,0.08,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.298,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,II,3979.5171,-0.858,5.6699,0.148,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.858,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3979.7901,-1.035,2.7088,0.427,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-1.035,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3981.2314,-0.87,2.7099,0.515,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.87,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3983.2297,-0.807,3.4488,0.193,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.807,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Cr,I,3992.1025,-1.941,2.5446,0.115,harps|kpno_solar_atlas|delbouille_liege_intensity,False,True,-1.941,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
