holding,instrument,wavelength_air_A,inside_corrected_band,inside_fit_window_only,state,why,max_abs_diff,baseline_abs_diff,n
solar_harps_molecfit_corrected,harps,4595.358,False,False,NO-MATERIAL-DIFFERENCE,,0.00020909,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4607.646,False,False,NO-MATERIAL-DIFFERENCE,,0.00023549,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4619.288,False,False,NO-MATERIAL-DIFFERENCE,,0.00024827,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4625.045,False,False,NO-MATERIAL-DIFFERENCE,,0.00025588,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4630.12,False,False,NO-MATERIAL-DIFFERENCE,,0.00026063,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4637.503,False,False,NO-MATERIAL-DIFFERENCE,,0.00024916,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4654.605,False,False,NO-MATERIAL-DIFFERENCE,,0.00024161,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4654.631,False,False,NO-MATERIAL-DIFFERENCE,,0.00024272,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4667.453,False,False,NO-MATERIAL-DIFFERENCE,,0.00019236,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4668.134,False,False,NO-MATERIAL-DIFFERENCE,,0.00021553,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4669.171,False,False,NO-MATERIAL-DIFFERENCE,,0.00021912,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4678.846,False,False,NO-MATERIAL-DIFFERENCE,,0.00020095,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4704.948,False,False,NO-MATERIAL-DIFFERENCE,,0.00017753,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4707.274,False,False,NO-MATERIAL-DIFFERENCE,,0.00017324,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4709.088,False,False,NO-MATERIAL-DIFFERENCE,,0.00017726,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4727.395,False,False,NO-MATERIAL-DIFFERENCE,,0.00018215,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4736.773,False,False,NO-MATERIAL-DIFFERENCE,,0.00017753,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4745.8,False,False,NO-MATERIAL-DIFFERENCE,,0.00021422,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4768.32,False,False,NO-MATERIAL-DIFFERENCE,,0.00027288,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4768.396,False,False,NO-MATERIAL-DIFFERENCE,,0.00027288,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4843.143,False,False,NO-MATERIAL-DIFFERENCE,,0.00036298,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4855.673,False,False,NO-MATERIAL-DIFFERENCE,,0.00030451,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4871.318,False,False,NO-MATERIAL-DIFFERENCE,,0.00024328,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4882.143,False,False,NO-MATERIAL-DIFFERENCE,,0.00024158,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4885.43,False,False,NO-MATERIAL-DIFFERENCE,,0.00022375,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4889.102,False,False,NO-MATERIAL-DIFFERENCE,,0.00021108,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4890.755,False,False,NO-MATERIAL-DIFFERENCE,,0.00018233,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4903.31,False,False,NO-MATERIAL-DIFFERENCE,,0.00015172,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4910.017,False,False,NO-MATERIAL-DIFFERENCE,,0.0001259,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4946.387,False,False,NO-MATERIAL-DIFFERENCE,,3.687e-05,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4950.105,False,False,NO-MATERIAL-DIFFERENCE,,3.316e-05,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4966.088,False,False,NO-MATERIAL-DIFFERENCE,,2.403e-05,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4973.102,False,False,NO-MATERIAL-DIFFERENCE,,2.462e-05,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4985.253,False,False,NO-MATERIAL-DIFFERENCE,,2.869e-05,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,5001.863,False,False,NO-MATERIAL-DIFFERENCE,,3.92e-05,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,5002.792,False,False,NO-MATERIAL-DIFFERENCE,,4.06e-05,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,5005.712,False,False,NO-MATERIAL-DIFFERENCE,,3.971e-05,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,5014.942,False,False,NO-MATERIAL-DIFFERENCE,,5.096e-05,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,5022.235,False,False,NO-MATERIAL-DIFFERENCE,,5.976e-05,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,5028.126,False,False,NO-MATERIAL-DIFFERENCE,,6.323e-05,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,5039.251,False,False,NO-MATERIAL-DIFFERENCE,,7.304e-05,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,5048.436,False,False,NO-MATERIAL-DIFFERENCE,,8.017e-05,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,5098.573,False,False,NO-MATERIAL-DIFFERENCE,,9.168e-05,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,5110.358,False,False,NO-MATERIAL-DIFFERENCE,,9.155e-05,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,5133.688,False,False,NO-MATERIAL-DIFFERENCE,,8.304e-05,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,5139.251,False,False,NO-MATERIAL-DIFFERENCE,,8.03e-05,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,5171.672,False,False,NO-MATERIAL-DIFFERENCE,,5.578e-05,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,5208.594,False,False,NO-MATERIAL-DIFFERENCE,,3.912e-05,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,5215.18,False,False,NO-MATERIAL-DIFFERENCE,,3.822e-05,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,5217.389,False,False,NO-MATERIAL-DIFFERENCE,,3.794e-05,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,5226.861,False,False,NO-MATERIAL-DIFFERENCE,,2.716e-05,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,5242.491,False,False,NO-MATERIAL-DIFFERENCE,,2.689e-05,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,5253.462,False,False,NO-MATERIAL-DIFFERENCE,,2.36e-05,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,5263.306,False,False,NO-MATERIAL-DIFFERENCE,,2.069e-05,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,5273.163,False,False,NO-MATERIAL-DIFFERENCE,,1.887e-05,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,5283.621,False,False,NO-MATERIAL-DIFFERENCE,,1.661e-05,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,5302.3,False,False,NO-MATERIAL-DIFFERENCE,,1.485e-05,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,5324.179,False,False,VERIFIED-RAW,,0.0,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,5339.929,False,False,NO-MATERIAL-DIFFERENCE,,1.193e-05,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,5353.374,False,False,NO-MATERIAL-DIFFERENCE,,1.127e-05,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,5393.167,False,False,NO-MATERIAL-DIFFERENCE,,6.65e-06,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,5455.454,False,False,NO-MATERIAL-DIFFERENCE,,5.6e-07,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,5476.564,False,False,NO-MATERIAL-DIFFERENCE,,4.6e-07,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,5569.618,False,False,NO-MATERIAL-DIFFERENCE,,3.99e-06,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,5572.842,False,False,NO-MATERIAL-DIFFERENCE,,4.15e-06,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,5586.756,False,False,NO-MATERIAL-DIFFERENCE,,5.45e-06,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,5602.945,False,False,NO-MATERIAL-DIFFERENCE,,7.62e-06,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,5615.644,False,False,NO-MATERIAL-DIFFERENCE,,7.3e-06,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,5624.542,False,False,NO-MATERIAL-DIFFERENCE,,8.75e-06,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,5658.816,False,False,NO-MATERIAL-DIFFERENCE,,8.38e-06,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,5662.516,False,False,NO-MATERIAL-DIFFERENCE,,8.5e-06,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,5709.378,False,False,NO-MATERIAL-DIFFERENCE,,3.99e-06,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,6246.318,False,True,NO-MATERIAL-DIFFERENCE,,1.425e-05,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,6301.5,False,True,NO-MATERIAL-DIFFERENCE,,1.067e-05,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,6400.0,False,False,NO-MATERIAL-DIFFERENCE,,2.24e-06,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,6411.648,False,False,NO-MATERIAL-DIFFERENCE,,3.75e-06,9.151e-05,60.0
solar_kpno_kurucz2005_corrected,kpno_solar_atlas,4289.08,False,False,UNVERIFIABLE-HERE,corrected unreadable: [Errno 2] No such file or directory: '/mnt/codex-data/spectra/KITTS/ir,,,
solar_kpno_kurucz2005_corrected,kpno_solar_atlas,4372.982,False,False,UNVERIFIABLE-HERE,corrected unreadable: [Errno 2] No such file or directory: '/mnt/codex-data/spectra/KITTS/ir,,,
solar_kpno_kurucz2005_corrected,kpno_solar_atlas,4488.906,False,False,UNVERIFIABLE-HERE,corrected unreadable: [Errno 2] No such file or directory: '/mnt/codex-data/spectra/KITTS/ir,,,
solar_kpno_kurucz2005_corrected,kpno_solar_atlas,4495.391,False,False,UNVERIFIABLE-HERE,corrected unreadable: [Errno 2] No such file or directory: '/mnt/codex-data/spectra/KITTS/ir,,,
solar_kpno_kurucz2005_corrected,kpno_solar_atlas,4531.636,False,False,UNVERIFIABLE-HERE,corrected unreadable: [Errno 2] No such file or directory: '/mnt/codex-data/spectra/KITTS/ir,,,
solar_kpno_kurucz2005_corrected,kpno_solar_atlas,4554.451,False,False,UNVERIFIABLE-HERE,corrected unreadable: [Errno 2] No such file or directory: '/mnt/codex-data/spectra/KITTS/ir,,,
solar_kpno_kurucz2005_corrected,kpno_solar_atlas,4565.662,False,False,UNVERIFIABLE-HERE,corrected unreadable: [Errno 2] No such file or directory: '/mnt/codex-data/spectra/KITTS/ir,,,
solar_kpno_kurucz2005_corrected,kpno_solar_atlas,4574.216,False,False,UNVERIFIABLE-HERE,corrected unreadable: [Errno 2] No such file or directory: '/mnt/codex-data/spectra/KITTS/ir,,,
solar_kpno_kurucz2005_corrected,kpno_solar_atlas,4611.184,False,False,UNVERIFIABLE-HERE,corrected unreadable: [Errno 2] No such file or directory: '/mnt/codex-data/spectra/KITTS/ir,,,
solar_kpno_kurucz2005_corrected,kpno_solar_atlas,4708.968,False,False,UNVERIFIABLE-HERE,corrected unreadable: [Errno 2] No such file or directory: '/mnt/codex-data/spectra/KITTS/ir,,,
solar_kpno_kurucz2005_corrected,kpno_solar_atlas,4720.962,False,False,UNVERIFIABLE-HERE,corrected unreadable: [Errno 2] No such file or directory: '/mnt/codex-data/spectra/KITTS/ir,,,
solar_kpno_kurucz2005_corrected,kpno_solar_atlas,4726.137,False,False,UNVERIFIABLE-HERE,corrected unreadable: [Errno 2] No such file or directory: '/mnt/codex-data/spectra/KITTS/ir,,,
solar_kpno_kurucz2005_corrected,kpno_solar_atlas,4741.069,False,False,UNVERIFIABLE-HERE,corrected unreadable: [Errno 2] No such file or directory: '/mnt/codex-data/spectra/KITTS/ir,,,
solar_kpno_kurucz2005_corrected,kpno_solar_atlas,4787.827,False,False,UNVERIFIABLE-HERE,corrected unreadable: [Errno 2] No such file or directory: '/mnt/codex-data/spectra/KITTS/ir,,,
solar_kpno_kurucz2005_corrected,kpno_solar_atlas,4807.708,False,False,UNVERIFIABLE-HERE,corrected unreadable: [Errno 2] No such file or directory: '/mnt/codex-data/spectra/KITTS/ir,,,
solar_kpno_kurucz2005_corrected,kpno_solar_atlas,4860.978,False,False,UNVERIFIABLE-HERE,corrected unreadable: [Errno 2] No such file or directory: '/mnt/codex-data/spectra/KITTS/ir,,,
solar_kpno_kurucz2005_corrected,kpno_solar_atlas,4875.877,False,False,UNVERIFIABLE-HERE,corrected unreadable: [Errno 2] No such file or directory: '/mnt/codex-data/spectra/KITTS/ir,,,
solar_kpno_kurucz2005_corrected,kpno_solar_atlas,4896.439,False,False,UNVERIFIABLE-HERE,corrected unreadable: [Errno 2] No such file or directory: '/mnt/codex-data/spectra/KITTS/ir,,,
solar_kpno_kurucz2005_corrected,kpno_solar_atlas,4905.133,False,False,UNVERIFIABLE-HERE,corrected unreadable: [Errno 2] No such file or directory: '/mnt/codex-data/spectra/KITTS/ir,,,
solar_kpno_kurucz2005_corrected,kpno_solar_atlas,4907.732,False,False,UNVERIFIABLE-HERE,corrected unreadable: [Errno 2] No such file or directory: '/mnt/codex-data/spectra/KITTS/ir,,,
solar_kpno_kurucz2005_corrected,kpno_solar_atlas,4911.529,False,False,UNVERIFIABLE-HERE,corrected unreadable: [Errno 2] No such file or directory: '/mnt/codex-data/spectra/KITTS/ir,,,
solar_kpno_kurucz2005_corrected,kpno_solar_atlas,4911.779,False,False,UNVERIFIABLE-HERE,corrected unreadable: [Errno 2] No such file or directory: '/mnt/codex-data/spectra/KITTS/ir,,,
solar_kpno_kurucz2005_corrected,kpno_solar_atlas,4933.873,False,False,UNVERIFIABLE-HERE,corrected unreadable: [Errno 2] No such file or directory: '/mnt/codex-data/spectra/KITTS/ir,,,
solar_kpno_kurucz2005_corrected,kpno_solar_atlas,4934.084,False,False,UNVERIFIABLE-HERE,corrected unreadable: [Errno 2] No such file or directory: '/mnt/codex-data/spectra/KITTS/ir,,,
solar_kpno_kurucz2005_corrected,kpno_solar_atlas,5023.498,False,False,UNVERIFIABLE-HERE,corrected unreadable: [Errno 2] No such file or directory: '/mnt/codex-data/spectra/KITTS/ir,,,
solar_kpno_kurucz2005_corrected,kpno_solar_atlas,5099.077,False,False,UNVERIFIABLE-HERE,corrected unreadable: [Errno 2] No such file or directory: '/mnt/codex-data/spectra/KITTS/ir,,,
solar_kpno_kurucz2005_corrected,kpno_solar_atlas,5129.631,False,False,UNVERIFIABLE-HERE,corrected unreadable: [Errno 2] No such file or directory: '/mnt/codex-data/spectra/KITTS/ir,,,
solar_kpno_kurucz2005_corrected,kpno_solar_atlas,5285.127,False,False,UNVERIFIABLE-HERE,corrected unreadable: [Errno 2] No such file or directory: '/mnt/codex-data/spectra/KITTS/ir,,,
solar_kpno_kurucz2005_corrected,kpno_solar_atlas,5288.525,False,False,UNVERIFIABLE-HERE,corrected unreadable: [Errno 2] No such file or directory: '/mnt/codex-data/spectra/KITTS/ir,,,
solar_kpno_kurucz2005_corrected,kpno_solar_atlas,5373.709,False,False,UNVERIFIABLE-HERE,corrected unreadable: [Errno 2] No such file or directory: '/mnt/codex-data/spectra/KITTS/ir,,,
solar_kpno_kurucz2005_corrected,kpno_solar_atlas,5379.574,False,False,UNVERIFIABLE-HERE,corrected unreadable: [Errno 2] No such file or directory: '/mnt/codex-data/spectra/KITTS/ir,,,
solar_kpno_kurucz2005_corrected,kpno_solar_atlas,5403.822,False,False,UNVERIFIABLE-HERE,corrected unreadable: [Errno 2] No such file or directory: '/mnt/codex-data/spectra/KITTS/ir,,,
solar_kpno_kurucz2005_corrected,kpno_solar_atlas,5473.9,False,False,UNVERIFIABLE-HERE,corrected unreadable: [Errno 2] No such file or directory: '/mnt/codex-data/spectra/KITTS/ir,,,
solar_kpno_kurucz2005_corrected,kpno_solar_atlas,5481.438,False,False,UNVERIFIABLE-HERE,corrected unreadable: [Errno 2] No such file or directory: '/mnt/codex-data/spectra/KITTS/ir,,,
solar_kpno_kurucz2005_corrected,kpno_solar_atlas,5483.099,False,False,UNVERIFIABLE-HERE,corrected unreadable: [Errno 2] No such file or directory: '/mnt/codex-data/spectra/KITTS/ir,,,
solar_kpno_kurucz2005_corrected,kpno_solar_atlas,5493.499,False,False,UNVERIFIABLE-HERE,corrected unreadable: [Errno 2] No such file or directory: '/mnt/codex-data/spectra/KITTS/ir,,,
solar_kpno_kurucz2005_corrected,kpno_solar_atlas,5532.747,False,False,UNVERIFIABLE-HERE,corrected unreadable: [Errno 2] No such file or directory: '/mnt/codex-data/spectra/KITTS/ir,,,
solar_kpno_kurucz2005_corrected,kpno_solar_atlas,5538.516,False,False,UNVERIFIABLE-HERE,corrected unreadable: [Errno 2] No such file or directory: '/mnt/codex-data/spectra/KITTS/ir,,,
solar_kpno_kurucz2005_corrected,kpno_solar_atlas,5554.894,False,False,UNVERIFIABLE-HERE,corrected unreadable: [Errno 2] No such file or directory: '/mnt/codex-data/spectra/KITTS/ir,,,
solar_kpno_kurucz2005_corrected,kpno_solar_atlas,5563.6,False,False,UNVERIFIABLE-HERE,corrected unreadable: [Errno 2] No such file or directory: '/mnt/codex-data/spectra/KITTS/ir,,,
solar_kpno_kurucz2005_corrected,kpno_solar_atlas,5573.102,False,False,UNVERIFIABLE-HERE,corrected unreadable: [Errno 2] No such file or directory: '/mnt/codex-data/spectra/KITTS/ir,,,
solar_kpno_kurucz2005_corrected,kpno_solar_atlas,5602.767,False,False,UNVERIFIABLE-HERE,corrected unreadable: [Errno 2] No such file or directory: '/mnt/codex-data/spectra/KITTS/ir,,,
solar_kpno_kurucz2005_corrected,kpno_solar_atlas,5618.632,False,False,UNVERIFIABLE-HERE,corrected unreadable: [Errno 2] No such file or directory: '/mnt/codex-data/spectra/KITTS/ir,,,
solar_kpno_kurucz2005_corrected,kpno_solar_atlas,5638.262,False,False,UNVERIFIABLE-HERE,corrected unreadable: [Errno 2] No such file or directory: '/mnt/codex-data/spectra/KITTS/ir,,,
solar_kpno_kurucz2005_corrected,kpno_solar_atlas,5658.532,False,False,UNVERIFIABLE-HERE,corrected unreadable: [Errno 2] No such file or directory: '/mnt/codex-data/spectra/KITTS/ir,,,
solar_kpno_kurucz2005_corrected,kpno_solar_atlas,5705.992,False,False,UNVERIFIABLE-HERE,corrected unreadable: [Errno 2] No such file or directory: '/mnt/codex-data/spectra/KITTS/ir,,,
solar_kpno_kurucz2005_corrected,kpno_solar_atlas,5712.131,False,False,UNVERIFIABLE-HERE,corrected unreadable: [Errno 2] No such file or directory: '/mnt/codex-data/spectra/KITTS/ir,,,
solar_kpno_kurucz2005_corrected,kpno_solar_atlas,5717.833,False,False,UNVERIFIABLE-HERE,corrected unreadable: [Errno 2] No such file or directory: '/mnt/codex-data/spectra/KITTS/ir,,,
solar_kpno_kurucz2005_corrected,kpno_solar_atlas,5753.122,False,False,UNVERIFIABLE-HERE,corrected unreadable: [Errno 2] No such file or directory: '/mnt/codex-data/spectra/KITTS/ir,,,
solar_kpno_kurucz2005_corrected,kpno_solar_atlas,5775.081,False,False,UNVERIFIABLE-HERE,corrected unreadable: [Errno 2] No such file or directory: '/mnt/codex-data/spectra/KITTS/ir,,,
solar_kpno_kurucz2005_corrected,kpno_solar_atlas,5784.658,False,False,UNVERIFIABLE-HERE,corrected unreadable: [Errno 2] No such file or directory: '/mnt/codex-data/spectra/KITTS/ir,,,
solar_kpno_kurucz2005_corrected,kpno_solar_atlas,6003.011,False,False,UNVERIFIABLE-HERE,corrected unreadable: [Errno 2] No such file or directory: '/mnt/codex-data/spectra/KITTS/ir,,,
solar_kpno_kurucz2005_corrected,kpno_solar_atlas,6008.556,False,False,UNVERIFIABLE-HERE,corrected unreadable: [Errno 2] No such file or directory: '/mnt/codex-data/spectra/KITTS/ir,,,
solar_kpno_kurucz2005_corrected,kpno_solar_atlas,6056.005,False,False,UNVERIFIABLE-HERE,corrected unreadable: [Errno 2] No such file or directory: '/mnt/codex-data/spectra/KITTS/ir,,,
solar_kpno_kurucz2005_corrected,kpno_solar_atlas,6141.731,False,False,UNVERIFIABLE-HERE,corrected unreadable: [Errno 2] No such file or directory: '/mnt/codex-data/spectra/KITTS/ir,,,
solar_kpno_kurucz2005_corrected,kpno_solar_atlas,6232.64,False,False,UNVERIFIABLE-HERE,corrected unreadable: [Errno 2] No such file or directory: '/mnt/codex-data/spectra/KITTS/ir,,,
solar_kpno_kurucz2005_corrected,kpno_solar_atlas,6315.811,False,True,UNVERIFIABLE-HERE,corrected unreadable: [Errno 2] No such file or directory: '/mnt/codex-data/spectra/KITTS/ir,,,
solar_kpno_kurucz2005_corrected,kpno_solar_atlas,6336.823,False,False,UNVERIFIABLE-HERE,corrected unreadable: [Errno 2] No such file or directory: '/mnt/codex-data/spectra/KITTS/ir,,,
solar_kpno_kurucz2005_corrected,kpno_solar_atlas,6408.017,False,False,UNVERIFIABLE-HERE,corrected unreadable: [Errno 2] No such file or directory: '/mnt/codex-data/spectra/KITTS/ir,,,
solar_kpno_kurucz2005_corrected,kpno_solar_atlas,6627.544,False,False,UNVERIFIABLE-HERE,corrected unreadable: [Errno 2] No such file or directory: '/mnt/codex-data/spectra/KITTS/ir,,,
solar_kpno_kurucz2005_corrected,kpno_solar_atlas,6663.231,False,False,UNVERIFIABLE-HERE,corrected unreadable: [Errno 2] No such file or directory: '/mnt/codex-data/spectra/KITTS/ir,,,
solar_kpno_kurucz2005_corrected,kpno_solar_atlas,6705.101,False,False,UNVERIFIABLE-HERE,corrected unreadable: [Errno 2] No such file or directory: '/mnt/codex-data/spectra/KITTS/ir,,,
solar_kpno_kurucz2005_corrected,kpno_solar_atlas,6725.356,False,False,UNVERIFIABLE-HERE,corrected unreadable: [Errno 2] No such file or directory: '/mnt/codex-data/spectra/KITTS/ir,,,
solar_kpno_kurucz2005_corrected,kpno_solar_atlas,6841.339,False,False,UNVERIFIABLE-HERE,corrected unreadable: [Errno 2] No such file or directory: '/mnt/codex-data/spectra/KITTS/ir,,,
solar_kpno_kurucz2005_corrected,kpno_solar_atlas,6843.655,False,True,UNVERIFIABLE-HERE,corrected unreadable: [Errno 2] No such file or directory: '/mnt/codex-data/spectra/KITTS/ir,,,
solar_kpno_kurucz2005_corrected,kpno_solar_atlas,6855.161,False,True,UNVERIFIABLE-HERE,corrected unreadable: [Errno 2] No such file or directory: '/mnt/codex-data/spectra/KITTS/ir,,,
solar_kpno_kurucz2005_corrected,kpno_solar_atlas,6858.148,False,True,UNVERIFIABLE-HERE,corrected unreadable: [Errno 2] No such file or directory: '/mnt/codex-data/spectra/KITTS/ir,,,
solar_kpno_molecfit_corrected,kpno_solar_atlas,4289.08,False,False,VERIFIED-RAW,,0.0,0.0,59.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,4372.982,False,False,VERIFIED-RAW,,0.0,0.0,57.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,4488.906,False,False,VERIFIED-RAW,,0.0,0.0,54.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,4495.391,False,False,VERIFIED-RAW,,0.0,0.0,54.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,4531.636,False,False,VERIFIED-RAW,,0.0,0.0,53.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,4554.451,False,False,VERIFIED-RAW,,0.0,0.0,52.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,4565.662,False,False,VERIFIED-RAW,,0.0,0.0,52.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,4574.216,False,False,VERIFIED-RAW,,0.0,0.0,52.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,4611.184,False,False,VERIFIED-RAW,,0.0,0.0,51.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,4708.968,False,False,VERIFIED-RAW,,0.0,0.0,49.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,4720.962,False,False,VERIFIED-RAW,,0.0,0.0,76.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,4726.137,False,False,VERIFIED-RAW,,0.0,0.0,49.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,4741.069,False,False,VERIFIED-RAW,,0.0,0.0,113.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,4787.827,False,False,VERIFIED-RAW,,0.0,0.0,110.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,4807.708,False,False,VERIFIED-RAW,,0.0,0.0,109.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,4860.978,False,False,VERIFIED-RAW,,0.0,0.0,106.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,4875.877,False,False,VERIFIED-RAW,,0.0,0.0,106.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,4896.439,False,False,VERIFIED-RAW,,0.0,0.0,105.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,4905.133,False,False,VERIFIED-RAW,,0.0,0.0,105.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,4907.732,False,False,VERIFIED-RAW,,0.0,0.0,105.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,4911.529,False,False,VERIFIED-RAW,,0.0,0.0,105.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,4911.779,False,False,VERIFIED-RAW,,0.0,0.0,104.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,4933.873,False,False,VERIFIED-RAW,,0.0,0.0,103.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,4934.084,False,False,VERIFIED-RAW,,0.0,0.0,103.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,5023.498,False,False,VERIFIED-RAW,,0.0,0.0,100.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,5099.077,False,False,VERIFIED-RAW,,0.0,0.0,97.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,5129.631,False,False,VERIFIED-RAW,,0.0,0.0,96.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,5285.127,False,False,VERIFIED-RAW,,0.0,0.0,90.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,5288.525,False,False,VERIFIED-RAW,,0.0,0.0,90.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,5373.709,False,False,VERIFIED-RAW,,0.0,0.0,87.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,5379.574,False,False,VERIFIED-RAW,,0.0,0.0,87.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,5403.822,False,False,VERIFIED-RAW,,0.0,0.0,87.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,5473.9,False,False,VERIFIED-RAW,,0.0,0.0,84.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,5481.438,False,False,VERIFIED-RAW,,0.0,0.0,83.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,5483.099,False,False,VERIFIED-RAW,,0.0,0.0,83.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,5493.499,False,False,VERIFIED-RAW,,0.0,0.0,84.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,5532.747,False,False,VERIFIED-RAW,,0.0,0.0,82.0
