holding,instrument,wavelength_air_A,raw_sibling,sibling_relation,telluric_band,correction_expected_here,absorption_available_in_raw,reduction_floor,state,holding_claim,basis,max_abs_diff,baseline_abs_diff,n
solar_kpno_molecfit_corrected,kpno_solar_atlas,3603.681,solar_kpno,"SAME ARRAY, molecfit applied in-band",,False,0.571173,0.0,VERIFIED-RAW,,DIRECT-COMPARISON vs raw sibling,0.0,0.0,131.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3604.372,solar_kpno,"SAME ARRAY, molecfit applied in-band",,False,0.344874,0.0,VERIFIED-RAW,,DIRECT-COMPARISON vs raw sibling,0.0,0.0,131.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3610.159,solar_kpno,"SAME ARRAY, molecfit applied in-band",,False,0.666514,0.0,VERIFIED-RAW,,DIRECT-COMPARISON vs raw sibling,0.0,0.0,131.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3610.695,solar_kpno,"SAME ARRAY, molecfit applied in-band",,False,0.538673,0.0,VERIFIED-RAW,,DIRECT-COMPARISON vs raw sibling,0.0,0.0,130.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3618.299,solar_kpno,"SAME ARRAY, molecfit applied in-band",,False,0.665145,0.0,VERIFIED-RAW,,DIRECT-COMPARISON vs raw sibling,0.0,0.0,130.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3623.773,solar_kpno,"SAME ARRAY, molecfit applied in-band",,False,0.500504,0.0,VERIFIED-RAW,,DIRECT-COMPARISON vs raw sibling,0.0,0.0,130.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3625.141,solar_kpno,"SAME ARRAY, molecfit applied in-band",,False,0.402955,0.0,VERIFIED-RAW,,DIRECT-COMPARISON vs raw sibling,0.0,0.0,130.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3630.347,solar_kpno,"SAME ARRAY, molecfit applied in-band",,False,0.421,0.0,VERIFIED-RAW,,DIRECT-COMPARISON vs raw sibling,0.0,0.0,129.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3645.075,solar_kpno,"SAME ARRAY, molecfit applied in-band",,False,0.60033,0.0,VERIFIED-RAW,,DIRECT-COMPARISON vs raw sibling,0.0,0.0,128.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3664.537,solar_kpno,"SAME ARRAY, molecfit applied in-band",,False,0.433132,0.0,VERIFIED-RAW,,DIRECT-COMPARISON vs raw sibling,0.0,0.0,127.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3704.461,solar_kpno,"SAME ARRAY, molecfit applied in-band",,False,0.470667,0.0,VERIFIED-RAW,,DIRECT-COMPARISON vs raw sibling,0.0,0.0,124.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3721.272,solar_kpno,"SAME ARRAY, molecfit applied in-band",,False,0.645701,0.0,VERIFIED-RAW,,DIRECT-COMPARISON vs raw sibling,0.0,0.0,129.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3730.386,solar_kpno,"SAME ARRAY, molecfit applied in-band",,False,0.46043,0.0,VERIFIED-RAW,,DIRECT-COMPARISON vs raw sibling,0.0,0.0,122.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3735.324,solar_kpno,"SAME ARRAY, molecfit applied in-band",,False,0.769633,0.0,VERIFIED-RAW,,DIRECT-COMPARISON vs raw sibling,0.0,0.0,122.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3738.305,solar_kpno,"SAME ARRAY, molecfit applied in-band",,False,0.529383,0.0,VERIFIED-RAW,,DIRECT-COMPARISON vs raw sibling,0.0,0.0,122.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3742.617,solar_kpno,"SAME ARRAY, molecfit applied in-band",,False,0.364109,0.0,VERIFIED-RAW,,DIRECT-COMPARISON vs raw sibling,0.0,0.0,122.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3769.987,solar_kpno,"SAME ARRAY, molecfit applied in-band",,False,0.488072,0.0,VERIFIED-RAW,,DIRECT-COMPARISON vs raw sibling,0.0,0.0,120.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3776.454,solar_kpno,"SAME ARRAY, molecfit applied in-band",,False,0.307415,0.0,VERIFIED-RAW,,DIRECT-COMPARISON vs raw sibling,0.0,0.0,119.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3779.201,solar_kpno,"SAME ARRAY, molecfit applied in-band",,False,0.300978,0.0,VERIFIED-RAW,,DIRECT-COMPARISON vs raw sibling,0.0,0.0,119.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3779.416,solar_kpno,"SAME ARRAY, molecfit applied in-band",,False,0.395317,0.0,VERIFIED-RAW,,DIRECT-COMPARISON vs raw sibling,0.0,0.0,119.0
solar_harps_molecfit_corrected,harps,4289.08,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.479279,2.898e-05,VERIFIED-CORRECTED,,DIRECT-COMPARISON vs raw sibling,0.00064882,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,4372.982,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.34317,2.898e-05,VERIFIED-CORRECTED,,DIRECT-COMPARISON vs raw sibling,0.00029223,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,4488.906,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.279002,2.898e-05,NO-MATERIAL-DIFFERENCE,,DIRECT-COMPARISON vs raw sibling,0.00015206,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,4495.391,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.197418,2.898e-05,NO-MATERIAL-DIFFERENCE,,DIRECT-COMPARISON vs raw sibling,0.00013095,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,4531.636,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.198619,2.898e-05,NO-MATERIAL-DIFFERENCE,,DIRECT-COMPARISON vs raw sibling,8.493e-05,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,4554.451,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.174059,2.898e-05,NO-MATERIAL-DIFFERENCE,,DIRECT-COMPARISON vs raw sibling,0.00011366,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,4565.662,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.370702,2.898e-05,NO-MATERIAL-DIFFERENCE,,DIRECT-COMPARISON vs raw sibling,0.00013876,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,4574.216,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.145119,2.898e-05,NO-MATERIAL-DIFFERENCE,,DIRECT-COMPARISON vs raw sibling,0.00016021,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,4611.184,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.323663,2.898e-05,NO-MATERIAL-DIFFERENCE,,DIRECT-COMPARISON vs raw sibling,0.00024048,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,4708.968,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.304185,2.898e-05,NO-MATERIAL-DIFFERENCE,,DIRECT-COMPARISON vs raw sibling,0.00017628,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,4720.962,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.163464,2.898e-05,NO-MATERIAL-DIFFERENCE,,DIRECT-COMPARISON vs raw sibling,0.00017954,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,4726.137,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.12301,2.898e-05,NO-MATERIAL-DIFFERENCE,,DIRECT-COMPARISON vs raw sibling,0.00018227,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,4741.069,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.174408,2.898e-05,NO-MATERIAL-DIFFERENCE,,DIRECT-COMPARISON vs raw sibling,0.00020507,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,4787.827,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.111464,2.898e-05,VERIFIED-CORRECTED,,DIRECT-COMPARISON vs raw sibling,0.00033608,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,4807.708,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.138091,2.898e-05,VERIFIED-CORRECTED,,DIRECT-COMPARISON vs raw sibling,0.00038358,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,4860.978,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.60925,2.898e-05,NO-MATERIAL-DIFFERENCE,,DIRECT-COMPARISON vs raw sibling,0.0002079,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,4875.877,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.152001,2.898e-05,NO-MATERIAL-DIFFERENCE,,DIRECT-COMPARISON vs raw sibling,0.00026416,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,4896.439,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.101618,2.898e-05,NO-MATERIAL-DIFFERENCE,,DIRECT-COMPARISON vs raw sibling,0.00018391,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,4905.133,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.09117,2.898e-05,NO-MATERIAL-DIFFERENCE,,DIRECT-COMPARISON vs raw sibling,0.00014737,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,4907.732,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.167219,2.898e-05,NO-MATERIAL-DIFFERENCE,,DIRECT-COMPARISON vs raw sibling,0.00013997,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,4911.529,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.170762,2.898e-05,NO-MATERIAL-DIFFERENCE,,DIRECT-COMPARISON vs raw sibling,0.00011906,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,4911.779,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.211162,2.898e-05,NO-MATERIAL-DIFFERENCE,,DIRECT-COMPARISON vs raw sibling,0.00011852,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,4933.873,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.375197,2.898e-05,NO-MATERIAL-DIFFERENCE,,DIRECT-COMPARISON vs raw sibling,5.822e-05,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,4934.084,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.398873,2.898e-05,NO-MATERIAL-DIFFERENCE,,DIRECT-COMPARISON vs raw sibling,5.619e-05,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,5023.498,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.108324,2.898e-05,NO-MATERIAL-DIFFERENCE,,DIRECT-COMPARISON vs raw sibling,6.161e-05,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,5099.077,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.254206,2.898e-05,NO-MATERIAL-DIFFERENCE,,DIRECT-COMPARISON vs raw sibling,8.774e-05,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,5129.631,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.183097,2.898e-05,NO-MATERIAL-DIFFERENCE,,DIRECT-COMPARISON vs raw sibling,8.72e-05,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,5285.127,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.062255,2.898e-05,NO-MATERIAL-DIFFERENCE,,DIRECT-COMPARISON vs raw sibling,1.756e-05,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,5288.525,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.112074,2.898e-05,NO-MATERIAL-DIFFERENCE,,DIRECT-COMPARISON vs raw sibling,1.703e-05,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,5373.709,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.138651,2.898e-05,NO-MATERIAL-DIFFERENCE,,DIRECT-COMPARISON vs raw sibling,9.12e-06,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,5379.574,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.130533,2.898e-05,NO-MATERIAL-DIFFERENCE,,DIRECT-COMPARISON vs raw sibling,8.42e-06,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,5403.822,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.255749,2.898e-05,NO-MATERIAL-DIFFERENCE,,DIRECT-COMPARISON vs raw sibling,5.57e-06,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,5473.9,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.152705,2.898e-05,NO-MATERIAL-DIFFERENCE,,DIRECT-COMPARISON vs raw sibling,4.3e-07,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,5481.438,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.209765,2.898e-05,NO-MATERIAL-DIFFERENCE,,DIRECT-COMPARISON vs raw sibling,6.7e-07,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,5483.099,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.140321,2.898e-05,NO-MATERIAL-DIFFERENCE,,DIRECT-COMPARISON vs raw sibling,7.1e-07,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,5493.499,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.106745,2.898e-05,NO-MATERIAL-DIFFERENCE,,DIRECT-COMPARISON vs raw sibling,8.4e-07,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,5532.747,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.101107,2.898e-05,NO-MATERIAL-DIFFERENCE,,DIRECT-COMPARISON vs raw sibling,4.8e-07,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,5538.516,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.073696,2.898e-05,NO-MATERIAL-DIFFERENCE,,DIRECT-COMPARISON vs raw sibling,9.6e-07,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,5554.894,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.173083,2.898e-05,NO-MATERIAL-DIFFERENCE,,DIRECT-COMPARISON vs raw sibling,2.51e-06,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,5563.6,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.176755,2.898e-05,NO-MATERIAL-DIFFERENCE,,DIRECT-COMPARISON vs raw sibling,3.52e-06,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,5573.102,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.314429,2.898e-05,NO-MATERIAL-DIFFERENCE,,DIRECT-COMPARISON vs raw sibling,4.53e-06,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,5602.767,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.368535,2.898e-05,NO-MATERIAL-DIFFERENCE,,DIRECT-COMPARISON vs raw sibling,7.58e-06,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,5618.632,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.098609,2.898e-05,NO-MATERIAL-DIFFERENCE,,DIRECT-COMPARISON vs raw sibling,8.89e-06,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,5638.262,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.144709,2.898e-05,NO-MATERIAL-DIFFERENCE,,DIRECT-COMPARISON vs raw sibling,9.42e-06,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,5658.532,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.331479,2.898e-05,NO-MATERIAL-DIFFERENCE,,DIRECT-COMPARISON vs raw sibling,8.61e-06,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,5705.992,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.164062,2.898e-05,NO-MATERIAL-DIFFERENCE,,DIRECT-COMPARISON vs raw sibling,4.46e-06,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,5712.131,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.201121,2.898e-05,NO-MATERIAL-DIFFERENCE,,DIRECT-COMPARISON vs raw sibling,3.67e-06,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,5717.833,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.118693,2.898e-05,NO-MATERIAL-DIFFERENCE,,DIRECT-COMPARISON vs raw sibling,3.06e-06,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,5753.122,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.159313,2.898e-05,NO-MATERIAL-DIFFERENCE,,DIRECT-COMPARISON vs raw sibling,3.3e-07,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,5775.081,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.116383,2.898e-05,NO-MATERIAL-DIFFERENCE,,DIRECT-COMPARISON vs raw sibling,1.51e-06,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,5784.658,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.081379,2.898e-05,NO-MATERIAL-DIFFERENCE,,DIRECT-COMPARISON vs raw sibling,1.7e-06,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,6003.011,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.162892,2.898e-05,NO-MATERIAL-DIFFERENCE,,DIRECT-COMPARISON vs raw sibling,7.87e-06,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,6008.556,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.170641,2.898e-05,NO-MATERIAL-DIFFERENCE,,DIRECT-COMPARISON vs raw sibling,6.93e-06,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,6056.005,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.144278,2.898e-05,NO-MATERIAL-DIFFERENCE,,DIRECT-COMPARISON vs raw sibling,9.9e-07,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,6141.731,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.213698,2.898e-05,NO-MATERIAL-DIFFERENCE,,DIRECT-COMPARISON vs raw sibling,4.05e-06,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,6232.64,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.155122,2.898e-05,NO-MATERIAL-DIFFERENCE,,DIRECT-COMPARISON vs raw sibling,1.422e-05,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,6315.811,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.079121,2.898e-05,NO-MATERIAL-DIFFERENCE,,DIRECT-COMPARISON vs raw sibling,9.15e-06,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,6336.823,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.194293,2.898e-05,NO-MATERIAL-DIFFERENCE,,DIRECT-COMPARISON vs raw sibling,6.29e-06,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,6408.017,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.189234,2.898e-05,NO-MATERIAL-DIFFERENCE,,DIRECT-COMPARISON vs raw sibling,3.24e-06,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,6627.544,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.054233,2.898e-05,NO-MATERIAL-DIFFERENCE,,DIRECT-COMPARISON vs raw sibling,1.954e-05,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,6663.231,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.185045,2.898e-05,NO-MATERIAL-DIFFERENCE,,DIRECT-COMPARISON vs raw sibling,0.00016052,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,6705.101,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.094283,2.898e-05,NO-MATERIAL-DIFFERENCE,,DIRECT-COMPARISON vs raw sibling,0.00025114,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,6725.356,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.050177,2.898e-05,NO-MATERIAL-DIFFERENCE,,DIRECT-COMPARISON vs raw sibling,0.00010434,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,6841.339,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.165198,2.898e-05,NO-MATERIAL-DIFFERENCE,,DIRECT-COMPARISON vs raw sibling,0.00017,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,6843.655,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.141749,2.898e-05,VERIFIED-CORRECTED,,DIRECT-COMPARISON vs raw sibling,0.00034642,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,6855.161,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.162207,2.898e-05,VERIFIED-CORRECTED,,DIRECT-COMPARISON vs raw sibling,0.00141486,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,6858.148,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.118102,2.898e-05,VERIFIED-CORRECTED,,DIRECT-COMPARISON vs raw sibling,0.00172721,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,4203.938,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.328516,2.898e-05,VERIFIED-CORRECTED,,DIRECT-COMPARISON vs raw sibling,0.00105905,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,4233.602,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.451392,2.898e-05,VERIFIED-CORRECTED,,DIRECT-COMPARISON vs raw sibling,0.00105258,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,4245.344,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.34953,2.898e-05,VERIFIED-CORRECTED,,DIRECT-COMPARISON vs raw sibling,0.00112641,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,4259.999,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.51766,2.898e-05,VERIFIED-CORRECTED,,DIRECT-COMPARISON vs raw sibling,0.00084973,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,4276.675,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.244197,2.898e-05,VERIFIED-CORRECTED,,DIRECT-COMPARISON vs raw sibling,0.00085143,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,4278.23,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.228102,2.898e-05,VERIFIED-CORRECTED,,DIRECT-COMPARISON vs raw sibling,0.00083968,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,4286.863,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.379241,2.898e-05,VERIFIED-CORRECTED,,DIRECT-COMPARISON vs raw sibling,0.00076703,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,4287.94,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.417587,2.898e-05,VERIFIED-CORRECTED,,DIRECT-COMPARISON vs raw sibling,0.00073834,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,4289.915,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.596471,2.898e-05,VERIFIED-CORRECTED,,DIRECT-COMPARISON vs raw sibling,0.00053021,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,4326.753,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.349213,2.898e-05,VERIFIED-CORRECTED,,DIRECT-COMPARISON vs raw sibling,0.00035191,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,4344.499,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.420053,2.898e-05,VERIFIED-CORRECTED,,DIRECT-COMPARISON vs raw sibling,0.00029618,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,4351.544,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.464181,2.898e-05,VERIFIED-CORRECTED,,DIRECT-COMPARISON vs raw sibling,0.00029229,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,4358.499,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.361217,2.898e-05,VERIFIED-CORRECTED,,DIRECT-COMPARISON vs raw sibling,0.00030608,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,4369.736,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.421437,2.898e-05,NO-MATERIAL-DIFFERENCE,,DIRECT-COMPARISON vs raw sibling,0.00028586,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,4373.561,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.314556,2.898e-05,VERIFIED-CORRECTED,,DIRECT-COMPARISON vs raw sibling,0.00029378,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,4401.29,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.530406,2.898e-05,NO-MATERIAL-DIFFERENCE,,DIRECT-COMPARISON vs raw sibling,0.00025882,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,4408.413,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.486931,2.898e-05,NO-MATERIAL-DIFFERENCE,,DIRECT-COMPARISON vs raw sibling,0.00028924,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,4423.841,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.213688,2.898e-05,VERIFIED-CORRECTED,,DIRECT-COMPARISON vs raw sibling,0.00031941,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,4432.568,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.174853,2.898e-05,VERIFIED-CORRECTED,,DIRECT-COMPARISON vs raw sibling,0.00030856,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,4447.717,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.362911,2.898e-05,NO-MATERIAL-DIFFERENCE,,DIRECT-COMPARISON vs raw sibling,0.00026472,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,4459.117,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.495021,2.898e-05,NO-MATERIAL-DIFFERENCE,,DIRECT-COMPARISON vs raw sibling,0.0002323,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,4461.968,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.424032,2.898e-05,NO-MATERIAL-DIFFERENCE,,DIRECT-COMPARISON vs raw sibling,0.00021558,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,4476.075,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.375142,2.898e-05,NO-MATERIAL-DIFFERENCE,,DIRECT-COMPARISON vs raw sibling,0.00018227,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,4480.137,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.315599,2.898e-05,NO-MATERIAL-DIFFERENCE,,DIRECT-COMPARISON vs raw sibling,0.00017539,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,4481.609,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.26317,2.898e-05,NO-MATERIAL-DIFFERENCE,,DIRECT-COMPARISON vs raw sibling,0.00016801,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,4482.739,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.257512,2.898e-05,NO-MATERIAL-DIFFERENCE,,DIRECT-COMPARISON vs raw sibling,0.00016459,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,4484.22,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.257959,2.898e-05,NO-MATERIAL-DIFFERENCE,,DIRECT-COMPARISON vs raw sibling,0.00016211,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,4494.563,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.407636,2.898e-05,NO-MATERIAL-DIFFERENCE,,DIRECT-COMPARISON vs raw sibling,0.00012457,2.898e-05,60.0
