# linelist_procyon.csv — Procyon (HD 61421) per-system VALD3 linelist (RYA-309)
# Generated: 2026-06-14  by scripts/intake_build_procyon.py
# Stellar params (extraction): Teff=6530 K, logg=3.96, [Fe/H]=-0.04, vmic=1.7 km/s
#   (Heiter+2015 GBS fundamental Teff/logg; HFS-ON re-extraction)
# HFS splitting: ON (VERIFIED by split-group signature — supersedes the RYA-270
#   HFS-unsplit linelist_procyon.csv, quarantined as
#   linelist_procyon_rya270_hfsoff_quarantine.csv)
# Full species retained (Fe I + Fe II for the RYA-309 Fe run; all species kept
#   for the later RYA-308 all-element row).
# Extractions merged (all HFS-ON):
#   uv      : vald_procyon_uv_hfson_raw.txt (RyanSchmitt.019514.gz), 1150-3000 A
#   optical : vald_procyon_optical_hfson_raw.txt (RyanSchmitt.019513.gz), 3000-6910 A
#   nir     : vald_procyon_nir_hfson_raw.txt (RyanSchmitt.019515.gz), 6910-11000 A
# Wavelength convention: 'vacuum' for lambda < 2000 A (VALD delivers vacuum
#   below 2000 A despite the WL_air label), 'air' for lambda >= 2000 A.
#   NO vacuum->air conversion at build — done at the spectrum-matching boundary.
# Seam duplicates dropped at band endpoints: 73
# nist_grade empty pending NIST cross-validation; blend_flag=False everywhere.
element,ion,wavelength_air_A,excitation_potential_eV,log_gf,loggf_source,nist_grade,damping_rad,damping_stark,damping_vdW,central_depth,vald_proximity_flag,blend_flag,priority,notes,extraction_source,wavelength_convention
Mn,II,1164.20377,0.0,-2.775,VALD3,,7.94,-6.24,-7.64,0.864,1.0,False,0,,uv_019514,vacuum
Mn,II,1164.20391,0.0,-3.319,VALD3,,7.94,-6.24,-7.64,0.864,1.0,False,0,,uv_019514,vacuum
Mn,II,1164.20431,0.0,-2.872,VALD3,,7.94,-6.24,-7.64,0.864,1.0,False,0,,uv_019514,vacuum
Mn,II,1164.20445,0.0,-2.61,VALD3,,7.94,-6.24,-7.64,0.864,1.0,False,0,,uv_019514,vacuum
Mn,II,1164.2047,0.0,-3.286,VALD3,,7.94,-6.24,-7.64,0.864,1.0,False,0,,uv_019514,vacuum
Mn,II,1164.20536,0.0,-2.508,VALD3,,7.94,-6.24,-7.64,0.864,1.0,False,0,,uv_019514,vacuum
Mn,II,1164.2056,0.0,-2.524,VALD3,,7.94,-6.24,-7.64,0.864,1.0,False,0,,uv_019514,vacuum
Mn,II,1164.20594,0.0,-3.432,VALD3,,7.94,-6.24,-7.64,0.864,1.0,False,0,,uv_019514,vacuum
N,I,1164.206,2.3835,-2.615,VALD3,,0.0,0.0,0.0,0.339,1.0,False,0,,uv_019514,vacuum
Mn,II,1164.20686,0.0,-2.256,VALD3,,7.94,-6.24,-7.64,0.864,1.0,False,0,,uv_019514,vacuum
Mn,II,1164.2072,0.0,-2.534,VALD3,,7.94,-6.24,-7.64,0.864,1.0,False,0,,uv_019514,vacuum
Mn,II,1164.20764,0.0,-3.797,VALD3,,7.94,-6.24,-7.64,0.864,1.0,False,0,,uv_019514,vacuum
Mn,II,1164.20882,0.0,-2.056,VALD3,,7.94,-6.24,-7.64,0.864,1.0,False,0,,uv_019514,vacuum
Mn,II,1164.20926,0.0,-2.7,VALD3,,7.94,-6.24,-7.64,0.864,1.0,False,0,,uv_019514,vacuum
Mn,II,1164.21124,0.0,-1.888,VALD3,,7.94,-6.24,-7.64,0.864,1.0,False,0,,uv_019514,vacuum
Fe,II,1164.24801,1.0969,-3.004,VALD3,,8.63,-6.48,-7.922,0.239,1.0,False,1,,uv_019514,vacuum
Ni,II,1164.27935,1.0407,-1.279,VALD3,,7.53,-6.6,-7.94,0.779,1.0,False,0,,uv_019514,vacuum
N,I,1164.325,2.3846,-1.64,VALD3,,0.0,0.0,0.0,0.774,1.0,False,0,,uv_019514,vacuum
Fe,II,1164.44034,2.6758,-1.954,VALD3,,8.33,-5.68,-7.63,0.056,1.0,False,1,,uv_019514,vacuum
Fe,II,1164.47456,0.9863,-1.389,VALD3,,8.62,-6.45,-7.932,0.881,1.0,False,0,,uv_019514,vacuum
Ni,II,1164.57521,1.68,-1.012,VALD3,,7.82,-6.19,-7.93,0.586,0.9503321917973536,False,0,,uv_019514,vacuum
Fe,II,1164.86739,2.8067,-0.592,VALD3,,8.74,-5.87,-7.63,0.47,0.0999197100180082,False,1,,uv_019514,vacuum
Fe,II,1165.23732,1.0405,-1.823,VALD3,,8.53,-6.49,-7.923,0.803,0.0276609929969352,False,0,,uv_019514,vacuum
N,I,1165.59,2.3835,-2.56,VALD3,,0.0,0.0,0.0,0.36,0.2022299227455588,False,0,,uv_019514,vacuum
Fe,II,1165.74469,2.7785,-1.759,VALD3,,8.6,-6.15,-7.684,0.071,1.0,False,1,,uv_019514,vacuum
Ni,II,1165.79873,1.2542,-2.533,VALD3,,7.6,-6.61,-7.94,0.125,1.0,False,0,,uv_019514,vacuum
Fe,II,1165.79993,2.5827,-1.623,VALD3,,8.23,-5.39,-7.48,0.142,1.0,False,1,,uv_019514,vacuum
N,I,1165.84,2.3846,-3.614,VALD3,,0.0,0.0,0.0,0.051,1.0,False,0,,uv_019514,vacuum
Fe,II,1166.01247,2.5438,-2.013,VALD3,,8.62,-6.36,-7.85,0.067,1.0,False,1,,uv_019514,vacuum
Fe,II,1166.0211,2.5827,-0.924,VALD3,,8.52,-6.54,-7.942,0.429,1.0,False,1,,uv_019514,vacuum
Fe,II,1166.03507,2.8281,-0.622,VALD3,,8.78,-5.96,-7.641,0.44,1.0,False,1,,uv_019514,vacuum
Fe,II,1166.21332,2.8555,-1.352,VALD3,,8.67,-6.53,-7.77,0.126,0.4403543347201832,False,1,,uv_019514,vacuum
S,I,1166.69744,0.0491,-3.413,VALD3,,8.56,-4.91,-7.42,0.797,0.3457906471819381,False,0,,uv_019514,vacuum
Fe,II,1166.74819,2.8281,-0.845,VALD3,,8.56,-5.74,-7.77,0.327,0.8522984127007964,False,1,,uv_019514,vacuum
Fe,II,1166.97415,2.8441,-0.663,VALD3,,8.8,-5.99,-7.646,0.411,1.0,False,1,,uv_019514,vacuum
Fe,II,1166.99971,2.8441,-1.711,VALD3,,8.86,-5.53,-7.644,0.063,1.0,False,1,,uv_019514,vacuum
Ni,II,1167.02905,1.1568,-2.731,VALD3,,7.31,-6.59,-7.94,0.102,1.0,False,0,,uv_019514,vacuum
Fe,II,1167.11525,1.0405,-3.268,VALD3,,8.64,-6.5,-7.922,0.161,1.0,False,1,,uv_019514,vacuum
Fe,II,1167.11595,0.107,-4.155,VALD3,,8.6,-6.54,-7.781,0.22,1.0,False,1,,uv_019514,vacuum
S,I,1167.13352,0.0,-0.603,VALD3,,8.3,-4.99,-7.42,0.918,1.0,False,0,,uv_019514,vacuum
S,I,1167.13352,0.0,-1.27,VALD3,,8.3,-4.99,-7.42,0.917,1.0,False,0,,uv_019514,vacuum
S,I,1167.13352,0.0,-2.409,VALD3,,8.29,-4.98,-7.42,0.908,1.0,False,0,,uv_019514,vacuum
Cl,I,1167.148,0.0,-0.09,VALD3,,0.0,0.0,0.0,0.916,1.0,False,0,,uv_019514,vacuum
N,I,1167.448,2.3835,-0.743,VALD3,,0.0,0.0,0.0,0.897,0.3733987662786044,False,0,,uv_019514,vacuum
Fe,II,1167.53175,2.5827,-1.544,VALD3,,8.73,-6.53,-7.934,0.161,1.0,False,1,,uv_019514,vacuum
Fe,II,1167.57621,2.5827,-1.216,VALD3,,8.46,-5.54,-7.475,0.286,0.7937412742642909,False,1,,uv_019514,vacuum
Fe,II,1167.70201,3.1995,-1.283,VALD3,,8.21,-6.02,-7.63,0.064,0.7322279643665526,False,1,,uv_019514,vacuum
Cr,II,1167.92256,2.4546,-0.965,VALD3,,8.39,-5.26,-7.57,0.081,1.0,False,0,,uv_019514,vacuum
S,I,1168.03327,0.0,-2.923,VALD3,,8.59,-5.58,-7.5,0.884,0.7032198859970686,False,0,,uv_019514,vacuum
Ni,II,1168.04091,1.8592,-1.097,VALD3,,7.84,-6.54,-7.93,0.434,1.0,False,0,,uv_019514,vacuum
Fe,II,1168.19455,2.8067,-1.763,VALD3,,8.57,-6.53,-7.78,0.058,1.0,False,1,,uv_019514,vacuum
N,I,1168.22,2.3835,-2.798,VALD3,,0.0,0.0,0.0,0.249,1.0,False,0,,uv_019514,vacuum
Fe,II,1168.22263,2.8441,-1.033,VALD3,,8.62,-5.54,-7.72,0.236,1.0,False,1,,uv_019514,vacuum
Cr,II,1168.23101,2.4827,-0.88,VALD3,,8.25,-5.25,-7.57,0.086,1.0,False,0,,uv_019514,vacuum
Fe,II,1168.25307,2.8555,-0.808,VALD3,,8.86,-5.53,-7.644,0.33,1.0,False,1,,uv_019514,vacuum
Fe,II,1168.28573,1.0405,-3.837,VALD3,,8.64,-6.45,-7.929,0.052,1.0,False,1,,uv_019514,vacuum
N,I,1168.334,2.3846,-1.817,VALD3,,0.0,0.0,0.0,0.715,1.0,False,0,,uv_019514,vacuum
N,I,1168.417,2.3835,-2.382,VALD3,,0.0,0.0,0.0,0.453,1.0,False,0,,uv_019514,vacuum
Fe,II,1168.49184,2.8067,-0.718,VALD3,,8.53,-6.14,-7.77,0.405,1.0,False,1,,uv_019514,vacuum
N,I,1168.536,2.3846,-0.941,VALD3,,0.0,0.0,0.0,0.885,0.7022847347299842,False,0,,uv_019514,vacuum
Fe,II,1168.6632,2.5827,-1.585,VALD3,,8.5,-6.54,-7.943,0.147,1.0,False,1,,uv_019514,vacuum
Fe,II,1168.67686,0.1211,-4.474,VALD3,,8.6,-6.54,-7.781,0.112,1.0,False,1,,uv_019514,vacuum
Ca,II,1169.02937,0.0,-2.809,VALD3,,6.57,-4.14,-7.12,0.864,0.7372743198204337,False,0,,uv_019514,vacuum
Fe,II,1169.1485,0.9863,-2.106,VALD3,,8.6,-6.5,-7.742,0.733,1.0,False,1,,uv_019514,vacuum
Fe,II,1169.16794,1.0762,-2.854,VALD3,,8.53,-6.49,-7.923,0.312,1.0,False,1,,uv_019514,vacuum
Fe,II,1169.19021,0.9863,-1.096,VALD3,,8.62,-6.5,-7.753,0.898,1.0,False,0,,uv_019514,vacuum
Ca,II,1169.1979,0.0,-3.11,VALD3,,6.57,-4.13,-7.12,0.809,1.0,False,0,,uv_019514,vacuum
N,I,1169.69,2.3835,-2.34,VALD3,,0.0,0.0,0.0,0.472,0.2051183929201523,False,0,,uv_019514,vacuum
Fe,II,1169.77918,2.7043,-1.715,VALD3,,8.35,-5.39,-7.54,0.092,1.0,False,1,,uv_019514,vacuum
Cr,II,1169.81627,2.4827,-0.776,VALD3,,8.67,-5.24,-7.58,0.114,1.0,False,0,,uv_019514,vacuum
Fe,II,1169.97756,2.7043,-1.792,VALD3,,8.15,-5.18,-7.45,0.075,1.0,False,1,,uv_019514,vacuum
Fe,II,1170.02469,0.2322,-3.982,VALD3,,8.78,-6.48,-7.848,0.234,1.0,False,1,,uv_019514,vacuum
S,I,1170.06899,2.75,-1.455,VALD3,,7.96,-2.08,-6.4,0.284,1.0,False,0,,uv_019514,vacuum
N,I,1170.16,2.3835,-3.428,VALD3,,0.0,0.0,0.0,0.072,1.0,False,0,,uv_019514,vacuum
Ni,II,1170.16916,1.2542,-2.705,VALD3,,7.19,-6.59,-7.95,0.083,1.0,False,0,,uv_019514,vacuum
N,I,1170.28,2.3846,-2.423,VALD3,,0.0,0.0,0.0,0.433,1.0,False,0,,uv_019514,vacuum
Fe,II,1170.29178,2.5827,-0.537,VALD3,,8.62,-6.36,-7.85,0.623,1.0,False,1,,uv_019514,vacuum
Fe,II,1170.29624,1.0405,-1.763,VALD3,,8.59,-6.44,-7.932,0.815,1.0,False,0,,uv_019514,vacuum
Fe,II,1170.41078,0.9863,-2.864,VALD3,,8.61,-6.5,-7.748,0.36,1.0,False,1,,uv_019514,vacuum
Fe,II,1170.4256,1.0405,-2.084,VALD3,,8.62,-6.45,-7.929,0.719,1.0,False,1,,uv_019514,vacuum
S,I,1170.54899,0.0,-0.592,VALD3,,8.88,-5.63,-7.5,0.917,0.7379672190437739,False,0,,uv_019514,vacuum
Fe,II,1170.56229,2.8281,-1.45,VALD3,,8.57,-6.53,-7.78,0.113,1.0,False,1,,uv_019514,vacuum
N,I,1170.674,2.3846,-2.618,VALD3,,0.0,0.0,0.0,0.331,1.0,False,0,,uv_019514,vacuum
Fe,II,1170.79929,0.1211,-4.311,VALD3,,8.59,-6.54,-7.783,0.163,1.0,False,1,,uv_019514,vacuum
Cr,II,1170.83878,2.4546,-0.672,VALD3,,9.04,-5.43,-7.564,0.147,1.0,False,0,,uv_019514,vacuum
Fe,II,1170.86079,2.8281,-1.686,VALD3,,8.53,-6.14,-7.77,0.072,1.0,False,1,,uv_019514,vacuum
S,I,1170.90471,2.75,-1.546,VALD3,,8.22,-2.05,-6.47,0.247,1.0,False,0,,uv_019514,vacuum
S,I,1170.90471,2.75,-2.034,VALD3,,7.78,-2.58,-6.35,0.1,1.0,False,0,,uv_019514,vacuum
Cr,II,1171.01556,2.4827,-0.802,VALD3,,8.39,-5.26,-7.57,0.105,1.0,False,0,,uv_019514,vacuum
N,I,1171.084,2.3835,-1.987,VALD3,,0.0,0.0,0.0,0.645,0.4531511244141393,False,0,,uv_019514,vacuum
Ni,II,1171.11666,1.3222,-2.748,VALD3,,7.11,-6.6,-7.95,0.064,1.0,False,0,,uv_019514,vacuum
N,I,1171.203,2.3846,-3.491,VALD3,,0.0,0.0,0.0,0.061,1.0,False,0,,uv_019514,vacuum
Ni,II,1171.29086,1.1568,-1.367,VALD3,,7.56,-6.58,-7.94,0.7,0.2264205009781701,False,0,,uv_019514,vacuum
Fe,II,1171.63382,1.0762,-1.913,VALD3,,8.67,-6.47,-7.929,0.763,0.0417194449538385,False,1,,uv_019514,vacuum
S,I,1171.87895,2.75,-2.122,VALD3,,7.93,-1.22,-6.35,0.084,0.2922667911125169,False,0,,uv_019514,vacuum
Fe,II,1172.05544,2.8281,-1.65,VALD3,,8.54,-6.53,-7.757,0.074,0.5332819034390665,False,1,,uv_019514,vacuum
Fe,II,1172.22699,1.0762,-3.509,VALD3,,8.63,-6.5,-7.922,0.089,1.0,False,1,,uv_019514,vacuum
Fe,II,1172.24999,2.6919,-1.627,VALD3,,8.3,-5.89,-7.71,0.104,0.951231172194503,False,1,,uv_019514,vacuum
O,I,1172.504,1.9674,-4.512,VALD3,,0.0,0.0,0.0,0.071,1.0,False,0,,uv_019514,vacuum
S,I,1172.55364,0.0491,-0.9,VALD3,,8.3,-4.99,-7.42,0.916,1.0,False,0,,uv_019514,vacuum
S,I,1172.55364,0.0491,-1.324,VALD3,,8.29,-4.98,-7.42,0.916,1.0,False,0,,uv_019514,vacuum
Fe,II,1173.15623,3.1528,-1.322,VALD3,,8.14,-5.84,-7.62,0.068,0.6147009776212138,False,1,,uv_019514,vacuum
Cr,II,1173.28957,2.5432,-0.578,VALD3,,8.48,-5.22,-7.57,0.14,1.0,False,0,,uv_019514,vacuum
Ni,II,1173.29758,1.3222,-1.547,VALD3,,7.6,-6.61,-7.94,0.517,0.659334107339972,False,0,,uv_019514,vacuum
S,I,1173.46176,0.0491,-2.877,VALD3,,8.59,-5.58,-7.5,0.882,0.7816517783864051,False,0,,uv_019514,vacuum
Ni,II,1173.47657,1.2542,-1.497,VALD3,,7.57,-6.62,-7.94,0.587,1.0,False,0,,uv_019514,vacuum
Cu,I,1173.54694,0.0,-0.753,VALD3,,8.34,-3.88,-7.21,0.105,1.0,False,0,,uv_019514,vacuum
Fe,II,1173.83028,2.8441,-1.575,VALD3,,8.54,-6.53,-7.757,0.08,1.0,False,1,,uv_019514,vacuum
Fe,II,1173.9213,1.0969,-1.985,VALD3,,8.67,-6.47,-7.929,0.731,1.0,False,1,,uv_019514,vacuum
Cr,II,1173.94726,2.4827,-0.888,VALD3,,9.04,-5.43,-7.564,0.09,1.0,False,0,,uv_019514,vacuum
Cr,II,1173.99215,2.4827,-0.791,VALD3,,8.88,-5.47,-7.555,0.108,1.0,False,0,,uv_019514,vacuum
S,I,1174.04803,1.1454,-2.094,VALD3,,7.52,-3.88,-7.04,0.805,1.0,False,0,,uv_019514,vacuum
S,I,1174.04803,1.1454,-2.447,VALD3,,8.45,-4.56,-7.07,0.692,1.0,False,0,,uv_019514,vacuum
Fe,II,1174.05948,0.9863,-2.264,VALD3,,8.6,-6.5,-7.745,0.669,1.0,False,1,,uv_019514,vacuum
Cr,II,1174.07716,2.4827,-0.584,VALD3,,8.47,-5.09,-7.57,0.161,1.0,False,0,,uv_019514,vacuum
Fe,II,1174.26113,1.0762,-2.145,VALD3,,8.59,-6.44,-7.932,0.675,0.4589328105733447,False,1,,uv_019514,vacuum
S,I,1175.00032,0.0711,-1.253,VALD3,,8.29,-4.98,-7.42,0.916,0.2310319041351122,False,0,,uv_019514,vacuum
Fe,II,1175.14754,1.0405,-1.358,VALD3,,8.6,-6.5,-7.742,0.875,0.2836316200897315,False,0,,uv_019514,vacuum
Cr,II,1175.25358,2.4212,-0.786,VALD3,,9.05,-5.67,-7.832,0.121,0.538228225754624,False,0,,uv_019514,vacuum
Cr,II,1175.48527,2.4546,-0.619,VALD3,,9.12,-5.8,-7.62,0.162,0.2827720349807338,False,0,,uv_019514,vacuum
Fe,II,1175.68131,0.2322,-1.434,VALD3,,8.62,-6.68,-7.707,0.911,0.1074091092354792,False,0,,uv_019514,vacuum
Fe,II,1175.89437,0.3013,-4.393,VALD3,,8.75,-6.52,-7.862,0.093,1.0,False,1,,uv_019514,vacuum
Cr,II,1175.91433,2.5441,-0.709,VALD3,,8.46,-5.26,-7.57,0.113,1.0,False,0,,uv_019514,vacuum
Fe,II,1175.95946,2.8067,-1.398,VALD3,,8.32,-6.53,-7.83,0.134,1.0,False,1,,uv_019514,vacuum
S,I,1176.00095,0.0491,-0.811,VALD3,,8.88,-5.63,-7.5,0.916,0.3916276373424404,False,0,,uv_019514,vacuum
Fe,II,1176.06045,2.7043,-1.149,VALD3,,8.63,-5.88,-7.82,0.255,0.988768854137936,False,1,,uv_019514,vacuum
Fe,II,1176.42281,1.0405,-1.864,VALD3,,8.61,-6.5,-7.748,0.789,0.6997506819292528,False,1,,uv_019514,vacuum
Cr,II,1176.48598,2.434,-0.692,VALD3,,9.09,-6.45,-7.824,0.147,1.0,False,0,,uv_019514,vacuum
N,I,1176.51,2.3835,-1.15,VALD3,,0.0,0.0,0.0,0.864,0.8630053512048612,False,0,,uv_019514,vacuum
Fe,II,1176.55889,1.0969,-3.124,VALD3,,8.59,-6.44,-7.929,0.191,1.0,False,1,,uv_019514,vacuum
N,I,1176.63,2.3846,-2.085,VALD3,,0.0,0.0,0.0,0.598,0.6484273839703575,False,0,,uv_019514,vacuum
Ni,II,1177.109,1.1568,-1.869,VALD3,,7.53,-6.6,-7.94,0.446,0.5032659385205511,False,0,,uv_019514,vacuum
Fe,II,1177.24637,0.9863,-3.12,VALD3,,8.59,-6.5,-7.89,0.237,1.0,False,1,,uv_019514,vacuum
S,I,1177.28235,1.1454,-1.446,VALD3,,8.64,-4.12,-7.19,0.889,0.8151415463552535,False,0,,uv_019514,vacuum
S,I,1177.28235,1.1454,-3.204,VALD3,,8.6,-4.34,-7.23,0.309,1.0,False,0,,uv_019514,vacuum
Fe,II,1177.34878,1.0405,-2.913,VALD3,,8.62,-6.5,-7.759,0.301,1.0,False,1,,uv_019514,vacuum
Cu,I,1177.64394,0.0,-0.999,VALD3,,8.39,-2.54,-6.69,0.062,1.0,False,0,,uv_019514,vacuum
N,I,1177.695,2.3846,-1.369,VALD3,,0.0,0.0,0.0,0.831,0.1974039994530328,False,0,,uv_019514,vacuum
Cr,II,1177.6981,2.4212,-0.908,VALD3,,8.95,-5.83,-7.824,0.096,1.0,False,0,,uv_019514,vacuum
Cr,II,1178.00732,2.5439,-0.913,VALD3,,8.5,-5.3,-7.58,0.074,0.152376445684898,False,0,,uv_019514,vacuum
Fe,II,1178.35721,1.6706,-2.812,VALD3,,8.7,-6.52,-7.814,0.095,0.6813876646696501,False,1,,uv_019514,vacuum
S,I,1178.46205,0.0711,-1.284,VALD3,,8.88,-5.63,-7.5,0.915,0.2181729498056161,False,0,,uv_019514,vacuum
Cr,II,1178.53247,2.4827,-0.317,VALD3,,9.13,-5.42,-7.738,0.259,0.8550124603806709,False,0,,uv_019514,vacuum
Ni,II,1178.57038,1.8592,-2.136,VALD3,,7.13,-6.57,-7.94,0.069,1.0,False,0,,uv_019514,vacuum
Cr,II,1178.6185,2.4827,-1.05,VALD3,,9.12,-5.8,-7.62,0.062,1.0,False,0,,uv_019514,vacuum
Fe,II,1178.9313,2.8067,-1.404,VALD3,,8.33,-5.68,-7.63,0.125,0.6019378394372865,False,1,,uv_019514,vacuum
Cr,II,1179.0294,2.434,-0.638,VALD3,,9.11,-5.74,-7.824,0.163,0.6706619316780089,False,0,,uv_019514,vacuum
Cr,II,1179.12809,2.434,-0.891,VALD3,,8.95,-5.83,-7.824,0.098,0.8922363049224912,False,0,,uv_019514,vacuum
Cl,I,1179.293,0.1094,-0.39,VALD3,,0.0,0.0,0.0,0.91,1.0,False,0,,uv_019514,vacuum
S,I,1179.29547,1.1454,-1.018,VALD3,,8.01,-3.44,-7.06,0.905,1.0,False,0,,uv_019514,vacuum
Cr,II,1179.6568,2.5432,-0.996,VALD3,,8.43,-5.48,-7.57,0.06,0.1053911498633352,False,0,,uv_019514,vacuum
S,I,1180.00518,1.1454,-2.491,VALD3,,8.39,-3.91,-7.09,0.673,0.4317322708602313,False,0,,uv_019514,vacuum
Fe,II,1180.10916,1.0405,-1.706,VALD3,,8.6,-6.5,-7.745,0.824,0.4713432336092505,False,0,,uv_019514,vacuum
Fe,II,1180.11165,3.1528,-1.258,VALD3,,8.72,-5.94,-7.64,0.081,1.0,False,1,,uv_019514,vacuum
Ni,II,1180.27092,1.68,-1.834,VALD3,,6.97,-6.56,-7.95,0.188,0.5611384972905277,False,0,,uv_019514,vacuum
Fe,II,1180.42939,1.0762,-1.366,VALD3,,8.61,-6.5,-7.748,0.868,0.0980481728597508,False,0,,uv_019514,vacuum
Fe,II,1181.06585,2.7043,-1.571,VALD3,,8.73,-6.53,-7.932,0.118,1.0,False,1,,uv_019514,vacuum
Ni,II,1181.07483,1.3222,-2.027,VALD3,,7.57,-6.62,-7.94,0.274,0.7323523164353919,False,0,,uv_019514,vacuum
Fe,II,1181.12349,1.6953,-2.892,VALD3,,8.7,-6.52,-7.815,0.079,1.0,False,1,,uv_019514,vacuum
Fe,II,1181.34281,2.8281,-1.485,VALD3,,8.33,-5.68,-7.63,0.103,1.0,False,1,,uv_019514,vacuum
Cr,II,1181.35062,2.4546,-0.757,VALD3,,9.11,-5.74,-7.824,0.118,1.0,False,0,,uv_019514,vacuum
Fe,II,1181.36168,1.0762,-1.892,VALD3,,8.62,-6.5,-7.759,0.766,1.0,False,1,,uv_019514,vacuum
Fe,II,1181.37131,0.9863,-2.522,VALD3,,8.63,-6.5,-7.755,0.539,1.0,False,1,,uv_019514,vacuum
S,I,1181.59466,1.1454,-1.339,VALD3,,8.1,-3.0,-7.14,0.895,0.2183951724777197,False,0,,uv_019514,vacuum
Fe,II,1181.89395,0.2322,-2.292,VALD3,,8.6,-6.57,-7.799,0.875,0.0802980779162653,False,0,,uv_019514,vacuum
Ni,II,1182.16906,1.2542,-1.893,VALD3,,7.56,-6.58,-7.94,0.375,0.1812015854028546,False,0,,uv_019514,vacuum
Fe,II,1182.22371,2.7043,-1.845,VALD3,,8.5,-6.54,-7.94,0.066,0.6932882037543748,False,1,,uv_019514,vacuum
Fe,II,1182.57352,2.8281,-1.294,VALD3,,8.37,-5.97,-7.46,0.156,1.0,False,1,,uv_019514,vacuum
Fe,II,1182.59347,2.8067,-1.393,VALD3,,8.19,-5.29,-7.44,0.134,1.0,False,1,,uv_019514,vacuum
Fe,II,1182.604,2.8441,-1.566,VALD3,,8.24,-5.04,-7.44,0.088,1.0,False,1,,uv_019514,vacuum
Fe,II,1183.32901,1.0405,-2.613,VALD3,,8.59,-6.5,-7.742,0.457,0.4102820238716149,False,1,,uv_019514,vacuum
Fe,II,1183.43858,0.3013,-2.17,VALD3,,8.62,-6.68,-7.709,0.879,0.3511544305698428,False,0,,uv_019514,vacuum
Fe,II,1183.56489,3.2447,-1.391,VALD3,,8.27,-6.27,-7.82,0.05,1.0,False,1,,uv_019514,vacuum
Fe,II,1183.60117,2.8281,-0.993,VALD3,,8.35,-5.39,-7.54,0.263,0.9534798900728564,False,1,,uv_019514,vacuum
Fe,II,1183.68734,1.0969,-1.495,VALD3,,8.62,-6.5,-7.76,0.849,0.5132967232000608,False,0,,uv_019514,vacuum
Fe,II,1183.82916,0.9863,-0.989,VALD3,,8.61,-6.5,-7.923,0.899,0.3793950787803044,False,0,,uv_019514,vacuum
Fe,II,1183.89032,2.7043,-1.4,VALD3,,8.62,-6.36,-7.85,0.161,0.7549295686166615,False,1,,uv_019514,vacuum
Fe,II,1184.38689,2.7785,-1.772,VALD3,,8.63,-5.88,-7.82,0.062,0.6093656647508764,False,1,,uv_019514,vacuum
Fe,II,1184.50756,2.8555,-1.167,VALD3,,8.48,-5.68,-7.643,0.181,0.4899528840956385,False,1,,uv_019514,vacuum
Ni,II,1184.51077,1.8592,-2.136,VALD3,,7.82,-6.19,-7.93,0.064,1.0,False,0,,uv_019514,vacuum
Fe,II,1184.81756,2.8067,-0.782,VALD3,,8.35,-5.2,-7.51,0.368,0.0564058096552367,False,1,,uv_019514,vacuum
Fe,II,1185.191,0.9863,-2.346,VALD3,,8.58,-6.5,-7.923,0.629,0.0224466694966801,False,1,,uv_019514,vacuum
Fe,II,1185.48691,2.8281,-1.77,VALD3,,8.35,-5.04,-7.51,0.053,0.488375355484734,False,1,,uv_019514,vacuum
Fe,II,1185.60744,0.9863,-3.324,VALD3,,8.02,-6.5,-7.932,0.166,0.5681601254178982,False,1,,uv_019514,vacuum
Fe,II,1185.71249,0.3013,-1.648,VALD3,,8.61,-6.69,-7.714,0.904,0.2995742890798216,False,0,,uv_019514,vacuum
Fe,II,1185.85768,0.9863,-1.931,VALD3,,8.58,-6.5,-7.928,0.784,0.3819488207398849,False,1,,uv_019514,vacuum
Fe,II,1185.97508,0.9863,-3.042,VALD3,,8.56,-6.5,-7.701,0.269,0.5138394283899592,False,1,,uv_019514,vacuum
Fe,II,1186.19117,1.0405,-2.535,VALD3,,8.71,-6.5,-7.737,0.501,0.1058226167761189,False,1,,uv_019514,vacuum
Fe,II,1187.27585,2.8067,-1.331,VALD3,,8.42,-4.93,-7.54,0.15,1.0,False,1,,uv_019514,vacuum
Fe,II,1187.38285,1.0762,-2.926,VALD3,,8.59,-6.5,-7.742,0.277,1.0,False,1,,uv_019514,vacuum
Co,II,1187.41379,0.0,-3.333,VALD3,,0.0,0.0,0.0,0.578,1.0,False,0,,uv_019514,vacuum
Co,II,1187.41379,0.0,-2.856,VALD3,,0.0,0.0,0.0,0.578,1.0,False,0,,uv_019514,vacuum
Co,II,1187.41407,0.0,-3.002,VALD3,,0.0,0.0,0.0,0.578,1.0,False,0,,uv_019514,vacuum
Co,II,1187.41407,0.0,-3.224,VALD3,,0.0,0.0,0.0,0.578,1.0,False,0,,uv_019514,vacuum
Co,II,1187.41407,0.0,-2.673,VALD3,,0.0,0.0,0.0,0.578,1.0,False,0,,uv_019514,vacuum
Co,II,1187.41453,0.0,-2.551,VALD3,,0.0,0.0,0.0,0.578,1.0,False,0,,uv_019514,vacuum
Co,II,1187.41453,0.0,-3.245,VALD3,,0.0,0.0,0.0,0.578,1.0,False,0,,uv_019514,vacuum
Co,II,1187.41453,0.0,-2.66,VALD3,,0.0,0.0,0.0,0.578,1.0,False,0,,uv_019514,vacuum
Co,II,1187.41517,0.0,-3.355,VALD3,,0.0,0.0,0.0,0.578,1.0,False,0,,uv_019514,vacuum
