element,ion,wavelength_air_A,excitation_potential_eV,log_gf,loggf_source,nist_grade,damping_rad,damping_stark,damping_vdW,central_depth,vald_proximity_flag,blend_flag,priority,notes
Fe,II,1681.49083,3.8892,-2.606,VALD3,,8.07,-5.75,-7.542,0.275,1.0,False,1,
CO,I,1681.50426,1.3471,-0.149,VALD3,,8.05,0.0,0.0,0.983,1.0,False,0,
CO,I,1681.52292,1.1118,-0.564,VALD3,,8.05,0.0,0.0,0.978,1.0,False,0,
CO,I,1681.53282,1.1118,-0.883,VALD3,,8.05,0.0,0.0,0.96,1.0,False,0,
Fe,I,1681.56372,0.0873,-4.086,VALD3,,8.47,-4.81,-7.4,0.875,1.0,False,1,
CO,I,1681.59899,1.3471,0.163,VALD3,,8.05,0.0,0.0,0.99,1.0,False,0,
CO,I,1681.63603,2.3846,-2.024,VALD3,,8.05,0.0,0.0,0.065,1.0,False,0,
Fe,I,1681.65235,0.0873,-1.7,VALD3,,7.56,-3.76,-7.07,0.997,1.0,False,1,
CO,I,1681.66685,2.3846,-1.693,VALD3,,8.05,0.0,0.0,0.135,1.0,False,0,
CO,I,1681.70843,1.2233,-0.786,VALD3,,8.05,0.0,0.0,0.956,1.0,False,0,
Fe,II,1681.72183,5.5848,-1.504,VALD3,,9.0,-5.87,-7.7,0.171,1.0,False,1,
Fe,I,1681.80411,0.0516,-1.58,VALD3,,7.67,-3.29,-7.13,0.997,1.0,False,1,
CO,I,1681.8357,2.4274,-1.899,VALD3,,8.05,0.0,0.0,0.083,1.0,False,0,
CO,I,1681.91321,1.0948,-2.43,VALD3,,8.05,0.0,0.0,0.409,1.0,False,0,
Mn,II,1681.93726,1.7762,-2.994,VALD3,,8.49,-6.58,-7.87,0.374,1.0,False,3,
Ti,II,1681.95533,1.2241,-2.915,VALD3,,9.0,-5.75,-7.67,0.136,1.0,False,1,
Co,II,1681.99253,1.4037,-3.328,VALD3,,8.63,-6.54,-7.9,0.447,1.0,False,2,
Co,II,1681.99345,1.4037,-3.155,VALD3,,8.63,-6.54,-7.9,0.447,1.0,False,2,
Co,II,1681.99455,1.4037,-3.504,VALD3,,8.63,-6.54,-7.9,0.447,1.0,False,2,
Co,II,1681.99505,1.4037,-3.144,VALD3,,8.63,-6.54,-7.9,0.447,1.0,False,2,
Co,II,1681.99628,1.4037,-5.252,VALD3,,8.63,-6.54,-7.9,0.447,1.0,False,2,
Co,II,1681.99735,1.4037,-3.302,VALD3,,8.63,-6.54,-7.9,0.447,1.0,False,2,
Co,II,1681.9983,1.4037,-3.328,VALD3,,8.63,-6.54,-7.9,0.447,1.0,False,2,
Co,II,1681.9987,1.4037,-3.826,VALD3,,8.63,-6.54,-7.9,0.447,1.0,False,2,
Co,II,1682.00153,1.4037,-3.155,VALD3,,8.63,-6.54,-7.9,0.447,1.0,False,2,
Co,II,1682.0018,1.4037,-3.13,VALD3,,8.63,-6.54,-7.9,0.447,1.0,False,2,
Co,II,1682.00544,1.4037,-3.144,VALD3,,8.63,-6.54,-7.9,0.447,1.0,False,2,
Co,II,1682.0056,1.4038,-2.732,VALD3,,8.63,-6.54,-7.9,0.447,1.0,False,2,
Co,II,1682.01005,1.4038,-3.302,VALD3,,8.63,-6.54,-7.9,0.447,1.0,False,2,
CO,I,1682.03061,1.6854,-1.638,VALD3,,8.05,0.0,0.0,0.514,1.0,False,0,
CO,I,1682.03995,1.6854,-1.321,VALD3,,8.05,0.0,0.0,0.711,1.0,False,0,
Fe,II,1682.07056,5.4841,-1.15,VALD3,,8.84,-5.66,-7.59,0.274,1.0,False,1,
Pb,II,1682.127,0.0,-0.556,VALD3,,0.0,0.0,0.0,0.9,1.0,False,0,
Fe,I,1682.14158,0.1101,-1.998,VALD3,,7.42,-4.13,-7.07,0.996,1.0,False,1,
CO,I,1682.15483,1.1293,-0.553,VALD3,,8.05,0.0,0.0,0.978,1.0,False,0,
CO,I,1682.16388,1.1293,-0.871,VALD3,,8.05,0.0,0.0,0.959,1.0,False,0,
CO,I,1682.17407,2.3947,-1.674,VALD3,,8.05,0.0,0.0,0.137,1.0,False,0,
CO,I,1682.17945,2.3947,-2.004,VALD3,,8.05,0.0,0.0,0.063,1.0,False,0,
V,II,1682.19359,0.3332,-2.28,VALD3,,8.43,-6.46,-7.87,0.382,1.0,False,2,
Ti,II,1682.3634,0.0,-3.92,VALD3,,8.13,-6.38,-7.86,0.196,1.0,False,1,
CO,I,1682.36481,1.2435,-0.776,VALD3,,8.05,0.0,0.0,0.955,1.0,False,0,
Fe,II,1682.37328,5.9049,-1.29,VALD3,,8.91,-4.93,-7.396,0.159,1.0,False,1,
CO,I,1682.64365,1.3746,0.17,VALD3,,8.05,0.0,0.0,0.989,1.0,False,0,
Si,I,1682.673,0.0096,-1.85,VALD3,,7.58,-4.37,-7.2,0.998,1.0,False,1,
CO,I,1682.72887,2.4051,-1.984,VALD3,,8.05,0.0,0.0,0.06,1.0,False,0,
CO,I,1682.73199,2.4051,-1.656,VALD3,,8.05,0.0,0.0,0.133,1.0,False,0,
V,II,1682.75493,2.036,-1.681,VALD3,,8.49,-6.54,-7.86,0.054,1.0,False,2,
Fe,II,1682.79819,5.5526,-2.203,VALD3,,8.99,-5.92,-7.569,0.052,1.0,False,1,
CO,I,1682.8042,1.1472,-0.542,VALD3,,8.05,0.0,0.0,0.977,1.0,False,0,
CO,I,1682.81184,1.1472,-0.859,VALD3,,8.05,0.0,0.0,0.958,1.0,False,0,
CO,I,1682.82232,1.7043,-1.627,VALD3,,8.05,0.0,0.0,0.508,1.0,False,0,
CO,I,1682.82629,1.7043,-1.311,VALD3,,8.05,0.0,0.0,0.706,1.0,False,0,
Fe,I,1682.96818,0.0,-2.9,VALD3,,7.59,-4.1,-7.19,0.987,1.0,False,1,
Fe,II,1682.99361,3.9034,-2.028,VALD3,,8.03,-5.82,-7.63,0.426,1.0,False,1,
V,II,1683.0135,2.026,-1.413,VALD3,,8.5,-6.54,-7.86,0.098,1.0,False,2,
CO,I,1683.02936,1.264,-0.767,VALD3,,8.05,0.0,0.0,0.953,1.0,False,0,
Si,I,1683.11887,0.0277,-2.914,VALD3,,7.76,-4.38,-7.19,0.996,1.0,False,1,
CO,I,1683.30331,2.416,-1.638,VALD3,,8.05,0.0,0.0,0.137,1.0,False,0,
CO,I,1683.30331,2.416,-1.966,VALD3,,8.05,0.0,0.0,0.059,1.0,False,0,
Fe,II,1683.307,5.8756,-1.362,VALD3,,8.89,-4.9,-7.396,0.15,1.0,False,1,
Fe,II,1683.31652,0.3519,-3.339,VALD3,,8.5,-6.62,-7.805,0.979,1.0,False,1,
Ni,II,1683.33335,1.1568,-3.059,VALD3,,8.77,-6.63,-7.91,0.797,1.0,False,1,
Mg,I,1683.4116,0.0,-2.62,VALD3,,0.0,0.0,0.0,0.997,1.0,False,1,
CO,I,1683.47022,1.1656,-0.531,VALD3,,8.05,0.0,0.0,0.977,1.0,False,0,
CO,I,1683.47703,1.1656,-0.848,VALD3,,8.05,0.0,0.0,0.957,1.0,False,0,
CO,I,1683.54873,1.4024,0.177,VALD3,,8.05,0.0,0.0,0.989,1.0,False,0,
V,II,1683.56319,0.3332,-2.728,VALD3,,8.37,-6.46,-7.87,0.173,1.0,False,2,
Fe,I,1683.57039,0.1213,-4.42,VALD3,,8.52,-4.33,-7.37,0.779,1.0,False,1,
Ti,II,1683.59428,1.2313,-3.208,VALD3,,9.0,-5.75,-7.67,0.073,1.0,False,1,
CO,I,1683.6298,1.7237,-1.617,VALD3,,8.05,0.0,0.0,0.502,1.0,False,0,
CO,I,1683.63745,1.7237,-1.301,VALD3,,8.05,0.0,0.0,0.701,1.0,False,0,
Cr,I,1683.67175,0.0,-3.348,VALD3,,6.83,-4.32,-7.26,0.282,1.0,False,2,
Co,II,1683.68432,1.6441,-1.819,VALD3,,8.85,-6.57,-7.88,0.833,1.0,False,2,
Co,II,1683.68544,1.6441,-1.661,VALD3,,8.85,-6.57,-7.88,0.833,1.0,False,2,
Co,II,1683.68644,1.6441,-1.672,VALD3,,8.85,-6.57,-7.88,0.833,1.0,False,2,
Co,II,1683.68695,1.6441,-1.249,VALD3,,8.85,-6.57,-7.88,0.833,1.0,False,2,
Co,II,1683.68733,1.6441,-1.845,VALD3,,8.85,-6.57,-7.88,0.833,1.0,False,2,
Co,II,1683.68759,1.6441,-1.647,VALD3,,8.85,-6.57,-7.88,0.833,1.0,False,2,
Co,II,1683.68812,1.6441,-2.343,VALD3,,8.85,-6.57,-7.88,0.833,1.0,False,2,
Co,II,1683.68852,1.6441,-3.769,VALD3,,8.85,-6.57,-7.88,0.833,1.0,False,2,
Co,II,1683.68881,1.6441,-2.021,VALD3,,8.85,-6.57,-7.88,0.833,1.0,False,2,
Co,II,1683.69001,1.6441,-1.845,VALD3,,8.85,-6.57,-7.88,0.833,1.0,False,2,
Co,II,1683.6902,1.6441,-1.672,VALD3,,8.85,-6.57,-7.88,0.833,1.0,False,2,
Co,II,1683.69023,1.6441,-1.819,VALD3,,8.85,-6.57,-7.88,0.833,1.0,False,2,
Co,II,1683.69027,1.6441,-1.661,VALD3,,8.85,-6.57,-7.88,0.833,1.0,False,2,
Fe,II,1683.71127,6.2187,-1.653,VALD3,,8.27,-5.44,-7.65,0.058,1.0,False,1,
Cr,II,1683.71484,3.8538,-1.469,VALD3,,8.67,-5.58,-7.719,0.301,1.0,False,2,
CO,I,1683.73015,1.2851,-0.758,VALD3,,8.05,0.0,0.0,0.952,1.0,False,0,
Fe,I,1683.82464,0.0516,-1.682,VALD3,,7.1,-4.56,-7.07,0.997,1.0,False,1,
CO,I,1683.89885,2.4274,-1.622,VALD3,,8.05,0.0,0.0,0.14,1.0,False,0,
CO,I,1683.89885,2.4274,-1.948,VALD3,,8.05,0.0,0.0,0.057,1.0,False,0,
Fe,II,1684.00439,5.5848,-1.875,VALD3,,8.75,-5.84,-7.52,0.09,1.0,False,1,
Fe,II,1684.00927,2.2764,-1.701,VALD3,,8.62,-6.56,-7.795,0.93,1.0,False,1,
Fe,II,1684.02027,1.6953,-2.895,VALD3,,8.55,-6.57,-7.794,0.855,1.0,False,1,
Fe,I,1684.09943,0.0516,-2.105,VALD3,,7.86,-4.18,-7.25,0.995,1.0,False,1,
Fe,I,1684.14529,0.0,-3.658,VALD3,,7.82,-3.96,-7.22,0.951,1.0,False,1,
CO,I,1684.15124,1.1844,-0.837,VALD3,,8.05,0.0,0.0,0.956,1.0,False,0,
CO,I,1684.15493,1.1844,-0.52,VALD3,,8.05,0.0,0.0,0.976,1.0,False,0,
Fe,II,1684.27517,5.2889,-1.644,VALD3,,8.74,-5.18,-7.48,0.195,1.0,False,1,
Cr,II,1684.37444,3.8707,-2.336,VALD3,,8.62,-6.5,-7.749,0.069,1.0,False,2,
CO,I,1684.39237,1.3066,-0.749,VALD3,,8.05,0.0,0.0,0.95,1.0,False,0,
Cr,II,1684.4166,3.8538,-1.929,VALD3,,8.66,-6.0,-7.727,0.147,1.0,False,2,
Fe,II,1684.41912,5.5107,-1.37,VALD3,,8.89,-5.39,-7.59,0.215,1.0,False,1,
V,II,1684.42498,0.3482,-4.338,VALD3,,8.44,-6.46,-7.87,0.135,1.0,False,2,
V,II,1684.425,0.3482,-4.68,VALD3,,8.44,-6.46,-7.87,0.135,1.0,False,2,
V,II,1684.42517,0.3482,-4.104,VALD3,,8.44,-6.46,-7.87,0.135,1.0,False,2,
V,II,1684.42549,0.3482,-4.534,VALD3,,8.44,-6.46,-7.87,0.135,1.0,False,2,
V,II,1684.42556,0.3482,-3.919,VALD3,,8.44,-6.46,-7.87,0.135,1.0,False,2,
V,II,1684.42581,0.3482,-4.351,VALD3,,8.44,-6.46,-7.87,0.135,1.0,False,2,
V,II,1684.42617,0.3482,-3.763,VALD3,,8.44,-6.46,-7.87,0.135,1.0,False,2,
V,II,1684.42631,0.3482,-5.011,VALD3,,8.44,-6.46,-7.87,0.135,1.0,False,2,
V,II,1684.42633,0.3482,-4.229,VALD3,,8.44,-6.46,-7.87,0.135,1.0,False,2,
V,II,1684.42699,0.3483,-3.627,VALD3,,8.44,-6.46,-7.87,0.135,1.0,False,2,
V,II,1684.42706,0.3482,-4.168,VALD3,,8.44,-6.46,-7.87,0.135,1.0,False,2,
V,II,1684.42716,0.3482,-4.902,VALD3,,8.44,-6.46,-7.87,0.135,1.0,False,2,
V,II,1684.428,0.3482,-4.164,VALD3,,8.44,-6.46,-7.87,0.135,1.0,False,2,
V,II,1684.42801,0.3483,-3.506,VALD3,,8.44,-6.46,-7.87,0.135,1.0,False,2,
V,II,1684.42822,0.3482,-4.923,VALD3,,8.44,-6.46,-7.87,0.135,1.0,False,2,
V,II,1684.42915,0.3483,-4.23,VALD3,,8.44,-6.46,-7.87,0.135,1.0,False,2,
V,II,1684.4295,0.3482,-5.033,VALD3,,8.44,-6.46,-7.87,0.135,1.0,False,2,
V,II,1684.43051,0.3483,-4.435,VALD3,,8.44,-6.46,-7.87,0.135,1.0,False,2,
V,II,1684.43098,0.3483,-5.245,VALD3,,8.44,-6.46,-7.87,0.135,1.0,False,2,
V,II,1684.43267,0.3483,-5.648,VALD3,,8.44,-6.46,-7.87,0.135,1.0,False,2,
CO,I,1684.44004,1.7434,-1.291,VALD3,,8.05,0.0,0.0,0.694,1.0,False,0,
Fe,II,1684.45297,5.6049,-1.387,VALD3,,9.01,-5.84,-7.535,0.191,1.0,False,1,
CO,I,1684.45763,1.7434,-1.607,VALD3,,8.05,0.0,0.0,0.494,1.0,False,0,
CO,I,1684.52232,2.4391,-1.606,VALD3,,8.05,0.0,0.0,0.142,1.0,False,0,
CO,I,1684.52232,2.4391,-1.931,VALD3,,8.05,0.0,0.0,0.075,1.0,False,0,
Mn,II,1684.56914,4.7568,-0.999,VALD3,,8.72,-5.13,-7.47,0.126,1.0,False,3,
Cr,I,1684.57936,0.0,-3.631,VALD3,,6.78,-4.24,-7.26,0.173,1.0,False,2,
CO,I,1684.62477,1.4307,0.184,VALD3,,8.05,0.0,0.0,0.988,1.0,False,0,
Fe,I,1684.69044,0.1213,-2.786,VALD3,,7.42,-4.13,-7.07,0.986,1.0,False,1,
Mn,II,1684.7048,1.7762,-1.928,VALD3,,8.49,-6.58,-7.87,0.739,1.0,False,3,
Fe,I,1684.72041,0.0,-3.803,VALD3,,8.26,-4.27,-7.28,0.936,1.0,False,1,
CO,I,1684.72893,1.2233,-2.386,VALD3,,8.05,0.0,0.0,0.355,1.0,False,0,
Cu,I,1684.74746,1.6422,-1.336,VALD3,,7.68,-4.83,-7.47,0.604,1.0,False,2,
CO,I,1684.82402,1.5498,-2.537,VALD3,,8.05,0.0,0.0,0.144,1.0,False,0,
CO,I,1684.83367,1.548,-2.616,VALD3,,8.05,0.0,0.0,0.125,1.0,False,0,
CO,I,1684.83395,1.5521,-2.47,VALD3,,8.05,0.0,0.0,0.167,1.0,False,0,
CO,I,1684.85723,1.2036,-0.51,VALD3,,8.05,0.0,0.0,0.975,1.0,False,0,
CO,I,1684.85808,1.2036,-0.826,VALD3,,8.05,0.0,0.0,0.954,1.0,False,0,
CO,I,1684.86177,1.5548,-2.412,VALD3,,8.05,0.0,0.0,0.184,1.0,False,0,
CO,I,1684.86205,1.5467,-2.713,VALD3,,8.05,0.0,0.0,0.104,1.0,False,0,
Fe,I,1684.86538,0.0873,-1.692,VALD3,,7.21,-4.07,-7.07,0.997,1.0,False,1,
Ti,II,1684.87707,1.2369,-3.066,VALD3,,9.0,-5.75,-7.67,0.102,1.0,False,1,
CO,I,1684.90889,1.5579,-2.361,VALD3,,8.05,0.0,0.0,0.205,1.0,False,0,
CO,I,1684.90918,1.5458,-2.838,VALD3,,8.05,0.0,0.0,0.081,1.0,False,0,
Fe,I,1684.92911,0.1101,-1.702,VALD3,,7.53,-3.9,-7.06,0.997,1.0,False,1,
CO,I,1684.97419,1.5615,-2.315,VALD3,,8.05,0.0,0.0,0.222,1.0,False,0,
CO,I,1685.0588,1.5656,-2.274,VALD3,,8.05,0.0,0.0,0.235,1.0,False,0,
CO,I,1685.07868,1.5458,-2.838,VALD3,,8.05,0.0,0.0,0.08,1.0,False,0,
CO,I,1685.11616,1.5467,-2.616,VALD3,,8.05,0.0,0.0,0.123,1.0,False,0,
CO,I,1685.13263,1.3285,-0.74,VALD3,,8.05,0.0,0.0,0.948,1.0,False,0,
CO,I,1685.16188,1.5701,-2.236,VALD3,,8.05,0.0,0.0,0.251,1.0,False,0,
Cr,II,1685.16577,4.7812,-1.257,VALD3,,8.58,-6.44,-7.746,0.121,1.0,False,2,
CO,I,1685.17125,1.548,-2.47,VALD3,,8.05,0.0,0.0,0.169,1.0,False,0,
CO,I,1685.17182,1.548,-3.014,VALD3,,8.05,0.0,0.0,0.051,1.0,False,0,
CO,I,1685.24651,1.5498,-2.838,VALD3,,8.05,0.0,0.0,0.081,1.0,False,0,
CO,I,1685.24736,1.5498,-2.361,VALD3,,8.05,0.0,0.0,0.21,1.0,False,0,
CO,I,1685.28457,1.575,-2.201,VALD3,,8.05,0.0,0.0,0.263,1.0,False,0,
CO,I,1685.29962,1.7636,-1.281,VALD3,,8.05,0.0,0.0,0.688,1.0,False,0,
CO,I,1685.3124,1.7636,-1.597,VALD3,,8.05,0.0,0.0,0.488,1.0,False,0,
Fe,II,1685.33291,5.5526,-1.658,VALD3,,8.77,-5.69,-7.53,0.14,1.0,False,1,
CO,I,1685.33995,1.5521,-2.713,VALD3,,8.05,0.0,0.0,0.103,1.0,False,0,
CO,I,1685.34052,1.5521,-2.274,VALD3,,8.05,0.0,0.0,0.242,1.0,False,0,
Fe,II,1685.38446,0.3519,-3.522,VALD3,,8.49,-6.51,-7.841,0.972,1.0,False,1,
Cr,II,1685.39435,3.8581,-1.339,VALD3,,8.66,-6.0,-7.726,0.339,1.0,False,2,
CO,I,1685.42574,1.5804,-2.169,VALD3,,8.05,0.0,0.0,0.274,1.0,False,0,
CO,I,1685.45301,1.5548,-2.616,VALD3,,8.05,0.0,0.0,0.122,1.0,False,0,
CO,I,1685.45329,1.5548,-2.201,VALD3,,8.05,0.0,0.0,0.272,1.0,False,0,
Co,II,1685.47476,3.0855,-3.004,VALD3,,0.0,0.0,0.0,0.09,1.0,False,2,
Co,II,1685.47476,3.0855,-2.925,VALD3,,0.0,0.0,0.0,0.09,1.0,False,2,
Co,II,1685.47476,3.0855,-3.226,VALD3,,0.0,0.0,0.0,0.09,1.0,False,2,
Co,II,1685.47843,3.0855,-2.808,VALD3,,0.0,0.0,0.0,0.09,1.0,False,2,
Co,II,1685.47843,3.0855,-2.742,VALD3,,0.0,0.0,0.0,0.09,1.0,False,2,
Co,II,1685.47843,3.0855,-3.101,VALD3,,0.0,0.0,0.0,0.09,1.0,False,2,
Co,II,1685.48359,3.0855,-3.247,VALD3,,0.0,0.0,0.0,0.09,1.0,False,2,
Co,II,1685.48359,3.0855,-2.537,VALD3,,0.0,0.0,0.0,0.09,1.0,False,2,
Co,II,1685.48359,3.0855,-2.683,VALD3,,0.0,0.0,0.0,0.09,1.0,False,2,
Co,II,1685.49021,3.0855,-2.33,VALD3,,0.0,0.0,0.0,0.09,1.0,False,2,
Co,II,1685.49021,3.0855,-2.716,VALD3,,0.0,0.0,0.0,0.09,1.0,False,2,
Co,II,1685.49021,3.0855,-3.481,VALD3,,0.0,0.0,0.0,0.09,1.0,False,2,
Co,II,1685.4983,3.0856,-2.159,VALD3,,0.0,0.0,0.0,0.09,1.0,False,2,
Co,II,1685.4983,3.0856,-2.899,VALD3,,0.0,0.0,0.0,0.09,1.0,False,2,
Co,II,1685.4983,3.0856,-3.899,VALD3,,0.0,0.0,0.0,0.09,1.0,False,2,
CO,I,1685.57829,1.2233,-0.816,VALD3,,8.05,0.0,0.0,0.953,1.0,False,0,
CO,I,1685.58,1.2233,-0.505,VALD3,,8.05,0.0,0.0,0.974,1.0,False,0,
CO,I,1685.58398,1.5579,-2.139,VALD3,,8.05,0.0,0.0,0.298,1.0,False,0,
CO,I,1685.58426,1.5579,-2.537,VALD3,,8.05,0.0,0.0,0.14,1.0,False,0,
CO,I,1685.58596,1.5863,-2.139,VALD3,,8.05,0.0,0.0,0.284,1.0,False,0,
P,I,1685.591,2.3213,-2.11,VALD3,,0.0,0.0,0.0,0.568,1.0,False,1,
Cr,II,1685.64626,3.8581,-1.937,VALD3,,8.64,-6.41,-7.738,0.145,1.0,False,2,
Fe,II,1685.68249,5.5526,-1.282,VALD3,,9.0,-5.84,-7.375,0.227,1.0,False,1,
Cu,I,1685.68726,0.0,-3.445,VALD3,,7.85,-3.21,-6.95,0.881,1.0,False,2,
Cu,I,1685.68726,0.0,-2.746,VALD3,,7.85,-3.21,-6.95,0.881,1.0,False,2,
Cu,I,1685.68829,0.0,-3.094,VALD3,,7.85,-3.21,-6.95,0.934,1.0,False,2,
Cu,I,1685.68829,0.0,-2.395,VALD3,,7.85,-3.21,-6.95,0.934,1.0,False,2,
Cu,I,1685.69917,0.0,-2.746,VALD3,,7.85,-3.21,-6.95,0.881,1.0,False,2,
Cu,I,1685.69917,0.0,-2.746,VALD3,,7.85,-3.21,-6.95,0.881,1.0,False,2,
Cu,I,1685.69941,0.0,-2.395,VALD3,,7.85,-3.21,-6.95,0.934,1.0,False,2,
Cu,I,1685.69941,0.0,-2.395,VALD3,,7.85,-3.21,-6.95,0.934,1.0,False,2,
CO,I,1685.70928,1.4595,0.191,VALD3,,8.05,0.0,0.0,0.988,1.0,False,0,
CO,I,1685.734,1.5615,-2.085,VALD3,,8.05,0.0,0.0,0.324,1.0,False,0,
CO,I,1685.73457,1.5615,-2.47,VALD3,,8.05,0.0,0.0,0.165,1.0,False,0,
Cr,II,1685.73639,3.8644,-2.126,VALD3,,8.64,-6.5,-7.742,0.104,1.0,False,2,
CO,I,1685.76185,1.5926,-2.157,VALD3,,8.05,0.0,0.0,0.274,1.0,False,0,
Fe,I,1685.8329,0.0,-2.005,VALD3,,7.22,-4.13,-7.11,0.996,1.0,False,1,
Co,II,1685.89047,0.4995,-5.538,VALD3,,8.59,-6.56,-7.9,0.265,1.0,False,2,
Co,II,1685.89055,0.4995,-5.061,VALD3,,8.59,-6.56,-7.9,0.265,1.0,False,2,
Co,II,1685.89159,0.4995,-5.429,VALD3,,8.59,-6.56,-7.9,0.265,1.0,False,2,
Co,II,1685.89173,0.4995,-4.878,VALD3,,8.59,-6.56,-7.9,0.265,1.0,False,2,
Co,II,1685.89181,0.4995,-5.207,VALD3,,8.59,-6.56,-7.9,0.265,1.0,False,2,
Co,II,1685.8935,0.4995,-5.45,VALD3,,8.59,-6.56,-7.9,0.265,1.0,False,2,
Co,II,1685.89369,0.4995,-4.756,VALD3,,8.59,-6.56,-7.9,0.265,1.0,False,2,
Co,II,1685.89382,0.4995,-4.865,VALD3,,8.59,-6.56,-7.9,0.265,1.0,False,2,
Co,II,1685.89619,0.4995,-5.56,VALD3,,8.59,-6.56,-7.9,0.265,1.0,False,2,
Co,II,1685.89643,0.4995,-4.695,VALD3,,8.59,-6.56,-7.9,0.265,1.0,False,2,
Co,II,1685.89662,0.4995,-4.631,VALD3,,8.59,-6.56,-7.9,0.265,1.0,False,2,
Co,II,1685.89967,0.4995,-5.772,VALD3,,8.59,-6.56,-7.9,0.265,1.0,False,2,
Co,II,1685.89996,0.4995,-4.691,VALD3,,8.59,-6.56,-7.9,0.265,1.0,False,2,
Co,II,1685.90021,0.4995,-4.446,VALD3,,8.59,-6.56,-7.9,0.265,1.0,False,2,
CO,I,1685.90282,1.5656,-2.037,VALD3,,8.05,0.0,0.0,0.344,1.0,False,0,
CO,I,1685.9031,1.5656,-2.412,VALD3,,8.05,0.0,0.0,0.18,1.0,False,0,
Co,II,1685.90393,0.4995,-6.175,VALD3,,8.59,-6.56,-7.9,0.265,1.0,False,2,
Fe,I,1685.90404,0.0516,-4.635,VALD3,,8.03,-3.71,-7.26,0.733,1.0,False,1,
Co,II,1685.90428,0.4995,-4.757,VALD3,,8.59,-6.56,-7.9,0.265,1.0,False,2,
Co,II,1685.90458,0.4995,-4.29,VALD3,,8.59,-6.56,-7.9,0.265,1.0,False,2,
CO,I,1685.90509,1.3508,-0.732,VALD3,,8.05,0.0,0.0,0.946,1.0,False,0,
Co,II,1685.90938,0.4996,-4.962,VALD3,,8.59,-6.56,-7.9,0.265,1.0,False,2,
Co,II,1685.90973,0.4996,-4.154,VALD3,,8.59,-6.56,-7.9,0.265,1.0,False,2,
Co,II,1685.91567,0.4996,-4.033,VALD3,,8.59,-6.56,-7.9,0.265,1.0,False,2,
Fe,II,1685.95475,0.3519,-1.27,VALD3,,8.51,-6.62,-7.808,0.998,1.0,False,1,
CO,I,1685.96222,1.5994,-2.085,VALD3,,8.05,0.0,0.0,0.303,1.0,False,0,
P,I,1685.975,1.4105,-0.06,VALD3,,0.0,0.0,0.0,0.994,1.0,False,1,
CO,I,1686.07252,1.7843,-1.587,VALD3,,8.05,0.0,0.0,0.479,1.0,False,0,
Fe,I,1686.07727,0.0873,-4.254,VALD3,,8.0,-3.41,-7.26,0.836,1.0,False,1,
CO,I,1686.09043,1.5701,-1.993,VALD3,,8.05,0.0,0.0,0.363,1.0,False,0,
CO,I,1686.09071,1.5701,-2.361,VALD3,,8.05,0.0,0.0,0.197,1.0,False,0,
CO,I,1686.16207,1.7843,-1.272,VALD3,,8.05,0.0,0.0,0.682,1.0,False,0,
CO,I,1686.17942,1.6065,-2.06,VALD3,,8.05,0.0,0.0,0.313,1.0,False,0,
V,II,1686.19591,1.0963,-1.649,VALD3,,8.45,-6.41,-7.85,0.313,1.0,False,2,
Fe,II,1686.19613,5.3609,-1.715,VALD3,,8.74,-5.19,-7.48,0.164,1.0,False,1,
CO,I,1686.27666,1.2435,-0.686,VALD3,,8.05,0.0,0.0,0.962,1.0,False,0,
CO,I,1686.29742,1.575,-2.315,VALD3,,8.05,0.0,0.0,0.217,1.0,False,0,
CO,I,1686.2977,1.575,-1.954,VALD3,,8.05,0.0,0.0,0.385,1.0,False,0,
P,I,1686.31,2.3245,-2.5,VALD3,,0.0,0.0,0.0,0.44,1.0,False,1,
CO,I,1686.31618,1.2435,-0.806,VALD3,,8.05,0.0,0.0,0.952,1.0,False,0,
CO,I,1686.41543,1.6142,-2.037,VALD3,,8.05,0.0,0.0,0.319,1.0,False,0,
CO,I,1686.44814,1.2435,-0.929,VALD3,,8.05,0.0,0.0,0.938,1.0,False,0,
Fe,II,1686.45633,0.3013,-1.283,VALD3,,8.67,-6.58,-7.79,0.998,1.0,False,1,
CO,I,1686.50389,1.3737,-0.868,VALD3,,8.05,0.0,0.0,0.926,1.0,False,0,
Ti,II,1686.51521,0.0117,-4.018,VALD3,,8.16,-6.37,-7.86,0.162,1.0,False,1,
CO,I,1686.52266,1.5804,-1.917,VALD3,,8.05,0.0,0.0,0.403,1.0,False,0,
CO,I,1686.52323,1.5804,-2.274,VALD3,,8.05,0.0,0.0,0.229,1.0,False,0,
V,II,1686.57386,2.0498,-0.948,VALD3,,8.4,-6.28,-7.86,0.216,1.0,False,2,
Fe,II,1686.6571,5.5488,-2.127,VALD3,,8.85,-5.47,-7.59,0.063,1.0,False,1,
CO,I,1686.67058,1.6223,-2.014,VALD3,,8.05,0.0,0.0,0.327,1.0,False,0,
Fe,II,1686.69268,0.3519,-1.601,VALD3,,8.47,-6.62,-7.797,0.997,1.0,False,1,
CO,I,1686.76646,1.5863,-1.884,VALD3,,8.05,0.0,0.0,0.429,1.0,False,0,
CO,I,1686.7676,1.5863,-2.236,VALD3,,8.05,0.0,0.0,0.243,1.0,False,0,
Fe,II,1686.78854,1.724,-2.387,VALD3,,8.52,-6.61,-7.795,0.928,1.0,False,1,
Fe,II,1686.7893,0.2322,-2.905,VALD3,,8.47,-6.63,-7.81,0.992,1.0,False,1,
