element,ion,wavelength_air_A,log_gf,vald_gf_source,gf_dex,gf_citation
Fe,1,3589.35072,-1.519,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,2,3589.43024,-5.543,RU,0.03,Ruffoni et al. — FTS laboratory
Fe,1,3589.46929,-4.523,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,2,3589.483,-1.309,RU,0.03,Ruffoni et al. — FTS laboratory
Fe,1,3589.48334,-3.292,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,2,3589.51904,-1.157,K13,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3589.96066,-2.246,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3590.0834,-1.716,BRW,,unrecognised VALD source tag 'BRW' — accuracy NOT assumed
Fe,1,3590.20652,-4.05,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3590.27744,-2.611,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3590.5218,-2.727,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3590.53689,-4.586,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3590.66289,-4.021,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3590.89866,-4.472,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3591.0003,-1.8,BRW,,unrecognised VALD source tag 'BRW' — accuracy NOT assumed
Fe,1,3591.34759,-2.013,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3591.39842,-0.298,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3591.44706,-3.75,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3591.48306,-1.46,BRW,,unrecognised VALD source tag 'BRW' — accuracy NOT assumed
Fe,1,3591.629,-5.165,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3591.63506,-4.236,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,2,3591.64177,-4.146,RU,0.03,Ruffoni et al. — FTS laboratory
Fe,1,3591.70939,-1.023,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3591.77198,-4.384,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3591.78888,-3.96,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3591.99873,-5.915,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3592.0532,-3.261,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3592.27185,-3.644,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3592.4702,-2.47,BRW,,unrecognised VALD source tag 'BRW' — accuracy NOT assumed
Fe,1,3592.50628,-2.375,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3592.68884,-1.502,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3592.88717,-1.671,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3592.8919,-2.74,BRW,,unrecognised VALD source tag 'BRW' — accuracy NOT assumed
Fe,1,3593.22488,-3.655,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3593.57479,-4.442,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3593.61057,-3.621,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3593.77502,-5.293,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3593.78691,-4.22,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3593.82631,-3.213,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3593.9621,-4.14,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3594.09015,-4.633,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3594.57206,-4.956,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3594.67417,-1.205,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3594.96179,-5.032,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3595.30376,-4.287,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3595.67335,-2.352,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3595.86373,-2.331,BRW,,unrecognised VALD source tag 'BRW' — accuracy NOT assumed
Fe,1,3596.52065,-4.507,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3597.05214,-1.236,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3597.23373,-3.151,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3597.62961,-2.851,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,2,3597.65434,-3.109,RU,0.03,Ruffoni et al. — FTS laboratory
Fe,1,3597.84506,-3.326,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3598.92866,-2.278,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3598.94006,-4.812,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3598.98023,-1.76,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3599.35446,-2.915,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,2,3600.35222,-3.912,RU,0.03,Ruffoni et al. — FTS laboratory
Fe,1,3600.4732,-1.843,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3600.71986,-3.914,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3601.4193,-3.594,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3601.6461,-3.644,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3601.9412,-2.308,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3602.22414,-3.382,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3602.32357,-3.843,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3602.43638,-3.08,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3602.54802,-3.94,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,2,3602.60112,-3.406,RU,0.03,Ruffoni et al. — FTS laboratory
Fe,1,3602.60138,-3.207,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3602.69759,-2.221,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3602.76341,-2.438,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3603.08947,-3.933,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3603.26142,-3.105,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3603.56665,-2.351,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3603.68057,-2.011,BRW,,unrecognised VALD source tag 'BRW' — accuracy NOT assumed
Fe,1,3603.94248,-3.463,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,2,3604.28292,-3.456,RU,0.03,Ruffoni et al. — FTS laboratory
Fe,1,3604.37168,-1.479,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3604.69711,-1.401,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3604.71622,-2.222,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3604.95943,-3.394,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3605.14209,-3.142,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3605.20072,-0.739,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3605.39992,-1.889,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3605.44738,-1.583,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3605.55427,-3.126,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3605.93208,-4.588,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,2,3606.16491,-3.905,RU,0.03,Ruffoni et al. — FTS laboratory
Fe,1,3606.5334,-1.934,BRW,,unrecognised VALD source tag 'BRW' — accuracy NOT assumed
Fe,1,3606.59919,-1.155,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3606.71278,-1.787,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3606.74441,-3.229,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3606.78149,-0.898,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3606.80804,-5.558,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,2,3607.05218,-5.444,RU,0.03,Ruffoni et al. — FTS laboratory
Fe,1,3607.09513,-1.537,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3607.18988,-4.185,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3607.36639,-2.859,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3607.45569,-4.534,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3607.80994,-4.23,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3607.83194,-2.406,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3607.89887,-3.681,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3608.11125,-5.327,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3608.17298,-2.385,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3608.32783,-3.317,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3608.51435,-1.036,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3608.67457,-2.044,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3608.99244,-2.701,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3609.338,-3.082,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3609.4622,-2.834,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,2,3609.74189,-1.147,RU,0.03,Ruffoni et al. — FTS laboratory
Fe,1,3610.05187,-4.685,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3610.23648,-2.605,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3610.27846,-1.316,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,2,3610.33883,-3.108,RU,0.03,Ruffoni et al. — FTS laboratory
Fe,1,3610.3846,-2.783,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3610.6364,-5.425,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3610.81611,-1.697,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3611.29481,-4.862,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3611.48216,-0.271,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3611.57336,-4.971,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3611.62933,-1.559,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3612.06832,-0.549,BRW,,unrecognised VALD source tag 'BRW' — accuracy NOT assumed
Fe,1,3612.27597,-2.904,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3612.5048,-2.257,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3612.91775,-2.731,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3612.91893,-1.401,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3612.92663,-3.58,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3612.93943,-2.559,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3612.93995,-2.997,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3613.08124,-2.913,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3613.44365,-0.743,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3613.60587,-1.301,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3613.71468,-3.144,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3613.76445,-3.036,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3613.94382,-5.091,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3614.11197,-0.797,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3614.55561,-0.957,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3614.66278,-2.314,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3614.71154,-3.994,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,2,3614.88224,-2.18,RU,0.03,Ruffoni et al. — FTS laboratory
Fe,1,3615.00198,-5.879,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3615.14447,-2.592,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3615.19088,-1.47,BRW,,unrecognised VALD source tag 'BRW' — accuracy NOT assumed
Fe,1,3615.50756,-4.191,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3615.95494,-2.322,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3616.06402,-2.955,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3616.10797,-6.852,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3616.25108,-4.439,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3616.3199,-2.172,BRW,,unrecognised VALD source tag 'BRW' — accuracy NOT assumed
Fe,1,3616.56519,-1.09,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3617.03966,-3.679,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3617.1,-2.077,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3617.31831,-0.493,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3617.35731,-5.031,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3617.42891,-1.816,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3617.53337,-2.7,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3617.70618,-2.217,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3617.83907,-4.422,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3617.92758,-1.984,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3617.95429,-4.655,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3617.96372,-2.382,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3618.17886,-3.488,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3618.37975,-1.236,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3618.59652,-0.66,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3618.61996,-1.981,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3618.81134,-2.097,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3618.95807,-3.818,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3619.07991,-4.914,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3619.09629,-2.497,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3619.41168,-4.301,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3619.65674,-2.85,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3619.92871,-2.436,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3619.94929,-3.279,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3620.15432,-3.408,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3620.29433,-3.159,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3620.4657,-0.803,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3620.83693,-4.168,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3620.86906,-2.253,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3620.8806,-2.016,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3620.97241,-2.784,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3620.98185,-5.853,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3620.99851,-3.507,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3621.10213,-0.275,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3621.19499,-1.896,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,2,3621.26438,-1.76,RU,0.03,Ruffoni et al. — FTS laboratory
Fe,1,3621.36605,-5.413,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3621.45329,-2.794,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3621.97878,-2.532,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3621.99755,-2.403,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3622.06566,-3.395,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3622.24086,-2.586,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3622.26173,0.03,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3622.43932,-5.534,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3622.78838,-3.929,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3623.13593,-2.631,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,2,3623.19134,-3.794,RU,0.03,Ruffoni et al. — FTS laboratory
Fe,1,3623.43022,-1.623,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3623.5085,-3.396,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3623.77303,-0.921,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3623.78223,-4.21,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3623.811,-2.022,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3623.89257,-4.194,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3623.91609,-3.602,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3623.94736,-3.454,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3624.0447,-1.035,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3624.05902,-1.5,BRW,,unrecognised VALD source tag 'BRW' — accuracy NOT assumed
Fe,1,3624.27989,0.062,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
