# linelist_alpha_cen_a.csv — alpha Cen A per-system VALD3 linelist (RYA-300)
# Generated: 2026-06-15  by scripts/intake_build_alpha_cen.py
# Stellar params: Teff=5792 K, logg=4.3, [Fe/H]=+0.20, vmic=1.1 km/s
#   (Heiter+2015 GBS Paper I / Jofre+2014 GBS Paper III)
# HFS splitting: ON (Codex permanent convention — all extractions, RYA-300)
# Detection threshold (central_depth): 0.05
# Extractions merged (all HFS-ON):
#   uv1     : vald_alpha_cen_a_uv1_raw.txt (RyanSchmitt.019551.gz), 1150-2000 A
#   uv2     : vald_alpha_cen_a_uv2_raw.txt (RyanSchmitt.019552.gz), 2000-3780 A
#   optical : vald_alpha_cen_a_optical_raw.txt (RyanSchmitt.019553.gz), 3780-6910 A
#   nir     : vald_alpha_cen_a_nir_raw.txt (RyanSchmitt.019554.gz), 6910-17000 A
# Wavelength convention: 'vacuum' for lambda < 2000 A (VALD delivers vacuum
#   below 2000 A despite the WL_air label), 'air' for lambda >= 2000 A.
#   NO vacuum->air conversion at build — done at the spectrum-matching boundary.
# Seam duplicates dropped at band endpoints: 102
# nist_grade empty pending NIST cross-validation; blend_flag=False everywhere.
element,ion,wavelength_air_A,excitation_potential_eV,log_gf,loggf_source,nist_grade,damping_rad,damping_stark,damping_vdW,central_depth,blend_flag,priority,notes,extraction_source,wavelength_convention
Co,I,3512.6278,0.5815,-1.51,VALD3,,8.12,-6.15,-7.672,0.97,False,0,,uv2_019552,air
Co,I,3512.63039,0.5815,-1.334,VALD3,,8.12,-6.15,-7.672,0.97,False,0,,uv2_019552,air
Zr,II,3512.631,0.9591,-1.0,VALD3,,0.0,0.0,0.0,0.416,False,0,,uv2_019552,air
Co,I,3512.63385,0.5815,-1.323,VALD3,,8.12,-6.15,-7.672,0.97,False,0,,uv2_019552,air
Co,I,3512.63442,0.5815,-1.162,VALD3,,8.12,-6.15,-7.672,0.97,False,0,,uv2_019552,air
Co,I,3512.63481,0.5815,-1.17,VALD3,,8.12,-6.15,-7.672,0.97,False,0,,uv2_019552,air
Co,I,3512.63508,0.5815,-1.334,VALD3,,8.12,-6.15,-7.672,0.97,False,0,,uv2_019552,air
Co,I,3512.6421,0.5815,-1.635,VALD3,,8.12,-6.15,-7.672,0.97,False,0,,uv2_019552,air
Co,I,3512.64412,0.5815,-1.196,VALD3,,8.12,-6.15,-7.672,0.97,False,0,,uv2_019552,air
Co,I,3512.64598,0.5815,-0.913,VALD3,,8.12,-6.15,-7.672,0.97,False,0,,uv2_019552,air
Co,I,3512.64762,0.5815,-0.697,VALD3,,8.12,-6.15,-7.672,0.97,False,0,,uv2_019552,air
Fe,I,3512.67707,2.882,-2.699,VALD3,,7.93,-4.99,-7.5,0.711,False,0,,uv2_019552,air
Dy,II,3512.699,2.1829,0.88,VALD3,,0.0,0.0,0.0,0.099,False,0,,uv2_019552,air
Fe,I,3512.7215,3.2671,-3.027,VALD3,,7.82,-6.22,-7.78,0.353,False,0,,uv2_019552,air
Fe,I,3512.80272,2.8654,-2.224,VALD3,,8.32,-5.22,-7.52,0.812,False,0,,uv2_019552,air
La,II,3512.91324,0.235,-2.08,VALD3,,0.0,0.0,0.0,0.107,False,0,,uv2_019552,air
La,II,3512.91603,0.235,-1.884,VALD3,,0.0,0.0,0.0,0.107,False,0,,uv2_019552,air
La,II,3512.9315,0.235,-2.084,VALD3,,0.0,0.0,0.0,0.107,False,0,,uv2_019552,air
La,II,3512.93395,0.235,-3.265,VALD3,,0.0,0.0,0.0,0.107,False,0,,uv2_019552,air
La,II,3512.93674,0.235,-2.08,VALD3,,0.0,0.0,0.0,0.107,False,0,,uv2_019552,air
La,II,3512.94802,0.235,-2.339,VALD3,,0.0,0.0,0.0,0.107,False,0,,uv2_019552,air
La,II,3512.95046,0.235,-2.084,VALD3,,0.0,0.0,0.0,0.107,False,0,,uv2_019552,air
Fe,I,3512.95517,3.0713,-1.402,VALD3,,8.26,-5.8,-7.73,0.875,False,0,,uv2_019552,air
Cr,II,3513.04282,4.7448,-1.536,VALD3,,8.54,-6.49,-7.853,0.228,False,0,,uv2_019552,air
Fe,I,3513.0531,1.5574,-2.53,VALD3,,8.78,-5.79,-7.492,0.924,False,0,,uv2_019552,air
Ti,II,3513.05702,0.1348,-4.167,VALD3,,8.22,-6.49,-7.86,0.384,False,0,,uv2_019552,air
Co,I,3513.34342,2.1366,-4.141,VALD3,,8.09,-6.05,-7.78,0.108,False,0,,uv2_019552,air
Co,I,3513.34443,2.1366,-4.111,VALD3,,8.09,-6.05,-7.78,0.108,False,0,,uv2_019552,air
Co,I,3513.34692,2.1366,-3.856,VALD3,,8.09,-6.05,-7.78,0.108,False,0,,uv2_019552,air
Co,I,3513.34766,2.1367,-4.162,VALD3,,8.09,-6.05,-7.78,0.108,False,0,,uv2_019552,air
Co,I,3513.35142,2.1367,-3.668,VALD3,,8.09,-6.05,-7.78,0.108,False,0,,uv2_019552,air
Co,I,3513.35307,2.1367,-4.287,VALD3,,8.09,-6.05,-7.78,0.108,False,0,,uv2_019552,air
Co,I,3513.35391,2.1367,-4.111,VALD3,,8.09,-6.05,-7.78,0.108,False,0,,uv2_019552,air
Co,I,3513.35813,2.1367,-3.577,VALD3,,8.09,-6.05,-7.78,0.108,False,0,,uv2_019552,air
Co,I,3513.36057,2.1367,-4.509,VALD3,,8.09,-6.05,-7.78,0.108,False,0,,uv2_019552,air
Co,I,3513.36188,2.1367,-3.723,VALD3,,8.09,-6.05,-7.78,0.108,False,0,,uv2_019552,air
Co,I,3513.36698,2.1367,-3.555,VALD3,,8.09,-6.05,-7.78,0.108,False,0,,uv2_019552,air
Co,I,3513.3701,2.1367,-4.919,VALD3,,8.09,-6.05,-7.78,0.108,False,0,,uv2_019552,air
Co,I,3513.37204,2.1367,-3.468,VALD3,,8.09,-6.05,-7.78,0.108,False,0,,uv2_019552,air
Co,I,3513.3779,2.1367,-3.609,VALD3,,8.09,-6.05,-7.78,0.108,False,0,,uv2_019552,air
Co,I,3513.3843,2.1367,-3.27,VALD3,,8.09,-6.05,-7.78,0.108,False,0,,uv2_019552,air
Co,I,3513.3908,2.1367,-3.805,VALD3,,8.09,-6.05,-7.78,0.108,False,0,,uv2_019552,air
Fe,I,3513.39729,3.6025,-2.74,VALD3,,7.71,-4.64,-7.32,0.329,False,0,,uv2_019552,air
Co,I,3513.3986,2.1367,-3.106,VALD3,,8.09,-6.05,-7.78,0.108,False,0,,uv2_019552,air
Co,I,3513.41483,2.1367,-2.965,VALD3,,8.09,-6.05,-7.78,0.108,False,0,,uv2_019552,air
Co,I,3513.47075,0.1012,-1.513,VALD3,,7.12,-6.22,-7.779,0.968,False,0,,uv2_019552,air
Ti,I,3513.472,1.8871,-1.475,VALD3,,8.35,-5.61,-7.57,0.107,False,0,,uv2_019552,air
Fe,I,3513.47249,4.1426,-2.24,VALD3,,7.75,-3.45,-7.06,0.314,False,0,,uv2_019552,air
Co,I,3513.47377,0.1012,-1.618,VALD3,,7.12,-6.22,-7.779,0.968,False,0,,uv2_019552,air
Co,I,3513.47662,0.1012,-1.734,VALD3,,7.12,-6.22,-7.779,0.968,False,0,,uv2_019552,air
Co,I,3513.47931,0.1012,-1.863,VALD3,,7.12,-6.22,-7.779,0.968,False,0,,uv2_019552,air
Co,I,3513.48186,0.1012,-2.009,VALD3,,7.12,-6.22,-7.779,0.968,False,0,,uv2_019552,air
Co,I,3513.48427,0.1011,-2.179,VALD3,,7.12,-6.22,-7.779,0.968,False,0,,uv2_019552,air
Co,I,3513.48656,0.1011,-2.383,VALD3,,7.12,-6.22,-7.779,0.968,False,0,,uv2_019552,air
Co,I,3513.48808,0.1012,-2.521,VALD3,,7.12,-6.22,-7.779,0.968,False,0,,uv2_019552,air
Co,I,3513.48873,0.1011,-2.646,VALD3,,7.12,-6.22,-7.779,0.968,False,0,,uv2_019552,air
Co,I,3513.48878,0.1012,-2.31,VALD3,,7.12,-6.22,-7.779,0.968,False,0,,uv2_019552,air
Co,I,3513.48938,0.1012,-2.237,VALD3,,7.12,-6.22,-7.779,0.968,False,0,,uv2_019552,air
Co,I,3513.48986,0.1012,-2.231,VALD3,,7.12,-6.22,-7.779,0.968,False,0,,uv2_019552,air
Co,I,3513.49024,0.1012,-2.278,VALD3,,7.12,-6.22,-7.779,0.968,False,0,,uv2_019552,air
Co,I,3513.49052,0.1011,-2.383,VALD3,,7.12,-6.22,-7.779,0.968,False,0,,uv2_019552,air
Co,I,3513.49071,0.1011,-2.579,VALD3,,7.12,-6.22,-7.779,0.968,False,0,,uv2_019552,air
Co,I,3513.49468,0.1011,-3.278,VALD3,,7.12,-6.22,-7.779,0.968,False,0,,uv2_019552,air
Co,I,3513.4965,0.1012,-3.123,VALD3,,7.12,-6.22,-7.779,0.968,False,0,,uv2_019552,air
Co,I,3513.49824,0.1012,-3.123,VALD3,,7.12,-6.22,-7.779,0.968,False,0,,uv2_019552,air
Co,I,3513.49992,0.1012,-3.22,VALD3,,7.12,-6.22,-7.779,0.968,False,0,,uv2_019552,air
Co,I,3513.50154,0.1012,-3.424,VALD3,,7.12,-6.22,-7.779,0.968,False,0,,uv2_019552,air
Co,I,3513.5031,0.1012,-3.822,VALD3,,7.12,-6.22,-7.779,0.968,False,0,,uv2_019552,air
Fe,I,3513.59079,2.8083,-2.531,VALD3,,8.19,-4.38,-7.51,0.773,False,0,,uv2_019552,air
Fe,I,3513.63612,4.4733,-2.712,VALD3,,8.36,-4.0,-7.14,0.068,False,0,,uv2_019552,air
Ir,I,3513.647,0.0,-1.208,VALD3,,0.0,0.0,0.0,0.286,False,0,,uv2_019552,air
Ce,II,3513.78456,0.1224,-1.32,VALD3,,0.0,0.0,0.0,0.052,False,0,,uv2_019552,air
Fe,I,3513.81742,0.859,-1.159,VALD3,,8.02,-6.07,-7.669,0.982,False,0,,uv2_019552,air
Co,I,3513.82181,3.2524,-1.237,VALD3,,8.09,-5.22,-7.49,0.364,False,0,,uv2_019552,air
Co,I,3513.82695,3.2524,-1.342,VALD3,,8.09,-5.22,-7.49,0.364,False,0,,uv2_019552,air
Co,I,3513.83193,3.2524,-1.458,VALD3,,8.09,-5.22,-7.49,0.364,False,0,,uv2_019552,air
Co,I,3513.83665,3.2523,-1.587,VALD3,,8.09,-5.22,-7.49,0.364,False,0,,uv2_019552,air
Co,I,3513.84106,3.2523,-1.733,VALD3,,8.09,-5.22,-7.49,0.364,False,0,,uv2_019552,air
Co,I,3513.84307,3.2524,-2.245,VALD3,,8.09,-5.22,-7.49,0.364,False,0,,uv2_019552,air
Co,I,3513.84508,3.2523,-1.903,VALD3,,8.09,-5.22,-7.49,0.364,False,0,,uv2_019552,air
Co,I,3513.84555,3.2524,-2.034,VALD3,,8.09,-5.22,-7.49,0.364,False,0,,uv2_019552,air
Co,I,3513.84787,3.2524,-1.961,VALD3,,8.09,-5.22,-7.49,0.364,False,0,,uv2_019552,air
Co,I,3513.84867,3.2523,-2.107,VALD3,,8.09,-5.22,-7.49,0.364,False,0,,uv2_019552,air
Cr,I,3513.84928,3.5505,-1.443,VALD3,,8.19,-5.83,-7.72,0.074,False,0,,uv2_019552,air
Co,I,3513.84994,3.2523,-1.955,VALD3,,8.09,-5.22,-7.49,0.364,False,0,,uv2_019552,air
Co,I,3513.85169,3.2523,-2.002,VALD3,,8.09,-5.22,-7.49,0.364,False,0,,uv2_019552,air
Co,I,3513.85181,3.2523,-2.37,VALD3,,8.09,-5.22,-7.49,0.364,False,0,,uv2_019552,air
Co,I,3513.85305,3.2523,-2.107,VALD3,,8.09,-5.22,-7.49,0.364,False,0,,uv2_019552,air
Co,I,3513.85399,3.2523,-2.303,VALD3,,8.09,-5.22,-7.49,0.364,False,0,,uv2_019552,air
Co,I,3513.85837,3.2523,-3.002,VALD3,,8.09,-5.22,-7.49,0.364,False,0,,uv2_019552,air
Co,I,3513.85966,3.2523,-2.847,VALD3,,8.09,-5.22,-7.49,0.364,False,0,,uv2_019552,air
Co,I,3513.86057,3.2523,-2.847,VALD3,,8.09,-5.22,-7.49,0.364,False,0,,uv2_019552,air
Co,I,3513.86116,3.2524,-2.944,VALD3,,8.09,-5.22,-7.49,0.364,False,0,,uv2_019552,air
Co,I,3513.86149,3.2524,-3.148,VALD3,,8.09,-5.22,-7.49,0.364,False,0,,uv2_019552,air
Co,I,3513.86167,3.2524,-3.546,VALD3,,8.09,-5.22,-7.49,0.364,False,0,,uv2_019552,air
V,II,3513.873,2.5144,-1.268,VALD3,,8.47,-6.45,-7.85,0.211,False,0,,uv2_019552,air
Cr,I,3513.90079,3.5561,-1.393,VALD3,,8.21,-5.77,-7.71,0.082,False,0,,uv2_019552,air
Ni,I,3513.929,0.2124,-2.177,VALD3,,6.31,-6.26,-7.83,0.967,False,0,,uv2_019552,air
Ni,I,3513.932,0.2124,-2.591,VALD3,,6.31,-6.26,-7.83,0.954,False,0,,uv2_019552,air
Ni,I,3513.933,0.2124,-3.953,VALD3,,6.31,-6.26,-7.83,0.848,False,0,,uv2_019552,air
Ni,I,3513.935,0.2124,-3.449,VALD3,,6.31,-6.26,-7.83,0.903,False,0,,uv2_019552,air
Ni,I,3513.938,0.2124,-4.043,VALD3,,6.31,-6.26,-7.83,0.834,False,0,,uv2_019552,air
Ni,II,3513.98663,2.8651,-1.507,VALD3,,8.55,-6.63,-7.93,0.859,False,0,,uv2_019552,air
Co,II,3514.18191,2.2737,-3.765,VALD3,,8.55,-6.56,-7.91,0.091,False,0,,uv2_019552,air
Co,II,3514.18228,2.2737,-3.761,VALD3,,8.55,-6.56,-7.91,0.091,False,0,,uv2_019552,air
Co,II,3514.20162,2.2737,-4.02,VALD3,,8.55,-6.56,-7.91,0.091,False,0,,uv2_019552,air
Co,II,3514.20763,2.2737,-4.946,VALD3,,8.55,-6.56,-7.91,0.091,False,0,,uv2_019552,air
Co,II,3514.21536,2.2737,-3.565,VALD3,,8.55,-6.56,-7.91,0.091,False,0,,uv2_019552,air
Co,II,3514.22735,2.2737,-3.765,VALD3,,8.55,-6.56,-7.91,0.091,False,0,,uv2_019552,air
Co,II,3514.24071,2.2737,-3.761,VALD3,,8.55,-6.56,-7.91,0.091,False,0,,uv2_019552,air
V,II,3514.4108,2.2682,-1.41,VALD3,,8.26,-6.54,-7.87,0.25,False,0,,uv2_019552,air
Ru,I,3514.487,0.2593,-1.0,VALD3,,0.0,0.0,0.0,0.078,False,0,,uv2_019552,air
Fe,I,3514.6272,2.4041,-2.017,VALD3,,7.36,-6.15,-7.704,0.889,False,0,,uv2_019552,air
Zr,II,3514.632,1.7432,-0.7,VALD3,,0.0,0.0,0.0,0.192,False,0,,uv2_019552,air
Fe,I,3514.79476,2.4534,-3.042,VALD3,,7.05,-6.18,-7.82,0.743,False,0,,uv2_019552,air
Fe,I,3514.89115,3.9286,-2.584,VALD3,,7.64,-3.59,-7.08,0.25,False,0,,uv2_019552,air
Ni,I,3515.051,0.1091,-2.213,VALD3,,7.94,-6.12,-7.81,0.969,False,0,,uv2_019552,air
Ni,I,3515.052,0.1091,-0.347,VALD3,,7.94,-6.12,-7.81,0.983,False,0,,uv2_019552,air
Ni,I,3515.052,0.1091,-0.761,VALD3,,7.94,-6.12,-7.81,0.983,False,0,,uv2_019552,air
Ni,I,3515.052,0.1091,-2.123,VALD3,,7.94,-6.12,-7.81,0.971,False,0,,uv2_019552,air
Ni,I,3515.052,0.1091,-1.619,VALD3,,7.94,-6.12,-7.81,0.978,False,0,,uv2_019552,air
Nb,II,3515.37938,1.2705,-2.055,VALD3,,0.0,0.0,0.0,0.057,False,0,,uv2_019552,air
Nb,II,3515.38064,1.2705,-1.302,VALD3,,0.0,0.0,0.0,0.057,False,0,,uv2_019552,air
Fe,I,3515.39903,2.6085,-4.163,VALD3,,7.46,-6.21,-7.8,0.149,False,0,,uv2_019552,air
Nb,II,3515.39919,1.2705,-1.85,VALD3,,0.0,0.0,0.0,0.057,False,0,,uv2_019552,air
Nb,II,3515.40028,1.2705,-1.546,VALD3,,0.0,0.0,0.0,0.057,False,0,,uv2_019552,air
Nb,II,3515.40155,1.2705,-2.055,VALD3,,0.0,0.0,0.0,0.057,False,0,,uv2_019552,air
Nb,II,3515.41638,1.2705,-1.786,VALD3,,0.0,0.0,0.0,0.057,False,0,,uv2_019552,air
Nb,II,3515.41731,1.2705,-1.867,VALD3,,0.0,0.0,0.0,0.057,False,0,,uv2_019552,air
Nb,II,3515.4184,1.2705,-1.85,VALD3,,0.0,0.0,0.0,0.057,False,0,,uv2_019552,air
Nb,II,3515.43096,1.2705,-1.798,VALD3,,0.0,0.0,0.0,0.057,False,0,,uv2_019552,air
Nb,II,3515.43172,1.2705,-2.352,VALD3,,0.0,0.0,0.0,0.057,False,0,,uv2_019552,air
Nb,II,3515.43264,1.2705,-1.786,VALD3,,0.0,0.0,0.0,0.057,False,0,,uv2_019552,air
Nb,II,3515.44291,1.2705,-1.882,VALD3,,0.0,0.0,0.0,0.057,False,0,,uv2_019552,air
Nb,II,3515.4435,1.2705,-3.456,VALD3,,0.0,0.0,0.0,0.057,False,0,,uv2_019552,air
Nb,II,3515.44426,1.2705,-1.798,VALD3,,0.0,0.0,0.0,0.057,False,0,,uv2_019552,air
Nb,II,3515.45225,1.2705,-2.093,VALD3,,0.0,0.0,0.0,0.057,False,0,,uv2_019552,air
Nb,II,3515.45267,1.2705,-3.076,VALD3,,0.0,0.0,0.0,0.057,False,0,,uv2_019552,air
Nb,II,3515.45326,1.2705,-1.882,VALD3,,0.0,0.0,0.0,0.057,False,0,,uv2_019552,air
Nb,II,3515.45922,1.2705,-2.18,VALD3,,0.0,0.0,0.0,0.057,False,0,,uv2_019552,air
Nb,II,3515.45964,1.2705,-2.093,VALD3,,0.0,0.0,0.0,0.057,False,0,,uv2_019552,air
V,II,3515.99367,1.128,-3.176,VALD3,,8.52,-6.44,-7.86,0.266,False,0,,uv2_019552,air
V,II,3515.99631,1.128,-4.163,VALD3,,8.52,-6.44,-7.86,0.266,False,0,,uv2_019552,air
V,II,3515.99636,1.128,-4.163,VALD3,,8.52,-6.44,-7.86,0.266,False,0,,uv2_019552,air
V,II,3515.99901,1.128,-3.334,VALD3,,8.52,-6.44,-7.86,0.266,False,0,,uv2_019552,air
V,II,3516.0013,1.128,-3.953,VALD3,,8.52,-6.44,-7.86,0.266,False,0,,uv2_019552,air
V,II,3516.00134,1.128,-3.953,VALD3,,8.52,-6.44,-7.86,0.266,False,0,,uv2_019552,air
V,II,3516.00363,1.128,-3.51,VALD3,,8.52,-6.44,-7.86,0.266,False,0,,uv2_019552,air
V,II,3516.00557,1.128,-3.88,VALD3,,8.52,-6.44,-7.86,0.266,False,0,,uv2_019552,air
V,II,3516.00561,1.128,-3.88,VALD3,,8.52,-6.44,-7.86,0.266,False,0,,uv2_019552,air
V,II,3516.00755,1.128,-3.709,VALD3,,8.52,-6.44,-7.86,0.266,False,0,,uv2_019552,air
V,II,3516.00914,1.128,-3.877,VALD3,,8.52,-6.44,-7.86,0.266,False,0,,uv2_019552,air
V,II,3516.00916,1.128,-3.877,VALD3,,8.52,-6.44,-7.86,0.266,False,0,,uv2_019552,air
V,II,3516.01075,1.128,-3.933,VALD3,,8.52,-6.44,-7.86,0.266,False,0,,uv2_019552,air
V,II,3516.01199,1.128,-3.927,VALD3,,8.52,-6.44,-7.86,0.266,False,0,,uv2_019552,air
V,II,3516.01201,1.128,-3.927,VALD3,,8.52,-6.44,-7.86,0.266,False,0,,uv2_019552,air
V,II,3516.01324,1.128,-4.176,VALD3,,8.52,-6.44,-7.86,0.266,False,0,,uv2_019552,air
V,II,3516.01413,1.128,-4.041,VALD3,,8.52,-6.44,-7.86,0.266,False,0,,uv2_019552,air
V,II,3516.01414,1.128,-4.041,VALD3,,8.52,-6.44,-7.86,0.266,False,0,,uv2_019552,air
V,II,3516.01502,1.128,-4.406,VALD3,,8.52,-6.44,-7.86,0.266,False,0,,uv2_019552,air
V,II,3516.01555,1.128,-4.27,VALD3,,8.52,-6.44,-7.86,0.266,False,0,,uv2_019552,air
V,II,3516.01556,1.128,-4.27,VALD3,,8.52,-6.44,-7.86,0.266,False,0,,uv2_019552,air
V,II,3516.01609,1.128,-4.417,VALD3,,8.52,-6.44,-7.86,0.266,False,0,,uv2_019552,air
Ni,I,3516.214,3.5388,0.07,VALD3,,7.3,-3.41,-7.1,0.867,False,0,,uv2_019552,air
Fe,II,3516.30478,5.6049,-2.247,VALD3,,8.56,-6.56,-7.872,0.109,False,0,,uv2_019552,air
Fe,I,3516.40855,3.0176,-1.25,VALD3,,8.08,-6.05,-7.606,0.892,False,0,,uv2_019552,air
Co,I,3516.42513,3.2159,-1.687,VALD3,,8.27,-4.92,-7.53,0.187,False,0,,uv2_019552,air
Co,I,3516.42744,3.2159,-1.771,VALD3,,8.27,-4.92,-7.53,0.187,False,0,,uv2_019552,air
Co,I,3516.43005,3.2158,-1.861,VALD3,,8.27,-4.92,-7.53,0.187,False,0,,uv2_019552,air
Co,I,3516.43284,3.2158,-1.957,VALD3,,8.27,-4.92,-7.53,0.187,False,0,,uv2_019552,air
Co,I,3516.43575,3.2158,-2.061,VALD3,,8.27,-4.92,-7.53,0.187,False,0,,uv2_019552,air
Co,I,3516.43869,3.2158,-2.173,VALD3,,8.27,-4.92,-7.53,0.187,False,0,,uv2_019552,air
Co,I,3516.4416,3.2158,-2.291,VALD3,,8.27,-4.92,-7.53,0.187,False,0,,uv2_019552,air
Co,I,3516.44445,3.2158,-2.409,VALD3,,8.27,-4.92,-7.53,0.187,False,0,,uv2_019552,air
Co,I,3516.448,3.2159,-2.616,VALD3,,8.27,-4.92,-7.53,0.187,False,0,,uv2_019552,air
Co,I,3516.44811,3.2159,-2.834,VALD3,,8.27,-4.92,-7.53,0.187,False,0,,uv2_019552,air
Co,I,3516.44814,3.2158,-2.534,VALD3,,8.27,-4.92,-7.53,0.187,False,0,,uv2_019552,air
Co,I,3516.44842,3.2158,-2.518,VALD3,,8.27,-4.92,-7.53,0.187,False,0,,uv2_019552,air
Co,I,3516.44878,3.2158,-2.554,VALD3,,8.27,-4.92,-7.53,0.187,False,0,,uv2_019552,air
Co,I,3516.44915,3.2158,-2.65,VALD3,,8.27,-4.92,-7.53,0.187,False,0,,uv2_019552,air
Co,I,3516.44947,3.2158,-2.861,VALD3,,8.27,-4.92,-7.53,0.187,False,0,,uv2_019552,air
Co,I,3516.45702,3.2158,-3.861,VALD3,,8.27,-4.92,-7.53,0.187,False,0,,uv2_019552,air
Co,I,3516.45925,3.2158,-3.654,VALD3,,8.27,-4.92,-7.53,0.187,False,0,,uv2_019552,air
Co,I,3516.46146,3.2158,-3.626,VALD3,,8.27,-4.92,-7.53,0.187,False,0,,uv2_019552,air
Co,I,3516.46371,3.2158,-3.706,VALD3,,8.27,-4.92,-7.53,0.187,False,0,,uv2_019552,air
Co,I,3516.46609,3.2159,-3.898,VALD3,,8.27,-4.92,-7.53,0.187,False,0,,uv2_019552,air
Co,I,3516.46866,3.2159,-4.287,VALD3,,8.27,-4.92,-7.53,0.187,False,0,,uv2_019552,air
Fe,I,3516.55636,2.8654,-1.199,VALD3,,8.35,-5.22,-7.201,0.908,False,0,,uv2_019552,air
Co,I,3516.65877,1.9557,-2.891,VALD3,,8.42,-5.86,-7.76,0.157,False,0,,uv2_019552,air
Co,I,3516.66593,1.9557,-3.107,VALD3,,8.42,-5.86,-7.76,0.157,False,0,,uv2_019552,air
Co,I,3516.67188,1.9557,-3.39,VALD3,,8.42,-5.86,-7.76,0.157,False,0,,uv2_019552,air
Co,I,3516.67511,1.9557,-3.517,VALD3,,8.42,-5.86,-7.76,0.157,False,0,,uv2_019552,air
Co,I,3516.67684,1.9557,-3.829,VALD3,,8.42,-5.86,-7.76,0.157,False,0,,uv2_019552,air
Co,I,3516.67954,1.9557,-3.356,VALD3,,8.42,-5.86,-7.76,0.157,False,0,,uv2_019552,air
Co,I,3516.68277,1.9557,-3.364,VALD3,,8.42,-5.86,-7.76,0.157,False,0,,uv2_019552,air
Co,I,3516.68501,1.9557,-3.528,VALD3,,8.42,-5.86,-7.76,0.157,False,0,,uv2_019552,air
Co,I,3516.68873,1.9557,-4.382,VALD3,,8.42,-5.86,-7.76,0.157,False,0,,uv2_019552,air
Co,I,3516.69044,1.9557,-3.954,VALD3,,8.42,-5.86,-7.76,0.157,False,0,,uv2_019552,air
Co,I,3516.69046,1.9557,-3.528,VALD3,,8.42,-5.86,-7.76,0.157,False,0,,uv2_019552,air
Co,I,3516.69094,1.9557,-3.704,VALD3,,8.42,-5.86,-7.76,0.157,False,0,,uv2_019552,air
Ti,I,3516.83199,1.8792,-0.898,VALD3,,7.75,-5.28,-7.44,0.316,False,0,,uv2_019552,air
Pd,I,3516.944,0.9615,-0.24,VALD3,,0.0,0.0,0.0,0.668,False,0,,uv2_019552,air
Co,I,3516.96291,3.1329,-2.501,VALD3,,7.97,-5.07,-7.53,0.171,False,0,,uv2_019552,air
Co,I,3516.96291,3.1329,-2.639,VALD3,,7.97,-5.07,-7.53,0.171,False,0,,uv2_019552,air
Co,I,3516.96402,3.1329,-2.435,VALD3,,7.97,-5.07,-7.53,0.171,False,0,,uv2_019552,air
Co,I,3516.96404,3.1329,-2.919,VALD3,,7.97,-5.07,-7.53,0.171,False,0,,uv2_019552,air
Co,I,3516.96622,3.133,-2.428,VALD3,,7.97,-5.07,-7.53,0.171,False,0,,uv2_019552,air
Co,I,3516.96744,3.1329,-3.94,VALD3,,7.97,-5.07,-7.53,0.171,False,0,,uv2_019552,air
Co,I,3516.96949,3.133,-2.493,VALD3,,7.97,-5.07,-7.53,0.171,False,0,,uv2_019552,air
Co,I,3516.96971,3.1329,-2.919,VALD3,,7.97,-5.07,-7.53,0.171,False,0,,uv2_019552,air
Co,I,3516.96971,3.1329,-3.241,VALD3,,7.97,-5.07,-7.53,0.171,False,0,,uv2_019552,air
Co,I,3516.97308,3.1329,-2.794,VALD3,,7.97,-5.07,-7.53,0.171,False,0,,uv2_019552,air
Co,I,3516.97377,3.133,-2.697,VALD3,,7.97,-5.07,-7.53,0.171,False,0,,uv2_019552,air
Co,I,3516.97424,3.1329,-2.639,VALD3,,7.97,-5.07,-7.53,0.171,False,0,,uv2_019552,air
Co,I,3516.97755,3.133,-2.463,VALD3,,7.97,-5.07,-7.53,0.171,False,0,,uv2_019552,air
Co,I,3516.97988,3.1329,-2.501,VALD3,,7.97,-5.07,-7.53,0.171,False,0,,uv2_019552,air
Co,I,3516.98308,3.133,-2.2,VALD3,,7.97,-5.07,-7.53,0.171,False,0,,uv2_019552,air
Co,I,3516.98662,3.133,-2.435,VALD3,,7.97,-5.07,-7.53,0.171,False,0,,uv2_019552,air
Co,I,3516.98963,3.133,-1.981,VALD3,,7.97,-5.07,-7.53,0.171,False,0,,uv2_019552,air
Co,I,3516.99441,3.133,-2.428,VALD3,,7.97,-5.07,-7.53,0.171,False,0,,uv2_019552,air
Co,I,3516.99716,3.133,-1.794,VALD3,,7.97,-5.07,-7.53,0.171,False,0,,uv2_019552,air
Co,I,3517.00323,3.133,-2.493,VALD3,,7.97,-5.07,-7.53,0.171,False,0,,uv2_019552,air
Co,I,3517.01302,3.133,-2.697,VALD3,,7.97,-5.07,-7.53,0.171,False,0,,uv2_019552,air
Ni,I,3517.02575,3.7398,-0.92,VALD3,,8.16,-4.63,-7.48,0.678,False,0,,uv2_019552,air
Cr,I,3517.19131,2.7079,-2.347,VALD3,,7.98,-5.24,-7.69,0.061,False,0,,uv2_019552,air
Dy,II,3517.262,1.3581,0.348,VALD3,,0.0,0.0,0.0,0.166,False,0,,uv2_019552,air
V,II,3517.29112,1.128,-0.893,VALD3,,8.42,-6.44,-7.86,0.914,False,0,,uv2_019552,air
