line_id,key_z,ion,species,wavelength_air_A,excitation_potential_eV,hfs_n_components,log_gf,loggf_reference,nist_grade,seed_source,adjudication_status,gf_synth_ges,gf_regions_vald,gf_linelist_vald,in_synth,in_regions,in_linelist,delta_synth_minus_ew
gf_137602,23,1,V I,7872.898,4.623,1,-6.088,K09,,synth(GES),single_source,-6.088,,,True,False,False,
gf_137603,23,1,V I,7872.972,2.359,1,-7.074,K09,,synth(GES),single_source,-7.074,,,True,False,False,
gf_137604,23,1,V I,7873.636,1.064,1,-12.573,K09,,synth(GES),single_source,-12.573,,,True,False,False,
gf_137605,23,1,V I,7873.815,4.011,1,-6.645,K09,,synth(GES),single_source,-6.645,,,True,False,False,
gf_137606,23,1,V I,7874.163,3.647,1,-3.355,K09,,synth(GES),single_source,-3.355,,,True,False,False,
gf_137607,23,1,V I,7874.708,3.066,1,-3.237,K09,,synth(GES),single_source,-3.237,,,True,False,False,
gf_137608,23,1,V I,7874.876,4.706,1,-5.372,K09,,synth(GES),single_source,-5.372,,,True,False,False,
gf_137609,23,1,V I,7875.471,4.61,1,-4.858,K09,,synth(GES),single_source,-4.858,,,True,False,False,
gf_137610,23,1,V I,7876.601,2.578,1,-3.421,K09,,synth(GES),single_source,-3.421,,,True,False,False,
gf_137611,23,1,V I,7882.494,3.872,1,-3.817,K09,,synth(GES),single_source,-3.817,,,True,False,False,
gf_137612,23,1,V I,7884.341,1.945,1,-4.813,K09,,synth(GES),single_source,-4.813,,,True,False,False,
gf_137613,23,1,V I,7884.888,0.301,2,-14.578,K09,,synth(GES),single_source,-14.578,,,True,False,False,
gf_137614,23,1,V I,7885.037,4.653,1,-7.079,K09,,synth(GES),single_source,-7.079,,,True,False,False,
gf_137615,23,1,V I,7885.473,3.131,1,-0.816,K09,,synth(GES),single_source,-0.816,,,True,False,False,
gf_137616,23,1,V I,7885.802,4.014,1,-7.602,K09,,synth(GES),single_source,-7.602,,,True,False,False,
gf_137617,23,1,V I,7886.953,2.316,1,-4.565,K09,,synth(GES),single_source,-4.565,,,True,False,False,
gf_137618,23,1,V I,7888.59,3.079,1,-1.61,K09,,synth(GES),single_source,-1.61,,,True,False,False,
gf_137619,23,1,V I,7888.621,1.8,1,-2.503,K09,,synth(GES),single_source,-2.503,,,True,False,False,
gf_137620,23,1,V I,7891.641,3.893,1,-3.458,K09,,synth(GES),single_source,-3.458,,,True,False,False,
gf_137621,23,1,V I,7892.077,4.627,1,-3.798,K09,,synth(GES),single_source,-3.798,,,True,False,False,
gf_137622,23,1,V I,7893.186,3.885,1,-1.739,K09,,synth(GES),single_source,-1.739,,,True,False,False,
gf_137623,23,1,V I,7893.772,3.08,1,-3.15,K09,,synth(GES),single_source,-3.15,,,True,False,False,
gf_137624,23,1,V I,7894.04,4.614,1,-4.477,K09,,synth(GES),single_source,-4.477,,,True,False,False,
gf_137625,23,1,V I,7894.689,4.591,1,-3.117,K09,,synth(GES),single_source,-3.117,,,True,False,False,
gf_137626,23,1,V I,7896.354,3.315,1,-2.966,K09,,synth(GES),single_source,-2.966,,,True,False,False,
gf_137627,23,1,V I,7898.001,4.111,1,-0.19,K09,,synth(GES),single_source,-0.19,,,True,False,False,
gf_137628,23,1,V I,7901.359,3.071,1,-3.848,K09,,synth(GES),single_source,-3.848,,,True,False,False,
gf_137629,23,1,V I,7901.727,3.647,1,-3.596,K09,,synth(GES),single_source,-3.596,,,True,False,False,
gf_137630,23,1,V I,7902.671,3.877,1,-2.831,K09,,synth(GES),single_source,-2.831,,,True,False,False,
gf_137631,23,1,V I,7903.42,4.13,1,-6.396,K09,,synth(GES),single_source,-6.396,,,True,False,False,
gf_137632,23,1,V I,7903.689,1.942,1,-5.595,K09,,synth(GES),single_source,-5.595,,,True,False,False,
gf_137633,23,1,V I,7904.814,4.623,1,-5.283,K09,,synth(GES),single_source,-5.283,,,True,False,False,
gf_137634,23,1,V I,7904.876,3.868,1,-4.544,K09,,synth(GES),single_source,-4.544,,,True,False,False,
gf_137635,23,1,V I,7905.033,3.113,1,-1.042,K09,,synth(GES),single_source,-1.042,,,True,False,False,
gf_137636,23,1,V I,7905.395,4.652,1,-2.767,K09,,synth(GES),single_source,-2.767,,,True,False,False,
gf_137637,23,1,V I,7906.495,2.505,1,-9.085,K09,,synth(GES),single_source,-9.085,,,True,False,False,
gf_137638,23,1,V I,7906.858,3.877,1,-5.18,K09,,synth(GES),single_source,-5.18,,,True,False,False,
gf_137639,23,1,V I,7906.965,2.365,1,-4.299,K09,,synth(GES),single_source,-4.299,,,True,False,False,
gf_137640,23,1,V I,7909.874,1.804,1,-3.571,K09,,synth(GES),single_source,-3.571,,,True,False,False,
gf_137641,23,1,V I,7911.589,4.726,1,-5.52,K09,,synth(GES),single_source,-5.52,,,True,False,False,
gf_137642,23,1,V I,7911.658,1.711,1,-6.577,K09,,synth(GES),single_source,-6.577,,,True,False,False,
gf_137643,23,1,V I,7912.81,4.653,1,-6.067,K09,,synth(GES),single_source,-6.067,,,True,False,False,
gf_137644,23,1,V I,7913.054,3.074,1,-1.824,K09,,synth(GES),single_source,-1.824,,,True,False,False,
gf_137645,23,1,V I,7913.806,3.888,1,-2.943,K09,,synth(GES),single_source,-2.943,,,True,False,False,
gf_137646,23,1,V I,7915.266,4.742,1,-4.416,K09,,synth(GES),single_source,-4.416,,,True,False,False,
gf_137647,23,1,V I,7915.46,4.261,1,-2.238,K09,,synth(GES),single_source,-2.238,,,True,False,False,
gf_137648,23,1,V I,7916.663,4.727,1,-6.605,K09,,synth(GES),single_source,-6.605,,,True,False,False,
gf_137649,23,1,V I,7917.134,1.351,1,-6.326,K09,,synth(GES),single_source,-6.326,,,True,False,False,
gf_137650,23,1,V I,7920.402,3.099,1,-1.301,K09,,synth(GES),single_source,-1.301,,,True,False,False,
gf_137651,23,1,V I,7922.969,3.872,1,-3.939,K09,,synth(GES),single_source,-3.939,,,True,False,False,
gf_137652,23,1,V I,7923.164,3.868,1,-4.896,K09,,synth(GES),single_source,-4.896,,,True,False,False,
gf_137653,23,1,V I,7923.434,3.89,1,-4.209,K09,,synth(GES),single_source,-4.209,,,True,False,False,
gf_137654,23,1,V I,7924.15,4.627,1,-4.349,K09,,synth(GES),single_source,-4.349,,,True,False,False,
gf_137655,23,1,V I,7924.313,4.61,1,-3.495,K09,,synth(GES),single_source,-3.495,,,True,False,False,
gf_137656,23,1,V I,7926.424,4.151,1,-4.864,K09,,synth(GES),single_source,-4.864,,,True,False,False,
gf_137657,23,1,V I,7931.486,3.087,1,-1.575,K09,,synth(GES),single_source,-1.575,,,True,False,False,
gf_137658,23,1,V I,7932.638,4.663,1,-7.542,K09,,synth(GES),single_source,-7.542,,,True,False,False,
gf_137659,23,1,V I,7932.947,3.08,1,-0.082,K09,,synth(GES),single_source,-0.082,,,True,False,False,
gf_137660,23,1,V I,7935.201,0.287,2,-12.8904,K09,,synth(GES),single_source,-12.8904,,,True,False,False,
gf_137661,23,1,V I,7935.994,4.151,1,-8.65,K09,,synth(GES),single_source,-8.65,,,True,False,False,
gf_137662,23,1,V I,7936.309,2.379,1,-2.442,K09,,synth(GES),single_source,-2.442,,,True,False,False,
gf_137663,23,1,V I,7936.845,1.711,1,-6.072,K09,,synth(GES),single_source,-6.072,,,True,False,False,
gf_137664,23,1,V I,7936.921,4.136,1,-7.05,K09,,synth(GES),single_source,-7.05,,,True,False,False,
gf_137665,23,1,V I,7936.95,1.711,1,-1.83,MFW,,synth(GES),single_source,-1.83,,,True,False,False,
gf_137666,23,1,V I,7937.923,3.066,1,-0.446,K09,,synth(GES),single_source,-0.446,,,True,False,False,
gf_137667,23,1,V I,7938.723,3.079,1,-1.843,K09,,synth(GES),single_source,-1.843,,,True,False,False,
gf_137668,23,1,V I,7941.687,4.111,1,-1.305,K09,,synth(GES),single_source,-1.305,,,True,False,False,
gf_137669,23,1,V I,7941.807,3.089,1,-3.574,K09,,synth(GES),single_source,-3.574,,,True,False,False,
gf_137670,23,1,V I,7942.772,1.712,1,-7.132,K09,,synth(GES),single_source,-7.132,,,True,False,False,
gf_137671,23,1,V I,7943.277,3.074,1,-1.931,K09,,synth(GES),single_source,-1.931,,,True,False,False,
gf_137672,23,1,V I,7944.287,4.653,1,-8.406,K09,,synth(GES),single_source,-8.406,,,True,False,False,
gf_137673,23,1,V I,7944.35,2.582,1,-2.081,K09,,synth(GES),single_source,-2.081,,,True,False,False,
gf_137674,23,1,V I,7947.35,3.056,1,-0.856,K09,,synth(GES),single_source,-0.856,,,True,False,False,
gf_137675,23,1,V I,7947.458,4.638,1,-2.61,K09,,synth(GES),single_source,-2.61,,,True,False,False,
gf_137676,23,1,V I,7952.515,2.578,1,-4.995,K09,,synth(GES),single_source,-4.995,,,True,False,False,
gf_137677,23,1,V I,7953.16,4.632,1,-5.461,K09,,synth(GES),single_source,-5.461,,,True,False,False,
gf_137678,23,1,V I,7955.591,4.157,1,-4.649,K09,,synth(GES),single_source,-4.649,,,True,False,False,
gf_137679,23,1,V I,7956.123,2.505,1,-7.203,K09,,synth(GES),single_source,-7.203,,,True,False,False,
gf_137680,23,1,V I,7956.984,4.607,1,-6.043,K09,,synth(GES),single_source,-6.043,,,True,False,False,
gf_137681,23,1,V I,7964.369,3.885,1,-4.946,K09,,synth(GES),single_source,-4.946,,,True,False,False,
gf_137682,23,1,V I,7964.515,4.752,1,-3.464,K09,,synth(GES),single_source,-3.464,,,True,False,False,
gf_137683,23,1,V I,7965.232,1.711,1,-4.709,K09,,synth(GES),single_source,-4.709,,,True,False,False,
gf_137684,23,1,V I,7969.143,3.079,1,-1.832,K09,,synth(GES),single_source,-1.832,,,True,False,False,
gf_137685,23,1,V I,7972.753,2.575,1,-4.321,K09,,synth(GES),single_source,-4.321,,,True,False,False,
gf_137686,23,1,V I,7972.842,4.726,1,-3.474,K09,,synth(GES),single_source,-3.474,,,True,False,False,
gf_137687,23,1,V I,7973.134,2.616,1,-1.367,K09,,synth(GES),single_source,-1.367,,,True,False,False,
gf_137688,23,1,V I,7973.917,4.642,1,-8.914,K09,,synth(GES),single_source,-8.914,,,True,False,False,
gf_137689,23,1,V I,7976.277,4.256,1,-3.486,K09,,synth(GES),single_source,-3.486,,,True,False,False,
gf_137690,23,1,V I,7981.926,4.258,1,-4.825,K09,,synth(GES),single_source,-4.825,,,True,False,False,
gf_137691,23,1,V I,7981.932,2.678,1,-2.673,K09,,synth(GES),single_source,-2.673,,,True,False,False,
gf_137692,23,1,V I,7981.945,3.911,1,-2.164,K09,,synth(GES),single_source,-2.164,,,True,False,False,
gf_137693,23,1,V I,7982.098,0.301,2,-12.3853,K09,,synth(GES),single_source,-12.3853,,,True,False,False,
gf_137694,23,1,V I,7982.168,3.087,1,-1.628,K09,,synth(GES),single_source,-1.628,,,True,False,False,
gf_137695,23,1,V I,7983.06,1.064,2,-11.8464,K09,,synth(GES),single_source,-11.8464,,,True,False,False,
gf_137696,23,1,V I,7983.659,4.256,1,-2.291,K09,,synth(GES),single_source,-2.291,,,True,False,False,
gf_137697,23,1,V I,7984.087,2.684,1,-3.563,K09,,synth(GES),single_source,-3.563,,,True,False,False,
gf_137698,23,1,V I,7984.119,1.854,1,-4.217,K09,,synth(GES),single_source,-4.217,,,True,False,False,
gf_137699,23,1,V I,7984.546,3.893,1,-1.97,K09,,synth(GES),single_source,-1.97,,,True,False,False,
gf_137700,23,1,V I,7985.305,4.258,1,-2.431,K09,,synth(GES),single_source,-2.431,,,True,False,False,
gf_137701,23,1,V I,7985.375,3.877,1,-3.238,K09,,synth(GES),single_source,-3.238,,,True,False,False,
gf_137702,23,1,V I,7986.3013,3.888,2,-2.7023,K09,,synth(GES),single_source,-2.7023,,,True,False,False,
gf_137703,23,1,V I,7986.402,2.708,1,-4.942,K09,,synth(GES),single_source,-4.942,,,True,False,False,
gf_137704,23,1,V I,7986.536,2.359,1,-5.051,K09,,synth(GES),single_source,-5.051,,,True,False,False,
gf_137705,23,1,V I,7987.372,3.888,1,-4.493,K09,,synth(GES),single_source,-4.493,,,True,False,False,
gf_137706,23,1,V I,7991.094,3.056,1,-0.592,K09,,synth(GES),single_source,-0.592,,,True,False,False,
gf_137707,23,1,V I,7991.151,3.099,1,-1.545,K09,,synth(GES),single_source,-1.545,,,True,False,False,
gf_137708,23,1,V I,7992.161,4.26,1,-2.813,K09,,synth(GES),single_source,-2.813,,,True,False,False,
gf_137709,23,1,V I,7992.608,4.663,1,-7.595,K09,,synth(GES),single_source,-7.595,,,True,False,False,
gf_137710,23,1,V I,7992.621,3.089,1,-3.281,K09,,synth(GES),single_source,-3.281,,,True,False,False,
gf_137711,23,1,V I,7992.704,4.258,1,-2.143,K09,,synth(GES),single_source,-2.143,,,True,False,False,
gf_137712,23,1,V I,7993.733,4.13,1,-3.535,K09,,synth(GES),single_source,-3.535,,,True,False,False,
gf_137713,23,1,V I,7993.918,4.742,1,-4.79,K09,,synth(GES),single_source,-4.79,,,True,False,False,
gf_137714,23,1,V I,7994.775,3.131,1,-1.7,K09,,synth(GES),single_source,-1.7,,,True,False,False,
gf_137715,23,1,V I,7995.063,3.89,1,-5.344,K09,,synth(GES),single_source,-5.344,,,True,False,False,
gf_137716,23,1,V I,7995.523,3.113,1,-1.544,K09,,synth(GES),single_source,-1.544,,,True,False,False,
gf_137717,23,1,V I,7995.549,4.26,1,-1.903,K09,,synth(GES),single_source,-1.903,,,True,False,False,
gf_137718,23,1,V I,7996.086,3.89,1,-3.086,K09,,synth(GES),single_source,-3.086,,,True,False,False,
gf_137719,23,1,V I,7996.649,2.708,1,-4.576,K09,,synth(GES),single_source,-4.576,,,True,False,False,
gf_137720,23,1,V I,7997.007,4.261,1,-1.728,K09,,synth(GES),single_source,-1.728,,,True,False,False,
gf_137721,23,1,V I,7998.056,3.066,1,-0.387,K09,,synth(GES),single_source,-0.387,,,True,False,False,
gf_137722,23,1,V I,8001.955,3.888,1,-3.135,K09,,synth(GES),single_source,-3.135,,,True,False,False,
gf_137723,23,1,V I,8003.05,3.888,1,-4.46,K09,,synth(GES),single_source,-4.46,,,True,False,False,
gf_137724,23,1,V I,8007.287,0.301,2,-13.6523,K09,,synth(GES),single_source,-13.6523,,,True,False,False,
gf_137725,23,1,V I,8008.307,3.08,1,-0.868,K09,,synth(GES),single_source,-0.868,,,True,False,False,
gf_137726,23,1,V I,8009.244,2.582,1,-2.776,K09,,synth(GES),single_source,-2.776,,,True,False,False,
gf_137727,23,1,V I,8011.798,3.89,1,-3.71,K09,,synth(GES),single_source,-3.71,,,True,False,False,
gf_137728,23,1,V I,8011.998,3.872,1,-2.848,K09,,synth(GES),single_source,-2.848,,,True,False,False,
gf_137729,23,1,V I,8014.008,4.151,1,-5.635,K09,,synth(GES),single_source,-5.635,,,True,False,False,
gf_137730,23,1,V I,8016.328,4.762,1,-3.198,K09,,synth(GES),single_source,-3.198,,,True,False,False,
gf_137731,23,1,V I,8016.964,3.883,1,-5.3,K09,,synth(GES),single_source,-5.3,,,True,False,False,
gf_137732,23,1,V I,8017.022,4.667,1,-6.212,K09,,synth(GES),single_source,-6.212,,,True,False,False,
gf_137733,23,1,V I,8017.961,3.056,1,-0.867,K09,,synth(GES),single_source,-0.867,,,True,False,False,
gf_137734,23,1,V I,8022.574,4.616,1,-5.957,K09,,synth(GES),single_source,-5.957,,,True,False,False,
gf_137735,23,1,V I,8023.096,1.351,1,-5.801,K09,,synth(GES),single_source,-5.801,,,True,False,False,
gf_137736,23,1,V I,8023.456,3.089,1,-3.811,K09,,synth(GES),single_source,-3.811,,,True,False,False,
gf_137737,23,1,V I,8024.809,2.505,1,-5.715,K09,,synth(GES),single_source,-5.715,,,True,False,False,
gf_137738,23,1,V I,8025.414,4.646,1,-5.824,K09,,synth(GES),single_source,-5.824,,,True,False,False,
gf_137739,23,1,V I,8027.135,4.63,1,-7.623,K09,,synth(GES),single_source,-7.623,,,True,False,False,
gf_137740,23,1,V I,8027.354,1.064,1,-1.86,MFW,,synth(GES),single_source,-1.86,,,True,False,False,
gf_137741,23,1,V I,8033.03,3.885,1,-2.952,K09,,synth(GES),single_source,-2.952,,,True,False,False,
gf_137742,23,1,V I,8033.721,4.682,1,-4.797,K09,,synth(GES),single_source,-4.797,,,True,False,False,
gf_137743,23,1,V I,8037.17,3.877,1,-4.273,K09,,synth(GES),single_source,-4.273,,,True,False,False,
gf_137744,23,1,V I,8037.318,1.712,1,-5.267,K09,,synth(GES),single_source,-5.267,,,True,False,False,
gf_137745,23,1,V I,8037.338,4.171,1,-9.23,K09,,synth(GES),single_source,-9.23,,,True,False,False,
gf_137746,23,1,V I,8042.361,3.066,1,-1.406,K09,,synth(GES),single_source,-1.406,,,True,False,False,
gf_137747,23,1,V I,8043.824,4.157,1,-6.763,K09,,synth(GES),single_source,-6.763,,,True,False,False,
gf_137748,23,1,V I,8044.154,4.752,1,-5.902,K09,,synth(GES),single_source,-5.902,,,True,False,False,
gf_137749,23,1,V I,8045.384,2.616,1,-2.581,K09,,synth(GES),single_source,-2.581,,,True,False,False,
gf_137750,23,1,V I,8045.74,4.143,1,-2.287,K09,,synth(GES),single_source,-2.287,,,True,False,False,
gf_137751,23,1,V I,8047.126,3.087,1,-0.943,K09,,synth(GES),single_source,-0.943,,,True,False,False,
gf_137752,23,1,V I,8049.53,2.638,1,-1.355,K09,,synth(GES),single_source,-1.355,,,True,False,False,
gf_137753,23,1,V I,8049.783,1.376,1,-4.906,K09,,synth(GES),single_source,-4.906,,,True,False,False,
gf_137754,23,1,V I,8055.543,3.885,1,-4.718,K09,,synth(GES),single_source,-4.718,,,True,False,False,
gf_137755,23,1,V I,8056.458,4.742,1,-3.924,K09,,synth(GES),single_source,-3.924,,,True,False,False,
gf_137756,23,1,V I,8062.234,1.043,2,-9.6016,K09,,synth(GES),single_source,-9.6016,,,True,False,False,
gf_137757,23,1,V I,8062.299,4.646,1,-6.524,K09,,synth(GES),single_source,-6.524,,,True,False,False,
gf_137758,23,1,V I,8062.552,4.682,1,-4.011,K09,,synth(GES),single_source,-4.011,,,True,False,False,
gf_137759,23,1,V I,8064.1,3.079,1,-1.02,K09,,synth(GES),single_source,-1.02,,,True,False,False,
gf_137760,23,1,V I,8064.738,4.049,1,-1.992,K09,,synth(GES),single_source,-1.992,,,True,False,False,
gf_137761,23,1,V I,8065.024,2.723,1,-4.133,K09,,synth(GES),single_source,-4.133,,,True,False,False,
gf_137762,23,1,V I,8065.161,0.267,2,-12.7405,K09,,synth(GES),single_source,-12.7405,,,True,False,False,
gf_137763,23,1,V I,8065.493,2.332,1,-5.938,K09,,synth(GES),single_source,-5.938,,,True,False,False,
gf_137764,23,1,V I,8066.065,4.171,1,-9.618,K09,,synth(GES),single_source,-9.618,,,True,False,False,
gf_137765,23,1,V I,8069.516,3.08,1,-0.92,K09,,synth(GES),single_source,-0.92,,,True,False,False,
gf_137766,23,1,V I,8070.161,3.071,1,-2.341,K09,,synth(GES),single_source,-2.341,,,True,False,False,
gf_137767,23,1,V I,8070.317,2.575,1,-2.475,K09,,synth(GES),single_source,-2.475,,,True,False,False,
gf_137768,23,1,V I,8072.683,3.888,1,-4.832,K09,,synth(GES),single_source,-4.832,,,True,False,False,
gf_137769,23,1,V I,8073.146,4.136,1,-5.084,K09,,synth(GES),single_source,-5.084,,,True,False,False,
gf_137770,23,1,V I,8074.541,3.877,1,-5.199,K09,,synth(GES),single_source,-5.199,,,True,False,False,
gf_137771,23,1,V I,8074.613,1.711,1,-5.374,K09,,synth(GES),single_source,-5.374,,,True,False,False,
gf_137772,23,1,V I,8075.435,2.616,1,-3.023,K09,,synth(GES),single_source,-3.023,,,True,False,False,
gf_137773,23,1,V I,8076.824,4.13,1,-3.155,K09,,synth(GES),single_source,-3.155,,,True,False,False,
gf_137774,23,1,V I,8077.0,3.911,1,-0.888,K09,,synth(GES),single_source,-0.888,,,True,False,False,
gf_137775,23,1,V I,8077.157,4.151,1,-8.132,K09,,synth(GES),single_source,-8.132,,,True,False,False,
gf_137776,23,1,V I,8077.275,4.663,1,-4.285,K09,,synth(GES),single_source,-4.285,,,True,False,False,
gf_137777,23,1,V I,8077.868,1.043,1,-10.02,K09,,synth(GES),single_source,-10.02,,,True,False,False,
gf_137778,23,1,V I,8077.888,4.656,1,-5.304,K09,,synth(GES),single_source,-5.304,,,True,False,False,
gf_137779,23,1,V I,8082.231,4.065,1,-6.264,K09,,synth(GES),single_source,-6.264,,,True,False,False,
gf_137780,23,1,V I,8082.361,3.074,1,-1.118,K09,,synth(GES),single_source,-1.118,,,True,False,False,
gf_137781,23,1,V I,8083.806,1.873,1,-4.507,K09,,synth(GES),single_source,-4.507,,,True,False,False,
gf_137782,23,1,V I,8084.002,4.627,1,-5.64,K09,,synth(GES),single_source,-5.64,,,True,False,False,
gf_137783,23,1,V I,8085.362,2.638,1,-2.985,K09,,synth(GES),single_source,-2.985,,,True,False,False,
gf_137784,23,1,V I,8085.388,4.053,1,-5.357,K09,,synth(GES),single_source,-5.357,,,True,False,False,
gf_137785,23,1,V I,8086.356,2.115,1,-9.109,K09,,synth(GES),single_source,-9.109,,,True,False,False,
gf_137786,23,1,V I,8087.376,0.267,2,-15.3196,K09,,synth(GES),single_source,-15.3196,,,True,False,False,
gf_137787,23,1,V I,8092.247,1.051,2,-9.5924,K09,,synth(GES),single_source,-9.5924,,,True,False,False,
gf_137788,23,1,V I,8093.465,1.051,1,-1.77,MFW,,synth(GES),single_source,-1.77,,,True,False,False,
gf_137789,23,1,V I,8095.15,4.143,1,-2.225,K09,,synth(GES),single_source,-2.225,,,True,False,False,
gf_137790,23,1,V I,8095.235,4.682,1,-6.897,K09,,synth(GES),single_source,-6.897,,,True,False,False,
gf_137791,23,1,V I,8095.727,4.011,1,-6.576,K09,,synth(GES),single_source,-6.576,,,True,False,False,
gf_137792,23,1,V I,8096.553,4.634,1,-2.962,K09,,synth(GES),single_source,-2.962,,,True,False,False,
gf_137793,23,1,V I,8097.313,4.777,1,-2.29,K09,,synth(GES),single_source,-2.29,,,True,False,False,
gf_137794,23,1,V I,8097.563,3.071,1,-3.838,K09,,synth(GES),single_source,-3.838,,,True,False,False,
gf_137795,23,1,V I,8102.209,4.667,1,-4.023,K09,,synth(GES),single_source,-4.023,,,True,False,False,
gf_137796,23,1,V I,8102.583,4.13,1,-4.174,K09,,synth(GES),single_source,-4.174,,,True,False,False,
gf_137797,23,1,V I,8103.555,1.051,2,-12.3367,K09,,synth(GES),single_source,-12.3367,,,True,False,False,
gf_137798,23,1,V I,8104.442,3.056,1,-4.031,K09,,synth(GES),single_source,-4.031,,,True,False,False,
gf_137799,23,1,V I,8106.88,4.151,1,-5.656,K09,,synth(GES),single_source,-5.656,,,True,False,False,
gf_137800,23,1,V I,8107.446,4.157,1,-5.944,K09,,synth(GES),single_source,-5.944,,,True,False,False,
gf_137801,23,1,V I,8108.551,3.113,1,-0.497,K09,,synth(GES),single_source,-0.497,,,True,False,False,
gf_137802,23,1,V I,8108.932,3.087,1,-0.44,K09,,synth(GES),single_source,-0.44,,,True,False,False,
gf_137803,23,1,V I,8109.142,3.079,1,-0.444,K09,,synth(GES),single_source,-0.444,,,True,False,False,
gf_137804,23,1,V I,8109.846,3.074,1,-0.566,K09,,synth(GES),single_source,-0.566,,,True,False,False,
gf_137805,23,1,V I,8113.493,4.646,1,-5.685,K09,,synth(GES),single_source,-5.685,,,True,False,False,
gf_137806,23,1,V I,8114.836,2.365,1,-4.91,K09,,synth(GES),single_source,-4.91,,,True,False,False,
gf_137807,23,1,V I,8115.258,4.656,1,-4.484,K09,,synth(GES),single_source,-4.484,,,True,False,False,
gf_137808,23,1,V I,8115.949,1.351,1,-5.032,K09,,synth(GES),single_source,-5.032,,,True,False,False,
gf_137809,23,1,V I,8116.688,3.888,1,-1.753,K09,,synth(GES),single_source,-1.753,,,True,False,False,
gf_137810,23,1,V I,8116.793,1.081,1,-1.061,MFW,,synth(GES),single_source,-1.061,,,True,False,False,
gf_137811,23,1,V I,8117.366,4.171,1,-7.936,K09,,synth(GES),single_source,-7.936,,,True,False,False,
gf_137812,23,1,V I,8121.87,3.893,1,-0.766,K09,,synth(GES),single_source,-0.766,,,True,False,False,
gf_137813,23,1,V I,8123.091,4.016,1,-4.549,K09,,synth(GES),single_source,-4.549,,,True,False,False,
gf_137814,23,1,V I,8123.923,3.911,1,-4.688,K09,,synth(GES),single_source,-4.688,,,True,False,False,
gf_137815,23,1,V I,8127.12,2.122,1,-7.474,K09,,synth(GES),single_source,-7.474,,,True,False,False,
gf_137816,23,1,V I,8128.197,4.64,1,-2.774,K09,,synth(GES),single_source,-2.774,,,True,False,False,
gf_137817,23,1,V I,8132.971,3.116,1,-4.101,K09,,synth(GES),single_source,-4.101,,,True,False,False,
gf_137818,23,1,V I,8133.54,1.051,1,-10.172,K09,,synth(GES),single_source,-10.172,,,True,False,False,
gf_137819,23,1,V I,8134.612,4.143,1,-2.809,K09,,synth(GES),single_source,-2.809,,,True,False,False,
gf_137820,23,1,V I,8136.016,4.667,1,-3.711,K09,,synth(GES),single_source,-3.711,,,True,False,False,
gf_137821,23,1,V I,8136.81,3.079,1,-0.621,K09,,synth(GES),single_source,-0.621,,,True,False,False,
gf_137822,23,1,V I,8142.337,2.608,1,-1.852,K09,,synth(GES),single_source,-1.852,,,True,False,False,
gf_137823,23,1,V I,8142.476,4.152,1,-2.661,K09,,synth(GES),single_source,-2.661,,,True,False,False,
gf_137824,23,1,V I,8142.549,1.849,1,-3.99,K09,,synth(GES),single_source,-3.99,,,True,False,False,
gf_137825,23,1,V I,8143.909,4.143,1,-3.016,K09,,synth(GES),single_source,-3.016,,,True,False,False,
gf_137826,23,1,V I,8144.559,1.043,1,-1.87,MFW,,synth(GES),single_source,-1.87,,,True,False,False,
gf_137827,23,1,V I,8152.915,4.151,1,-6.126,K09,,synth(GES),single_source,-6.126,,,True,False,False,
gf_137828,23,1,V I,8153.201,3.921,1,-5.036,K09,,synth(GES),single_source,-5.036,,,True,False,False,
gf_137829,23,1,V I,8153.474,3.066,1,-3.335,K09,,synth(GES),single_source,-3.335,,,True,False,False,
gf_137830,23,1,V I,8153.706,4.157,1,-7.674,K09,,synth(GES),single_source,-7.674,,,True,False,False,
gf_137831,23,1,V I,8154.065,4.049,1,-2.038,K09,,synth(GES),single_source,-2.038,,,True,False,False,
gf_137832,23,1,V I,8154.371,4.644,1,-8.239,K09,,synth(GES),single_source,-8.239,,,True,False,False,
gf_137833,23,1,V I,8154.478,3.087,1,-0.254,K09,,synth(GES),single_source,-0.254,,,True,False,False,
gf_137834,23,1,V I,8154.571,4.079,1,-3.879,K09,,synth(GES),single_source,-3.879,,,True,False,False,
gf_137835,23,1,V I,8155.249,2.616,1,-2.362,K09,,synth(GES),single_source,-2.362,,,True,False,False,
gf_137836,23,1,V I,8157.179,3.066,1,-4.708,K09,,synth(GES),single_source,-4.708,,,True,False,False,
gf_137837,23,1,V I,8158.284,2.505,1,-6.72,K09,,synth(GES),single_source,-6.72,,,True,False,False,
gf_137838,23,1,V I,8159.35,1.376,1,-4.723,K09,,synth(GES),single_source,-4.723,,,True,False,False,
gf_137839,23,1,V I,8161.055,1.064,1,-1.37,MFW,,synth(GES),single_source,-1.37,,,True,False,False,
gf_137840,23,1,V I,8163.414,3.911,1,-0.831,K09,,synth(GES),single_source,-0.831,,,True,False,False,
gf_137841,23,1,V I,8163.84,2.743,1,-3.942,K09,,synth(GES),single_source,-3.942,,,True,False,False,
gf_137842,23,1,V I,8164.167,4.014,1,-4.665,K09,,synth(GES),single_source,-4.665,,,True,False,False,
gf_137843,23,1,V I,8164.627,2.359,1,-4.392,K09,,synth(GES),single_source,-4.392,,,True,False,False,
