# air_wavelength_A  corrected_residual_flux  transmission
# RYA-940 telluric-corrected 1984 Kitt Peak atlas. NaN = quarantined (transmission < T_min=0.1422), never divided.
  8075.00850       0.984731   0.998618
  8075.01770       0.980345   0.998638
  8075.02690       0.974314   0.998661
  8075.03660       0.966709   0.998688
  8075.04580       0.956572   0.998712
  8075.05490       0.944506   0.998733
  8075.06410       0.930812   0.998752
  8075.07320       0.913217   0.998766
  8075.08300       0.892051   0.998777
  8075.09220       0.869528   0.998784
  8075.10130       0.845276   0.998786
  8075.11050       0.819916   0.998785
  8075.11960       0.795941   0.998780
  8075.12880       0.774522   0.998771
  8075.13850       0.757681   0.998758
  8075.14770       0.747781   0.998741
  8075.15690       0.744463   0.998720
  8075.16600       0.748166   0.998695
  8075.17520       0.760314   0.998666
  8075.18490       0.778557   0.998630
  8075.19410       0.799527   0.998590
  8075.20320       0.822606   0.998546
  8075.21240       0.846534   0.998495
  8075.22160       0.868607   0.998438
  8075.23130       0.888209   0.998369
  8075.24050       0.905756   0.998293
  8075.24960       0.920299   0.998209
  8075.25880       0.930918   0.998111
  8075.26790       0.938375   0.998001
  8075.27770       0.944185   0.997866
  8075.28690       0.948734   0.997719
  8075.29600       0.951299   0.997552
  8075.30520       0.952349   0.997355
  8075.31430       0.953018   0.997127
  8075.32350       0.952788   0.996854
  8075.33330       0.951513   0.996507
  8075.34240       0.950728   0.996132
  8075.35160       0.950792   0.995697
  8075.36070       0.951223   0.995214
  8075.36990       0.952562   0.994686
  8075.37960       0.954328   0.994102
  8075.38880       0.955932   0.993533
  8075.39790       0.958863   0.992957
  8075.40710       0.962799   0.992346
  8075.41630       0.965377   0.991675
  8075.42600       0.967455   0.990847
  8075.43520       0.970785   0.989880
  8075.44430       0.973877   0.988677
  8075.45350       0.975689   0.987138
  8075.46260       0.977412   0.985224
  8075.47240       0.979057   0.982650
  8075.48160       0.979674   0.979724
  8075.49070       0.980113   0.976367
  8075.49990       0.979958   0.972613
  8075.50900       0.979124   0.968764
  8075.51880       0.980942   0.964879
  8075.52800       0.986034   0.961893
  8075.53710       0.992136   0.960080
