ion,band,instrument,holding,selector,wavelength_air_A,synth_band,in_registered_telluric_band,telluric_band,telluric_band_span,production_fate,production_reason,lift_provenance,raw_sibling,flux_state,flux_basis,absorption_available_in_raw,band_evidence_state,max_abs_diff
I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,4726.137,VIS,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,4741.069,VIS,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,4787.827,VIS,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,4807.708,VIS,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,4860.978,VIS,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,4875.877,VIS,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,4896.439,VIS,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,4905.133,VIS,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,4907.732,VIS,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,4911.529,VIS,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,4911.779,VIS,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,4933.873,VIS,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,4934.084,VIS,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,5023.498,VIS,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,5099.077,VIS,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,5129.631,VIS,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,5285.127,VIS,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,5288.525,VIS,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,5373.709,VIS,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,5379.574,VIS,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,5403.822,VIS,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,5473.9,VIS,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,5481.438,VIS,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,5483.099,VIS,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,5493.499,VIS,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,5532.747,VIS,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,5538.516,VIS,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,5554.894,VIS,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,5563.6,VIS,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,5573.102,VIS,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,5602.767,VIS,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,5618.632,VIS,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,5638.262,VIS,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,5658.532,VIS,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,5705.992,VIS,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,5712.131,VIS,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,5717.833,VIS,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,5753.122,VIS,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,5775.081,VIS,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,5784.658,VIS,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,6003.011,VIS,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,6008.556,VIS,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,6056.005,VIS,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,6141.731,VIS,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,6232.64,VIS,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,6315.811,VIS,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,6336.823,VIS,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,6408.017,VIS,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,6627.544,VIS,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,6663.231,VIS,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,6705.101,VIS,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,6725.356,VIS,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,6841.339,VIS,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,6843.655,VIS,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,6855.161,VIS,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,6858.148,VIS,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,VIS,kpno_solar_atlas,solar_kpno_molecfit_corrected,DEEPGRADED,4203.938,VIS,False,,,KEPT,,,solar_kpno,VERIFIED-RAW,DIRECT-COMPARISON vs raw sibling at this line,0.295638,,0.0
I,VIS,kpno_solar_atlas,solar_kpno_molecfit_corrected,DEEPGRADED,4233.602,VIS,False,,,KEPT,,,solar_kpno,VERIFIED-RAW,DIRECT-COMPARISON vs raw sibling at this line,0.417536,,0.0
I,VIS,kpno_solar_atlas,solar_kpno_molecfit_corrected,DEEPGRADED,4245.344,VIS,False,,,KEPT,,,solar_kpno,VERIFIED-RAW,DIRECT-COMPARISON vs raw sibling at this line,0.311507,,0.0
I,VIS,kpno_solar_atlas,solar_kpno_molecfit_corrected,DEEPGRADED,4259.999,VIS,False,,,KEPT,,,solar_kpno,VERIFIED-RAW,DIRECT-COMPARISON vs raw sibling at this line,0.490556,,0.0
I,VIS,kpno_solar_atlas,solar_kpno_molecfit_corrected,DEEPGRADED,4276.675,VIS,False,,,KEPT,,,solar_kpno,VERIFIED-RAW,DIRECT-COMPARISON vs raw sibling at this line,0.211131,,0.0
I,VIS,kpno_solar_atlas,solar_kpno_molecfit_corrected,DEEPGRADED,4278.23,VIS,False,,,KEPT,,,solar_kpno,VERIFIED-RAW,DIRECT-COMPARISON vs raw sibling at this line,0.186627,,0.0
I,VIS,kpno_solar_atlas,solar_kpno_molecfit_corrected,DEEPGRADED,4286.863,VIS,False,,,KEPT,,,solar_kpno,VERIFIED-RAW,DIRECT-COMPARISON vs raw sibling at this line,0.333669,,0.0
I,VIS,kpno_solar_atlas,solar_kpno_molecfit_corrected,DEEPGRADED,4287.94,VIS,False,,,KEPT,,,solar_kpno,VERIFIED-RAW,DIRECT-COMPARISON vs raw sibling at this line,0.383037,,0.0
I,VIS,kpno_solar_atlas,solar_kpno_molecfit_corrected,DEEPGRADED,4289.915,VIS,False,,,KEPT,,,solar_kpno,VERIFIED-RAW,DIRECT-COMPARISON vs raw sibling at this line,0.573932,,0.0
I,VIS,kpno_solar_atlas,solar_kpno_molecfit_corrected,DEEPGRADED,4326.753,VIS,False,,,KEPT,,,solar_kpno,VERIFIED-RAW,DIRECT-COMPARISON vs raw sibling at this line,0.307284,,0.0
I,VIS,kpno_solar_atlas,solar_kpno_molecfit_corrected,DEEPGRADED,4344.499,VIS,False,,,KEPT,,,solar_kpno,VERIFIED-RAW,DIRECT-COMPARISON vs raw sibling at this line,0.388188,,0.0
I,VIS,kpno_solar_atlas,solar_kpno_molecfit_corrected,DEEPGRADED,4351.544,VIS,False,,,KEPT,,,solar_kpno,VERIFIED-RAW,DIRECT-COMPARISON vs raw sibling at this line,0.43748,,0.0
I,VIS,kpno_solar_atlas,solar_kpno_molecfit_corrected,DEEPGRADED,4358.499,VIS,False,,,KEPT,,,solar_kpno,VERIFIED-RAW,DIRECT-COMPARISON vs raw sibling at this line,0.324549,,0.0
I,VIS,kpno_solar_atlas,solar_kpno_molecfit_corrected,DEEPGRADED,4369.736,VIS,False,,,KEPT,,,solar_kpno,VERIFIED-RAW,DIRECT-COMPARISON vs raw sibling at this line,0.373441,,0.0
I,VIS,kpno_solar_atlas,solar_kpno_molecfit_corrected,DEEPGRADED,4373.561,VIS,False,,,KEPT,,,solar_kpno,VERIFIED-RAW,DIRECT-COMPARISON vs raw sibling at this line,0.260124,,0.0
I,VIS,kpno_solar_atlas,solar_kpno_molecfit_corrected,DEEPGRADED,4401.29,VIS,False,,,KEPT,,,solar_kpno,VERIFIED-RAW,DIRECT-COMPARISON vs raw sibling at this line,0.495259,,0.0
I,VIS,kpno_solar_atlas,solar_kpno_molecfit_corrected,DEEPGRADED,4408.413,VIS,False,,,KEPT,,,solar_kpno,VERIFIED-RAW,DIRECT-COMPARISON vs raw sibling at this line,0.444695,,0.0
I,VIS,kpno_solar_atlas,solar_kpno_molecfit_corrected,DEEPGRADED,4423.841,VIS,False,,,KEPT,,,solar_kpno,VERIFIED-RAW,DIRECT-COMPARISON vs raw sibling at this line,0.151288,,0.0
I,VIS,kpno_solar_atlas,solar_kpno_molecfit_corrected,DEEPGRADED,4432.568,VIS,False,,,KEPT,,,solar_kpno,VERIFIED-RAW,DIRECT-COMPARISON vs raw sibling at this line,0.107423,,0.0
I,VIS,kpno_solar_atlas,solar_kpno_molecfit_corrected,DEEPGRADED,4447.717,VIS,False,,,KEPT,,,solar_kpno,VERIFIED-RAW,DIRECT-COMPARISON vs raw sibling at this line,0.310979,,0.0
I,VIS,kpno_solar_atlas,solar_kpno_molecfit_corrected,DEEPGRADED,4459.117,VIS,False,,,KEPT,,,solar_kpno,VERIFIED-RAW,DIRECT-COMPARISON vs raw sibling at this line,0.455892,,0.0
I,VIS,kpno_solar_atlas,solar_kpno_molecfit_corrected,DEEPGRADED,4461.968,VIS,False,,,KEPT,,,solar_kpno,VERIFIED-RAW,DIRECT-COMPARISON vs raw sibling at this line,0.373109,,0.0
I,VIS,kpno_solar_atlas,solar_kpno_molecfit_corrected,DEEPGRADED,4476.075,VIS,False,,,KEPT,,,solar_kpno,VERIFIED-RAW,DIRECT-COMPARISON vs raw sibling at this line,0.327389,,0.0
I,VIS,kpno_solar_atlas,solar_kpno_molecfit_corrected,DEEPGRADED,4480.137,VIS,False,,,KEPT,,,solar_kpno,VERIFIED-RAW,DIRECT-COMPARISON vs raw sibling at this line,0.266615,,0.0
I,VIS,kpno_solar_atlas,solar_kpno_molecfit_corrected,DEEPGRADED,4481.609,VIS,False,,,KEPT,,,solar_kpno,VERIFIED-RAW,DIRECT-COMPARISON vs raw sibling at this line,0.202691,,0.0
I,VIS,kpno_solar_atlas,solar_kpno_molecfit_corrected,DEEPGRADED,4482.739,VIS,False,,,KEPT,,,solar_kpno,VERIFIED-RAW,DIRECT-COMPARISON vs raw sibling at this line,0.201213,,0.0
I,VIS,kpno_solar_atlas,solar_kpno_molecfit_corrected,DEEPGRADED,4484.22,VIS,False,,,KEPT,,,solar_kpno,VERIFIED-RAW,DIRECT-COMPARISON vs raw sibling at this line,0.198459,,0.0
I,VIS,kpno_solar_atlas,solar_kpno_molecfit_corrected,DEEPGRADED,4494.563,VIS,False,,,KEPT,,,solar_kpno,VERIFIED-RAW,DIRECT-COMPARISON vs raw sibling at this line,0.359758,,0.0
I,VIS,kpno_solar_atlas,solar_kpno_molecfit_corrected,DEEPGRADED,4495.953,VIS,False,,,KEPT,,,solar_kpno,VERIFIED-RAW,DIRECT-COMPARISON vs raw sibling at this line,0.192279,,0.0
I,VIS,kpno_solar_atlas,solar_kpno_molecfit_corrected,DEEPGRADED,4514.184,VIS,False,,,KEPT,,,solar_kpno,VERIFIED-RAW,DIRECT-COMPARISON vs raw sibling at this line,0.219947,,0.0
I,VIS,kpno_solar_atlas,solar_kpno_molecfit_corrected,DEEPGRADED,4528.757,VIS,False,,,KEPT,,,solar_kpno,VERIFIED-RAW,DIRECT-COMPARISON vs raw sibling at this line,0.489325,,0.0
I,VIS,kpno_solar_atlas,solar_kpno_molecfit_corrected,DEEPGRADED,4547.847,VIS,False,,,KEPT,,,solar_kpno,VERIFIED-RAW,DIRECT-COMPARISON vs raw sibling at this line,0.170007,,0.0
I,VIS,kpno_solar_atlas,solar_kpno_molecfit_corrected,DEEPGRADED,4581.508,VIS,False,,,KEPT,,,solar_kpno,VERIFIED-RAW,DIRECT-COMPARISON vs raw sibling at this line,0.381089,,0.0
I,VIS,kpno_solar_atlas,solar_kpno_molecfit_corrected,DEEPGRADED,4595.358,VIS,False,,,KEPT,,,solar_kpno,VERIFIED-RAW,DIRECT-COMPARISON vs raw sibling at this line,0.20667,,0.0
I,VIS,kpno_solar_atlas,solar_kpno_molecfit_corrected,DEEPGRADED,4607.646,VIS,False,,,KEPT,,,solar_kpno,VERIFIED-RAW,DIRECT-COMPARISON vs raw sibling at this line,0.200551,,0.0
I,VIS,kpno_solar_atlas,solar_kpno_molecfit_corrected,DEEPGRADED,4619.288,VIS,False,,,KEPT,,,solar_kpno,VERIFIED-RAW,DIRECT-COMPARISON vs raw sibling at this line,0.218665,,0.0
I,VIS,kpno_solar_atlas,solar_kpno_molecfit_corrected,DEEPGRADED,4625.045,VIS,False,,,KEPT,,,solar_kpno,VERIFIED-RAW,DIRECT-COMPARISON vs raw sibling at this line,0.188401,,0.0
I,VIS,kpno_solar_atlas,solar_kpno_molecfit_corrected,DEEPGRADED,4630.12,VIS,False,,,KEPT,,,solar_kpno,VERIFIED-RAW,DIRECT-COMPARISON vs raw sibling at this line,0.150611,,0.0
I,VIS,kpno_solar_atlas,solar_kpno_molecfit_corrected,DEEPGRADED,4637.503,VIS,False,,,KEPT,,,solar_kpno,VERIFIED-RAW,DIRECT-COMPARISON vs raw sibling at this line,0.228554,,0.0
I,VIS,kpno_solar_atlas,solar_kpno_molecfit_corrected,DEEPGRADED,4654.605,VIS,False,,,KEPT,,,solar_kpno,VERIFIED-RAW,DIRECT-COMPARISON vs raw sibling at this line,0.362784,,0.0
I,VIS,kpno_solar_atlas,solar_kpno_molecfit_corrected,DEEPGRADED,4654.631,VIS,False,,,KEPT,,,solar_kpno,VERIFIED-RAW,DIRECT-COMPARISON vs raw sibling at this line,0.355449,,0.0
I,VIS,kpno_solar_atlas,solar_kpno_molecfit_corrected,DEEPGRADED,4667.453,VIS,False,,,KEPT,,,solar_kpno,VERIFIED-RAW,DIRECT-COMPARISON vs raw sibling at this line,0.410687,,0.0
I,VIS,kpno_solar_atlas,solar_kpno_molecfit_corrected,DEEPGRADED,4668.134,VIS,False,,,KEPT,,,solar_kpno,VERIFIED-RAW,DIRECT-COMPARISON vs raw sibling at this line,0.274757,,0.0
I,VIS,kpno_solar_atlas,solar_kpno_molecfit_corrected,DEEPGRADED,4669.171,VIS,False,,,KEPT,,,solar_kpno,VERIFIED-RAW,DIRECT-COMPARISON vs raw sibling at this line,0.213225,,0.0
I,VIS,kpno_solar_atlas,solar_kpno_molecfit_corrected,DEEPGRADED,4678.846,VIS,False,,,KEPT,,,solar_kpno,VERIFIED-RAW,DIRECT-COMPARISON vs raw sibling at this line,0.22759,,0.0
I,VIS,kpno_solar_atlas,solar_kpno_molecfit_corrected,DEEPGRADED,4704.948,VIS,False,,,KEPT,,,solar_kpno,VERIFIED-RAW,DIRECT-COMPARISON vs raw sibling at this line,0.150732,,0.0
I,VIS,kpno_solar_atlas,solar_kpno_molecfit_corrected,DEEPGRADED,4707.274,VIS,False,,,KEPT,,,solar_kpno,VERIFIED-RAW,DIRECT-COMPARISON vs raw sibling at this line,0.334463,,0.0
I,VIS,kpno_solar_atlas,solar_kpno_molecfit_corrected,DEEPGRADED,4709.088,VIS,False,,,KEPT,,,solar_kpno,VERIFIED-RAW,DIRECT-COMPARISON vs raw sibling at this line,0.217241,,0.0
I,VIS,kpno_solar_atlas,solar_kpno_molecfit_corrected,DEEPGRADED,4727.395,VIS,False,,,KEPT,,,solar_kpno,VERIFIED-RAW,DIRECT-COMPARISON vs raw sibling at this line,0.301841,,0.0
I,VIS,kpno_solar_atlas,solar_kpno_molecfit_corrected,DEEPGRADED,4736.773,VIS,False,,,KEPT,,,solar_kpno,VERIFIED-RAW,DIRECT-COMPARISON vs raw sibling at this line,0.310013,,0.0
I,VIS,kpno_solar_atlas,solar_kpno_molecfit_corrected,DEEPGRADED,4745.8,VIS,False,,,KEPT,,,solar_kpno,VERIFIED-RAW,DIRECT-COMPARISON vs raw sibling at this line,0.146657,,0.0
I,VIS,kpno_solar_atlas,solar_kpno_molecfit_corrected,DEEPGRADED,4768.32,VIS,False,,,KEPT,,,solar_kpno,VERIFIED-RAW,DIRECT-COMPARISON vs raw sibling at this line,0.214616,,0.0
I,VIS,kpno_solar_atlas,solar_kpno_molecfit_corrected,DEEPGRADED,4768.396,VIS,False,,,KEPT,,,solar_kpno,VERIFIED-RAW,DIRECT-COMPARISON vs raw sibling at this line,0.220745,,0.0
I,VIS,kpno_solar_atlas,solar_kpno_molecfit_corrected,DEEPGRADED,4843.143,VIS,False,,,KEPT,,,solar_kpno,VERIFIED-RAW,DIRECT-COMPARISON vs raw sibling at this line,0.181,,0.0
I,VIS,kpno_solar_atlas,solar_kpno_molecfit_corrected,DEEPGRADED,4855.673,VIS,False,,,KEPT,,,solar_kpno,VERIFIED-RAW,DIRECT-COMPARISON vs raw sibling at this line,0.349169,,0.0
I,VIS,kpno_solar_atlas,solar_kpno_molecfit_corrected,DEEPGRADED,4871.318,VIS,False,,,KEPT,,,solar_kpno,VERIFIED-RAW,DIRECT-COMPARISON vs raw sibling at this line,0.42157,,0.0
I,VIS,kpno_solar_atlas,solar_kpno_molecfit_corrected,DEEPGRADED,4882.143,VIS,False,,,KEPT,,,solar_kpno,VERIFIED-RAW,DIRECT-COMPARISON vs raw sibling at this line,0.157929,,0.0
I,VIS,kpno_solar_atlas,solar_kpno_molecfit_corrected,DEEPGRADED,4885.43,VIS,False,,,KEPT,,,solar_kpno,VERIFIED-RAW,DIRECT-COMPARISON vs raw sibling at this line,0.172213,,0.0
I,VIS,kpno_solar_atlas,solar_kpno_molecfit_corrected,DEEPGRADED,4889.102,VIS,False,,,KEPT,,,solar_kpno,VERIFIED-RAW,DIRECT-COMPARISON vs raw sibling at this line,0.239435,,0.0
I,VIS,kpno_solar_atlas,solar_kpno_molecfit_corrected,DEEPGRADED,4890.755,VIS,False,,,KEPT,,,solar_kpno,VERIFIED-RAW,DIRECT-COMPARISON vs raw sibling at this line,0.415873,,0.0
I,VIS,kpno_solar_atlas,solar_kpno_molecfit_corrected,DEEPGRADED,4903.31,VIS,False,,,KEPT,,,solar_kpno,VERIFIED-RAW,DIRECT-COMPARISON vs raw sibling at this line,0.286211,,0.0
I,VIS,kpno_solar_atlas,solar_kpno_molecfit_corrected,DEEPGRADED,4910.017,VIS,False,,,KEPT,,,solar_kpno,VERIFIED-RAW,DIRECT-COMPARISON vs raw sibling at this line,0.227033,,0.0
