element,ion,band,wavelength_air_A,ew_mA,rew,a_1dlte,in_aggregate_1dlte,excluded_reason_1dlte,elo_eV,eup_eV,loggf,n_vald_candidates,network,domain_reason,feature_ok,delta_E_ok,level_ok,stellar_ok,in_domain,delta_E_eV,aberr,aberr_axis_line,aberr_if_extrapolated,a_3dnlte
Fe,I,VIS,4768.396,,,7.582,True,nan,2.9398,5.5392,-2.27,1,gt02,"transition energy Eup-Elo 2.5994 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction",True,False,True,True,False,2.5994,,,0.028887605149041595,
Fe,I,VIS,4787.827,,,7.551,True,nan,2.998,5.5869,-2.62,1,gt02,,True,True,True,True,True,2.5888999999999998,0.023330301861453753,,0.023330301861453753,7.574330301861454
Fe,I,VIS,4807.708,,,7.557,True,nan,3.3683,5.9464,-2.15,1,gt02,,True,True,True,True,True,2.5780999999999996,0.04329455412386522,,0.04329455412386522,7.600294554123866
Fe,I,VIS,4843.143,,,7.394,True,nan,3.3965,5.9558,-1.65,1,gt02,,True,True,True,True,True,2.5593,0.02921368673672413,0.026876738501945815,0.02921368673672413,7.423213686736724
Fe,I,VIS,4855.673,,,7.417,True,nan,3.3683,5.9209,-1.63,1,gt02,,True,True,True,True,True,2.5525999999999995,0.03168351185027228,0.02948824424509018,0.03168351185027228,7.448683511850272
Fe,I,VIS,4860.978,,,7.849,True,nan,3.3965,5.9464,-2.33,1,gt02,,True,True,True,True,True,2.5498999999999996,0.03955020690444663,,0.03955020690444663,7.888550206904447
Fe,I,VIS,4871.318,,,7.336,True,nan,2.8654,5.4099,-0.34,1,gt02,upper level 5.4099 eV is not within 0.02 eV of any level in the training set,True,True,False,True,False,2.5445,,,0.08923398373918112,
Fe,I,VIS,4875.877,,,7.527,True,nan,3.332,5.8741,-1.9,1,gt02,,True,True,True,True,True,2.5421000000000005,0.03177297970008837,,0.03177297970008837,7.558772979700088
Fe,I,VIS,4882.143,,,7.478,True,nan,3.417,5.9558,-1.48,1,gt02,,True,True,True,True,True,2.5388,0.0328584173737697,,0.0328584173737697,7.510858417373769
Fe,I,VIS,4885.43,,,7.555,True,nan,3.8816,6.4187,-0.97,1,gt02,,True,True,True,True,True,2.5371,0.055683351930292765,,0.055683351930292765,7.610683351930293
Fe,I,VIS,4889.102,,,7.776,True,nan,3.8835,6.4187,-1.19,1,gt02,,True,True,True,True,True,2.5352,0.05333928098585061,,0.05333928098585061,7.829339280985851
Fe,I,VIS,4890.755,,,7.247,True,nan,2.8755,5.4099,-0.38,1,gt02,upper level 5.4099 eV is not within 0.02 eV of any level in the training set,True,True,False,True,False,2.5344,,,0.08893629540365325,
Fe,I,VIS,4896.439,,,7.554,True,nan,3.8835,6.4149,-1.89,1,gt02,,True,True,True,True,True,2.5314,0.05216488623913672,,0.05216488623913672,7.606164886239137
Fe,I,VIS,4903.31,,,7.276,True,nan,2.882,5.4099,-0.89,1,gt02,upper level 5.4099 eV is not within 0.02 eV of any level in the training set,True,True,False,True,False,2.5279000000000003,,,0.06855099700635679,
Fe,I,VIS,4905.133,,,7.299,True,nan,3.9286,6.4555,-1.73,1,gt02,,True,True,True,True,True,2.5269,0.055799334485295865,0.05857547606882235,0.055799334485295865,7.354799334485296
Fe,I,VIS,4907.732,,,7.349,True,nan,3.4302,5.9558,-1.7,1,gt02,,True,True,True,True,True,2.5256,0.022742629893186705,0.019985411580598994,0.022742629893186705,7.371742629893187
Fe,I,VIS,4910.017,,,7.46,True,nan,3.3965,5.9209,-1.28,2,gt02,,True,True,True,True,True,2.5243999999999995,0.032153643478782426,0.0321388440290853,0.032153643478782426,7.492153643478782
Fe,I,VIS,4911.529,,,7.623,True,nan,4.2562,6.7799,-1.84,1,gt02,,True,True,True,True,True,2.5237,0.04232492451955561,,0.04232492451955561,7.665324924519556
Fe,I,VIS,4911.779,,,7.615,True,nan,3.9286,6.4521,-1.75,1,gt02,,True,True,True,True,True,2.5235,0.05516382469615601,,0.05516382469615601,7.670163824696156
Fe,I,VIS,4933.873,,,7.37,True,nan,3.9433,6.4555,-1.56,1,gt02,,True,True,True,True,True,2.5122,0.05047321961153414,0.052574560032068465,0.05047321961153414,7.420473219611535
Fe,I,VIS,4934.084,,,7.314,True,nan,3.3014,5.8135,-2.39,1,gt02,,True,True,True,True,True,2.5121,0.03635041701039776,0.03833708454830119,0.03635041701039776,7.3503504170103975
Fe,I,VIS,4946.387,,,7.533,True,nan,3.3683,5.8741,-1.11,2,gt02,,True,True,True,True,True,2.5058000000000002,0.03314405373917219,,0.03314405373917219,7.566144053739173
Fe,I,VIS,4950.105,,,7.327,True,nan,3.417,5.9209,-1.5,1,gt02,,True,True,True,True,True,2.5039,0.02959172526617239,0.022171332377937808,0.02959172526617239,7.356591725266172
Fe,I,VIS,4966.088,,,7.452,True,nan,3.332,5.8279,-0.79,1,gt02,,True,True,True,True,True,2.4959,0.04934382895671713,,0.04934382895671713,7.501343828956717
Fe,I,VIS,4973.102,,,7.389,True,nan,3.9597,6.4521,-0.69,1,gt02,,True,True,True,True,True,2.4923999999999995,0.04230376466562376,0.0436599339485801,0.04230376466562376,7.431303764665624
Fe,I,VIS,4985.253,,,7.321,True,nan,3.9286,6.4149,-0.44,1,gt02,,True,True,True,True,True,2.4863000000000004,0.05919106721186905,0.06126275561960415,0.05919106721186905,7.380191067211869
Fe,I,VIS,5001.863,,,7.415,True,nan,3.8816,6.3597,-0.01,2,gt02,,True,True,True,True,True,2.4781,0.0768771440197355,0.07687399033759271,0.0768771440197355,7.491877144019735
Fe,I,VIS,5002.792,,,7.069,True,nan,3.3965,5.8741,-1.46,1,gt02,,True,True,True,True,True,2.4776000000000002,0.03690425765357444,0.0162593862064875,0.03690425765357444,7.105904257653575
Fe,I,VIS,5005.712,,,7.235,True,nan,3.8835,6.3597,-0.12,1,gt02,,True,True,True,True,True,2.4762,0.07260611197663161,0.06962923380239297,0.07260611197663161,7.307606111976632
Fe,I,VIS,5014.942,,,7.25,True,nan,3.9433,6.4149,-0.18,1,gt02,,True,True,True,True,True,2.4716000000000005,0.06624694893378845,0.06621179189638467,0.06624694893378845,7.316246948933788
Fe,I,VIS,5022.235,,,6.841,True,nan,3.9841,6.4521,-0.33,1,gt02,,True,True,True,True,True,2.4679999999999995,0.059512461931281485,0.06115639899397336,0.059512461931281485,6.900512461931282
Fe,I,VIS,5023.498,,,7.551,True,nan,4.3125,6.7799,-1.67,1,gt02,,True,True,True,True,True,2.4673999999999996,0.04989598040098141,,0.04989598040098141,7.600895980400981
Fe,I,VIS,5028.126,,,7.457,True,nan,3.5732,6.0383,-1.02,1,gt02,,True,True,True,True,True,2.4650999999999996,0.036598003619216446,0.03660418936447603,0.036598003619216446,7.4935980036192165
Fe,I,VIS,5039.251,,,7.381,True,nan,3.3683,5.8279,-1.52,1,gt02,,True,True,True,True,True,2.4595999999999996,0.038663292030676935,0.03379271018078113,0.038663292030676935,7.419663292030677
Fe,I,VIS,5048.436,,,7.298,True,nan,3.9597,6.4149,-1.0,1,gt02,,True,True,True,True,True,2.4552,0.03348414744493697,0.03186357706100411,0.03348414744493697,7.331484147444937
Fe,I,VIS,5098.573,,,7.48,True,nan,3.9286,6.3597,-0.88,1,gt02,,True,True,True,True,True,2.4311000000000003,0.02775774536726447,,0.02775774536726447,7.507757745367265
Fe,I,VIS,5099.077,,,7.442,True,nan,3.9841,6.4149,-1.39,1,gt02,,True,True,True,True,True,2.4308,0.027358821522850935,0.028157243204093726,0.027358821522850935,7.469358821522851
Fe,I,VIS,5110.358,,,7.549,True,nan,3.5732,5.9987,-1.41,1,gt02,,True,True,True,True,True,2.4255000000000004,0.024015287414187764,,0.024015287414187764,7.573015287414188
Fe,I,VIS,5129.631,,,7.587,True,nan,3.9433,6.3597,-1.67,1,gt02,,True,True,True,True,True,2.4164000000000003,0.03637090782983361,,0.03637090782983361,7.623370907829833
Fe,I,VIS,5133.688,,,7.316,True,nan,4.1777,6.5921,0.36,1,gt02,,True,True,True,True,True,2.4144000000000005,0.07187220604372196,0.07089000218328982,0.07187220604372196,7.387872206043721
Fe,I,VIS,5139.251,,,7.298,True,nan,2.998,5.4099,-0.73,1,gt02,upper level 5.4099 eV is not within 0.02 eV of any level in the training set,True,True,False,True,False,2.4119,,,0.0700732901955261,
Fe,I,VIS,5171.672,,,7.316,True,nan,3.6416,6.0383,-2.27,1,gt02,,True,True,True,True,True,2.3966999999999996,0.02996217048174095,0.0331021857429694,0.02996217048174095,7.345962170481741
Fe,I,VIS,5208.594,,,7.788,True,nan,3.241,5.6207,-0.89,1,gt02,,True,True,True,True,True,2.3797,0.05958187464388878,,0.05958187464388878,7.847581874643889
Fe,I,VIS,5215.18,,,7.464,True,nan,3.2657,5.6424,-0.86,1,gt02,,True,True,True,True,True,2.3767000000000005,0.06057835587108318,,0.06057835587108318,7.524578355871084
Fe,I,VIS,5217.389,,,7.328,True,nan,3.2112,5.5869,-1.07,1,gt02,,True,True,True,True,True,2.3757,0.05638874970827984,0.056297287517377004,0.05638874970827984,7.38438874970828
Fe,I,VIS,5226.861,,,7.211,True,nan,3.0385,5.4099,-0.55,1,gt02,lower level 3.0385 eV is not within 0.02 eV of any level in the training set; upper level 5.4099 eV is not within 0.02 eV of any level in the training set,True,True,False,True,False,2.3714000000000004,,,0.07660075654673965,
Fe,I,VIS,5242.491,,,7.227,True,nan,3.6343,5.9987,-0.83,1,gt02,,True,True,True,True,True,2.3644000000000003,0.02668391765338851,0.02462352571298114,0.02668391765338851,7.2536839176533885
Fe,I,VIS,5253.462,,,7.458,True,nan,3.283,5.6424,-1.58,1,gt02,,True,True,True,True,True,2.3594000000000004,0.05324511927222936,,0.05324511927222936,7.511245119272229
Fe,I,VIS,5263.306,,,7.383,True,nan,3.2657,5.6207,-0.87,1,gt02,,True,True,True,True,True,2.3550000000000004,0.058824541114287615,0.057449230563992384,0.058824541114287615,7.441824541114288
Fe,I,VIS,5273.163,,,7.017,True,nan,3.2918,5.6424,-1.01,1,gt02,,True,True,True,True,True,2.3506000000000005,0.05676983093096141,0.046550745907857766,0.05676983093096141,7.073769830930962
Fe,I,VIS,5283.621,,,7.435,True,nan,3.241,5.5869,-0.45,1,gt02,,True,True,True,True,True,2.3459,0.07365525579130126,,0.07365525579130126,7.508655255791301
Fe,I,VIS,5285.127,,,7.616,True,nan,4.4346,6.7799,-1.66,1,gt02,,True,True,True,True,True,2.3453,0.05097278839984158,,0.05097278839984158,7.666972788399841
Fe,I,VIS,5288.525,,,7.344,True,nan,3.6946,6.0383,-1.49,1,gt02,,True,True,True,True,True,2.3436999999999997,0.026122543574709403,0.0254419134783892,0.026122543574709403,7.37012254357471
Fe,I,VIS,5302.3,,,7.469,True,nan,3.283,5.6207,-0.73,2,gt02,,True,True,True,True,True,2.3377000000000003,0.06285025520961038,,0.06285025520961038,7.53185025520961
Fe,I,VIS,5324.179,,,7.503,True,nan,3.2112,5.5392,-0.11,1,gt02,,True,True,True,True,True,2.3280000000000003,0.0839910886701554,,0.0839910886701554,7.586991088670156
Fe,I,VIS,5339.929,,,7.437,True,nan,3.2657,5.5869,-0.63,1,gt02,,True,True,True,True,True,2.3212,0.06665395242157103,,0.06665395242157103,7.503653952421572
Fe,I,VIS,5353.374,,,7.206,True,nan,4.1034,6.4187,-0.76,1,gt02,,True,True,True,True,True,2.3153000000000006,0.05157807233852407,0.04913196264540254,0.05157807233852407,7.257578072338524
Fe,I,VIS,5373.709,,,7.417,True,nan,4.4733,6.7799,-0.71,1,gt02,,True,True,True,True,True,2.3065999999999995,0.05027581561286307,0.04946095348006671,0.05027581561286307,7.4672758156128625
Fe,I,VIS,5379.574,,,7.438,True,nan,3.6946,5.9987,-1.42,1,gt02,,True,True,True,True,True,2.3041000000000005,0.034343046291694226,0.033664922810452816,0.034343046291694226,7.4723430462916935
Fe,I,VIS,5393.167,,,7.432,True,nan,3.241,5.5392,-0.72,1,gt02,,True,True,True,True,True,2.2982,0.062164019382224,0.06217804564488025,0.062164019382224,7.494164019382224
Fe,I,VIS,5403.822,,,7.265,True,nan,4.0758,6.3696,-0.98,1,gt02,,True,True,True,True,True,2.2938,0.04384457258327837,0.0417397381109962,0.04384457258327837,7.308844572583278
Fe,I,VIS,5455.454,,,7.398,True,nan,4.3201,6.5921,0.27,1,gt02,,True,True,True,True,True,2.2720000000000002,0.06544763985282405,0.0647640410731188,0.06544763985282405,7.463447639852824
Fe,I,VIS,5473.9,,,7.516,True,nan,4.1544,6.4187,-0.72,1,gt02,,True,True,True,True,True,2.2643000000000004,0.05015240829011762,,0.05015240829011762,7.566152408290118
Fe,I,VIS,5476.564,,,7.621,True,nan,4.1034,6.3666,-0.28,1,gt02,,True,True,True,True,True,2.2632000000000003,0.047706851967454694,,0.047706851967454694,7.668706851967455
Fe,I,VIS,5481.438,,,7.6,True,nan,4.1909,6.4521,-1.33,1,gt02,,True,True,True,True,True,2.2611999999999997,0.0471217251484765,,0.0471217251484765,7.647121725148476
Fe,I,VIS,5483.099,,,7.473,True,nan,4.1544,6.4149,-1.39,1,gt02,,True,True,True,True,True,2.2605000000000004,0.04544635776597389,,0.04544635776597389,7.518446357765974
Fe,I,VIS,5493.499,,,6.837,True,nan,4.1034,6.3597,-1.48,1,gt02,,True,True,True,True,True,2.2563000000000004,0.04251989723919031,0.05159456724442231,0.04251989723919031,6.87951989723919
Fe,I,VIS,5532.747,,,7.225,True,nan,3.5732,5.8135,-1.89,1,gt02,,True,True,True,True,True,2.2403000000000004,0.04627090486369992,0.043633381410818114,0.04627090486369992,7.2712709048637
Fe,I,VIS,5538.516,,,7.499,True,nan,4.2176,6.4555,-1.54,2,gt02,,True,True,True,True,True,2.2379,0.036457637359788034,,0.036457637359788034,7.535457637359788
Fe,I,VIS,5554.894,,,7.348,True,nan,4.5485,6.7799,-0.27,1,gt02,,True,True,True,True,True,2.2314,0.05688917275533614,0.05756152842740962,0.05688917275533614,7.404889172755336
Fe,I,VIS,5563.6,,,7.4,True,nan,4.1909,6.4187,-0.75,1,gt02,,True,True,True,True,True,2.2278000000000002,0.05062104141392432,0.05012616934532421,0.05062104141392432,7.450621041413925
Fe,I,VIS,5569.618,,,7.451,True,nan,3.417,5.6424,-0.52,1,gt02,,True,True,True,True,True,2.2254000000000005,0.06326115313483932,,0.06326115313483932,7.514261153134839
Fe,I,VIS,5572.842,,,7.422,True,nan,3.3965,5.6207,-0.28,1,gt02,,True,True,True,True,True,2.2242,0.07038287497038204,0.07037734496541652,0.07038287497038204,7.492382874970382
Fe,I,VIS,5573.102,,,7.437,True,nan,4.1909,6.4149,-1.29,1,gt02,,True,True,True,True,True,2.224,0.044377605782245116,0.04461486134584512,0.044377605782245116,7.481377605782245
Fe,I,VIS,5586.756,,,7.315,True,nan,3.3683,5.5869,-0.11,1,gt02,,True,True,True,True,True,2.2186,0.07621107088873903,0.07479205855370698,0.07621107088873903,7.3912110708887395
Fe,I,VIS,5602.767,,,7.518,True,nan,4.1544,6.3666,-0.95,1,gt02,,True,True,True,True,True,2.2122,0.04665245854068645,,0.04665245854068645,7.564652458540686
Fe,I,VIS,5602.945,,,7.518,True,nan,3.4302,5.6424,-0.89,1,gt02,,True,True,True,True,True,2.2122,0.04566948767283298,,0.04566948767283298,7.563669487672833
Fe,I,VIS,5615.644,,,7.405,True,nan,3.332,5.5392,0.04,1,gt02,,True,True,True,True,True,2.2072000000000003,0.08195527447868739,0.0819161428393598,0.08195527447868739,7.486955274478688
Fe,I,VIS,5618.632,,,7.396,True,nan,4.2089,6.4149,-1.25,1,gt02,,True,True,True,True,True,2.2060000000000004,0.04405255696275498,0.04509214040824089,0.04405255696275498,7.440052556962755
Fe,I,VIS,5624.542,,,7.617,True,nan,3.417,5.6207,-0.76,1,gt02,,True,True,True,True,True,2.2037000000000004,0.04890769899616418,,0.04890769899616418,7.665907698996164
Fe,I,VIS,5638.262,,,7.448,True,nan,4.2204,6.4187,-0.72,1,gt02,,True,True,True,True,True,2.1983000000000006,0.050130971504979416,0.050126091971364584,0.050130971504979416,7.49813097150498
Fe,I,VIS,5658.532,,,7.389,True,nan,3.4302,5.6207,-1.85,1,gt02,,True,True,True,True,True,2.1905,0.04786813359853337,0.04626867024910333,0.04786813359853337,7.436868133598534
Fe,I,VIS,5658.816,,,7.385,True,nan,3.3965,5.5869,-0.76,1,gt02,,True,True,True,True,True,2.1904,0.049645374474578424,0.047257129700215394,0.049645374474578424,7.434645374474578
Fe,I,VIS,5662.516,,,7.365,True,nan,4.1777,6.3666,-0.41,1,gt02,,True,True,True,True,True,2.1889000000000003,0.036910378665648474,0.03672277985372838,0.036910378665648474,7.401910378665649
Fe,I,VIS,5705.992,,,7.559,True,nan,4.6076,6.7799,-0.46,1,gt02,,True,True,True,True,True,2.1723,0.05705812347014494,,0.05705812347014494,7.616058123470145
Fe,I,VIS,5709.378,,,7.416,True,nan,3.3683,5.5392,-1.01,1,gt02,,True,True,True,True,True,2.1709,0.044142465028254155,0.0428853443122519,0.044142465028254155,7.460142465028254
Fe,I,VIS,5712.131,,,7.471,True,nan,3.417,5.5869,-2.01,1,gt02,,True,True,True,True,True,2.1699,0.04264065312736823,,0.04264065312736823,7.513640653127369
Fe,I,VIS,5717.833,,,7.55,True,nan,4.2843,6.4521,-0.96,1,gt02,,True,True,True,True,True,2.1677999999999997,0.04266497168944,,0.04266497168944,7.59266497168944
Fe,I,VIS,5753.122,,,7.547,True,nan,4.2605,6.4149,-0.62,1,gt02,,True,True,True,True,True,2.1544,0.04470726469927422,,0.04470726469927422,7.591707264699274
Fe,I,VIS,5775.081,,,7.558,True,nan,4.2204,6.3666,-1.08,1,gt02,,True,True,True,True,True,2.1462000000000003,0.03792944405584661,,0.03792944405584661,7.595929444055846
Fe,I,VIS,5784.658,,,7.615,True,nan,3.3965,5.5392,-2.67,1,gt02,,True,True,True,True,True,2.1427,0.027126778649591732,,0.027126778649591732,7.642126778649592
Fe,I,VIS,6003.011,,,7.612,True,nan,3.8816,5.9464,-1.1,1,gt02,,True,True,True,True,True,2.0647999999999995,0.03278848261384992,,0.03278848261384992,7.64478848261385
Fe,I,VIS,6008.556,,,7.598,True,nan,3.8835,5.9464,-0.98,1,gt02,,True,True,True,True,True,2.0628999999999995,0.022448497454495592,,0.022448497454495592,7.620448497454495
Fe,I,VIS,6056.005,,,7.369,True,nan,4.7331,6.7799,-0.32,1,gt02,,True,True,True,True,True,2.0467999999999993,0.05697006003564127,0.052930743576147646,0.05697006003564127,7.425970060035641
Fe,I,VIS,6141.731,,,7.836,True,nan,3.6025,5.6207,-1.46,1,gt02,,True,True,True,True,True,2.0182,0.03950060443220213,,0.03950060443220213,7.875500604432203
Fe,I,VIS,6232.64,,,7.475,True,nan,3.6537,5.6424,-1.24,1,gt02,,True,True,True,True,True,1.9887000000000001,0.04165031592220472,,0.04165031592220472,7.516650315922204
Fe,I,VIS,6246.318,,,7.452,True,nan,3.6025,5.5869,-0.77,1,gt02,,True,True,True,True,True,1.9844,0.036619688245263876,0.036499342902283,0.036619688245263876,7.488619688245264
Fe,I,VIS,6301.5,,,7.501,True,nan,3.6537,5.6207,-0.71,1,gt02,,True,True,True,True,True,1.967,0.0343447290938082,,0.0343447290938082,7.535344729093809
Fe,I,VIS,6315.811,,,7.38,True,nan,4.0758,6.0383,-1.63,1,gt02,,True,True,True,True,True,1.9624999999999995,0.027434506361396493,0.026993146295533718,0.027434506361396493,7.407434506361397
Fe,I,VIS,6336.823,,,7.48,True,nan,3.6864,5.6424,-0.85,1,gt02,,True,True,True,True,True,1.9560000000000004,0.02786655078688413,,0.02786655078688413,7.5078665507868845
Fe,I,VIS,6400.0,,,7.403,True,nan,3.6025,5.5392,-0.27,1,gt02,,True,True,True,True,True,1.9367,0.06481923597577481,0.06397693667544001,0.06481923597577481,7.4678192359757745
Fe,I,VIS,6408.017,,,7.478,True,nan,3.6864,5.6207,-0.99,1,gt02,,True,True,True,True,True,1.9343000000000004,0.031935968761344025,,0.031935968761344025,7.509935968761344
Fe,I,VIS,6411.648,,,7.383,True,nan,3.6537,5.5869,-0.59,1,gt02,,True,True,True,True,True,1.9331999999999998,0.03844107039426352,0.035525034337964265,0.03844107039426352,7.4214410703942635
Fe,I,VIS,6627.544,,,7.591,True,nan,4.5485,6.4187,-1.59,1,gt02,,True,True,True,True,True,1.8702000000000005,0.041455466939361765,,0.041455466939361765,7.632455466939362
Fe,I,VIS,6663.231,,,7.402,True,nan,4.5585,6.4187,-1.2,1,gt02,,True,True,True,True,True,1.8601999999999999,0.021111917256833146,0.017562677130906326,0.021111917256833146,7.423111917256834
Fe,I,VIS,6705.101,,,7.305,True,nan,4.607,6.4555,-0.87,1,gt02,,True,True,True,True,True,1.8484999999999996,0.024129379831009726,0.023618848333797196,0.024129379831009726,7.329129379831009
Fe,I,VIS,6725.356,,,7.375,True,nan,4.1034,5.9464,-2.1,1,gt02,,True,True,True,True,True,1.843,0.04304104870522364,0.04348291059995801,0.04304104870522364,7.4180410487052235
Fe,I,VIS,6841.339,,,7.231,True,nan,4.607,6.4187,-0.49,1,gt02,"transition energy Eup-Elo 1.8117 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction",True,False,True,True,False,1.8117,,,0.01892989148659975,
Fe,I,VIS,6843.655,,,7.41,True,nan,4.5485,6.3597,-0.73,1,gt02,"transition energy Eup-Elo 1.8112 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction",True,False,True,True,False,1.8112000000000004,,,0.008851437435970173,
Fe,I,VIS,6855.161,,,7.469,True,nan,4.5585,6.3666,-0.49,1,gt02,"transition energy Eup-Elo 1.8081 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction",True,False,True,True,False,1.8080999999999996,,,0.016180403148245648,
Fe,I,VIS,6858.148,,,7.448,True,nan,4.6076,6.4149,-0.9,1,gt02,"transition energy Eup-Elo 1.8073 eV outside training [1.8190, 2.5898] (gt02, n=154);   -> that is a WAVELENGTH statement: the network saw 4787.8-6810.3 A only, and Eup-Elo is hc/lambda_vac by construction",True,False,True,True,False,1.8073000000000006,,,0.017610132125720622,
