key_z,ion,element_raw,wavelength_air_A,excitation_potential_eV,gf_linelist_vald,reference_code,hfs_n_components,nist_log_gf,nist_grade,nist_acc_pct,nist_ref_tp,nist_ref_line,nist_wavelength_A,nist_ei_eV,n_nist_candidates,adjudicated,delta_nist_minus_vald
24,1,Cr 1,3368.914,3.8904,-1.769,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3368.931,0.521,-1.67,VALD3,1,,,,,,,,0,False,
21,2,Sc 2,3368.936032220582,0.0084,-0.38999964157586314,VALD3,9,,,,,,,,0,False,
26,1,Fe 1,3368.956,3.417,-3.482,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3368.97,2.8316,-2.32,VALD3,1,,,,,,,,0,False,
20,1,Ca 1,3368.998,1.8989,-5.064,VALD3,1,,,,,,,,0,False,
24,2,Cr 2,3369.002,4.9376,-2.425,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3369.012,0.0,-3.15,VALD3,1,,,,,,,,0,False,
26,2,Fe 2,3369.0279999999993,3.9034,-4.731,VALD3,1,,,,,,,,0,False,
62,2,Sm 2,3369.04,0.1039,-1.45,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3369.041,0.9327,-1.38,VALD3,1,,,,,,,,0,False,
22,1,Ti 1,3369.046,0.048,-3.178,VALD3,1,,,,,,,,0,False,
24,2,Cr 2,3369.0490000000004,4.3836,-0.774,VALD3,1,,,,,,,,0,False,
63,2,Eu 2,3369.0490000000004,1.3196,-0.77,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3369.139,2.4534,-4.99,VALD3,1,,,,,,,,0,False,
25,1,Mn 1,3369.142,3.0733,-3.305,VALD3,1,,,,,,,,0,False,
41,2,Nb 2,3369.147956025357,1.9775,-0.05003557027946332,VALD3,25,,,,,,,,0,False,
22,2,Ti 2,3369.203,1.2313,-1.42,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3369.2530000000006,3.5465,-3.066,VALD3,1,,,,,,,,0,False,
25,1,Mn 1,3369.257,4.3446,-1.778,VALD3,1,,,,,,,,0,False,
73,1,Ta 1,3369.2600190307876,0.75,-1.2700383066154908,VALD3,6,,,,,,,,0,False,
40,2,Zr 2,3369.261,1.236,-1.28,VALD3,1,,,,,,,,0,False,
28,1,Ni 1,3369.298239965672,1.9354,-3.133889914763127,VALD3,5,,,,,,,,0,False,
44,2,Ru 2,3369.315,2.6837,0.0,VALD3,1,,,,,,,,0,False,
26,2,Fe 2,3369.3459999999995,3.8887,-2.826,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3369.381,0.7037,-1.81,VALD3,1,,,,,,,,0,False,
62,2,Sm 2,3369.45,0.3334,-0.65,VALD3,1,,,,,,,,0,False,
22,2,Ti 2,3369.467,4.0422,-0.34,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3369.547,2.7275,-0.506,VALD3,1,-0.4822764051662644,B,10.0,T5720,L11631,3369.5471,2.7275445,1,True,0.023723594833735595
26,1,Fe 1,3369.559,3.0173,-2.223,VALD3,1,,,,,,,,0,False,
28,1,Ni 1,3369.56669923146,0.0,-0.6798899147631267,VALD3,5,,,,,,,,0,False,
64,2,Gd 2,3369.622,1.1016,-0.25699999999999995,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3369.6690000000003,1.1493,-1.72,VALD3,1,,,,,,,,0,False,
45,1,Rh 1,3369.6799999999994,1.2787,-1.07,VALD3,1,,,,,,,,0,False,
26,2,Fe 2,3369.8,3.8892,-3.099,VALD3,1,,,,,,,,0,False,
41,1,Nb 1,3369.835,1.1212,-0.69,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3369.9,3.0176,-4.52,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3369.902,2.9904,-2.128,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3369.925,2.6924,-4.171,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3369.974,0.1749,-2.42,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3370.04,0.9,-0.93,VALD3,1,,,,,,,,0,False,
92,2,U 2,3370.131,0.6521,-0.822,VALD3,1,,,,,,,,0,False,
24,1,Cr 1,3370.202,2.5443,-2.452,VALD3,1,,,,,,,,0,False,
76,1,Os 1,3370.204,1.7471,-0.8200000000000001,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3370.262,3.0469,-2.648,VALD3,1,,,,,,,,0,False,
27,1,Co 1,3370.323934160492,0.5815,-1.8399436186674674,VALD3,12,,,,,,,,0,False,
25,1,Mn 1,3370.3242493522525,2.1867,-4.031661315844731,VALD3,4,,,,,,,,0,False,
26,1,Fe 1,3370.3360000000002,2.5592,-5.872,VALD3,1,,,,,,,,0,False,
23,2,V 2,3370.39,2.3794,-2.656,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3370.423,3.5732,-4.861,VALD3,1,,,,,,,,0,False,
22,1,Ti 1,3370.4340000000007,0.0,-0.4,VALD3,1,,,,,,,,0,False,
27,1,Co 1,3370.444737248221,3.2158142857142864,-2.762960242477609,VALD3,21,,,,,,,,0,False,
26,1,Fe 1,3370.4709999999995,3.3965,-4.014,VALD3,1,,,,,,,,0,False,
27,1,Co 1,3370.5498952809057,0.5136055555555556,-4.472887850748391,VALD3,18,,,,,,,,0,False,
68,2,Er 2,3370.5529999999994,0.67,-0.5,VALD3,1,,,,,,,,0,False,
76,1,Os 1,3370.587,0.6378,-1.03,VALD3,1,,,,,,,,0,False,
40,1,Zr 1,3370.59,0.6325,-0.44,VALD3,1,,,,,,,,0,False,
62,2,Sm 2,3370.59,0.0405,-1.4,VALD3,1,,,,,,,,0,False,
41,2,Nb 2,3370.6051987031797,1.8134,-0.8399752333364079,VALD3,3,,,,,,,,0,False,
26,1,Fe 1,3370.6620000000003,3.417,-2.257,VALD3,1,,,,,,,,0,False,
24,1,Cr 1,3370.668,3.8923,-1.724,VALD3,1,,,,,,,,0,False,
25,1,Mn 1,3370.758,3.0751,-3.185,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3370.783,2.6924,-0.266,VALD3,1,-0.2666422120744146,B,10.0,T5720,L11631,3370.7832,2.69240763,1,True,-0.000642212074414561
27,1,Co 1,3370.7978454579975,3.2314,-0.8539456098583782,VALD3,10,,,,,,,,0,False,
66,2,Dy 2,3370.852,1.6625,0.20000000000000004,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3370.8629999999994,3.6352,-3.062,VALD3,1,,,,,,,,0,False,
27,2,Co 2,3370.9225031044493,2.2737,-1.8538565621498713,VALD3,3,,,,,,,,0,False,
27,1,Co 1,3371.0145647339755,2.957709523809524,-1.0601361218316672,VALD3,21,,,,,,,,0,False,
62,2,Sm 2,3371.04,0.0,-1.98,VALD3,1,,,,,,,,0,False,
74,1,W 1,3371.047,0.5988,-1.48,VALD3,1,,,,,,,,0,False,
24,1,Cr 1,3371.079,3.5505,-0.835,VALD3,1,,,,,,,,0,False,
23,1,V 1,3371.106,2.3792,-0.273,VALD3,1,,,,,,,,0,False,
27,1,Co 1,3371.141257423661,3.0534285714285714,-0.9069602424776094,VALD3,21,,,,,,,,0,False,
58,2,Ce 2,3371.169,0.5593,-0.68,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3371.1700000000005,2.9904,-2.769,VALD3,1,,,,,,,,0,False,
62,2,Sm 2,3371.219,0.5438,-0.622,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3371.24,3.417,-3.775,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3371.258,3.4302,-3.819,VALD3,1,,,,,,,,0,False,
26,2,Fe 2,3371.286,3.8916,-3.175,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3371.2890000000007,3.6025,-1.587,VALD3,1,,,,,,,,0,False,
41,1,Nb 1,3371.322,0.2671,-1.13,VALD3,1,,,,,,,,0,False,
74,1,W 1,3371.35,0.2071,-2.14,VALD3,1,,,,,,,,0,False,
22,1,Ti 1,3371.452,0.048,0.23,VALD3,1,,,,,,,,0,False,
28,1,Ni 1,3371.467,3.606,-3.782,VALD3,1,,,,,,,,0,False,
73,1,Ta 1,3371.5341060839746,0.49147142857142867,-0.7699602424776094,VALD3,21,,,,,,,,0,False,
66,2,Dy 2,3371.691,1.8468,0.382,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3371.7,2.998,-5.419,VALD3,1,,,,,,,,0,False,
27,1,Co 1,3371.72977275362,3.191308333333333,-2.1489436186674675,VALD3,12,,,,,,,,0,False,
90,2,Th 2,3371.796,1.5585,0.02000000000000003,VALD3,1,,,,,,,,0,False,
66,2,Dy 2,3371.807,1.1694,-0.2869999999999999,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3371.84,0.6347,-1.63,VALD3,1,,,,,,,,0,False,
44,1,Ru 1,3371.858,1.123,-1.09,VALD3,1,,,,,,,,0,False,
28,1,Ni 1,3371.894,3.4195,-4.088,VALD3,1,,,,,,,,0,False,
22,2,Ti 2,3371.935,4.0335,-0.449,VALD3,1,,,,,,,,0,False,
28,1,Ni 1,3371.9872306997227,0.1652,-1.3998899147631267,VALD3,5,,,,,,,,0,False,
92,2,U 2,3372.004,0.0358,-1.17,VALD3,1,,,,,,,,0,False,
25,1,Mn 1,3372.073,4.3318,-1.022,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3372.073,2.1759,-1.955,VALD3,1,-1.9562448730313204,B,10.0,T5720,L11631,3372.0736,2.17594512,1,True,-0.0012448730313203704
76,1,Os 1,3372.085,1.657,-0.79,VALD3,1,,,,,,,,0,False,
41,1,Nb 1,3372.096,0.3478,-1.45,VALD3,1,,,,,,,,0,False,
24,2,Cr 2,3372.106,4.4151,-1.235,VALD3,1,,,,,,,,0,False,
21,2,Sc 2,3372.147966776655,0.022019999999999998,-0.09002366514359822,VALD3,15,,,,,,,,0,False,
72,1,Hf 1,3372.2009999999996,0.6991,-1.67,VALD3,1,,,,,,,,0,False,
22,2,Ti 2,3372.206,0.6072,-1.06,VALD3,1,,,,,,,,0,False,
45,1,Rh 1,3372.249,0.3221,-0.85,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3372.343,2.9904,-1.606,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3372.359,3.6537,-2.856,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3372.3889999999997,0.5593,-2.8,VALD3,1,,,,,,,,0,False,
22,2,Ti 2,3372.422,4.0626,-0.81,VALD3,1,,,,,,,,0,False,
27,1,Co 1,3372.444376348533,2.870525,-2.1459436186674674,VALD3,12,,,,,,,,0,False,
45,1,Rh 1,3372.5230000000006,0.7056,-2.29,VALD3,1,,,,,,,,0,False,
41,2,Nb 2,3372.559901967681,1.3536923076923075,-0.7999946321876379,VALD3,26,,,,,,,,0,False,
26,1,Fe 1,3372.626,3.6352,-3.262,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3372.648,0.893,-1.64,VALD3,1,,,,,,,,0,False,
23,2,V 2,3372.659,2.4908,-2.114,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3372.661,3.332,-2.86,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3372.686,3.3683,-2.094,VALD3,1,,,,,,,,0,False,
65,2,Tb 2,3372.709938060976,0.63818,-0.07980332133692597,VALD3,10,,,,,,,,0,False,
68,2,Er 2,3372.752,0.0,0.6,VALD3,1,,,,,,,,0,False,
66,2,Dy 2,3372.776,2.1086,0.55,VALD3,1,,,,,,,,0,False,
22,2,Ti 2,3372.793,0.0117,0.27999999999999997,VALD3,1,,,,,,,,0,False,
24,1,Cr 1,3372.816,3.4216,-2.742,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3372.853,3.0173,-1.729,VALD3,1,,,,,,,,0,False,
27,1,Co 1,3372.95989070576,2.1366809523809516,-3.754753612484881,VALD3,21,,,,,,,,0,False,
24,1,Cr 1,3372.966,3.0869,-3.315,VALD3,1,,,,,,,,0,False,
46,1,Pd 1,3372.996,0.9615,-0.20999999999999996,VALD3,1,,,,,,,,0,False,
22,1,Ti 1,3373.05,1.4298,-3.19,VALD3,1,,,,,,,,0,False,
26,2,Fe 2,3373.094,3.8143,-5.044,VALD3,1,,,,,,,,0,False,
22,2,Ti 2,3373.221,1.8927,-3.588,VALD3,1,,,,,,,,0,False,
27,1,Co 1,3373.2267148917063,2.28,-0.4860383066154906,VALD3,6,,,,,,,,0,False,
60,2,Nd 2,3373.29,0.3206,-1.78,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3373.292,4.0758,-2.019,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3373.295,2.6085,-3.044,VALD3,1,,,,,,,,0,False,
27,1,Co 1,3373.3304953423226,3.13295,-1.1708878507483915,VALD3,18,,,,,,,,0,False,
40,2,Zr 2,3373.412,1.0108,-0.44,VALD3,1,,,,,,,,0,False,
28,2,Ni 2,3373.4170000000004,3.6043,-3.39,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3373.428,3.3965,-3.642,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3373.448,0.3178,-2.25,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3373.449,1.0129,-1.18,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3373.454,0.9,-0.49,VALD3,1,,,,,,,,0,False,
21,2,Sc 2,3373.521917055298,3.4614000000000003,-0.4798452532892521,VALD3,7,,,,,,,,0,False,
22,1,Ti 1,3373.552,2.472,-0.994,VALD3,1,,,,,,,,0,False,
22,1,Ti 1,3373.577,2.3179,-0.558,VALD3,1,,,,,,,,0,False,
24,1,Cr 1,3373.59,3.1216,-1.127,VALD3,1,,,,,,,,0,False,
23,1,V 1,3373.6505544493116,0.26699999999999996,-4.08103830661549,VALD3,6,,,,,,,,0,False,
58,2,Ce 2,3373.729,0.5608,-0.53,VALD3,1,,,,,,,,0,False,
74,1,W 1,3373.755,0.4123,-1.26,VALD3,1,,,,,,,,0,False,
24,1,Cr 1,3373.807,3.4348,-1.141,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3373.869,2.7275,-2.292,VALD3,1,-2.2763801644845367,C,25.0,T5720,L11631,3373.871,2.7275445,1,True,0.015619835515463087
24,1,Cr 1,3373.968,3.1128,-1.659,VALD3,1,,,,,,,,0,False,
27,1,Co 1,3373.968818192402,1.7104,-1.7458978738325068,VALD3,16,,,,,,,,0,False,
28,2,Ni 2,3373.969,2.8651,-2.006,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3373.981,0.7087,-1.16,VALD3,1,,,,,,,,0,False,
23,1,V 1,3374.0297473925866,1.1948000000000003,-1.5399456098583781,VALD3,10,,,,,,,,0,False,
24,1,Cr 1,3374.067,3.8496,-2.051,VALD3,1,,,,,,,,0,False,
24,2,Cr 2,3374.099,4.9441,-2.928,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3374.151,1.0137,-1.18,VALD3,1,,,,,,,,0,False,
68,2,Er 2,3374.1699999999996,0.0,-0.44,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3374.191,2.2227,-1.505,VALD3,1,,,,,,,,0,False,
28,1,Ni 1,3374.2178263481137,0.0254,-1.8198899147631267,VALD3,5,,,,,,,,0,False,
41,2,Nb 2,3374.2459322761833,0.9795571428571431,-1.1900792810527379,VALD3,21,,,,,,,,0,False,
26,1,Fe 1,3374.276,3.6025,-4.935,VALD3,1,,,,,,,,0,False,
66,2,Dy 2,3374.291,1.7881,0.07200000000000002,VALD3,1,,,,,,,,0,False,
27,1,Co 1,3374.2976343098007,3.1329523809523816,-0.7927536124848813,VALD3,21,,,,,,,,0,False,
22,2,Ti 2,3374.346,1.2369,-1.06,VALD3,1,,,,,,,,0,False,
24,1,Cr 1,3374.411,3.3694,-2.712,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3374.444,3.6025,-1.326,VALD3,1,,,,,,,,0,False,
69,2,Tm 2,3374.5029999999997,1.1106,-0.46,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3374.571,3.4302,-4.343,VALD3,1,,,,,,,,0,False,
90,2,Th 2,3374.582,1.1454,-0.39,VALD3,1,,,,,,,,0,False,
22,1,Ti 1,3374.597,2.2916,-0.14000000000000004,VALD3,1,,,,,,,,0,False,
28,1,Ni 1,3374.636,3.3799,0.62,VALD3,1,,,,,,,,0,False,
44,1,Ru 1,3374.653,0.9973,-1.16,VALD3,1,,,,,,,,0,False,
64,2,Gd 2,3374.688,0.4925,-0.78,VALD3,1,,,,,,,,0,False,
24,1,Cr 1,3374.702,3.4348,-2.975,VALD3,1,,,,,,,,0,False,
40,2,Zr 2,3374.7220000000007,0.9991,-0.18999999999999997,VALD3,1,,,,,,,,0,False,
24,1,Cr 1,3374.749,3.4216,-1.53,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3374.823,1.1493,-1.2,VALD3,1,,,,,,,,0,False,
74,2,W 2,3374.868,2.0523,-1.43,VALD3,1,,,,,,,,0,False,
25,2,Mn 2,3374.916,6.1113,-1.228,VALD3,1,,,,,,,,0,False,
24,2,Cr 2,3374.923,2.4827,-2.739,VALD3,1,,,,,,,,0,False,
41,1,Nb 1,3374.926,1.0944,0.0,VALD3,1,,,,,,,,0,False,
24,1,Cr 1,3374.93,3.1216,-2.328,VALD3,1,,,,,,,,0,False,
24,2,Cr 2,3374.993,4.9441,-1.576,VALD3,1,,,,,,,,0,False,
24,1,Cr 1,3375.029,3.8446,-2.329,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3375.0410000000006,3.6398,-2.578,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3375.13,0.8081,-1.6,VALD3,1,,,,,,,,0,False,
42,1,Mo 1,3375.219,2.2601,-0.784,VALD3,1,,,,,,,,0,False,
25,1,Mn 1,3375.220994804074,2.1427000000000005,-2.9578722586694366,VALD3,15,,,,,,,,0,False,
29,1,Cu 1,3375.23,5.6811,-0.95,VALD3,1,,,,,,,,0,False,
60,2,Nd 2,3375.244,1.9119,0.54,VALD3,1,,,,,,,,0,False,
27,1,Co 1,3375.244072861884,3.066516666666667,-1.5038878507483917,VALD3,18,,,,,,,,0,False,
24,1,Cr 1,3375.287,4.2074,-1.61,VALD3,1,,,,,,,,0,False,
28,1,Ni 1,3375.434,3.6576,-3.216,VALD3,1,,,,,,,,0,False,
70,2,Yb 2,3375.482,3.3177,-0.28,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3375.5010000000007,0.32,-1.28,VALD3,1,,,,,,,,0,False,
24,1,Cr 1,3375.509,3.8446,-1.444,VALD3,1,,,,,,,,0,False,
28,1,Ni 1,3375.5317467268305,3.5972,-0.348941222658171,VALD3,2,,,,,,,,0,False,
58,2,Ce 2,3375.553,0.8085,-2.51,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3375.583,1.2124,-1.96,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3375.595,0.7368,-1.25,VALD3,1,,,,,,,,0,False,
22,1,Ti 1,3375.621,1.4432,-2.714,VALD3,1,,,,,,,,0,False,
29,1,Cu 1,3375.664,5.1531,-1.38,VALD3,1,,,,,,,,0,False,
22,1,Ti 1,3375.7049999999995,2.3054,-0.361,VALD3,1,,,,,,,,0,False,
66,2,Dy 2,3375.739,1.5715,0.158,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3375.771,1.1069,-0.65,VALD3,1,,,,,,,,0,False,
22,1,Ti 1,3375.8479999999995,2.4804,-1.08,VALD3,1,,,,,,,,0,False,
66,2,Dy 2,3375.99,0.9254,-1.07,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3376.0009999999997,0.357,-3.35,VALD3,1,,,,,,,,0,False,
73,1,Ta 1,3376.040126506888,1.23682,-0.7399456098583781,VALD3,10,,,,,,,,0,False,
23,1,V 1,3376.052,1.1948,-0.83,VALD3,1,,,,,,,,0,False,
68,2,Er 2,3376.094,0.8864,-0.79,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3376.137,1.1404,-2.23,VALD3,1,,,,,,,,0,False,
74,2,W 2,3376.145,1.878,-1.14,VALD3,1,,,,,,,,0,False,
26,2,Fe 2,3376.2,0.2322,-7.886,VALD3,1,,,,,,,,0,False,
27,1,Co 1,3376.203272903789,3.0160166666666663,-0.5028878507483916,VALD3,18,,,,,,,,0,False,
26,2,Fe 2,3376.244,3.9034,-4.106,VALD3,1,,,,,,,,0,False,
40,2,Zr 2,3376.262,0.9591,-0.86,VALD3,1,,,,,,,,0,False,
24,2,Cr 2,3376.268,4.4148,-1.534,VALD3,1,,,,,,,,0,False,
28,1,Ni 1,3376.324,3.48,-0.194,VALD3,1,,,,,,,,0,False,
57,2,La 2,3376.3299883895274,0.3213,-0.8100236651435982,VALD3,15,,,,,,,,0,False,
66,2,Dy 2,3376.372,0.5382,-0.863,VALD3,1,,,,,,,,0,False,
24,1,Cr 1,3376.395,3.8495,0.30400000000000005,VALD3,1,,,,,,,,0,False,
25,2,Mn 2,3376.43,6.9133,-1.2,VALD3,1,,,,,,,,0,False,
25,2,Mn 2,3376.482,4.3284,-2.683,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3376.489,3.6537,-1.448,VALD3,1,,,,,,,,0,False,
71,1,Lu 1,3376.49,0.0,0.060000000000000026,VALD3,1,,,,,,,,0,False,
62,2,Sm 2,3376.498,0.4338,-1.09,VALD3,1,,,,,,,,0,False,
25,1,Mn 1,3376.511,4.3446,-1.51,VALD3,1,,,,,,,,0,False,
24,1,Cr 1,3376.539,3.8496,-1.318,VALD3,1,,,,,,,,0,False,
92,2,U 2,3376.544,0.2845,-1.19,VALD3,1,,,,,,,,0,False,
24,2,Cr 2,3376.587,4.4151,-1.812,VALD3,1,,,,,,,,0,False,
66,2,Dy 2,3376.619,1.8468,0.288,VALD3,1,,,,,,,,0,False,
24,1,Cr 1,3376.645,3.8446,-1.332,VALD3,1,,,,,,,,0,False,
72,2,Hf 2,3376.6700000000005,1.8702,-1.66,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3376.676,0.521,-2.83,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3376.68,1.3477,-1.52,VALD3,1,,,,,,,,0,False,
24,2,Cr 2,3376.712,4.9274,-3.006,VALD3,1,,,,,,,,0,False,
41,1,Nb 1,3376.723,1.3946,-0.32,VALD3,1,,,,,,,,0,False,
24,2,Cr 2,3376.747,4.7448,-1.882,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3376.763,3.6025,-2.68,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3376.809,3.6398,-3.72,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3376.836,2.9488,-4.128,VALD3,1,,,,,,,,0,False,
90,2,Th 2,3376.8390000000004,1.3233,-0.769,VALD3,1,,,,,,,,0,False,
27,1,Co 1,3376.9168766062353,2.5417999999999994,-2.272945609858378,VALD3,10,,,,,,,,0,False,
58,2,Ce 2,3376.962,1.4202,-1.73,VALD3,1,,,,,,,,0,False,
68,2,Er 2,3376.99,1.681,0.036000000000000004,VALD3,1,,,,,,,,0,False,
27,1,Co 1,3377.058486128997,1.7104,-0.9118878507483915,VALD3,18,,,,,,,,0,False,
22,1,Ti 1,3377.0890000000004,2.408,-2.304,VALD3,1,,,,,,,,0,False,
24,1,Cr 1,3377.0900000000006,4.5351,-1.629,VALD3,1,,,,,,,,0,False,
66,2,Dy 2,3377.103,0.9254,-0.532,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3377.123,0.6089,-0.15,VALD3,1,,,,,,,,0,False,
45,1,Rh 1,3377.136,1.5775,-0.42999999999999994,VALD3,1,,,,,,,,0,False,
24,1,Cr 1,3377.228,3.847,-1.318,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3377.3000000000006,1.9254,-1.04,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3377.345,3.417,-4.369,VALD3,1,,,,,,,,0,False,
24,2,Cr 2,3377.363,6.2845,-1.297,VALD3,1,,,,,,,,0,False,
23,1,V 1,3377.39,1.1948,-0.65,VALD3,1,,,,,,,,0,False,
40,2,Zr 2,3377.445,0.4091,-1.35,VALD3,1,,,,,,,,0,False,
22,1,Ti 1,3377.485,0.048,-0.68,VALD3,1,,,,,,,,0,False,
22,1,Ti 1,3377.5750000000003,0.0211,-0.20999999999999996,VALD3,1,,,,,,,,0,False,
24,2,Cr 2,3377.612,4.7448,-2.937,VALD3,1,,,,,,,,0,False,
23,1,V 1,3377.623,1.2181,-0.19999999999999998,VALD3,1,,,,,,,,0,False,
25,1,Mn 1,3377.633,4.3537,-2.046,VALD3,1,,,,,,,,0,False,
45,1,Rh 1,3377.702,1.3646,-0.75,VALD3,1,,,,,,,,0,False,
39,1,Y 1,3377.712,1.9919,-0.19699999999999995,VALD3,1,,,,,,,,0,False,
75,1,Re 1,3377.739,2.0218,-0.21999999999999995,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3377.766,1.2739,-1.08,VALD3,1,,,,,,,,0,False,
62,2,Sm 2,3377.82,0.2484,-1.78,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3377.849,0.9604,-2.42,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3377.896,0.5874,-2.1,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3377.972,3.3683,-1.865,VALD3,1,,,,,,,,0,False,
25,2,Mn 2,3377.981,6.1394,-2.407,VALD3,1,,,,,,,,0,False,
44,1,Ru 1,3378.029,0.0,-2.2,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3378.115,0.7396,-2.32,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3378.1829999999995,0.4592,-1.05,VALD3,1,,,,,,,,0,False,
42,1,Mo 1,3378.192,1.3815,-1.493,VALD3,1,,,,,,,,0,False,
21,2,Sc 2,3378.1948487001173,3.474200000000001,-0.32991237752004354,VALD3,13,,,,,,,,0,False,
66,2,Dy 2,3378.207,1.9255,0.205,VALD3,1,,,,,,,,0,False,
40,2,Zr 2,3378.299,0.9718,-1.33,VALD3,1,,,,,,,,0,False,
62,2,Sm 2,3378.31,0.2775,-1.89,VALD3,1,,,,,,,,0,False,
22,1,Ti 1,3378.316,2.3957,-2.339,VALD3,1,,,,,,,,0,False,
24,2,Cr 2,3378.33,3.1038,-0.98,VALD3,1,,,,,,,,0,False,
27,1,Co 1,3378.3581817812983,3.132957142857143,-0.37896024247760945,VALD3,21,,,,,,,,0,False,
66,2,Dy 2,3378.41,0.928,-0.86,VALD3,1,,,,,,,,0,False,
23,1,V 1,3378.478,1.9553,-1.229,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3378.529,3.6416,-3.578,VALD3,1,,,,,,,,0,False,
90,2,Th 2,3378.573,0.9941,-0.349,VALD3,1,,,,,,,,0,False,
76,1,Os 1,3378.673,2.4664,-0.18,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3378.679,2.6924,-0.613,VALD3,1,,,,,,,,0,False,
65,2,Tb 2,3378.719891719051,0.7313,-0.3000528435393286,VALD3,9,,,,,,,,0,False,
26,1,Fe 1,3378.733,2.2786,-2.726,VALD3,1,,,,,,,,0,False,
27,1,Co 1,3378.738745965575,2.8774,-0.5328878507483914,VALD3,18,,,,,,,,0,False,
68,2,Er 2,3378.757,0.0546,-2.09,VALD3,1,,,,,,,,0,False,
24,1,Cr 1,3378.77,2.5438,-1.846,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3378.813,0.8121,-1.0,VALD3,1,,,,,,,,0,False,
24,2,Cr 2,3378.857,4.41,-2.675,VALD3,1,,,,,,,,0,False,
66,2,Dy 2,3378.886,1.3581,-0.31,VALD3,1,,,,,,,,0,False,
72,1,Hf 1,3378.9350000000004,0.2922,-1.37,VALD3,1,,,,,,,,0,False,
