key_z,ion,element_raw,wavelength_air_A,excitation_potential_eV,gf_linelist_vald,reference_code,hfs_n_components,nist_log_gf,nist_grade,nist_acc_pct,nist_ref_tp,nist_ref_line,nist_wavelength_A,nist_ei_eV,n_nist_candidates,adjudicated,delta_nist_minus_vald
25,1,Mn 1,3158.05,3.7716,-1.817,VALD3,1,,,,,,,,0,False,
42,1,Mo 1,3158.166,0.0,-0.315,VALD3,1,,,,,,,,0,False,
25,1,Mn 1,3158.191,4.7125,-1.695,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3158.213,2.4688,-2.904,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3158.255,0.3275,-2.5,VALD3,1,,,,,,,,0,False,
27,1,Co 1,3158.2955635265685,0.22429999999999997,-4.4599436186674675,VALD3,12,,,,,,,,0,False,
75,1,Re 1,3158.309,1.4574,-0.44,VALD3,1,,,,,,,,0,False,
26,2,Fe 2,3158.312,3.9442,-3.916,VALD3,1,,,,,,,,0,False,
27,1,Co 1,3158.326282470785,2.8774000000000006,0.08603975752239057,VALD3,21,,,,,,,,0,False,
26,1,Fe 1,3158.391,3.3009,-1.436,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3158.4290000000005,0.553,-1.27,VALD3,1,,,,,,,,0,False,
27,1,Co 1,3158.4605091029644,1.7403000000000002,-2.3989436186674675,VALD3,12,,,,,,,,0,False,
26,1,Fe 1,3158.57,3.241,-2.47,VALD3,1,,,,,,,,0,False,
90,2,Th 2,3158.617,1.3108,-0.764,VALD3,1,,,,,,,,0,False,
25,1,Mn 1,3158.6590000000006,3.7723,-1.364,VALD3,1,,,,,,,,0,False,
25,1,Mn 1,3158.7340358199067,2.94082,-2.4089563523620887,VALD3,10,,,,,,,,0,False,
26,1,Fe 1,3158.762,2.4242,-4.205,VALD3,1,,,,,,,,0,False,
27,1,Co 1,3158.7742854384005,0.10117142857142855,-1.4799602424776095,VALD3,21,,,,,,,,0,False,
26,1,Fe 1,3158.778,3.3014,-3.272,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3158.811,1.3545,-0.95,VALD3,1,,,,,,,,0,False,
20,2,Ca 2,3158.8689999999997,3.1233,0.24099999999999996,VALD3,1,,,,,,,,0,False,
44,1,Ru 1,3158.891,1.1308,-1.14,VALD3,1,,,,,,,,0,False,
39,2,Y 2,3158.916,3.4136,-0.764,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3159.022,3.5732,-3.125,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3159.023,2.9488,-0.978,VALD3,1,,,,,,,,0,False,
24,2,Cr 2,3159.063,4.4272,-2.519,VALD3,1,,,,,,,,0,False,
90,2,Th 2,3159.072,1.1234,-0.949,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3159.081,3.332,-2.775,VALD3,1,,,,,,,,0,False,
24,2,Cr 2,3159.103,2.4827,-1.91,VALD3,1,,,,,,,,0,False,
40,2,Zr 2,3159.106,1.7728,-0.5,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3159.123,3.3683,-1.807,VALD3,1,,,,,,,,0,False,
77,1,Ir 1,3159.135,1.6058,-0.67,VALD3,1,,,,,,,,0,False,
25,2,Mn 2,3159.185,4.8232,-3.98,VALD3,1,,,,,,,,0,False,
74,1,W 1,3159.187,1.7082,-0.42,VALD3,1,,,,,,,,0,False,
23,2,V 2,3159.238,3.7991,-1.714,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3159.249,2.6085,-2.81,VALD3,1,,,,,,,,0,False,
45,2,Rh 2,3159.252,3.1463,0.0,VALD3,1,,,,,,,,0,False,
24,1,Cr 1,3159.277,3.5561,-1.155,VALD3,1,,,,,,,,0,False,
26,2,Fe 2,3159.3220000000006,4.1493,-4.36,VALD3,1,,,,,,,,0,False,
26,2,Fe 2,3159.323,6.8073,-2.668,VALD3,1,,,,,,,,0,False,
23,2,V 2,3159.3700000000003,2.3722,-1.055,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3159.373,0.4592,-1.46,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3159.432,2.7586,-2.352,VALD3,1,,,,,,,,0,False,
28,1,Ni 1,3159.520483789118,0.1652,-3.4798899147631266,VALD3,5,,,,,,,,0,False,
26,1,Fe 1,3159.535,3.3965,-4.484,VALD3,1,,,,,,,,0,False,
69,2,Tm 2,3159.555,3.247,-0.13,VALD3,1,,,,,,,,0,False,
22,1,Ti 1,3159.557,2.0851,-1.143,VALD3,1,,,,,,,,0,False,
24,1,Cr 1,3159.58,2.9151,-0.2889999999999999,VALD3,1,,,,,,,,0,False,
27,1,Co 1,3159.6640917300324,0.22429999999999997,-2.1230383066154905,VALD3,6,,,,,,,,0,False,
27,1,Co 1,3159.6722159115734,0.5815,-4.165897873832507,VALD3,16,,,,,,,,0,False,
24,2,Cr 2,3159.72,4.7504,-2.586,VALD3,1,,,,,,,,0,False,
25,2,Mn 2,3159.787,4.34,-3.687,VALD3,1,,,,,,,,0,False,
20,2,Ca 2,3159.788,7.5148,-2.388,VALD3,1,,,,,,,,0,False,
25,1,Mn 1,3159.81,2.9532,-2.174,VALD3,1,,,,,,,,0,False,
72,1,Hf 1,3159.8229999999994,0.2922,-1.03,VALD3,1,,,,,,,,0,False,
27,1,Co 1,3159.8285468503313,2.0417363636363643,-3.602041706797114,VALD3,22,,,,,,,,0,False,
24,2,Cr 2,3159.85,4.1682,-1.71,VALD3,1,,,,,,,,0,False,
27,2,Co 2,3159.864,5.0706,-2.335,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3159.913,3.417,-3.06,VALD3,1,,,,,,,,0,False,
24,1,Cr 1,3159.919,3.3752,-1.533,VALD3,1,,,,,,,,0,False,
44,1,Ru 1,3159.929,0.2593,-1.16,VALD3,1,,,,,,,,0,False,
25,1,Mn 1,3159.9459999999995,2.9197,-1.55,VALD3,1,,,,,,,,0,False,
25,2,Mn 2,3159.9461578131663,4.073759999999999,-3.461931988351879,VALD3,15,,,,,,,,0,False,
25,1,Mn 1,3159.959,4.2465,-1.094,VALD3,1,,,,,,,,0,False,
28,2,Ni 2,3160.0119999999997,3.0733,-6.433,VALD3,1,,,,,,,,0,False,
74,2,W 2,3160.02,1.8421,-1.14,VALD3,1,,,,,,,,0,False,
29,1,Cu 1,3160.06,5.1531,-1.359,VALD3,1,,,,,,,,0,False,
22,1,Ti 1,3160.079,0.0211,-6.727,VALD3,1,,,,,,,,0,False,
24,2,Cr 2,3160.101,4.1561,-1.569,VALD3,1,,,,,,,,0,False,
25,1,Mn 1,3160.142,4.3318,-0.6,VALD3,1,,,,,,,,0,False,
22,1,Ti 1,3160.1599999999994,2.0922,-1.06,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3160.197,3.2657,-0.932,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3160.222,3.4302,-3.517,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3160.238,2.8325,-3.275,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3160.264,0.357,-2.15,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3160.301,1.2541,-0.54,VALD3,1,,,,,,,,0,False,
25,1,Mn 1,3160.302,4.6078,-0.756,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3160.3209999999995,3.5465,-3.161,VALD3,1,,,,,,,,0,False,
20,1,Ca 1,3160.337,1.8989,-5.71,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3160.341,2.4041,-1.785,VALD3,1,,,,,,,,0,False,
68,2,Er 2,3160.348,0.0546,-1.15,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3160.403,2.7586,-4.457,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3160.405,1.5859,-2.85,VALD3,1,,,,,,,,0,False,
25,2,Mn 2,3160.463,4.3284,-3.231,VALD3,1,,,,,,,,0,False,
66,2,Dy 2,3160.504,0.5896,-0.827,VALD3,1,,,,,,,,0,False,
39,2,Y 2,3160.555,3.4116,-1.398,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3160.607,2.2786,-5.275,VALD3,1,,,,,,,,0,False,
24,1,Cr 1,3160.611,2.9826,-1.35,VALD3,1,,,,,,,,0,False,
23,1,V 1,3160.656,2.2692,-1.591,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3160.657,2.4254,-0.585,VALD3,1,-0.5848596478041272,B+,7.0,T5720,L11631,3160.6572,2.42543332,1,True,0.0001403521958727172
64,2,Gd 2,3160.689,0.0785,-1.61,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3160.772,2.3992,-2.27,VALD3,1,,,,,,,,0,False,
23,2,V 2,3160.774396835922,2.5562,-0.9419123775200435,VALD3,13,,,,,,,,0,False,
68,2,Er 2,3160.786,0.6364,-1.47,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3160.918,2.4688,-1.672,VALD3,1,,,,,,,,0,False,
22,1,Ti 1,3160.959,2.103,-0.8759999999999999,VALD3,1,,,,,,,,0,False,
22,1,Ti 1,3160.9656519421887,2.408,-2.36319375845353,VALD3,2,,,,,,,,0,False,
26,1,Fe 1,3160.991,2.4041,-3.809,VALD3,1,,,,,,,,0,False,
22,1,Ti 1,3161.0,1.5025,-0.348,VALD3,1,,,,,,,,0,False,
40,2,Zr 2,3161.003,1.6649,-0.9,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3161.029,0.7087,-2.18,VALD3,1,,,,,,,,0,False,
25,1,Mn 1,3161.0314993952484,2.2976125,-1.2399471996196991,VALD3,16,,,,,,,,0,False,
21,1,Sc 1,3161.0410000000006,1.987,-1.271,VALD3,1,,,,,,,,0,False,
14,1,Si 1,3161.093,7.5264,-2.51,VALD3,1,,,,,,,,0,False,
22,2,Ti 2,3161.202,0.1126,-0.74,VALD3,1,,,,,,,,0,False,
23,2,V 2,3161.3121622400126,2.6013,-1.200999641575863,VALD3,9,,,,,,,,0,False,
25,1,Mn 1,3161.349,4.3537,-1.276,VALD3,1,,,,,,,,0,False,
23,2,V 2,3161.3702981552037,2.556906666666667,-3.0740236651435984,VALD3,15,,,,,,,,0,False,
26,1,Fe 1,3161.371,1.5574,-1.795,VALD3,1,-1.7950664776458551,C+,18.0,T5720,L11631,3161.3708,1.55735733,1,True,-6.647764585521188e-05
64,2,Gd 2,3161.376,0.2399,-0.12000000000000001,VALD3,1,,,,,,,,0,False,
76,1,Os 1,3161.548,2.3619,-0.17000000000000004,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3161.553,2.4534,-2.328,VALD3,1,,,,,,,,0,False,
27,1,Co 1,3161.6515525565896,1.9557,-1.6529436186674675,VALD3,12,,,,,,,,0,False,
22,2,Ti 2,3161.665,1.08,-4.517,VALD3,1,,,,,,,,0,False,
90,2,Th 2,3161.688,0.7648,-1.159,VALD3,1,,,,,,,,0,False,
76,1,Os 1,3161.7310000000007,1.084,-1.35,VALD3,1,,,,,,,,0,False,
22,2,Ti 2,3161.769,0.122,-0.56,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3161.872,3.332,-2.217,VALD3,1,,,,,,,,0,False,
22,1,Ti 1,3161.911,1.8732,-3.229,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3161.946,2.3992,-1.043,VALD3,1,-1.042680103144659,D+,40.0,T5720,L11631,3161.9461,2.39920471,1,True,0.0003198968553408399
26,2,Fe 2,3161.978,1.6953,-2.842,VALD3,1,,,,,,,,0,False,
25,2,Mn 2,3162.0149999999994,4.8232,-3.186,VALD3,1,,,,,,,,0,False,
25,2,Mn 2,3162.019900492951,4.07375,-4.276847985318569,VALD3,16,,,,,,,,0,False,
24,1,Cr 1,3162.0400000000004,3.5505,-2.436,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3162.055,1.0444,-2.05,VALD3,1,,,,,,,,0,False,
42,1,Mo 1,3162.071,2.081,-1.699,VALD3,1,,,,,,,,0,False,
62,2,Sm 2,3162.1440000000002,0.2775,-1.331,VALD3,1,,,,,,,,0,False,
25,1,Mn 1,3162.197,3.7716,-1.49,VALD3,1,,,,,,,,0,False,
25,2,Mn 2,3162.2103962509464,4.073999999999999,-3.7249237155518435,VALD3,14,,,,,,,,0,False,
45,2,Rh 2,3162.26,3.575,0.0,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3162.282,0.9025,-1.85,VALD3,1,,,,,,,,0,False,
62,2,Sm 2,3162.296,0.1039,-1.256,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3162.329,2.4496,-2.244,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3162.33,2.6924,-1.134,VALD3,1,,,,,,,,0,False,
23,2,V 2,3162.368,3.803,-0.833,VALD3,1,,,,,,,,0,False,
24,2,Cr 2,3162.431,4.0712,-1.369,VALD3,1,,,,,,,,0,False,
69,2,Tm 2,3162.443,2.8546,0.04000000000000003,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3162.512,2.7275,-2.413,VALD3,1,,,,,,,,0,False,
22,2,Ti 2,3162.566,0.1348,-0.37,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3162.573,3.2112,-2.298,VALD3,1,,,,,,,,0,False,
72,2,Hf 2,3162.61,1.4965,-0.59,VALD3,1,,,,,,,,0,False,
60,2,Nd 2,3162.629,0.0636,-0.9,VALD3,1,,,,,,,,0,False,
23,1,V 1,3162.643,1.0806,-3.041,VALD3,1,,,,,,,,0,False,
23,2,V 2,3162.72,2.3763,-0.447,VALD3,1,,,,,,,,0,False,
26,2,Fe 2,3162.801,4.1536,-1.18,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3162.828,1.9617,-1.09,VALD3,1,,,,,,,,0,False,
66,2,Dy 2,3162.8340000000003,1.4128,0.732,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3162.998,0.7345,-1.75,VALD3,1,,,,,,,,0,False,
23,2,V 2,3163.038,2.3722,-1.42,VALD3,1,,,,,,,,0,False,
26,2,Fe 2,3163.094,1.6706,-2.8,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3163.114,1.5574,-3.99,VALD3,1,,,,,,,,0,False,
73,1,Ta 1,3163.1240953942706,1.236825,-0.5299436186674673,VALD3,12,,,,,,,,0,False,
41,2,Nb 2,3163.140213312567,0.7677,-1.3800023979377654,VALD3,9,,,,,,,,0,False,
23,1,V 1,3163.203644629438,1.2181,-3.4678978738325066,VALD3,16,,,,,,,,0,False,
23,2,V 2,3163.21,2.2682,-3.556,VALD3,1,,,,,,,,0,False,
24,2,Cr 2,3163.237,4.0722,-3.277,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3163.344,0.5359,-1.47,VALD3,1,,,,,,,,0,False,
24,2,Cr 2,3163.356,4.4972,-2.062,VALD3,1,,,,,,,,0,False,
25,1,Mn 1,3163.36,4.7263,-1.35,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3163.372,2.7586,-2.702,VALD3,1,,,,,,,,0,False,
41,2,Nb 2,3163.4008523789616,0.3756142857142858,0.2699207189472621,VALD3,21,,,,,,,,0,False,
74,1,W 1,3163.412,1.8684,0.22,VALD3,1,,,,,,,,0,False,
28,1,Ni 1,3163.537854248704,1.6764,-3.2528899147631267,VALD3,5,,,,,,,,0,False,
58,2,Ce 2,3163.565,0.5593,-2.32,VALD3,1,,,,,,,,0,False,
24,1,Cr 1,3163.76,3.0004,0.12999999999999998,VALD3,1,,,,,,,,0,False,
23,1,V 1,3163.761,2.2563,-1.726,VALD3,1,,,,,,,,0,False,
23,2,V 2,3163.768,5.4751,-0.201,VALD3,1,,,,,,,,0,False,
24,2,Cr 2,3163.771,4.7745,-2.615,VALD3,1,,,,,,,,0,False,
24,2,Cr 2,3163.784,4.1682,-2.561,VALD3,1,,,,,,,,0,False,
70,2,Yb 2,3163.795,4.1528,-0.01999999999999998,VALD3,1,,,,,,,,0,False,
28,1,Ni 1,3163.8108986922675,1.9354,-4.346869136400888,VALD3,4,,,,,,,,0,False,
26,2,Fe 2,3163.866,3.8887,-4.309,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3163.871,2.6924,-1.505,VALD3,1,,,,,,,,0,False,
23,1,V 1,3163.892,1.8933,-0.8800000000000001,VALD3,1,,,,,,,,0,False,
25,1,Mn 1,3163.901,4.2679,-1.933,VALD3,1,,,,,,,,0,False,
22,1,Ti 1,3163.9110000000005,2.1171,-0.65,VALD3,1,,,,,,,,0,False,
24,2,Cr 2,3163.922,4.2972,-1.252,VALD3,1,,,,,,,,0,False,
24,1,Cr 1,3164.064,3.3694,-1.417,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3164.078,3.3683,-1.572,VALD3,1,,,,,,,,0,False,
27,1,Co 1,3164.123862047212,2.1366833333333326,-3.899887850748392,VALD3,18,,,,,,,,0,False,
58,2,Ce 2,3164.153,0.2954,-0.53,VALD3,1,,,,,,,,0,False,
28,1,Ni 1,3164.1638542487044,1.9508000000000003,-3.146889914763127,VALD3,5,,,,,,,,0,False,
24,2,Cr 2,3164.261,4.0735,-2.082,VALD3,1,,,,,,,,0,False,
26,2,Fe 2,3164.266,3.8892,-3.302,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3164.3030431409643,2.4515000000000002,-3.6007930326777466,VALD3,2,,,,,,,,0,False,
40,2,Zr 2,3164.313,0.7133,-0.33,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3164.343,3.274,-4.187,VALD3,1,,,,,,,,0,False,
26,2,Fe 2,3164.416,8.2477,-2.006,VALD3,1,,,,,,,,0,False,
23,1,V 1,3164.422,1.8933,-1.447,VALD3,1,,,,,,,,0,False,
74,1,W 1,3164.441,1.655,-0.35,VALD3,1,,,,,,,,0,False,
24,2,Cr 2,3164.476,4.7563,-1.97,VALD3,1,,,,,,,,0,False,
90,2,Th 2,3164.482,0.8307,-0.9,VALD3,1,,,,,,,,0,False,
75,1,Re 1,3164.52,1.867,-0.24000000000000002,VALD3,1,,,,,,,,0,False,
42,1,Mo 1,3164.532,1.4202,-1.125,VALD3,1,,,,,,,,0,False,
20,1,Ca 1,3164.604,1.8793,-2.821,VALD3,1,,,,,,,,0,False,
76,1,Os 1,3164.613,1.8874,-0.68,VALD3,1,,,,,,,,0,False,
69,2,Tm 2,3164.636,1.0873,-1.38,VALD3,1,,,,,,,,0,False,
25,1,Mn 1,3164.684,4.3446,-2.58,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3164.744,0.5608,-0.86,VALD3,1,,,,,,,,0,False,
24,2,Cr 2,3164.778,4.7504,-2.875,VALD3,1,,,,,,,,0,False,
28,2,Ni 2,3164.787,3.0793,-3.665,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3164.801,2.7586,-3.298,VALD3,1,,,,,,,,0,False,
23,2,V 2,3164.8394673398843,1.0962999999999998,-1.2199802142361917,VALD3,20,,,,,,,,0,False,
69,2,Tm 2,3164.8650000000002,1.1106,-0.67,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3164.905,2.7275,-4.892,VALD3,1,,,,,,,,0,False,
22,2,Ti 2,3164.9050000000007,3.9412,0.11999999999999995,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3165.003,2.4254,-1.194,VALD3,1,,,,,,,,0,False,
24,2,Cr 2,3165.048,5.3187,-1.927,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3165.078,2.4534,-3.289,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3165.131,3.3965,-2.968,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3165.16,2.1759,-2.376,VALD3,1,,,,,,,,0,False,
24,1,Cr 1,3165.186,3.8567,-0.926,VALD3,1,,,,,,,,0,False,
70,2,Yb 2,3165.209,4.4426,-0.08999999999999997,VALD3,1,,,,,,,,0,False,
25,1,Mn 1,3165.243,4.3318,-2.023,VALD3,1,,,,,,,,0,False,
22,2,Ti 2,3165.26,1.1156,-2.17,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3165.26,2.845,-2.066,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3165.261,0.7923,-2.62,VALD3,1,,,,,,,,0,False,
27,1,Co 1,3165.311238972028,2.8774000000000006,-2.8709602424776097,VALD3,21,,,,,,,,0,False,
22,1,Ti 1,3165.3559999999998,2.0922,-1.294,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3165.361,1.6133,-2.08,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3165.366,1.6079,-4.495,VALD3,1,,,,,,,,0,False,
74,1,W 1,3165.372,2.2462,0.15999999999999998,VALD3,1,,,,,,,,0,False,
25,2,Mn 2,3165.442,4.9356,-2.11,VALD3,1,,,,,,,,0,False,
40,2,Zr 2,3165.443,0.9991,-0.69,VALD3,1,,,,,,,,0,False,
92,2,U 2,3165.506,0.2845,-0.769,VALD3,1,,,,,,,,0,False,
28,1,Ni 1,3165.5078356140634,0.0254,-3.6098899147631265,VALD3,5,,,,,,,,0,False,
27,1,Co 1,3165.520781567877,3.252338095238095,-1.9297536124848813,VALD3,21,,,,,,,,0,False,
23,1,V 1,3165.584,1.8933,-0.994,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3165.586,0.7923,-2.32,VALD3,1,,,,,,,,0,False,
90,2,Th 2,3165.623,0.8681,-1.165,VALD3,1,,,,,,,,0,False,
22,2,Ti 2,3165.6339999999996,2.5903,-3.717,VALD3,1,,,,,,,,0,False,
72,1,Hf 1,3165.727,0.8149,-1.0,VALD3,1,,,,,,,,0,False,
26,2,Fe 2,3165.813,6.8073,-1.785,VALD3,1,,,,,,,,0,False,
90,2,Th 2,3165.8190000000004,1.067,-0.668,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3165.859886707521,2.4515000000000002,-1.1308907282624012,VALD3,2,,,,,,,,0,False,
12,2,Mg 2,3165.879,9.9955,-1.81,VALD3,1,,,,,,,,0,False,
23,2,V 2,3165.905,2.3757,-0.521,VALD3,1,,,,,,,,0,False,
26,2,Fe 2,3165.933,8.371,-0.295,VALD3,1,,,,,,,,0,False,
27,2,Co 2,3165.966155469261,2.2033600000000004,-3.639980214236192,VALD3,20,,,,,,,,0,False,
40,2,Zr 2,3165.977,0.164,-0.13,VALD3,1,,,,,,,,0,False,
22,2,Ti 2,3166.054,4.8643,-1.587,VALD3,1,,,,,,,,0,False,
90,2,Th 2,3166.098,0.5567,-1.068,VALD3,1,,,,,,,,0,False,
26,2,Fe 2,3166.223,3.8916,-3.857,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3166.241,0.32,-1.04,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3166.2454107523936,2.4515000000000002,-1.494060789114947,VALD3,2,,,,,,,,0,False,
40,2,Zr 2,3166.265,0.8019,-0.51,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3166.2830000000004,0.9,-1.05,VALD3,1,,,,,,,,0,False,
24,1,Cr 1,3166.293,3.5558,-1.168,VALD3,1,,,,,,,,0,False,
22,2,Ti 2,3166.367,4.8643,-0.19999999999999998,VALD3,1,,,,,,,,0,False,
20,1,Ca 1,3166.383,2.5213,-1.74,VALD3,1,,,,,,,,0,False,
26,2,Fe 2,3166.401,8.431,-1.074,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3166.435,2.5592,-0.921,VALD3,1,-0.9219058495935892,B,10.0,T4293,L11631,3166.4353,2.55917148,1,True,-0.0009058495935891919
25,1,Mn 1,3166.451,3.8437,-2.972,VALD3,1,,,,,,,,0,False,
76,1,Os 1,3166.506,2.909,0.47,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3166.548,0.417,-1.39,VALD3,1,,,,,,,,0,False,
24,1,Cr 1,3166.572,3.5561,-2.686,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3166.5830000000005,2.1979,-4.068,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3166.589,3.3965,-2.127,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3166.608,0.3218,-0.9,VALD3,1,,,,,,,,0,False,
40,2,Zr 2,3166.6220000000003,0.7578,-1.84,VALD3,1,,,,,,,,0,False,
26,2,Fe 2,3166.659,9.0037,-1.381,VALD3,1,,,,,,,,0,False,
26,2,Fe 2,3166.673,1.6706,-3.083,VALD3,1,,,,,,,,0,False,
26,2,Fe 2,3166.775,5.9109,-3.9,VALD3,1,,,,,,,,0,False,
22,1,Ti 1,3166.789,1.8792,-2.818,VALD3,1,,,,,,,,0,False,
25,1,Mn 1,3166.809,3.0733,-2.737,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3166.8629999999994,3.5465,-3.127,VALD3,1,,,,,,,,0,False,
45,2,Rh 2,3166.929,3.4878,0.0,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3166.972,3.0176,-1.981,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3166.985,1.2055,-2.03,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3167.028,3.2671,-3.197,VALD3,1,,,,,,,,0,False,
68,2,Er 2,3167.101,1.701,0.589,VALD3,1,,,,,,,,0,False,
25,1,Mn 1,3167.144,4.2581,-0.928,VALD3,1,,,,,,,,0,False,
24,1,Cr 1,3167.1769999999997,3.8567,-1.386,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3167.178,3.5465,-2.743,VALD3,1,,,,,,,,0,False,
24,2,Cr 2,3167.218,8.7513,-0.44200000000000006,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3167.226,0.3218,-2.64,VALD3,1,,,,,,,,0,False,
23,2,V 2,3167.235,2.5562,-2.116,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3167.237,1.1945,-1.48,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3167.326,0.4954,-0.85,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3167.421,3.4149,-4.636,VALD3,1,,,,,,,,0,False,
23,2,V 2,3167.423198945046,3.795622727272726,0.07496258363496558,VALD3,22,,,,,,,,0,False,
24,1,Cr 1,3167.4470000000006,3.3678,-0.945,VALD3,1,,,,,,,,0,False,
23,2,V 2,3167.515,4.2438,0.26299999999999996,VALD3,1,,,,,,,,0,False,
90,2,Th 2,3167.561,1.9031,0.04499999999999998,VALD3,1,,,,,,,,0,False,
25,2,Mn 2,3167.592,6.4934,-1.843,VALD3,1,,,,,,,,0,False,
25,1,Mn 1,3167.617,2.9408,-2.082,VALD3,1,,,,,,,,0,False,
23,1,V 1,3167.679,2.2779,-1.052,VALD3,1,,,,,,,,0,False,
66,2,Dy 2,3167.769,2.2468,0.629,VALD3,1,,,,,,,,0,False,
20,1,Ca 1,3167.778,2.523,-1.28,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3167.78,2.1759,-2.398,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3167.789,0.0,-1.91,VALD3,1,,,,,,,,0,False,
25,1,Mn 1,3167.823,2.9197,-2.06,VALD3,1,,,,,,,,0,False,
27,1,Co 1,3167.854671698841,1.7853,-3.0489960460336416,VALD3,4,,,,,,,,0,False,
26,2,Fe 2,3167.855,3.8143,-0.718,VALD3,1,,,,,,,,0,False,
26,2,Fe 2,3167.855,5.8232,-2.723,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3167.916,0.417,-1.78,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3167.921,3.241,-0.84,VALD3,1,,,,,,,,0,False,
25,1,Mn 1,3167.922,4.2729,-1.983,VALD3,1,,,,,,,,0,False,
26,2,Fe 2,3167.946,3.8916,-2.658,VALD3,1,,,,,,,,0,False,
23,2,V 2,3167.9989999999993,5.4751,-0.764,VALD3,1,,,,,,,,0,False,
22,1,Ti 1,3168.031,2.1344,-0.41900000000000004,VALD3,1,,,,,,,,0,False,
