wavelength_obs_A,wavelength_ritz_A,fik,gi,aki_s-1,nist_grade,ref_transition_probability,ref_line,ei_eV,log_gf,nist_acc_pct,wavelength_A,nist_sigma_dex,canon_index,species,canon_log_gf,canon_hfs_n,delta_nist_minus_canon,canon_shared_with
3075.7194,3075.7194,0.0318,7.0,31400000.0,C+,T5720,L11631,0.95815732,-0.6524748400013105,18.0,3075.7194,0.07188200730612536,148214,Fe I,-0.6524748400013105,1.0,0.0,1
3075.996,3075.98761,,3.0,,,,L11631c81,3.28302483,,,3075.996,,-1,Fe I,,,,0
3076.277,3076.27158,,5.0,,,,L11631c80,3.03847046,,,3076.277,,148230,Fe I,-1.765,1.0,,1
3076.759,3076.76004,,7.0,,,,L11631c80,2.99804479,,,3076.759,,148243,Fe I,-3.58,1.0,,1
3077.013,3077.0055,,9.0,,,,L11631c81,3.0468689,,,3077.013,,-1,Fe I,,,,0
3077.548,3077.549,,7.0,,,,L11631c80,3.3965088,,,3077.548,,148273,Fe I,-1.444,1.0,,1
3077.6357,3077.63622,,7.0,,,,L11631,2.58810592,,,3077.6357,,148278,Fe I,-1.486,1.0,,1
3078.0155,3078.01546,0.000442,7.0,311000.0,C+,T5720,L11631,0.95815732,-2.509479690636651,18.0,3078.0155,0.07188200730612536,148294,Fe I,-2.509479690636651,1.0,0.0,1
3078.354,3078.354,,5.0,,,,L11631c80,3.41695281,,,3078.354,,148301,Fe I,-1.68,1.0,,1
3078.432,3078.4316,0.0648,1.0,15200000.0,B,T5720,L11631,2.48437256,-1.1884249941294067,10.0,3078.432,0.04139268515822508,148303,Fe I,-1.1884249941294067,1.0,0.0,1
3078.502,3078.50333,,9.0,,,,L11631c80,2.99035244,,,3078.502,,148305,Fe I,-3.815,1.0,,1
3079.609,3079.6065,,3.0,,,,L11631c80,3.43018998,,,3079.609,,148333,Fe I,-2.457,1.0,,1
3079.833,3079.83476,,5.0,,,,L11631c80,2.1978664,,,3079.833,,148340,Fe I,-3.346,1.0,,1
3079.9883,3079.9892,0.0145,9.0,8350000.0,D+,T5720,L11631,3.30140276,-0.8843894883257002,40.0,3079.9883,0.146128035678238,148348,Fe I,-0.8843894883257002,1.0,0.0,1
3080.1083,3080.10881,,7.0,,,,L11631,2.75857762,,,3080.1083,,148351,Fe I,-1.052,1.0,,1
3080.356,3080.35605,,7.0,,,,L11631c80,2.58810592,,,3080.356,,148363,Fe I,-4.685,1.0,,1
3080.59,3080.58937,,7.0,,,,L11631c80,3.24096914,,,3080.59,,148370,Fe I,-2.147,1.0,,1
3080.879,3080.8763,,7.0,,,,L11631c80,3.3965088,,,3080.879,,148381,Fe I,-1.978,1.0,,1
3081.0012,3081.00134,,5.0,,,,L11631,3.01725044,,,3081.0012,,148386,Fe I,-1.615,1.0,,1
3081.223,3081.21595,,5.0,,,,L11631c80,3.03847046,,,3081.223,,-1,Fe I,,,,0
3081.292,3081.28633,,7.0,,,,L11631c80,3.01762252,,,3081.292,,148392,Fe I,-3.241788610838142,2.0,,1
3081.7,3081.699,,5.0,,,,L11631c80,3.41695281,,,3081.7,,-1,Fe I,,,,0
3081.831,3081.82968,,9.0,,,,L11631c80,1.48486439,,,3081.831,,148414,Fe I,-3.688,1.0,,1
3083.057,3083.04959,,7.0,,,,L11631c80,3.01762252,,,3083.057,,-1,Fe I,,,,0
3083.057,3083.0522,,7.0,,,,L11631c80,3.3965088,,,3083.057,,148455,Fe I,-1.418,1.0,,1
3083.15,3083.14667,,9.0,,,,L11631c80,2.45343044,,,3083.15,,148458,Fe I,-2.286,1.0,,1
3083.49,3083.4876,,9.0,,,,L11631c80,3.21118938,,,3083.49,,148468,Fe I,-1.668,1.0,,1
3083.7407,3083.74072,0.0263,5.0,30800000.0,C+,T5720,L11631,0.99011115,-0.8810742471742232,18.0,3083.7407,0.07188200730612536,148480,Fe I,-0.8810742471742232,1.0,0.0,1
3085.291,3085.29224,,9.0,,,,L11631c80,2.93984587,,,3085.291,,148521,Fe I,-2.671,1.0,,1
3086.524,3086.524,,9.0,,,,L11631c80,3.3682564,,,3086.524,,148554,Fe I,-0.669,1.0,,1
3087.434,3087.43116,,7.0,,,,L11631c80,3.24096914,,,3087.434,,148582,Fe I,-1.465,1.0,,1
3088.171,3088.1728,,7.0,,,,L11631c81,3.24096914,,,3088.171,,148608,Fe I,-1.421,1.0,,1
3088.2143,3088.2142,,9.0,,,,L11631,3.3682564,,,3088.2143,,148609,Fe I,-2.05,1.0,,1
3088.244,3088.2429,,9.0,,,,L11631c80,3.21118938,,,3088.244,,148611,Fe I,-2.025,1.0,,1
3088.346,3088.35,,5.0,,,,L11631c80,3.2657061,,,3088.346,,148614,Fe I,-1.156,1.0,,1
3088.761,3088.763,,9.0,,,,L11631c80,3.3682564,,,3088.761,,-1,Fe I,,,,0
3089.5,3089.50258,,9.0,,,,L11631c80,2.7275445,,,3089.5,,148639,Fe I,-1.745,1.0,,1
3089.623,3089.619,,9.0,,,,L11631c80,3.3682564,,,3089.623,,148644,Fe I,-1.447,1.0,,1
3090.2046,3090.20492,0.00341,7.0,2380000.0,D+,T5720,L11631,2.75857762,-1.6221475809932455,40.0,3090.2046,0.146128035678238,148665,Fe I,-1.6221475809932455,1.0,0.0,1
3090.728,3090.7263,,3.0,,,,L11631c80,3.28302483,,,3090.728,,148684,Fe I,-1.966,1.0,,1
3091.002,3090.9975,,5.0,,,,L11631c80,3.2657061,,,3091.002,,148692,Fe I,-4.015,1.0,,1
3091.09,3091.0883,,7.0,,,,L11631c80,3.24096914,,,3091.09,,148695,Fe I,-1.372,1.0,,1
3091.419,3091.41474,,5.0,,,,L11631c80,3.30092244,,,3091.419,,148704,Fe I,-3.426,1.0,,1
3091.5763,3091.57641,0.0264,3.0,55300000.0,C,T5720,L11631,1.01105568,-1.1012748184105066,25.0,3091.5763,0.09691001300805642,148709,Fe I,-1.1012748184105066,1.0,0.0,1
3091.688,3091.69248,,7.0,,,,L11631c80,2.99804479,,,3091.688,,148715,Fe I,-2.326,1.0,,1
3091.875,3091.876,,3.0,,,,L11631c80,3.43018998,,,3091.875,,148720,Fe I,-2.251,1.0,,1
3092.079,3092.0887,,7.0,,,,L11631c81,3.3965088,,,3092.079,,-1,Fe I,,,,0
3092.482,3092.48,,5.0,,,,L11631c80,3.41695281,,,3092.482,,148735,Fe I,-1.299,1.0,,1
3092.7815,3092.78108,8.6e-05,7.0,84000.0,C+,T5720,L11631,0.95815732,-3.2204035087421756,18.0,3092.7815,0.07188200730612536,148740,Fe I,-3.220403508742176,1.0,4.440892098500626e-16,1
3093.31,3093.30236,,5.0,,,,L11631c80,2.60850194,,,3093.31,,-1,Fe I,,,,0
3093.529,3093.52282,,5.0,,,,L11631c80,2.1978664,,,3093.529,,-1,Fe I,,,,0
3093.8049,3093.80486,0.00184,5.0,1280000.0,B,T5720,L11631,1.60789577,-2.036212172654445,10.0,3093.8049,0.04139268515822508,148781,Fe I,-2.036212172654445,1.0,0.0,1
3093.8775,3093.87763,,9.0,,,,L11631,2.55917148,,,3093.8775,,148785,Fe I,-1.211,1.0,,1
3094.291,3094.2941,,11.0,,,,L11631c80,3.33201954,,,3094.291,,148800,Fe I,-0.827,1.0,,1
3094.871,3094.86506,,9.0,,,,L11631c80,2.7275445,,,3094.871,,-1,Fe I,,,,0
3094.871,3094.8687,,3.0,,,,L11631c80,3.43018998,,,3094.871,,148818,Fe I,-1.568,1.0,,1
3094.8995,3094.89965,,11.0,,,,L11631,2.69240763,,,3094.8995,,148821,Fe I,-1.452,1.0,,1
3095.216,3095.21089,,7.0,,,,L11631c80,2.99804479,,,3095.216,,148831,Fe I,-2.827,1.0,,1
3095.266,3095.2757,,9.0,,,,L11631c80,3.21118938,,,3095.266,,-1,Fe I,,,,0
3095.2667,3095.26657,0.00277,11.0,1930000.0,C+,T5720,L11631,2.69240763,-1.5161275457773264,18.0,3095.2667,0.07188200730612536,148838,Fe I,-1.5161275457773264,1.0,0.0,1
3096.045,3096.04459,,9.0,,,,L11631c80,2.7275445,,,3096.045,,148858,Fe I,-1.543,1.0,,1
3096.615,3096.6126,,5.0,,,,L11631c80,3.41695281,,,3096.615,,148880,Fe I,-1.202,1.0,,1
3096.8762,3096.87711,,7.0,,,,L11631,2.75857762,,,3096.8762,,148893,Fe I,-1.456,1.0,,1
3096.877,3096.8838,,7.0,,,,L11631c80,2.99804479,,,3096.877,,-1,Fe I,,,,0
3096.975,3096.9755,,3.0,,,,L11631c80,3.28302483,,,3096.975,,148900,Fe I,-4.222,1.0,,1
3097.493,3097.49363,,9.0,,,,L11631c80,2.42543332,,,3097.493,,148918,Fe I,-2.636793733790592,3.0,,1
3097.779,3097.7796,,11.0,,,,L11631c80,3.33201954,,,3097.779,,148926,Fe I,-0.321,1.0,,1
3097.959,3097.953,,7.0,,,,L11631c80,3.3965088,,,3097.959,,-1,Fe I,,,,0
3098.1891,3098.1885,0.0108,11.0,7520000.0,B,T5720,L11631,2.69240763,-0.9251835593548252,10.0,3098.1891,0.04139268515822508,148937,Fe I,-0.9251835593548252,1.0,0.0,1
3098.548,3098.54551,,9.0,,,,L11631c80,2.99035244,,,3098.548,,148949,Fe I,-1.631,1.0,,1
3098.97,3098.96728,,3.0,,,,L11631c80,2.22271209,,,3098.97,,148957,Fe I,-2.803,1.0,,1
3098.998,3099.005,,11.0,,,,L11631c81,3.33201954,,,3098.998,,-1,Fe I,,,,0
3099.122,3099.1175,,9.0,,,,L11631c80,2.55917148,,,3099.122,,148961,Fe I,-3.617,1.0,,1
3099.385,3099.38773,,7.0,,,,L11631c81,2.17594512,,,3099.385,,-1,Fe I,,,,0
3099.501,3099.49728,,7.0,,,,L11631c81,3.01762252,,,3099.501,,148975,Fe I,-2.034,1.0,,1
3099.67,3099.6641,,11.0,,,,L11631c80,3.33201954,,,3099.67,,-1,Fe I,,,,0
3099.67,3099.67114,,5.0,,,,L11631c80,1.60789577,,,3099.67,,148981,Fe I,-3.685,1.0,,1
3099.8943,3099.89442,0.0278,3.0,19300000.0,C+,T5720,L11631,1.01105568,-1.0788339493622612,18.0,3099.8943,0.07188200730612536,148988,Fe I,-1.0788339493622612,1.0,0.0,1
3099.9679,3099.96786,0.0119,9.0,8230000.0,C+,T5720,L11631,0.91460217,-0.9702105291681444,18.0,3099.9679,0.07188200730612536,148992,Fe I,-0.9702105291681444,1.0,0.0,1
3100.3033,3100.30329,0.0269,5.0,18700000.0,C+,T5720,L11631,0.99011115,-0.8712777156615732,18.0,3100.3033,0.07188200730612536,149002,Fe I,-0.8712777156615732,1.0,0.0,1
3100.6647,3100.66467,0.0195,7.0,13500000.0,C,T5720,L11631,0.95815732,-0.8648673486232251,25.0,3100.6647,0.09691001300805642,149014,Fe I,-0.8648673486232251,1.0,0.0,1
3100.836,3100.83615,0.00333,13.0,2730000.0,B,T5720,L11631,2.40407444,-1.363612414186843,10.0,3100.836,0.04139268515822508,149019,Fe I,-1.363612414186843,1.0,0.0,1
3101.0022,3101.00208,0.00797,9.0,5530000.0,C+,T5720,L11631,2.7275445,-1.1442991691645628,18.0,3101.0022,0.07188200730612536,149027,Fe I,-1.1442991691645628,1.0,0.0,1
3101.5999,3101.5979,,9.0,,,,L11631,3.21118938,,,3101.5999,,149046,Fe I,-1.347,1.0,,1
3102.259,3102.25772,,3.0,,,,L11631c80,2.22271209,,,3102.259,,149064,Fe I,-3.981,1.0,,1
3102.6365,3102.63621,6.06e-05,5.0,30000.0,D+,T5720,L11631,0.99011115,-3.518557371497695,40.0,3102.6365,0.146128035678238,149078,Fe I,-3.518557371497695,1.0,0.0,1
3102.763,3102.76439,,5.0,,,,L11631c80,3.03847046,,,3102.763,,149082,Fe I,-3.948,1.0,,1
3102.869,3102.8693,,9.0,,,,L11631,3.21118938,,,3102.869,,149085,Fe I,-0.865,1.0,,1
3103.768,3103.76405,,3.0,,,,L11631c80,2.42419831,,,3103.768,,149108,Fe I,-2.323,1.0,,1
3103.8522,3103.85136,,5.0,,,,L11631,2.27860466,,,3103.8522,,149113,Fe I,-3.087,1.0,,1
3103.8522,3103.85377,,9.0,,,,L11631,3.0468689,,,3103.8522,,149114,Fe I,-2.143,1.0,,1
3103.981,3103.9819,,5.0,,,,L11631c80,3.41695281,,,3103.981,,149118,Fe I,-3.643,1.0,,1
3105.556,3105.56172,,5.0,,,,L11631c80,2.60850194,,,3105.556,,-1,Fe I,,,,0
3105.658,3105.65695,,9.0,,,,L11631c80,1.48486439,,,3105.658,,149171,Fe I,-3.539,1.0,,1
3106.512,3106.5027,,7.0,,,,L11631c80,3.24096914,,,3106.512,,-1,Fe I,,,,0
3106.539,3106.53683,,9.0,,,,L11631c80,2.45343044,,,3106.539,,149193,Fe I,-3.257,1.0,,1
3107.332,3107.3247,,5.0,,,,L11631c81,3.2657061,,,3107.332,,-1,Fe I,,,,0
3107.623,3107.625,,5.0,,,,L11631c81,3.41695281,,,3107.623,,149230,Fe I,-2.516,1.0,,1
3107.976,3107.96392,,11.0,,,,L11631c80,2.69240763,,,3107.976,,-1,Fe I,,,,0
3107.976,3107.98161,,9.0,,,,L11631c80,2.55917148,,,3107.976,,-1,Fe I,,,,0
3108.917,3108.91212,,7.0,,,,L11631c80,2.99804479,,,3108.917,,149274,Fe I,-3.177,1.0,,1
3108.957,3108.95417,,3.0,,,,L11631c80,2.42419831,,,3108.957,,149277,Fe I,-3.98,1.0,,1
3110.1948,3110.1947,,1.0,,,,L11631,2.48437256,,,3110.1948,,149312,Fe I,-2.124,1.0,,1
3110.2757,3110.2765,,5.0,,,,L11631,3.2657061,,,3110.2757,,149314,Fe I,-0.8,1.0,,1
3110.663,3110.665,,7.0,,,,L11631c80,3.3965088,,,3110.663,,-1,Fe I,,,,0
3110.8358,3110.8356,,11.0,,,,L11631,2.69240763,,,3110.8358,,149338,Fe I,-0.8819999999999999,1.0,,1
3110.928,3110.91856,,9.0,,,,L11631c81,2.7275445,,,3110.928,,-1,Fe I,,,,0
3111.6812,3111.6828,,9.0,,,,L11631,2.55917148,,,3111.6812,,149372,Fe I,-1.804,1.0,,1
3112.077,3112.07742,0.00761,11.0,5240000.0,C+,T5720,L11631,2.94879294,-1.077222658071202,18.0,3112.077,0.07188200730612536,149383,Fe I,-1.077222658071202,1.0,0.0,1
3112.238,3112.2365,,11.0,,,,L11631c80,2.94879294,,,3112.238,,149387,Fe I,-2.25,1.0,,1
3112.836,3112.82631,,3.0,,,,L11631c80,2.22271209,,,3112.836,,-1,Fe I,,,,0
3113.433,3113.4261,,7.0,,,,L11631c80,3.25148176,,,3113.433,,-1,Fe I,,,,0
3113.5879,3113.58787,,7.0,,,,L11631,2.75857762,,,3113.5879,,149415,Fe I,-1.762,1.0,,1
3113.666,3113.66564,,5.0,,,,L11631c80,2.46883473,,,3113.666,,149418,Fe I,-2.789,1.0,,1
3113.822,3113.8184,,7.0,,,,L11631c80,3.25148176,,,3113.822,,149421,Fe I,-2.742,1.0,,1
3114.065,3114.05682,,7.0,,,,L11631c81,1.55735733,,,3114.065,,-1,Fe I,,,,0
3114.296,3114.306,,3.0,,,,L11631c80,3.43018998,,,3114.296,,-1,Fe I,,,,0
3115.01,3115.00689,,7.0,,,,L11631c80,2.75857762,,,3115.01,,149450,Fe I,-2.406,1.0,,1
3115.657,3115.6588,,3.0,,,,L11631,3.0713388,,,3115.657,,149474,Fe I,-1.687,1.0,,1
3115.858,3115.8593,,9.0,,,,L11631c80,3.3682564,,,3115.858,,149477,Fe I,-1.787,1.0,,1
3115.87,3115.86459,,7.0,,,,L11631c81,3.01762252,,,3115.87,,149478,Fe I,-1.937,1.0,,1
3116.192,3116.1925,,3.0,,,,L11631c80,2.22271209,,,3116.192,,149484,Fe I,-3.491,1.0,,1
3116.28,3116.28323,,7.0,,,,L11631c80,2.44955978,,,3116.28,,149486,Fe I,-2.765,1.0,,1
3116.393,3116.38611,,7.0,,,,L11631c80,2.58810592,,,3116.393,,-1,Fe I,,,,0
3116.474,3116.47141,,5.0,,,,L11631c80,2.1978664,,,3116.474,,149497,Fe I,-3.032,1.0,,1
3116.6313,3116.63143,0.00738,3.0,3040000.0,C,T5720,L11631,1.01105568,-1.654822383457296,25.0,3116.6313,0.09691001300805642,149507,Fe I,-1.654822383457296,1.0,0.0,1
3116.997,3116.98875,,7.0,,,,L11631c81,3.24096914,,,3116.997,,-1,Fe I,,,,0
3117.412,3117.405,,9.0,,,,L11631c80,3.3682564,,,3117.412,,-1,Fe I,,,,0
3117.6398,3117.63956,6.27e-05,5.0,43000.0,C+,T5720,L11631,0.99011115,-3.503762454833265,18.0,3117.6398,0.07188200730612536,149537,Fe I,-3.503762454833265,1.0,0.0,1
3117.977,3117.973,,3.0,,,,L11631c80,3.43018998,,,3117.977,,-1,Fe I,,,,0
3118.164,3118.17062,,3.0,,,,L11631c80,2.88199261,,,3118.164,,-1,Fe I,,,,0
3119.038,3119.03435,,7.0,,,,L11631c80,2.75857762,,,3119.038,,149574,Fe I,-2.527,1.0,,1
3119.181,3119.183,,9.0,,,,L11631c80,3.3682564,,,3119.181,,149581,Fe I,-4.301,1.0,,1
3119.4947,3119.49482,0.00988,11.0,8280000.0,B,T5720,L11631,2.4326947,-0.9638503702541468,10.0,3119.4947,0.04139268515822508,149588,Fe I,-0.9638503702541468,1.0,0.0,1
3119.5812,3119.58184,,9.0,,,,L11631,1.48486439,,,3119.5812,,149592,Fe I,-3.688,1.0,,1
3120.018,3120.01735,,7.0,,,,L11631c80,2.58810592,,,3120.018,,149608,Fe I,-3.368,1.0,,1
3120.232,3120.23237,,7.0,,,,L11631,2.75857762,,,3120.232,,149617,Fe I,-1.788,1.0,,1
3120.4351,3120.43525,0.00824,9.0,7260000.0,B,T5720,L11631,2.45343044,-1.1298302788635592,10.0,3120.4351,0.04139268515822508,149621,Fe I,-1.1298302788635592,1.0,0.0,1
3120.8752,3120.8752,,3.0,,,,L11631,3.28302483,,,3120.8752,,149631,Fe I,-0.491,1.0,,1
3121.49,3121.49068,,7.0,,,,L11631c80,2.99804479,,,3121.49,,149642,Fe I,-2.806,1.0,,1
3121.777,3121.7794,,5.0,,,,L11631c80,3.2657061,,,3121.777,,149650,Fe I,-2.107,1.0,,1
3122.2945,3122.29393,,9.0,,,,L11631,2.7275445,,,3122.2945,,149659,Fe I,-1.68,1.0,,1
3122.324,3122.33323,,9.0,,,,L11631c80,3.0468689,,,3122.324,,-1,Fe I,,,,0
3122.536,3122.5427,,9.0,,,,L11631c80,3.3682564,,,3122.536,,-1,Fe I,,,,0
3122.667,3122.66738,,9.0,,,,L11631c80,2.7275445,,,3122.667,,149668,Fe I,-3.314,1.0,,1
3123.129,3123.1387,,5.0,,,,L11631c81,3.41695281,,,3123.129,,-1,Fe I,,,,0
3123.199,3123.19908,,11.0,,,,L11631c80,2.4326947,,,3123.199,,149684,Fe I,-2.299,1.0,,1
3123.264,3123.25948,,7.0,,,,L11631c80,2.17594512,,,3123.264,,149686,Fe I,-3.162,1.0,,1
3123.35,3123.34681,,9.0,,,,L11631c80,2.42543332,,,3123.35,,149690,Fe I,-2.344,1.0,,1
3123.551,3123.54883,,9.0,,,,L11631c80,2.7275445,,,3123.551,,149692,Fe I,-4.22,1.0,,1
3124.093,3124.09098,,3.0,,,,L11631c80,2.4821184,,,3124.093,,149705,Fe I,-2.787,1.0,,1
3124.886,3124.8851,,7.0,,,,L11631c80,3.24096914,,,3124.886,,149728,Fe I,-0.978,1.0,,1
3125.037,3125.03174,,7.0,,,,L11631c80,1.55735733,,,3125.037,,149734,Fe I,-3.757,1.0,,1
3125.269,3125.26768,,7.0,,,,L11631c80,2.75857762,,,3125.269,,149744,Fe I,-2.331,1.0,,1
3125.646,3125.6413,,9.0,,,,L11631c80,2.7275445,,,3125.646,,149753,Fe I,-2.111,1.0,,1
3125.646,3125.65523,,11.0,,,,L11631c80,2.39920471,,,3125.646,,-1,Fe I,,,,0
3125.6503,3125.65054,0.00435,5.0,2120000.0,C,T5720,L11631,0.99011115,-1.6625407387093438,25.0,3125.6503,0.09691001300805642,149754,Fe I,-1.6625407387093438,1.0,0.0,1
3125.6823,3125.6824,0.0105,13.0,8460000.0,B,T5720,L11631,2.40407444,-0.8648673486232251,10.0,3125.6823,0.04139268515822508,-1,Fe I,,,,0
3125.694,3125.6989,,11.0,,,,L11631c80,3.26711257,,,3125.694,,-1,Fe I,,,,0
3126.1763,3126.1756,,7.0,,,,L11631,3.24096914,,,3126.1763,,149780,Fe I,-0.375,1.0,,1
3126.754,3126.7585,,9.0,,,,L11631c80,3.30140276,,,3126.754,,149794,Fe I,-1.272,1.0,,1
3126.837,3126.83233,,9.0,,,,L11631c81,2.55917148,,,3126.837,,149798,Fe I,-3.633,1.0,,1
3127.125,3127.13096,,5.0,,,,L11631c80,2.83159117,,,3127.125,,-1,Fe I,,,,0
3128.8978,3128.89753,,7.0,,,,L11631,1.55735733,,,3128.8978,,149853,Fe I,-2.326,1.0,,1
3129.3329,3129.33329,0.00103,9.0,905000.0,D+,T5720,L11631,1.48486439,-2.032920265855503,40.0,3129.3329,0.146128035678238,149871,Fe I,-2.032920265855503,1.0,0.0,1
3129.801,3129.79975,,5.0,,,,L11631c80,2.87550352,,,3129.801,,149880,Fe I,-4.043,1.0,,1
3130.205,3130.212,,11.0,,,,L11631c80,3.33201954,,,3130.205,,-1,Fe I,,,,0
3131.235,3131.243,,7.0,,,,L11631c80,2.17594512,,,3131.235,,-1,Fe I,,,,0
3131.455,3131.45909,,5.0,,,,L11631c80,2.46883473,,,3131.455,,149931,Fe I,-3.201,1.0,,1
3132.5177,3132.51786,0.0388,9.0,33900000.0,C+,T5720,L11631,3.21118938,-0.4569257649664678,18.0,3132.5177,0.07188200730612536,149954,Fe I,-0.4569257649664678,1.0,0.0,1
3132.649,3132.6455,,13.0,,,,L11631c80,3.23672008,,,3132.649,,149961,Fe I,-1.227,1.0,,1
3133.17,3133.17301,,7.0,,,,L11631c80,3.25148176,,,3133.17,,149978,Fe I,-1.94,1.0,,1
3133.963,3133.96362,,9.0,,,,L11631c80,2.42543332,,,3133.963,,150002,Fe I,-2.681,1.0,,1
3134.1098,3134.10973,0.00149,7.0,786000.0,C,T5720,L11631,0.95815732,-1.981715691573469,25.0,3134.1098,0.09691001300805642,150007,Fe I,-1.981715691573469,1.0,0.0,1
3134.248,3134.2548,,5.0,,,,L11631c80,3.30092244,,,3134.248,,-1,Fe I,,,,0
3134.412,3134.41082,,11.0,,,,L11631c80,2.69240763,,,3134.412,,150018,Fe I,-1.683,1.0,,1
3134.639,3134.6353,,9.0,,,,L11631c80,2.7275445,,,3134.639,,150024,Fe I,-1.71,1.0,,1
3134.934,3134.93669,,3.0,,,,L11631c80,2.88199261,,,3134.934,,150034,Fe I,-4.334,1.0,,1
3135.4571,3135.4565,,3.0,,,,L11631,3.28302483,,,3135.4571,,150050,Fe I,-0.853,1.0,,1
3135.5905,3135.59099,,9.0,,,,L11631,2.7275445,,,3135.5905,,150055,Fe I,-3.415,1.0,,1
3135.8604,3135.86059,0.000717,9.0,486000.0,D+,T6110,L11631,2.45343044,-2.190238334892875,40.0,3135.8604,0.146128035678238,150060,Fe I,-2.190238334892875,1.0,0.0,1
3136.5006,3136.50081,,5.0,,,,L11631,3.2657061,,,3136.5006,,150074,Fe I,-0.608,1.0,,1
3136.761,3136.76161,,11.0,,,,L11631c80,2.69240763,,,3136.761,,150083,Fe I,-2.967,1.0,,1
3137.021,3137.0196,,9.0,,,,L11631c80,2.85122419,,,3137.021,,150091,Fe I,-3.775,1.0,,1
3137.021,3137.02876,,5.0,,,,L11631c80,2.83159117,,,3137.021,,-1,Fe I,,,,0
3137.781,3137.78005,,3.0,,,,L11631c80,2.84504259,,,3137.781,,150114,Fe I,-2.259,1.0,,1
3138.398,3138.40006,,7.0,,,,L11631c80,1.55735733,,,3138.398,,150133,Fe I,-4.222,1.0,,1
3138.5142,3138.51396,,9.0,,,,L11631,2.7275445,,,3138.5142,,150138,Fe I,-1.451,1.0,,1
3139.023,3139.027,,3.0,,,,L11631c80,3.43018998,,,3139.023,,150150,Fe I,-3.503,1.0,,1
3139.605,3139.60384,,9.0,,,,L11631c80,2.45343044,,,3139.605,,150161,Fe I,-2.784,1.0,,1
3139.6598,3139.65758,,11.0,,,,L11631,2.39920471,,,3139.6598,,150164,Fe I,-2.695,1.0,,1
3139.918,3139.92,,9.0,,,,L11631c80,2.7275445,,,3139.918,,150173,Fe I,-2.325,1.0,,1
3140.3896,3140.3898,,7.0,,,,L11631,3.24096914,,,3140.3896,,150189,Fe I,-0.4570000000000001,1.0,,1
3141.512,3141.5193,,7.0,,,,L11631c80,3.3965088,,,3141.512,,-1,Fe I,,,,0
3141.886,3141.88422,,5.0,,,,L11631c80,2.60850194,,,3141.886,,150236,Fe I,-2.742,1.0,,1
3142.4537,3142.45232,0.00582,7.0,3930000.0,C,T5720,L11631,2.44955978,-1.389978975335855,25.0,3142.4537,0.09691001300805642,150251,Fe I,-1.389978975335855,1.0,0.0,1
3142.456,3142.4642,,1.0,,,,L11631c80,3.29183986,,,3142.456,,-1,Fe I,,,,0
3142.8887,3142.8887,0.00837,5.0,5650000.0,B,T5720,L11631,2.27860466,-1.3783045376707213,10.0,3142.8887,0.04139268515822508,150265,Fe I,-1.3783045376707213,1.0,0.0,1
3142.895,3142.89967,,7.0,,,,L11631c80,3.25148176,,,3142.895,,-1,Fe I,,,,0
3142.944,3142.95204,,9.0,,,,L11631c80,3.0468689,,,3142.944,,-1,Fe I,,,,0
3143.2424,3143.24218,1.46e-05,9.0,12700.0,C+,T5720,L11631,0.0,-3.881404634776238,18.0,3143.2424,0.07188200730612536,150281,Fe I,-3.881404634776238,1.0,0.0,1
3143.9903,3143.99022,0.0904,9.0,61000000.0,B,T5720,L11631,3.21118938,-0.0895890600853118,10.0,3143.9903,0.04139268515822508,150303,Fe I,-0.0895890600853118,1.0,0.0,1
3144.428,3144.42594,,7.0,,,,L11631c80,2.75857762,,,3144.428,,150315,Fe I,-2.063,1.0,,1
3144.4965,3144.4965,,5.0,,,,L11631,3.2657061,,,3144.4965,,150318,Fe I,-0.5759999999999998,1.0,,1
3144.923,3144.91857,,11.0,,,,L11631c80,2.4326947,,,3144.923,,150333,Fe I,-3.635,1.0,,1
3145.0568,3145.0572,0.0069,9.0,4650000.0,C+,T5720,L11631,2.99035244,-1.2069083998234198,18.0,3145.0568,0.07188200730612536,150339,Fe I,-1.2069083998234198,1.0,0.0,1
3145.165,3145.16574,,9.0,,,,L11631c80,2.7275445,,,3145.165,,150348,Fe I,-1.34,1.0,,1
3146.27,3146.2673,,7.0,,,,L11631c80,3.25148176,,,3146.27,,150390,Fe I,-2.683,1.0,,1
3146.469,3146.46731,,9.0,,,,L11631c80,2.42543332,,,3146.469,,150401,Fe I,-3.54,1.0,,1
3146.604,3146.60032,,5.0,,,,L11631c80,3.30092244,,,3146.604,,150403,Fe I,-2.497,1.0,,1
3146.895,3146.8952,,7.0,,,,L11631c80,2.75857762,,,3146.895,,150413,Fe I,-3.314,1.0,,1
3147.2911,3147.2917,,9.0,,,,L11631,2.7275445,,,3147.2911,,150423,Fe I,-1.585,1.0,,1
3147.601,3147.6074,,9.0,,,,L11631c80,3.21118938,,,3147.601,,-1,Fe I,,,,0
3147.749,3147.74548,,3.0,,,,L11631c80,2.84504259,,,3147.749,,150436,Fe I,-2.682,1.0,,1
3147.7946,3147.79524,0.0113,7.0,7590000.0,C+,T5720,L11631,3.01762252,-1.1018235165023236,18.0,3147.7946,0.07188200730612536,150437,Fe I,-1.1018235165023236,1.0,0.0,1
3148.165,3148.16995,,7.0,,,,L11631c80,2.75857762,,,3148.165,,-1,Fe I,,,,0
3148.314,3148.30846,,7.0,,,,L11631c80,2.86539125,,,3148.314,,-1,Fe I,,,,0
