canon_index,to_tier,log_gf,sigma_dex,loggf_reference,lab_source_tag,nist_grade,gf_source_doi,adjudication_status,delta,from_tier,kept
52459,LAB,-1.33,0.03,PRIMARY LAB Belmonte2017,BEL17,,10.3847/1538-4357/aa8cd3,lab_rya945,-0.039000000000000146,VALD3,True
52474,LAB,-1.53,0.06,PRIMARY LAB DenHartog2014,DH14,,10.1088/0067-0049/215/2/23,lab_rya945,0.014999999999999902,VALD3,True
52487,LAB,-1.13,0.04,PRIMARY LAB DenHartog2014,DH14,,10.1088/0067-0049/215/2/23,lab_rya945,-0.20799999999999985,VALD3,True
52540,LAB,-1.84,0.07,PRIMARY LAB Belmonte2017,BEL17,,10.3847/1538-4357/aa8cd3,lab_rya945,0.09699999999999998,VALD3,True
52542,LAB,-1.17,0.04,PRIMARY LAB Belmonte2017,BEL17,,10.3847/1538-4357/aa8cd3,lab_rya945,-0.010999999999999899,VALD3,True
52545,LAB,-1.5,0.08,PRIMARY LAB DenHartog2014,DH14,,10.1088/0067-0049/215/2/23,lab_rya945,0.052999999999999936,VALD3,True
52558,LAB,-1.01,0.02,PRIMARY LAB Belmonte2017,BEL17,,10.3847/1538-4357/aa8cd3,lab_rya945,0.06400000000000006,VALD3,True
52601,LAB,-1.044,0.03,PRIMARY LAB Belmonte2017,BEL17,,10.3847/1538-4357/aa8cd3,lab_rya945,0.052999999999999936,VALD3,True
52657,LAB,-0.98,0.03,PRIMARY LAB Belmonte2017,BEL17,,10.3847/1538-4357/aa8cd3,lab_rya945,0.052000000000000046,VALD3,True
52673,LAB,-1.82,0.03,PRIMARY LAB Belmonte2017,BEL17,,10.3847/1538-4357/aa8cd3,lab_rya945,-0.04200000000000004,VALD3,True
52697,LAB,-0.21,0.02,PRIMARY LAB Belmonte2017,BEL17,,10.3847/1538-4357/aa8cd3,lab_rya945,0.031,VALD3,True
52960,LAB,-1.04,0.05,PRIMARY LAB Ruffoni2014,RU14,,10.1093/mnras/stu780,lab_rya945,-0.12,VALD3,True
53114,LAB,-0.77,0.03,PRIMARY LAB DenHartog2014,DH14,,10.1088/0067-0049/215/2/23,lab_rya945,0.16000000000000003,VALD3,True
53133,LAB,-1.25,0.12,PRIMARY LAB Ruffoni2014,RU14,,10.1093/mnras/stu780,lab_rya945,-0.1100000000000001,VALD3,True
53157,LAB,-2.199,0.07,PRIMARY LAB Belmonte2017,BEL17,,10.3847/1538-4357/aa8cd3,lab_rya945,-0.32899999999999974,VALD3,True
53186,LAB,-1.03,0.04,PRIMARY LAB DenHartog2014,DH14,,10.1088/0067-0049/215/2/23,lab_rya945,-0.020000000000000018,VALD3,True
53219,LAB,-0.59,0.02,PRIMARY LAB Ruffoni2014,RU14,,10.1093/mnras/stu780,lab_rya945,-0.029999999999999916,VALD3,True
53259,LAB,-1.05,0.04,PRIMARY LAB DenHartog2014,DH14,,10.1088/0067-0049/215/2/23,lab_rya945,-0.040000000000000036,VALD3,True
53269,LAB,-0.39,0.02,PRIMARY LAB Belmonte2017,BEL17,,10.3847/1538-4357/aa8cd3,lab_rya945,-0.046999999999999986,VALD3,True
53301,LAB,-0.68,0.03,PRIMARY LAB DenHartog2014,DH14,,10.1088/0067-0049/215/2/23,lab_rya945,0.019999999999999907,VALD3,True
53312,LAB,-1.55,0.04,PRIMARY LAB DenHartog2014,DH14,,10.1088/0067-0049/215/2/23,lab_rya945,0.22799999999999998,VALD3,True
53320,LAB,-0.97,0.04,PRIMARY LAB DenHartog2014,DH14,,10.1088/0067-0049/215/2/23,lab_rya945,-0.19399999999999995,VALD3,True
53355,LAB,-0.95,0.04,PRIMARY LAB Belmonte2017,BEL17,,10.3847/1538-4357/aa8cd3,lab_rya945,0.025000000000000022,VALD3,True
53369,LAB,-1.88,0.12,PRIMARY LAB Ruffoni2014,RU14,,10.1093/mnras/stu780,lab_rya945,0.020000000000000018,VALD3,True
53413,LAB,-0.93,0.03,PRIMARY LAB Belmonte2017,BEL17,,10.3847/1538-4357/aa8cd3,lab_rya945,0.09099999999999986,VALD3,True
53419,LAB,-2.15,0.1,PRIMARY LAB DenHartog2014,DH14,,10.1088/0067-0049/215/2/23,lab_rya945,0.19600000000000017,VALD3,True
53473,LAB,-2.35,0.07,PRIMARY LAB DenHartog2014,DH14,,10.1088/0067-0049/215/2/23,lab_rya945,-0.09100000000000019,VALD3,True
53483,LAB,-0.81,0.03,PRIMARY LAB Belmonte2017,BEL17,,10.3847/1538-4357/aa8cd3,lab_rya945,0.09999999999999998,VALD3,True
53724,LAB,-1.49,0.07,PRIMARY LAB Ruffoni2014,RU14,,10.1093/mnras/stu780,lab_rya945,-0.06000000000000005,VALD3,True
53760,LAB,-1.18,0.03,PRIMARY LAB DenHartog2014,DH14,,10.1088/0067-0049/215/2/23,lab_rya945,-0.06799999999999984,VALD3,True
53782,LAB,-0.81,0.03,PRIMARY LAB Ruffoni2014,RU14,,10.1093/mnras/stu780,lab_rya945,-0.2360000000000001,VALD3,True
53795,LAB,-1.62,0.04,PRIMARY LAB Ruffoni2014,RU14,,10.1093/mnras/stu780,lab_rya945,-0.037000000000000144,VALD3,True
53804,LAB,-0.53,0.03,PRIMARY LAB DenHartog2014,DH14,,10.1088/0067-0049/215/2/23,lab_rya945,-0.05800000000000005,VALD3,True
53819,LAB,-0.87,0.03,PRIMARY LAB DenHartog2014,DH14,,10.1088/0067-0049/215/2/23,lab_rya945,-0.07999999999999996,VALD3,True
53826,LAB,-0.97,0.03,PRIMARY LAB DenHartog2014,DH14,,10.1088/0067-0049/215/2/23,lab_rya945,-0.06799999999999995,VALD3,True
53836,LAB,-0.59,0.02,PRIMARY LAB DenHartog2014,DH14,,10.1088/0067-0049/215/2/23,lab_rya945,-0.06099999999999994,VALD3,True
53849,LAB,-1.73,0.11,PRIMARY LAB Ruffoni2014,RU14,,10.1093/mnras/stu780,lab_rya945,-0.53,VALD3,True
53855,LAB,-1.18,0.07,PRIMARY LAB DenHartog2014,DH14,,10.1088/0067-0049/215/2/23,lab_rya945,0.040000000000000036,VALD3,True
53872,LAB,-1.41,0.04,PRIMARY LAB Ruffoni2014,RU14,,10.1093/mnras/stu780,lab_rya945,0.508,VALD3,True
53876,LAB,-0.54,0.02,PRIMARY LAB DenHartog2014,DH14,,10.1088/0067-0049/215/2/23,lab_rya945,0.16999999999999993,VALD3,True
53933,LAB,-1.77,0.06,PRIMARY LAB DenHartog2014,DH14,,10.1088/0067-0049/215/2/23,lab_rya945,-0.08000000000000007,VALD3,True
53936,LAB,-0.97,0.03,PRIMARY LAB DenHartog2014,DH14,,10.1088/0067-0049/215/2/23,lab_rya945,-0.09099999999999997,VALD3,True
53950,LAB,-1.35,0.06,PRIMARY LAB Ruffoni2014,RU14,,10.1093/mnras/stu780,lab_rya945,0.029999999999999805,VALD3,True
53958,LAB,-2.67,0.08,PRIMARY LAB Belmonte2017,BEL17,,10.3847/1538-4357/aa8cd3,lab_rya945,0.2570000000000001,VALD3,True
53959,LAB,-1.27,0.04,PRIMARY LAB DenHartog2014,DH14,,10.1088/0067-0049/215/2/23,lab_rya945,-0.22399999999999998,VALD3,True
53960,LAB,-2.4,0.04,PRIMARY LAB Belmonte2017,BEL17,,10.3847/1538-4357/aa8cd3,lab_rya945,2.6410000000000005,VALD3,True
53969,LAB,-1.5,0.04,PRIMARY LAB DenHartog2014,DH14,,10.1088/0067-0049/215/2/23,lab_rya945,-0.0029999999999998916,VALD3,True
53980,LAB,-2.0,0.13,PRIMARY LAB DenHartog2014,DH14,,10.1088/0067-0049/215/2/23,lab_rya945,0.14000000000000012,VALD3,True
53983,LAB,-1.55,0.05,PRIMARY LAB DenHartog2014,DH14,,10.1088/0067-0049/215/2/23,lab_rya945,0.010000000000000009,VALD3,True
53990,LAB,-1.56,0.07,PRIMARY LAB DenHartog2014,DH14,,10.1088/0067-0049/215/2/23,lab_rya945,0.18999999999999995,VALD3,True
54000,LAB,-1.45,0.04,PRIMARY LAB Ruffoni2014,RU14,,10.1093/mnras/stu780,lab_rya945,-0.004999999999999893,VALD3,True
54017,LAB,0.27,0.03,PRIMARY LAB Belmonte2017,BEL17,,10.3847/1538-4357/aa8cd3,lab_rya945,0.05500000000000002,VALD3,True
54028,LAB,-1.23,0.03,PRIMARY LAB Belmonte2017,BEL17,,10.3847/1538-4357/aa8cd3,lab_rya945,0.03699999999999992,VALD3,True
54031,LAB,-1.28,0.03,PRIMARY LAB Belmonte2017,BEL17,,10.3847/1538-4357/aa8cd3,lab_rya945,0.16999999999999993,VALD3,True
54033,LAB,-1.4,0.03,PRIMARY LAB Belmonte2017,BEL17,,10.3847/1538-4357/aa8cd3,lab_rya945,-0.014000000000000012,VALD3,True
54054,LAB,-1.61,0.04,PRIMARY LAB DenHartog2014,DH14,,10.1088/0067-0049/215/2/23,lab_rya945,-0.2100000000000002,VALD3,True
54069,LAB,-1.64,0.1,PRIMARY LAB DenHartog2014,DH14,,10.1088/0067-0049/215/2/23,lab_rya945,-0.30899999999999994,VALD3,True
54079,LAB,-1.13,0.03,PRIMARY LAB DenHartog2014,DH14,,10.1088/0067-0049/215/2/23,lab_rya945,0.18100000000000005,VALD3,True
54107,LAB,-1.6,0.07,PRIMARY LAB DenHartog2014,DH14,,10.1088/0067-0049/215/2/23,lab_rya945,-0.385,VALD3,True
54121,LAB,-0.21,0.02,PRIMARY LAB Ruffoni2014,RU14,,10.1093/mnras/stu780,lab_rya945,-0.006000000000000005,VALD3,True
54122,LAB,-1.47,0.09,PRIMARY LAB Ruffoni2014,RU14,,10.1093/mnras/stu780,lab_rya945,0.08099999999999996,VALD3,True
54145,LAB,-1.19,0.04,PRIMARY LAB DenHartog2014,DH14,,10.1088/0067-0049/215/2/23,lab_rya945,0.07000000000000006,VALD3,True
54162,LAB,-0.28,0.02,PRIMARY LAB Ruffoni2014,RU14,,10.1093/mnras/stu780,lab_rya945,0.04099999999999998,VALD3,True
54179,LAB,-0.7,0.03,PRIMARY LAB DenHartog2014,DH14,,10.1088/0067-0049/215/2/23,lab_rya945,-0.029999999999999916,VALD3,True
54232,LAB,-1.66,0.03,PRIMARY LAB Belmonte2017,BEL17,,10.3847/1538-4357/aa8cd3,lab_rya945,0.04100000000000015,VALD3,True
54296,LAB,-0.56,0.02,PRIMARY LAB Ruffoni2014,RU14,,10.1093/mnras/stu780,lab_rya945,-0.01200000000000001,VALD3,True
54333,LAB,0.17,0.02,PRIMARY LAB Belmonte2017,BEL17,,10.3847/1538-4357/aa8cd3,lab_rya945,0.015000000000000013,VALD3,True
54361,LAB,-0.95,0.04,PRIMARY LAB Belmonte2017,BEL17,,10.3847/1538-4357/aa8cd3,lab_rya945,0.040000000000000036,OTHER,True
54491,LAB,-0.6,0.02,PRIMARY LAB Ruffoni2014,RU14,,10.1093/mnras/stu780,lab_rya945,0.0,OTHER,True
54545,LAB,-1.43,0.04,PRIMARY LAB DenHartog2014,DH14,,10.1088/0067-0049/215/2/23,lab_rya945,0.0,OTHER,True
54610,LAB,-1.4,0.05,PRIMARY LAB DenHartog2014,DH14,,10.1088/0067-0049/215/2/23,lab_rya945,-0.010000000000000009,OTHER,True
54682,LAB,-1.75,0.14,PRIMARY LAB Ruffoni2014,RU14,,10.1093/mnras/stu780,lab_rya945,0.0,OTHER,True
54691,LAB,-1.58,0.05,PRIMARY LAB DenHartog2014,DH14,,10.1088/0067-0049/215/2/23,lab_rya945,0.10999999999999988,OTHER,True
54732,LAB,-2.2,0.09,PRIMARY LAB DenHartog2014,DH14,,10.1088/0067-0049/215/2/23,lab_rya945,0.0,OTHER,True
54737,LAB,-1.95,0.11,PRIMARY LAB DenHartog2014,DH14,,10.1088/0067-0049/215/2/23,lab_rya945,0.0,OTHER,True
54746,LAB,-1.17,0.03,PRIMARY LAB DenHartog2014,DH14,,10.1088/0067-0049/215/2/23,lab_rya945,0.0,OTHER,True
54748,LAB,-1.74,0.07,PRIMARY LAB DenHartog2014,DH14,,10.1088/0067-0049/215/2/23,lab_rya945,0.010000000000000009,OTHER,True
54917,LAB,-1.81,0.05,PRIMARY LAB Belmonte2017,BEL17,,10.3847/1538-4357/aa8cd3,lab_rya945,0.12199999999999989,OTHER,True
54995,LAB,-1.15,0.03,PRIMARY LAB Ruffoni2014,RU14,,10.1093/mnras/stu780,lab_rya945,0.0,OTHER,True
55019,LAB,-1.64,0.03,PRIMARY LAB Belmonte2017,BEL17,,10.3847/1538-4357/aa8cd3,lab_rya945,0.08900000000000019,OTHER,True
55041,LAB,-1.57,0.03,PRIMARY LAB Belmonte2017,BEL17,,10.3847/1538-4357/aa8cd3,lab_rya945,0.11299999999999999,OTHER,True
55086,LAB,-1.81,0.18,PRIMARY LAB Ruffoni2014,RU14,,10.1093/mnras/stu780,lab_rya945,0.0,OTHER,True
55096,LAB,-2.4,0.09,PRIMARY LAB Belmonte2017,BEL17,,10.3847/1538-4357/aa8cd3,lab_rya945,0.22999999999999998,OTHER,True
55099,LAB,-1.84,0.04,PRIMARY LAB Belmonte2017,BEL17,,10.3847/1538-4357/aa8cd3,lab_rya945,-0.013000000000000123,OTHER,True
55231,LAB,-0.99,0.03,PRIMARY LAB Ruffoni2014,RU14,,10.1093/mnras/stu780,lab_rya945,0.0,OTHER,True
55265,LAB,-1.74,0.03,PRIMARY LAB Belmonte2017,BEL17,,10.3847/1538-4357/aa8cd3,lab_rya945,0.03499999999999992,OTHER,True
55325,LAB,-1.61,0.05,PRIMARY LAB Ruffoni2014,RU14,,10.1093/mnras/stu780,lab_rya945,0.0,OTHER,True
55360,LAB,-1.58,0.05,PRIMARY LAB Belmonte2017,BEL17,,10.3847/1538-4357/aa8cd3,lab_rya945,0.020000000000000018,OTHER,True
55431,LAB,-1.36,0.03,PRIMARY LAB Belmonte2017,BEL17,,10.3847/1538-4357/aa8cd3,lab_rya945,-0.018000000000000016,OTHER,True
55481,LAB,-1.29,0.03,PRIMARY LAB Belmonte2017,BEL17,,10.3847/1538-4357/aa8cd3,lab_rya945,-0.01100000000000012,OTHER,True
55495,LAB,-1.22,0.04,PRIMARY LAB Ruffoni2014,RU14,,10.1093/mnras/stu780,lab_rya945,0.0,OTHER,True
55566,LAB,-0.34,0.02,PRIMARY LAB Ruffoni2014,RU14,,10.1093/mnras/stu780,lab_rya945,0.0,OTHER,True
55582,LAB,-1.93,0.05,PRIMARY LAB Belmonte2017,BEL17,,10.3847/1538-4357/aa8cd3,lab_rya945,0.0030000000000001137,OTHER,True
55587,LAB,-1.5,0.06,PRIMARY LAB Ruffoni2014,RU14,,10.1093/mnras/stu780,lab_rya945,0.030000000000000027,OTHER,True
55592,LAB,-1.44,0.06,PRIMARY LAB Ruffoni2014,RU14,,10.1093/mnras/stu780,lab_rya945,0.0,OTHER,True
55601,LAB,-0.64,0.02,PRIMARY LAB DenHartog2014,DH14,,10.1088/0067-0049/215/2/23,lab_rya945,0.030000000000000027,OTHER,True
55618,LAB,-1.72,0.04,PRIMARY LAB DenHartog2014,DH14,,10.1088/0067-0049/215/2/23,lab_rya945,0.0,OTHER,True
55642,LAB,-1.14,0.03,PRIMARY LAB Belmonte2017,BEL17,,10.3847/1538-4357/aa8cd3,lab_rya945,-0.0040000000000000036,OTHER,True
55646,LAB,-3.39,0.14,PRIMARY LAB DenHartog2014,DH14,,10.1088/0067-0049/215/2/23,lab_rya945,0.0,OTHER,True
55649,LAB,-1.7,0.06,PRIMARY LAB DenHartog2014,DH14,,10.1088/0067-0049/215/2/23,lab_rya945,-0.010000000000000009,OTHER,True
55698,LAB,-1.96,0.05,PRIMARY LAB Belmonte2017,BEL17,,10.3847/1538-4357/aa8cd3,lab_rya945,0.08999999999999986,OTHER,True
55742,LAB,-2.02,0.04,PRIMARY LAB Ruffoni2014,RU14,,10.1093/mnras/stu780,lab_rya945,0.0,OTHER,True
55756,LAB,-1.95,0.05,PRIMARY LAB Belmonte2017,BEL17,,10.3847/1538-4357/aa8cd3,lab_rya945,0.1399999999999999,KURUCZ,True
55824,LAB,-0.82,0.02,PRIMARY LAB Belmonte2017,BEL17,,10.3847/1538-4357/aa8cd3,lab_rya945,0.19200000000000006,OTHER,True
55842,LAB,-2.81,0.09,PRIMARY LAB DenHartog2014,DH14,,10.1088/0067-0049/215/2/23,lab_rya945,0.0,OTHER,True
55883,LAB,-2.17,0.04,PRIMARY LAB DenHartog2014,DH14,,10.1088/0067-0049/215/2/23,lab_rya945,0.0,OTHER,True
55910,LAB,-2.35,0.06,PRIMARY LAB DenHartog2014,DH14,,10.1088/0067-0049/215/2/23,lab_rya945,0.029999999999999805,OTHER,True
55943,LAB,-1.83,0.03,PRIMARY LAB Ruffoni2014,RU14,,10.1093/mnras/stu780,lab_rya945,0.0,OTHER,True
55983,LAB,-1.73,0.03,PRIMARY LAB Belmonte2017,BEL17,,10.3847/1538-4357/aa8cd3,lab_rya945,0.028000000000000025,OTHER,True
56041,LAB,-1.33,0.03,PRIMARY LAB DenHartog2014,DH14,,10.1088/0067-0049/215/2/23,lab_rya945,0.0,OTHER,True
56047,LAB,-2.62,0.15,PRIMARY LAB Ruffoni2014,RU14,,10.1093/mnras/stu780,lab_rya945,0.07299999999999995,OTHER,True
56078,LAB,-1.06,0.03,PRIMARY LAB DenHartog2014,DH14,,10.1088/0067-0049/215/2/23,lab_rya945,0.010000000000000009,OTHER,True
56096,LAB,-1.27,0.02,PRIMARY LAB DenHartog2014,DH14,,10.1088/0067-0049/215/2/23,lab_rya945,0.030000000000000027,OTHER,True
56114,LAB,-2.58,0.05,PRIMARY LAB Belmonte2017,BEL17,,10.3847/1538-4357/aa8cd3,lab_rya945,0.007000000000000117,OTHER,True
56148,LAB,-1.29,0.03,PRIMARY LAB DenHartog2014,DH14,,10.1088/0067-0049/215/2/23,lab_rya945,0.0,OTHER,True
56207,LAB,-1.14,0.03,PRIMARY LAB DenHartog2014,DH14,,10.1088/0067-0049/215/2/23,lab_rya945,0.05800000000000005,OTHER,True
56208,LAB,-1.34,0.02,PRIMARY LAB Ruffoni2014,RU14,,10.1093/mnras/stu780,lab_rya945,0.0,OTHER,True
56255,LAB,-0.71,0.03,PRIMARY LAB DenHartog2014,DH14,,10.1088/0067-0049/215/2/23,lab_rya945,0.006000000000000005,OTHER,True
56258,LAB,-1.08,0.03,PRIMARY LAB DenHartog2014,DH14,,10.1088/0067-0049/215/2/23,lab_rya945,0.04999999999999982,OTHER,True
56264,LAB,-1.25,0.03,PRIMARY LAB DenHartog2014,DH14,,10.1088/0067-0049/215/2/23,lab_rya945,-0.008000000000000007,OTHER,True
56291,LAB,-0.68,0.02,PRIMARY LAB DenHartog2014,DH14,,10.1088/0067-0049/215/2/23,lab_rya945,0.02499999999999991,OTHER,True
56383,LAB,-1.32,0.05,PRIMARY LAB DenHartog2014,DH14,,10.1088/0067-0049/215/2/23,lab_rya945,0.0,OTHER,True
56388,LAB,-0.96,0.02,PRIMARY LAB Ruffoni2014,RU14,,10.1093/mnras/stu780,lab_rya945,0.0,OTHER,True
56394,LAB,-2.07,0.11,PRIMARY LAB Belmonte2017,BEL17,,10.3847/1538-4357/aa8cd3,lab_rya945,-0.03699999999999992,OTHER,True
56395,LAB,-1.32,0.04,PRIMARY LAB DenHartog2014,DH14,,10.1088/0067-0049/215/2/23,lab_rya945,0.010000000000000009,OTHER,True
56434,LAB,-1.86,0.08,PRIMARY LAB Ruffoni2014,RU14,,10.1093/mnras/stu780,lab_rya945,0.0,OTHER,True
56445,LAB,-2.89,0.09,PRIMARY LAB DenHartog2014,DH14,,10.1088/0067-0049/215/2/23,lab_rya945,0.009999999999999787,OTHER,True
56449,LAB,-1.06,0.03,PRIMARY LAB DenHartog2014,DH14,,10.1088/0067-0049/215/2/23,lab_rya945,0.02299999999999991,OTHER,True
56477,LAB,-0.67,0.02,PRIMARY LAB DenHartog2014,DH14,,10.1088/0067-0049/215/2/23,lab_rya945,0.0040000000000000036,OTHER,True
56494,LAB,-2.4,0.07,PRIMARY LAB Ruffoni2014,RU14,,10.1093/mnras/stu780,lab_rya945,0.0,OTHER,True
56513,LAB,-1.25,0.04,PRIMARY LAB DenHartog2014,DH14,,10.1088/0067-0049/215/2/23,lab_rya945,0.08600000000000008,OTHER,True
56581,LAB,-1.41,0.04,PRIMARY LAB DenHartog2014,DH14,,10.1088/0067-0049/215/2/23,lab_rya945,0.010000000000000009,OTHER,True
56582,LAB,-2.27,0.05,PRIMARY LAB Ruffoni2014,RU14,,10.1093/mnras/stu780,lab_rya945,0.06999999999999984,OTHER,True
56628,LAB,-2.62,0.06,PRIMARY LAB DenHartog2014,DH14,,10.1088/0067-0049/215/2/23,lab_rya945,-0.016000000000000014,OTHER,True
56693,LAB,-2.15,0.05,PRIMARY LAB Ruffoni2014,RU14,,10.1093/mnras/stu780,lab_rya945,0.0,OTHER,True
56789,LAB,-1.65,0.03,PRIMARY LAB DenHartog2014,DH14,,10.1088/0067-0049/215/2/23,lab_rya945,0.0,OTHER,True
56833,LAB,-1.63,0.03,PRIMARY LAB DenHartog2014,DH14,,10.1088/0067-0049/215/2/23,lab_rya945,0.07000000000000006,OTHER,True
56852,LAB,-2.33,0.08,PRIMARY LAB Ruffoni2014,RU14,,10.1093/mnras/stu780,lab_rya945,0.0,OTHER,True
56878,LAB,-0.34,0.02,PRIMARY LAB Ruffoni2014,RU14,,10.1093/mnras/stu780,lab_rya945,0.009999999999999953,OTHER,True
56894,LAB,-1.9,0.04,PRIMARY LAB Ruffoni2014,RU14,,10.1093/mnras/stu780,lab_rya945,0.0,OTHER,True
56916,LAB,-1.48,0.03,PRIMARY LAB DenHartog2014,DH14,,10.1088/0067-0049/215/2/23,lab_rya945,0.0,OTHER,True
56926,LAB,-0.97,0.03,PRIMARY LAB Ruffoni2014,RU14,,10.1093/mnras/stu780,lab_rya945,0.0,OTHER,True
56945,LAB,-1.19,0.03,PRIMARY LAB Ruffoni2014,RU14,,10.1093/mnras/stu780,lab_rya945,0.0,OTHER,True
56948,LAB,-0.38,0.02,PRIMARY LAB Ruffoni2014,RU14,,10.1093/mnras/stu780,lab_rya945,0.006000000000000005,OTHER,True
56966,LAB,-1.89,0.05,PRIMARY LAB DenHartog2014,DH14,,10.1088/0067-0049/215/2/23,lab_rya945,0.0,OTHER,True
56975,LAB,-0.89,0.02,PRIMARY LAB Ruffoni2014,RU14,,10.1093/mnras/stu780,lab_rya945,0.013000000000000012,OTHER,True
56979,LAB,-1.73,0.1,PRIMARY LAB Ruffoni2014,RU14,,10.1093/mnras/stu780,lab_rya945,0.31999999999999984,VALD3,True
56987,LAB,-1.7,0.03,PRIMARY LAB DenHartog2014,DH14,,10.1088/0067-0049/215/2/23,lab_rya945,0.14000000000000012,VALD3,True
56999,LAB,-1.28,0.02,PRIMARY LAB DenHartog2014,DH14,,10.1088/0067-0049/215/2/23,lab_rya945,0.030000000000000027,OTHER,True
57005,LAB,-1.84,0.08,PRIMARY LAB Ruffoni2014,RU14,,10.1093/mnras/stu780,lab_rya945,0.0,OTHER,True
57006,LAB,-1.75,0.07,PRIMARY LAB Ruffoni2014,RU14,,10.1093/mnras/stu780,lab_rya945,0.040000000000000036,OTHER,True
57080,LAB,-1.56,0.05,PRIMARY LAB Ruffoni2014,RU14,,10.1093/mnras/stu780,lab_rya945,0.0,OTHER,True
57082,LAB,-2.39,0.07,PRIMARY LAB Belmonte2017,BEL17,,10.3847/1538-4357/aa8cd3,lab_rya945,0.06400000000000006,KURUCZ,True
57111,LAB,-1.11,0.02,PRIMARY LAB Ruffoni2014,RU14,,10.1093/mnras/stu780,lab_rya945,0.0,OTHER,True
57120,LAB,-1.5,0.03,PRIMARY LAB DenHartog2014,DH14,,10.1088/0067-0049/215/2/23,lab_rya945,-0.010000000000000009,OTHER,True
57159,LAB,-0.79,0.02,PRIMARY LAB DenHartog2014,DH14,,10.1088/0067-0049/215/2/23,lab_rya945,0.0020000000000000018,OTHER,True
57183,LAB,-0.69,0.03,PRIMARY LAB Ruffoni2014,RU14,,10.1093/mnras/stu780,lab_rya945,0.040000000000000036,OTHER,True
57222,LAB,-0.44,0.02,PRIMARY LAB DenHartog2014,DH14,,10.1088/0067-0049/215/2/23,lab_rya945,0.12000000000000005,VALD3,True
57280,LAB,-0.01,0.02,PRIMARY LAB Ruffoni2014,RU14,,10.1093/mnras/stu780,lab_rya945,0.0,OTHER,True
57284,LAB,-1.46,0.03,PRIMARY LAB Ruffoni2014,RU14,,10.1093/mnras/stu780,lab_rya945,0.0,OTHER,True
57293,LAB,-0.12,0.02,PRIMARY LAB Ruffoni2014,RU14,,10.1093/mnras/stu780,lab_rya945,0.0,OTHER,True
57322,LAB,-0.18,0.02,PRIMARY LAB DenHartog2014,DH14,,10.1088/0067-0049/215/2/23,lab_rya945,0.123,VALD3,True
57363,LAB,-0.33,0.02,PRIMARY LAB Ruffoni2014,RU14,,10.1093/mnras/stu780,lab_rya945,0.2,VALD3,True
57367,LAB,-1.67,0.08,PRIMARY LAB Ruffoni2014,RU14,,10.1093/mnras/stu780,lab_rya945,0.0,OTHER,True
57390,LAB,-1.02,0.02,PRIMARY LAB Ruffoni2014,RU14,,10.1093/mnras/stu780,lab_rya945,0.016000000000000014,OTHER,True
57425,LAB,-1.52,0.03,PRIMARY LAB DenHartog2014,DH14,,10.1088/0067-0049/215/2/23,lab_rya945,0.008000000000000007,OTHER,True
57460,LAB,-1.0,0.02,PRIMARY LAB DenHartog2014,DH14,,10.1088/0067-0049/215/2/23,lab_rya945,0.030000000000000027,VALD3,True
57614,LAB,-0.88,0.02,PRIMARY LAB Ruffoni2014,RU14,,10.1093/mnras/stu780,lab_rya945,0.0,OTHER,True
57618,LAB,-1.39,0.03,PRIMARY LAB DenHartog2014,DH14,,10.1088/0067-0049/215/2/23,lab_rya945,-0.019999999999999796,OTHER,True
57659,LAB,-1.41,0.03,PRIMARY LAB Belmonte2017,BEL17,,10.3847/1538-4357/aa8cd3,lab_rya945,-0.04399999999999982,OTHER,True
57724,LAB,-1.67,0.07,PRIMARY LAB Ruffoni2014,RU14,,10.1093/mnras/stu780,lab_rya945,0.0,OTHER,True
57736,LAB,0.36,0.02,PRIMARY LAB DenHartog2014,DH14,,10.1088/0067-0049/215/2/23,lab_rya945,0.21999999999999997,VALD3,True
57749,LAB,-0.73,0.02,PRIMARY LAB Ruffoni2014,RU14,,10.1093/mnras/stu780,lab_rya945,0.0040000000000000036,OTHER,True
57841,LAB,-2.27,0.1,PRIMARY LAB Ruffoni2014,RU14,,10.1093/mnras/stu780,lab_rya945,0.0,OTHER,True
57956,LAB,-0.89,0.02,PRIMARY LAB DenHartog2014,DH14,,10.1088/0067-0049/215/2/23,lab_rya945,0.0010000000000000009,OTHER,True
57975,LAB,-0.86,0.02,PRIMARY LAB DenHartog2014,DH14,,10.1088/0067-0049/215/2/23,lab_rya945,0.0010000000000000009,OTHER,True
57980,LAB,-1.07,0.02,PRIMARY LAB DenHartog2014,DH14,,10.1088/0067-0049/215/2/23,lab_rya945,0.0040000000000000036,OTHER,True
58011,LAB,-0.55,0.02,PRIMARY LAB Ruffoni2014,RU14,,10.1093/mnras/stu780,lab_rya945,0.0010000000000000009,OTHER,True
58072,LAB,-0.83,0.02,PRIMARY LAB Belmonte2017,BEL17,,10.3847/1538-4357/aa8cd3,lab_rya945,0.137,VALD3,True
58105,LAB,-1.58,0.02,PRIMARY LAB DenHartog2014,DH14,,10.1088/0067-0049/215/2/23,lab_rya945,-0.001000000000000112,OTHER,True
58133,LAB,-0.87,0.02,PRIMARY LAB DenHartog2014,DH14,,10.1088/0067-0049/215/2/23,lab_rya945,0.010000000000000009,OTHER,True
58170,LAB,-1.01,0.02,PRIMARY LAB DenHartog2014,DH14,,10.1088/0067-0049/215/2/23,lab_rya945,-0.0020000000000000018,OTHER,True
