canon_index,to_tier,log_gf,sigma_dex,loggf_reference,lab_source_tag,nist_grade,gf_source_doi,adjudication_status,delta,from_tier,kept
52782,NIST-C+,-0.9825492704894638,0.012837224705172217,NIST-C+ T3548,NIST-C+,A,https://physics.nist.gov/asd,nist_rya945,-0.0005492704894638489,VALD3,True
52760,NIST-C+,-0.7092977567121456,0.012837224705172217,NIST-C+ T3547,NIST-C+,A,https://physics.nist.gov/asd,nist_rya945,0.0007022432878543983,VALD3,True
52745,NIST-C+,-1.2862575215909176,0.012837224705172217,NIST-C+ T3547,NIST-C+,A,https://physics.nist.gov/asd,nist_rya945,-0.0002575215909175199,VALD3,True
163909,NIST-C+,-0.1938878898309088,0.012837224705172217,NIST-C+ T3548,NIST-C+,A,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
54415,NIST-C+,-3.3555614105321614,0.012837224705172217,NIST-C+ T3547,NIST-C+,A,https://physics.nist.gov/asd,nist_rya945,0.0004385894678384794,OTHER,True
65122,NIST-C+,-4.848017604542526,0.012837224705172217,NIST-C+ T3548,NIST-C+,A,https://physics.nist.gov/asd,nist_rya945,-1.7604542525972988e-05,OTHER,True
165420,NIST-C+,-0.6460837690796369,0.012837224705172217,NIST-C+ T3548,NIST-C+,A,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
146121,NIST-C+,-1.7316560860489354,0.012837224705172217,NIST-C+ T3547,NIST-C+,A,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
145920,NIST-C+,-0.585026652029182,0.012837224705172217,NIST-C+ T3547,NIST-C+,A,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
146558,NIST-C+,-0.3597173703033192,0.012837224705172217,NIST-C+ T3547,NIST-C+,A,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
146631,NIST-C+,-1.47755576649368,0.012837224705172217,NIST-C+ T3547,NIST-C+,A,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
147353,NIST-C+,-0.558304864359283,0.012837224705172217,NIST-C+ T3547,NIST-C+,A,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
146455,NIST-C+,-1.553929064298995,0.012837224705172217,NIST-C+ T3547,NIST-C+,A,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
146152,NIST-C+,-0.8371370066780739,0.012837224705172217,NIST-C+ T3547,NIST-C+,A,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
146692,NIST-C+,-0.8446639625349383,0.012837224705172217,NIST-C+ T3547,NIST-C+,A,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
78826,NIST-C+,0.429752280002408,0.029383777685209667,NIST-C+ T6892c83,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,0.0007522800024080123,OTHER,True
78814,NIST-C+,-0.2907300390241692,0.029383777685209667,NIST-C+ T6892c83,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,-0.0017300390241692387,OTHER,True
54421,NIST-C+,-0.4854522473397139,0.029383777685209667,NIST-C+ T5720,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,-0.0014522473397139413,OTHER,True
54428,NIST-C+,-4.3431619807553824e-05,0.029383777685209667,NIST-C+ T5720,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,-4.3431619807553824e-05,OTHER,True
78786,NIST-C+,-0.2580609222708011,0.029383777685209667,NIST-C+ T6892c83,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,0.0009390777291989338,OTHER,True
72407,NIST-C+,0.421603926869831,0.029383777685209667,NIST-C+ T6892c83,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,0.0006039268698310174,OTHER,True
54443,NIST-C+,-0.5054280157698013,0.029383777685209667,NIST-C+ T5720,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,0.0005719842301986633,OTHER,True
54451,NIST-C+,-0.5100415205751654,0.029383777685209667,NIST-C+ T5720,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,-4.152057516537688e-05,OTHER,True
54456,NIST-C+,-1.410273743745763,0.029383777685209667,NIST-C+ T5720,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,-0.0002737437457631664,OTHER,True
78785,NIST-C+,-0.0716041477432861,0.029383777685209667,NIST-C+ T6892c83,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,0.00039585225671388835,OTHER,True
78744,NIST-C+,-0.1598939055432422,0.029383777685209667,NIST-C+ T6892c83,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,0.13610609445675778,KURUCZ,True
54506,NIST-C+,-4.378927628856374,0.029383777685209667,NIST-C+ T4920,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,7.237114362546038e-05,OTHER,True
54517,NIST-C+,-0.233215484502141,0.029383777685209667,NIST-C+ T5720,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,-0.00021548450214098347,OTHER,True
54525,NIST-C+,-1.6426369693848573,0.029383777685209667,NIST-C+ T5720,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,0.0003630306151427565,OTHER,True
54570,NIST-C+,-0.7139928779205255,0.029383777685209667,NIST-C+ T5720,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,7.1220794745086025e-06,OTHER,True
54326,NIST-C+,-0.4558078892349674,0.029383777685209667,NIST-C+ T5720,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,0.0011921107650326168,VALD3,True
54320,NIST-C+,-0.6955094722265123,0.029383777685209667,NIST-C+ T5720,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,0.0004905277734876812,VALD3,True
78904,NIST-C+,0.0111473607757974,0.029383777685209667,NIST-C+ T6892c83,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,0.0011473607757974003,OTHER,True
78691,NIST-C+,-0.051587034221399,0.029383777685209667,NIST-C+ T6892c83,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,-0.0005870342213990035,OTHER,True
80222,NIST-C+,-0.2580609222708011,0.029383777685209667,NIST-C+ T6892c83,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,-6.092227080106705e-05,OTHER,True
80202,NIST-C+,-0.2839966563652008,0.029383777685209667,NIST-C+ T6892c83,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,0.002003343634799204,OTHER,True
53746,NIST-C+,-1.9186526921958675,0.029383777685209667,NIST-C+ T5720,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,0.0013473078041323916,VALD3,True
53785,NIST-C+,0.0625819842281631,0.029383777685209667,NIST-C+ T5720,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,0.0005819842281631071,VALD3,True
53821,NIST-C+,-2.0181813928293364,0.029383777685209667,NIST-C+ T5720,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,0.0008186071706637321,VALD3,True
80114,NIST-C+,0.2127201544178423,0.029383777685209667,NIST-C+ T6892c83,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,-0.00027984558215768396,OTHER,True
53843,NIST-C+,-1.467882883751196,0.029383777685209667,NIST-C+ T5720,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,0.00011711624880406113,VALD3,True
53924,NIST-C+,-1.47729500726525,0.029383777685209667,NIST-C+ T5720,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,-0.0002950072652498914,VALD3,True
78875,NIST-C+,-0.1101382787418115,0.029383777685209667,NIST-C+ T6892c83,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,-0.0021382787418114946,OTHER,True
80090,NIST-C+,-0.2395775165767879,0.029383777685209667,NIST-C+ T6892c83,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,-0.001577516576787924,OTHER,True
79802,NIST-C+,-0.3467874862246564,0.029383777685209667,NIST-C+ T6892c83,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,-0.0027874862246564103,OTHER,True
54124,NIST-C+,-0.5114492834995558,0.029383777685209667,NIST-C+ T5720,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,-0.00044928349955575264,VALD3,True
79115,NIST-C+,-0.3045183235098025,0.029383777685209667,NIST-C+ T6892c83,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,-0.0015183235098025216,OTHER,True
79040,NIST-C+,-0.1778319206319825,0.029383777685209667,NIST-C+ T6892c83,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,0.002168079368017495,OTHER,True
54176,NIST-C+,-0.4028535121663046,0.029383777685209667,NIST-C+ T5720,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,0.00014648783369541896,VALD3,True
79019,NIST-C+,0.0674428427763806,0.029383777685209667,NIST-C+ T6892c83,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,0.00044284277638059755,OTHER,True
78922,NIST-C+,-0.2218487496163564,0.029383777685209667,NIST-C+ T6892c83,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,-0.0008487496163563923,OTHER,True
54071,NIST-C+,-0.6746896282889389,0.029383777685209667,NIST-C+ T5720,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,0.0003103717110611859,VALD3,True
78669,NIST-C+,-0.3169529617611504,0.029383777685209667,NIST-C+ T6892c83,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,-0.0009529617611503949,OTHER,True
54739,NIST-C+,-2.061480274823508,0.029383777685209667,NIST-C+ T5720,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,0.0005197251764919031,OTHER,True
78593,NIST-C+,-0.2189630613788681,0.029383777685209667,NIST-C+ T6892c83,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,-0.0009630613788680908,OTHER,True
55459,NIST-C+,-1.3010299956639813,0.029383777685209667,NIST-C+ T5720,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,-0.002029995663981321,OTHER,True
77971,NIST-C+,-0.3045183235098025,0.029383777685209667,NIST-C+ T6892c83,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,0.03248167649019751,KURUCZ,True
55515,NIST-C+,-0.6003262785189618,0.029383777685209667,NIST-C+ T5720,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,-0.00032627851896183113,OTHER,True
77104,NIST-C+,0.4446692309385245,0.029383777685209667,NIST-C+ T6892c83,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,-0.0003307690614754999,OTHER,True
55565,NIST-C+,-0.8187282284405385,0.029383777685209667,NIST-C+ T5720,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,0.00027177155946145337,OTHER,True
77079,NIST-C+,-0.0604807473813815,0.029383777685209667,NIST-C+ T6892c83,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,-0.0014807473813815003,OTHER,True
82461,NIST-C+,0.2415464805965484,0.029383777685209667,NIST-C+ T6892c83,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,-0.00045351940345159103,OTHER,True
78184,NIST-C+,-0.3645162531850879,0.029383777685209667,NIST-C+ T6892c83,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,0.0004837468149120894,KURUCZ,True
77078,NIST-C+,-0.1726307269461747,0.029383777685209667,NIST-C+ T6892c83,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,-0.002630726946174694,OTHER,True
76784,NIST-C+,-0.0177287669604316,0.029383777685209667,NIST-C+ T6892c83,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,-0.0007287669604315976,OTHER,True
76602,NIST-C+,0.1975562131535365,0.029383777685209667,NIST-C+ T6892c83,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,0.0005562131535364889,OTHER,True
76563,NIST-C+,-0.2518119729937995,0.029383777685209667,NIST-C+ T6892c83,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,-0.1428119729937995,KURUCZ,True
76469,NIST-C+,0.4771212547196624,0.029383777685209667,NIST-C+ T6892c83,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,0.0011212547196624012,OTHER,True
76382,NIST-C+,0.6739419986340878,0.029383777685209667,NIST-C+ T6892c83,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,-5.800136591227467e-05,OTHER,True
56349,NIST-C+,-1.5233132570543553,0.029383777685209667,NIST-C+ T5720,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,-0.00031325705435536477,OTHER,True
56399,NIST-C+,-1.6120765330265632,0.029383777685209667,NIST-C+ T5720,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,-7.653302656307481e-05,OTHER,True
76952,NIST-C+,-0.3045183235098025,0.029383777685209667,NIST-C+ T6892c83,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,0.001481676490197481,OTHER,True
55413,NIST-C+,-1.0428718023231869,0.029383777685209667,NIST-C+ T5720,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,0.0001281976768130466,OTHER,True
78262,NIST-C+,-0.0034883278458213,0.029383777685209667,NIST-C+ T6892c83,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,0.0005116721541787001,OTHER,True
78307,NIST-C+,0.2944662261615929,0.029383777685209667,NIST-C+ T6892c83,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,0.00046622616159291974,OTHER,True
54711,NIST-C+,-0.7783250029292311,0.029383777685209667,NIST-C+ T5720,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,0.0006749970707689013,OTHER,True
53577,NIST-C+,-1.0630341028921295,0.029383777685209667,NIST-C+ T5720,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,-3.410289212957274e-05,VALD3,True
54773,NIST-C+,-1.1102502247359622,0.029383777685209667,NIST-C+ T5720,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,-0.00025022473596214567,OTHER,True
54790,NIST-C+,-0.4052760535902532,0.029383777685209667,NIST-C+ T5720,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,-0.000276053590253178,OTHER,True
54834,NIST-C+,-0.0721165896692931,0.029383777685209667,NIST-C+ T5720,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,0.0008834103307068936,OTHER,True
78581,NIST-C+,-0.204815410317576,0.029383777685209667,NIST-C+ T6892c83,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,-0.0018154103175759828,OTHER,True
54865,NIST-C+,-0.9645702618154516,0.029383777685209667,NIST-C+ T5720,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,0.0004297381845483894,OTHER,True
54913,NIST-C+,0.0064660422492317,0.029383777685209667,NIST-C+ T5720,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,0.00046604224923170023,OTHER,True
78502,NIST-C+,-0.3027706572402824,0.029383777685209667,NIST-C+ T6892c83,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,-0.4017706572402824,KURUCZ,True
78501,NIST-C+,-0.3726341434072673,0.029383777685209667,NIST-C+ T6892c83,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,-0.0036341434072673096,OTHER,True
55026,NIST-C+,-1.2873502983727887,0.029383777685209667,NIST-C+ T5720,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,-0.00035029837278877096,OTHER,True
78459,NIST-C+,-0.0634862575211067,0.029383777685209667,NIST-C+ T6892c83,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,-0.0014862575211067042,OTHER,True
78403,NIST-C+,0.0906107078284066,0.029383777685209667,NIST-C+ T6892c83,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,-0.0003892921715933917,OTHER,True
78355,NIST-C+,0.1795517911651877,0.029383777685209667,NIST-C+ T6892c83,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,-0.019448208834812297,KURUCZ,True
78330,NIST-C+,-0.3665315444204135,0.029383777685209667,NIST-C+ T6892c83,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,-0.21053154442041352,KURUCZ,True
78329,NIST-C+,0.0334237554869497,0.029383777685209667,NIST-C+ T6892c83,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,0.00042375548694970067,OTHER,True
55319,NIST-C+,-1.114638779968488,0.029383777685209667,NIST-C+ T5720,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,0.00036122003151195514,OTHER,True
54647,NIST-C+,-1.8127613801685216,0.029383777685209667,NIST-C+ T5720,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,-0.0007613801685215638,OTHER,True
80239,NIST-C+,-0.348721986001856,0.029383777685209667,NIST-C+ T6892c83,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,-0.003721986001856026,OTHER,True
53317,NIST-C+,-1.6615435063953952,0.029383777685209667,NIST-C+ T5720,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,0.0004564936046047574,VALD3,True
53341,NIST-C+,-0.4277093938485824,0.029383777685209667,NIST-C+ T5720,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,0.00029060615141757173,VALD3,True
81293,NIST-C+,0.886490725172482,0.029383777685209667,NIST-C+ T6892c83,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,0.01849072517248196,KURUCZ,True
52447,NIST-C+,-0.9374180157718368,0.029383777685209667,NIST-C+ T5720,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,-0.000418015771836755,VALD3,True
81292,NIST-C+,-0.216096420727265,0.029383777685209667,NIST-C+ T6892c83,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,-0.0010964207272650128,OTHER,True
52491,NIST-C+,-1.00436480540245,0.029383777685209667,NIST-C+ T5720,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,0.001635194597549905,VALD3,True
80790,NIST-C+,-0.2708352103072299,0.029383777685209667,NIST-C+ T6892c83,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,-0.0018352103072298842,OTHER,True
52499,NIST-C+,0.1091396439040161,0.029383777685209667,NIST-C+ T5720,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,0.00013964390401610682,VALD3,True
80760,NIST-C+,-0.204815410317576,0.029383777685209667,NIST-C+ T6892c83,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,1.373184589682424,OTHER,True
166922,NIST-C+,-1.5130031115681777,0.029383777685209667,NIST-C+ T5720,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
52528,NIST-C+,0.3121773564397787,0.029383777685209667,NIST-C+ T5720,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,0.00017735643977867532,VALD3,True
52554,NIST-C+,-1.4153296155356512,0.029383777685209667,NIST-C+ T5720,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,-0.0003296155356511399,VALD3,True
80735,NIST-C+,-0.0947439512515487,0.029383777685209667,NIST-C+ T6892c83,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,-0.001743951251548706,OTHER,True
80732,NIST-C+,0.1690863574870227,0.029383777685209667,NIST-C+ T6892c83,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,8.635748702268131e-05,OTHER,True
80708,NIST-C+,0.5040628826786918,0.029383777685209667,NIST-C+ T6892c83,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,6.28826786918113e-05,OTHER,True
80707,NIST-C+,0.1812717715594615,0.029383777685209667,NIST-C+ T6892c83,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,0.0002717715594615089,OTHER,True
52599,NIST-C+,0.1967287226232868,0.029383777685209667,NIST-C+ T5720,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,-0.0012712773767132035,VALD3,True
80660,NIST-C+,-0.1463017882238256,0.029383777685209667,NIST-C+ T6892c83,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,-0.000301788223825622,OTHER,True
52534,NIST-C+,0.016824493667488,0.029383777685209667,NIST-C+ T5720,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,-0.00017550633251200293,VALD3,True
80657,NIST-C+,0.3147096929551737,0.029383777685209667,NIST-C+ T6892c83,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,-0.000290307044826299,OTHER,True
81791,NIST-C+,0.2084413564385673,0.029383777685209667,NIST-C+ T6892c83,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,-0.0005586435614327034,OTHER,True
82131,NIST-C+,0.1510632533537501,0.029383777685209667,NIST-C+ T6892c83,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,6.325335375009788e-05,OTHER,True
82439,NIST-C+,0.1283992687178064,0.029383777685209667,NIST-C+ T6892c83,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,0.0003992687178064058,OTHER,True
165775,NIST-C+,-0.8195873671616762,0.029383777685209667,NIST-C+ T5720,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
165833,NIST-C+,-0.3219370950256548,0.029383777685209667,NIST-C+ T5720,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
82431,NIST-C+,0.3654879848908996,0.029383777685209667,NIST-C+ T6892c83,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,0.0034879848908996314,OTHER,True
165855,NIST-C+,-0.7015836199387054,0.029383777685209667,NIST-C+ T5720,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
165943,NIST-C+,-1.2924298239020635,0.029383777685209667,NIST-C+ T5720,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
165982,NIST-C+,-0.5512936800949201,0.029383777685209667,NIST-C+ T5720,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
166774,NIST-C+,0.4812992733328558,0.029383777685209667,NIST-C+ T5720,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
165997,NIST-C+,-1.3925449767853315,0.029383777685209667,NIST-C+ T5720,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
82358,NIST-C+,-0.2350770153501114,0.029383777685209667,NIST-C+ T6892c83,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,0.0009229846498885752,OTHER,True
166220,NIST-C+,0.1451964061141819,0.029383777685209667,NIST-C+ T5720,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
82307,NIST-C+,0.4255342204982635,0.029383777685209667,NIST-C+ T6892c83,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,-0.0004657795017364852,OTHER,True
82276,NIST-C+,0.3564083270389812,0.029383777685209667,NIST-C+ T6892c83,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,-0.0005916729610188076,OTHER,True
82198,NIST-C+,0.255272505103306,0.029383777685209667,NIST-C+ T6892c83,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,-0.000727494896693992,OTHER,True
82139,NIST-C+,0.0681858617461616,0.029383777685209667,NIST-C+ T6892c83,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,-0.0008141382538384007,OTHER,True
166647,NIST-C+,-1.2350770153501116,0.029383777685209667,NIST-C+ T5720,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
82419,NIST-C+,0.4771212547196624,0.029383777685209667,NIST-C+ T6892c83,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,-0.0018787452803376015,OTHER,True
80617,NIST-C+,-0.2907300390241692,0.029383777685209667,NIST-C+ T6892c83,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,-0.0007300390241692378,OTHER,True
80591,NIST-C+,-0.2262135550188063,0.029383777685209667,NIST-C+ T6892c83,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,0.0007864449811937069,OTHER,True
80557,NIST-C+,-0.0123337350737254,0.029383777685209667,NIST-C+ T6892c83,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,2.4936662649262744,OTHER,True
52952,NIST-C+,-1.80771138743188,0.029383777685209667,NIST-C+ T5720,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,-0.0007113874318800395,VALD3,True
80310,NIST-C+,0.2591158441850663,0.029383777685209667,NIST-C+ T6892c83,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,-0.0008841558149337292,OTHER,True
80287,NIST-C+,-0.0034883278458213,0.029383777685209667,NIST-C+ T6892c83,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,-0.0004883278458212999,OTHER,True
80260,NIST-C+,-0.2907300390241692,0.029383777685209667,NIST-C+ T6892c83,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,-0.0017300390241692387,OTHER,True
80259,NIST-C+,0.1264561134318043,0.029383777685209667,NIST-C+ T6892c83,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,0.00045611343180429476,OTHER,True
53043,NIST-C+,-1.3798639450262424,0.029383777685209667,NIST-C+ T5720,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,0.00013605497375746012,VALD3,True
80243,NIST-C+,-0.0343280287798933,0.029383777685209667,NIST-C+ T6892c83,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,-0.0003280287798932968,OTHER,True
80320,NIST-C+,-0.3788237182249648,0.029383777685209667,NIST-C+ T6892c83,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,0.001176281775035204,OTHER,True
80242,NIST-C+,-0.0419141514789148,0.029383777685209667,NIST-C+ T6892c83,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,8.584852108520225e-05,OTHER,True
53126,NIST-C+,-1.4907974776688973,0.029383777685209667,NIST-C+ T5720,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,0.00020252233110285012,VALD3,True
80240,NIST-C+,0.7481880270062005,0.029383777685209667,NIST-C+ T6892c83,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,-0.0008119729937995368,OTHER,True
53245,NIST-C+,-1.1159980752312129,0.029383777685209667,NIST-C+ T5720,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,1.92476878724257e-06,VALD3,True
53270,NIST-C+,-0.4284076166386928,0.029383777685209667,NIST-C+ T5720,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,0.0005923833613071805,VALD3,True
53273,NIST-C+,-0.562249437179612,0.029383777685209667,NIST-C+ T5720,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,-0.00024943717961189993,VALD3,True
76359,NIST-C+,0.9542425094393248,0.029383777685209667,NIST-C+ T6892c83,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,0.0022425094393248024,OTHER,True
53333,NIST-C+,-0.8877302315827293,0.029383777685209667,NIST-C+ T5720,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,0.00026976841727066603,VALD3,True
53110,NIST-C+,-1.5228787452803376,0.029383777685209667,NIST-C+ T5720,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,-0.0008787452803376006,VALD3,True
80328,NIST-C+,0.3263358609287514,0.029383777685209667,NIST-C+ T6892c83,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,0.00033586092875137474,OTHER,True
52930,NIST-C+,-1.86518562967954,0.029383777685209667,NIST-C+ T5720,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,-0.0001856296795399448,VALD3,True
52927,NIST-C+,-0.6025814576486522,0.029383777685209667,NIST-C+ T5720,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,-0.0005814576486522505,VALD3,True
52689,NIST-C+,-0.0457574905606751,0.029383777685209667,NIST-C+ T5720,NIST-C+,B+,https://physics.nist.gov/asd,nist_rya945,-0.0007574905606751031,VALD3,True
