element,ion,wavelength_air_A,instrument,ew_mA,ew_method,abundance,rew,treatment,in_aggregate,excluded_reason,problem_class,problem_status,problem_tickets,problem_action,ep_eV,continuum_level,continuum_method,continuum_ref,nlte_delta_dex,nlte_source,ew_inversion,profile_sigma_A,profile_sigma_floor_A,profile_gamma_A,sigma_A,frac_rise_weaker,edge_distance_dex,red_chi2
Al,I,7361.568,kpno_solar_atlas,49.69762521478537,"PROFILE-FIT (voigt); gap 0.728 A; model integrated; chi2_red=0.001048; sigma_fit=0.0063 A (init 0.0422, floor 0.0063); ew_err=10.87 mA; continuum linear anchors at +/-1.2 A; source holding=solar_kpno · lm0732,lm0736",6.63671875,-5.170634691484683,1D-LTE,True,,,,,,4.0215,1.0,"pre-normalised: solar_kpno ships its own continuum and unity IS it, by construction — no local fit is made",,0.0,"none — LTE, no departure applied",True,0.0062523403062654,0.0062523403062654,,,,,0.0010479470867387
Al,I,7362.296,kpno_solar_atlas,64.02332705639748,"PROFILE-FIT (voigt); gap 0.728 A; model integrated; chi2_red=0.000494; sigma_fit=0.0063 A (init 0.0422, floor 0.0063); ew_err=16.50 mA; continuum linear anchors at +/-1.2 A; source holding=solar_kpno · lm0732,lm0736",6.63671875,-5.0606750351272884,1D-LTE,True,,,,,,4.0216,1.0,"pre-normalised: solar_kpno ships its own continuum and unity IS it, by construction — no local fit is made",,0.0,"none — LTE, no departure applied",True,0.0062529586125478,0.0062529586125478,,,,,0.0004939769120807
Al,I,7835.309,kpno_solar_atlas,55.75011900574922,"PROFILE-FIT (voigt); gap 0.825 A; model integrated; chi2_red=9.556e-05; sigma_fit=0.0067 A (init 0.0449, floor 0.0067); ew_err=13.93 mA; continuum linear anchors at +/-1.2 A; source holding=solar_kpno · lm0780",6.4609375,-5.147810329575677,1D-LTE,True,,,,,,4.0215,1.0,"pre-normalised: solar_kpno ships its own continuum and unity IS it, by construction — no local fit is made",,0.0,"none — LTE, no departure applied",True,0.0066546988729499,0.0066546988729499,,,,,9.555998189931412e-05
Al,I,7836.134,kpno_solar_atlas,71.9258641562959,"PROFILE-FIT (voigt); gap 0.825 A; model integrated; chi2_red=8.57e-05; sigma_fit=0.0239 A (init 0.0449, floor 0.0067); ew_err=11.27 mA; continuum linear anchors at +/-1.2 A; source holding=solar_kpno · lm0780",6.478515625,-5.037216765495819,1D-LTE,True,,,,,,4.0216,1.0,"pre-normalised: solar_kpno ships its own continuum and unity IS it, by construction — no local fit is made",,0.0,"none — LTE, no departure applied",True,0.0239279240498825,0.0066553995634485,,,,,8.569950208121758e-05
Al,I,8772.865,kpno_solar_atlas,94.26682761182153,"PROFILE-FIT (voigt); gap 0.335 A; model integrated; chi2_red=0.0001957; sigma_fit=0.0085 A (init 0.0503, floor 0.0075); ew_err=23.19 mA; continuum linear anchors at +/-1.2 A; source holding=solar_kpno · lm0876",6.35546875,-4.968782554437924,1D-LTE,True,,,,,,4.0215,1.0,"pre-normalised: solar_kpno ships its own continuum and unity IS it, by construction — no local fit is made",,0.0,"none — LTE, no departure applied",True,0.0084674304673114,0.007450985637968,,,,,0.0001957210101392
Al,I,8773.8975,kpno_solar_atlas,109.51371179267365,"PROFILE-FIT (voigt); gap 1.032 A; model integrated; chi2_red=2.952e-05; sigma_fit=0.0501 A (init 0.0503, floor 0.0075); ew_err=22.04 mA; continuum linear anchors at +/-1.2 A; source holding=solar_kpno · lm0876",6.35546875,-4.903724057575323,1D-LTE,True,,,,,,4.0216,1.0,"pre-normalised: solar_kpno ships its own continuum and unity IS it, by construction — no local fit is made",,0.0,"none — LTE, no departure applied",True,0.0501176292888125,0.0074518625627436,,,,,2.9523839517161706e-05
