element,ion,band,instrument,treatment,handler,A,n_lines,n_excluded,stat_dex,syst_dex,stat_basis,dominant,route,scale,model,atmos,gf,route_basis,deck
Fe,I,near-UV,kpno_solar_atlas,1D-LTE,SynthesisHandler,7.505,55,3,0.0625,0.1972,"measured — RMS of the random terms, 0.06247 dex at n_lines=55",gf scale (UNGRADED),synth,1D-LTE,none,atlas9,kurucz,handler,none
