element,ion,band,instrument,treatment,handler,A,n_lines,n_excluded,stat_dex,syst_dex,stat_basis,dominant,route,scale,model,atmos,gf,route_basis,deck
Fe,I,near-UV,kpno_solar_atlas,ENGINE-A,SynthesisHandler,7.516,54,0,0.0636,0.1124,"measured — RMS of the random terms, 0.06359 dex at n_lines=54",pseudo-continuum,synth,1D-NLTE,bergemann,atlas9,kurucz,handler,none
