element,ion,band,instrument,treatment,handler,A,n_lines,n_excluded,stat_dex,syst_dex,stat_basis,dominant,route,scale,model,atmos,gf,route_basis,deck
Fe,II,VIS,kpno_solar_atlas,synth-mean3D-LTE-gerber-stagger,SynthesisHandler,7.64,9,0,0.2946,0.0697,"measured — RMS of the random terms, 0.29458 dex at n_lines=9",line-to-line scatter,synth,<3D>-LTE,gerber,stagger-mean3d,kurucz,axis-native,stagger
