element,ion,band,instrument,treatment,handler,A,n_lines,n_excluded,stat_dex,syst_dex,stat_basis,dominant,route,scale,model,atmos,gf,route_basis,deck
C,I,red-optical,kpno_solar_atlas,1D-LTE,SynthesisHandler,8.981,6,0,0.2009,0.0497,"measured — RMS of the random terms, 0.20086 dex at n_lines=6",line-to-line scatter,synth,1D-LTE,none,atlas9,kurucz,handler,none
