element,ion,wavelength_air_A,instrument,ew_mA,ew_method,abundance,rew,treatment,in_aggregate,excluded_reason,ep_eV,ew_inversion,sigma_A,frac_rise_weaker,edge_distance_dex,red_chi2,nlte_delta_dex,nlte_source,observed_conditioning,continuum_level,continuum_method,continuum_ref,profile_sigma_A,profile_sigma_floor_A,profile_gamma_A,observed_depth,implied_width_A
Fe,II,3002.644,kpno_solar_atlas,,"synthesis flux-fit, FIXED half-width +/-0.4 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_kpno_molecfit_corrected · lm0300[uncorrected: no telluric band registered]",7.102,,synth-1D-LTE-gerber,True,,1.6953,False,0.049411721249777975,3.1919396636279256,2.606422238212005,52.932,0.0,"none — LTE, no departure applied",native,,,,,,,,
Fe,II,3170.337,kpno_solar_atlas,,"synthesis flux-fit, FIXED half-width +/-0.4 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_kpno_molecfit_corrected · lm0316[uncorrected: no telluric band registered]",7.548,,synth-1D-LTE-gerber,True,,1.6953,False,0.049907853119887866,7.0049257629935155,3.0523298582113796,100.078,0.0,"none — LTE, no departure applied",native,,,,,,,,
Fe,II,3183.114,kpno_solar_atlas,,"synthesis flux-fit, FIXED half-width +/-0.4 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_kpno_molecfit_corrected · lm0316[uncorrected: no telluric band registered]",7.409,,synth-1D-LTE-gerber,True,,1.6953,False,0.07707788814083179,4.143709791643685,2.912504945198137,148.94,0.0,"none — LTE, no departure applied",native,,,,,,,,
Fe,II,3186.737,kpno_solar_atlas,,"synthesis flux-fit, FIXED half-width +/-0.4 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_kpno_molecfit_corrected · lm0316[uncorrected: no telluric band registered]",7.327,,synth-1D-LTE-gerber,True,,1.6953,False,0.034260977615074115,12.535314162165145,2.8307011406188494,57.305,0.0,"none — LTE, no departure applied",native,,,,,,,,
Fe,II,3192.909,kpno_solar_atlas,,"synthesis flux-fit, FIXED half-width +/-0.4 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_kpno_molecfit_corrected · lm0316[uncorrected: no telluric band registered]",7.422,,synth-1D-LTE-gerber,True,,1.6706,False,0.054064457510108625,16.760111838086793,2.9257825407789753,81.79,0.0,"none — LTE, no departure applied",native,,,,,,,,
Fe,II,3193.799,kpno_solar_atlas,,"synthesis flux-fit, FIXED half-width +/-0.4 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_kpno_molecfit_corrected · lm0316[uncorrected: no telluric band registered]",7.634,,synth-1D-LTE-gerber,True,,1.724,False,0.023425831493278353,7.463784521540952,3.1375220184999817,74.572,0.0,"none — LTE, no departure applied",native,,,,,,,,
Fe,II,3196.07,kpno_solar_atlas,,"synthesis flux-fit, FIXED half-width +/-0.4 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_kpno_molecfit_corrected · lm0316[uncorrected: no telluric band registered]",7.603,,synth-1D-LTE-gerber,True,,1.6706,False,0.040017691917753936,20.08983227436147,3.1070725003470194,52.729,0.0,"none — LTE, no departure applied",native,,,,,,,,
Fe,II,3210.444,kpno_solar_atlas,,"synthesis flux-fit, FIXED half-width +/-0.4 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_kpno_molecfit_corrected · lm0320[uncorrected: no telluric band registered]",7.335,,synth-1D-LTE-gerber,True,,1.724,False,0.02166907058028784,12.651418080405962,2.838868438264794,55.235,0.0,"none — LTE, no departure applied",native,,,,,,,,
Fe,II,3213.309,kpno_solar_atlas,,"synthesis flux-fit, FIXED half-width +/-0.4 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_kpno_molecfit_corrected · lm0320[uncorrected: no telluric band registered]",7.429,,synth-1D-LTE-gerber,True,,1.6953,False,0.03671518604614816,12.196319256357816,2.93279694097075,75.227,0.0,"none — LTE, no departure applied",native,,,,,,,,
Fe,II,3227.742,kpno_solar_atlas,,"synthesis flux-fit, FIXED half-width +/-0.4 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_kpno_molecfit_corrected · lm0320[uncorrected: no telluric band registered]",7.399,,synth-1D-LTE-gerber,True,,1.6706,False,0.019828032685274475,27.59565048170883,2.9033916295305184,34.058,0.0,"none — LTE, no departure applied",native,,,,,,,,
Fe,II,3255.887,kpno_solar_atlas,,"synthesis flux-fit, FIXED half-width +/-0.4 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_kpno_molecfit_corrected · lm0324[uncorrected: no telluric band registered]",7.475,,synth-1D-LTE-gerber,True,,0.9863,False,0.027321743102344576,13.745591610567736,2.9788109082366505,43.456,0.0,"none — LTE, no departure applied",native,,,,,,,,
Fe,II,3277.348,kpno_solar_atlas,,"synthesis flux-fit, FIXED half-width +/-0.4 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_kpno_molecfit_corrected · lm0324[uncorrected: no telluric band registered]",7.187,,synth-1D-LTE-gerber,True,,0.9863,False,0.024741501491934006,12.48069677532781,2.690891499049026,36.404,0.0,"none — LTE, no departure applied",native,,,,,,,,
