element,ion,band,instrument,treatment,handler,A,n_lines,n_excluded,stat_dex,syst_dex,stat_basis,dominant,route,scale,model,atmos,gf,route_basis,deck
Fe,I,NIR,kpno_solar_atlas,1D-LTE,SynthesisHandler,7.607,23,5,0.0804,0.0634,"measured — RMS of the random terms, 0.08039 dex at n_lines=23",line-to-line scatter,synth,1D-LTE,none,atlas9,kurucz,handler,none
