element,ion,wavelength_air_A,instrument,ew_mA,ew_method,abundance,rew,treatment,in_aggregate,excluded_reason,ep_eV,ew_inversion,sigma_A,frac_rise_weaker,edge_distance_dex,red_chi2,nlte_delta_dex,nlte_source,observed_conditioning,continuum_level,continuum_method,continuum_ref,profile_sigma_A,profile_sigma_floor_A,profile_gamma_A,observed_depth,implied_width_A
Fe,I,9913.18,crires_plus,,"synthesis flux-fit, FIXED half-width +/-1.4 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_crires_plus_y_wide_rya1054 · vesta_crires_plus_Y_9800_10796_normalized.csv",,,ENGINE-A,False,"ENGINE-A-NOT-SERVED: the registered source returns no usable delta_nlte for this line (absent, nan, or a placeholder zero). Reduced coverage, not a failed correction.",4.9913,True,,,,32.416,,registered per-line delta_nlte (NOT SERVED),,,,,,,,,
Fe,I,9944.207,crires_plus,,"synthesis flux-fit, FIXED half-width +/-1.4 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_crires_plus_y_wide_rya1054 · vesta_crires_plus_Y_9800_10796_normalized.csv",,,ENGINE-A,False,"ENGINE-A-NOT-SERVED: the registered source returns no usable delta_nlte for this line (absent, nan, or a placeholder zero). Reduced coverage, not a failed correction.",5.0117,True,,,,1.293,,registered per-line delta_nlte (NOT SERVED),,,,,,,,,
Fe,I,10142.844,crires_plus,,"synthesis flux-fit, FIXED half-width +/-1.4 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_crires_plus_y_wide_rya1054 · vesta_crires_plus_Y_9800_10796_normalized.csv",7.561999999999999,,ENGINE-A,True,,5.0638,True,,,,0.541,0.01,"Bergemann MPIA per-line delta_nlte (live query, solar node); PER-LINE additive correction",,,,,,,,,
Fe,I,10216.313,crires_plus,,"synthesis flux-fit, FIXED half-width +/-1.4 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_crires_plus_y_wide_rya1054 · vesta_crires_plus_Y_9800_10796_normalized.csv",7.422,,ENGINE-A,True,,4.7331,True,,,,106.719,0.003,"Bergemann MPIA per-line delta_nlte (live query, solar node); PER-LINE additive correction",,,,,,,,,
Fe,I,10435.355,crires_plus,,"synthesis flux-fit, FIXED half-width +/-1.4 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_crires_plus_y_wide_rya1054 · vesta_crires_plus_Y_9800_10796_normalized.csv",,,ENGINE-A,False,"ENGINE-A-NOT-SERVED: the registered source returns no usable delta_nlte for this line (absent, nan, or a placeholder zero). Reduced coverage, not a failed correction.",4.7331,True,,,,105.689,,registered per-line delta_nlte (NOT SERVED),,,,,,,,,
