element,ion,wavelength_air_A,instrument,ew_mA,ew_method,abundance,rew,treatment,in_aggregate,excluded_reason,ep_eV,ew_inversion,sigma_A,frac_rise_weaker,edge_distance_dex,red_chi2,nlte_delta_dex,nlte_source,observed_conditioning,continuum_level,continuum_method,continuum_ref,profile_sigma_A,profile_sigma_floor_A,profile_gamma_A,observed_depth,implied_width_A
Fe,II,3002.644,kpno_solar_atlas,,"synthesis flux-fit, FIXED half-width +/-0.4 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_kpno_molecfit_corrected · lm0300[uncorrected: no telluric band registered]",7.1,,synth-1D-LTE-gerber,True,,1.6953,False,0.05186137555307347,2.807977687767663,2.603672629354918,60.868,0.0,"none — LTE, no departure applied",native,,,,,,,,
Fe,II,3170.337,kpno_solar_atlas,,"synthesis flux-fit, FIXED half-width +/-0.4 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_kpno_molecfit_corrected · lm0316[uncorrected: no telluric band registered]",7.553,,synth-1D-LTE-gerber,True,,1.6953,False,0.05037193513294792,7.068022404873362,3.057127341713219,100.197,0.0,"none — LTE, no departure applied",native,,,,,,,,
Fe,II,3183.114,kpno_solar_atlas,,"synthesis flux-fit, FIXED half-width +/-0.4 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_kpno_molecfit_corrected · lm0316[uncorrected: no telluric band registered]",7.401,,synth-1D-LTE-gerber,True,,1.6953,False,0.0769100307520806,4.206155346267634,2.9052859759050422,146.715,0.0,"none — LTE, no departure applied",native,,,,,,,,
Fe,II,3186.737,kpno_solar_atlas,,"synthesis flux-fit, FIXED half-width +/-0.4 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_kpno_molecfit_corrected · lm0316[uncorrected: no telluric band registered]",7.339,,synth-1D-LTE-gerber,True,,1.6953,False,0.036742973364221755,10.738247348700838,2.843324393634129,67.035,0.0,"none — LTE, no departure applied",native,,,,,,,,
Fe,II,3192.909,kpno_solar_atlas,,"synthesis flux-fit, FIXED half-width +/-0.4 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_kpno_molecfit_corrected · lm0316[uncorrected: no telluric band registered]",7.444,,synth-1D-LTE-gerber,True,,1.6706,False,0.0724906631791562,15.428854867161379,2.9483158084904204,89.105,0.0,"none — LTE, no departure applied",native,,,,,,,,
Fe,II,3193.799,kpno_solar_atlas,,"synthesis flux-fit, FIXED half-width +/-0.4 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_kpno_molecfit_corrected · lm0316[uncorrected: no telluric band registered]",7.63,,synth-1D-LTE-gerber,True,,1.724,False,0.024580908273786624,7.339970860002251,3.1340256633412062,76.336,0.0,"none — LTE, no departure applied",native,,,,,,,,
Fe,II,3196.07,kpno_solar_atlas,,"synthesis flux-fit, FIXED half-width +/-0.4 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_kpno_molecfit_corrected · lm0316[uncorrected: no telluric band registered]",7.614,,synth-1D-LTE-gerber,True,,1.6706,False,0.03836486409612456,20.32148672391852,3.118117089259817,52.176,0.0,"none — LTE, no departure applied",native,,,,,,,,
Fe,II,3210.444,kpno_solar_atlas,,"synthesis flux-fit, FIXED half-width +/-0.4 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_kpno_molecfit_corrected · lm0320[uncorrected: no telluric band registered]",7.327,,synth-1D-LTE-gerber,True,,1.724,False,0.022876544766070588,11.437928934459253,2.830937541274851,61.708,0.0,"none — LTE, no departure applied",native,,,,,,,,
Fe,II,3213.309,kpno_solar_atlas,,"synthesis flux-fit, FIXED half-width +/-0.4 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_kpno_molecfit_corrected · lm0320[uncorrected: no telluric band registered]",7.436,,synth-1D-LTE-gerber,True,,1.6953,False,0.03840799076207576,11.207790043277607,2.940194977488833,82.567,0.0,"none — LTE, no departure applied",native,,,,,,,,
Fe,II,3227.742,kpno_solar_atlas,,"synthesis flux-fit, FIXED half-width +/-0.4 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_kpno_molecfit_corrected · lm0320[uncorrected: no telluric band registered]",7.409,,synth-1D-LTE-gerber,True,,1.6706,False,0.01944230703081424,28.940484216725395,2.912792467689952,32.625,0.0,"none — LTE, no departure applied",native,,,,,,,,
Fe,II,3255.887,kpno_solar_atlas,,"synthesis flux-fit, FIXED half-width +/-0.4 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_kpno_molecfit_corrected · lm0324[uncorrected: no telluric band registered]",7.465,,synth-1D-LTE-gerber,True,,0.9863,False,0.026794468492126876,13.65047159477336,2.9693797289064703,43.717,0.0,"none — LTE, no departure applied",native,,,,,,,,
Fe,II,3277.348,kpno_solar_atlas,,"synthesis flux-fit, FIXED half-width +/-0.4 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_kpno_molecfit_corrected · lm0324[uncorrected: no telluric band registered]",7.186,,synth-1D-LTE-gerber,True,,0.9863,False,0.024198784220743907,13.05129174912422,2.6895869926278664,34.813,0.0,"none — LTE, no departure applied",native,,,,,,,,
