element,ion,band,instrument,treatment,handler,A,n_lines,n_excluded,stat_dex,syst_dex,stat_basis,dominant,route,scale,model,atmos,gf,route_basis,deck
Fe,I,NIR,iag_fts_solar_atlas,synth-1D-LTE-gerber,SynthesisHandler,7.549,22,6,0.0688,0.0636,"measured — RMS of the random terms, 0.06880 dex at n_lines=22",line-to-line scatter,synth,1D-LTE,gerber,marcs-ges,kurucz,axis-native,none
