element,ion,band,instrument,treatment,handler,A,n_lines,n_excluded,stat_dex,syst_dex,stat_basis,dominant,route,scale,model,atmos,gf,route_basis
Fe,I,VIS,iag_fts_solar_atlas,ENGINE-A,SynthesisHandler,7.422,37,4,0.0281,0.0261,"measured — RMS of the random terms, 0.02808 dex at n_lines=37",line-to-line scatter,synth,1D-NLTE,bergemann,atlas9,kurucz,handler
