element,ion,band,instrument,treatment,handler,A,n_lines,n_excluded,stat_dex,syst_dex,stat_basis,dominant,route,scale,model,atmos,gf,route_basis,deck
N,I,red-optical,kpno_solar_atlas,ENGINE-A,SynthesisHandler,8.016,2,2,0.1551,0.042,"measured — RMS of the random terms, 0.15505 dex at n_lines=2",line-to-line scatter,synth,1D-NLTE,bergemann,atlas9,kurucz,handler,none
