element,ion,band,instrument,treatment,handler,A,n_lines,n_excluded,stat_dex,syst_dex,stat_basis,dominant,route,scale,model,atmos,gf,route_basis
Fe,I,VIS,harps,ENGINE-A,SynthesisHandler,7.5,61,6,0.0203,0.0634,"measured — RMS of the random terms, 0.02028 dex at n_lines=61",gf scale (cited lab),synth,1D-NLTE,bergemann,atlas9,kurucz,handler
