element,ion,wavelength_air_A,instrument,ew_mA,ew_method,abundance,rew,treatment,in_aggregate,excluded_reason,ep_eV,ew_inversion,sigma_A,frac_rise_weaker,edge_distance_dex,red_chi2,nlte_delta_dex,nlte_source,observed_conditioning,continuum_level,continuum_method,continuum_ref,profile_sigma_A,profile_sigma_floor_A,profile_gamma_A,observed_depth,implied_width_A
Fe,I,5002.792,iag_fts_solar_atlas,,"synthesis flux-fit, FIXED half-width +/-0.62 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_iag · iag_telfree_solaratlas.fits",7.078,,1D-LTE,True,,3.397,False,0.036367217282984456,3.4804843913023107,2.581564380573089,77.156,0.0,"none — LTE, no departure applied",native,,,,,,,,
Fe,I,5005.712,iag_fts_solar_atlas,,"synthesis flux-fit, FIXED half-width +/-0.62 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_iag · iag_telfree_solaratlas.fits",7.246,,1D-LTE,True,,3.884,False,0.01506508705203416,10.778512203614591,2.7497679359574834,25.146,0.0,"none — LTE, no departure applied",native,,,,,,,,
Fe,I,5014.942,iag_fts_solar_atlas,,"synthesis flux-fit, FIXED half-width +/-0.62 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_iag · iag_telfree_solaratlas.fits",7.261,,1D-LTE,True,,3.943,False,0.027111419613193632,7.833322494547756,2.7652721883757687,42.062,0.0,"none — LTE, no departure applied",native,,,,,,,,
Fe,I,5022.235,iag_fts_solar_atlas,,"synthesis flux-fit, FIXED half-width +/-0.62 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_iag · iag_telfree_solaratlas.fits",6.879,,1D-LTE,True,,3.984,False,0.04032608859106503,3.3638754624221328,2.3831624705752983,123.027,0.0,"none — LTE, no departure applied",native,,,,,,,,
Fe,I,5023.498,iag_fts_solar_atlas,,"synthesis flux-fit, FIXED half-width +/-0.62 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_iag · iag_telfree_solaratlas.fits",7.592,,1D-LTE,True,,4.313,False,0.022707005845960852,4.497640736196015,3.0959427710440384,32.545,0.0,"none — LTE, no departure applied",native,,,,,,,,
Fe,I,5028.126,iag_fts_solar_atlas,,"synthesis flux-fit, FIXED half-width +/-0.62 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_iag · iag_telfree_solaratlas.fits",7.479,,1D-LTE,True,,3.573,False,0.0286221844657826,5.631933303029712,2.9831323855477443,44.13,0.0,"none — LTE, no departure applied",native,,,,,,,,
Fe,I,5039.251,iag_fts_solar_atlas,,"synthesis flux-fit, FIXED half-width +/-0.62 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_iag · iag_telfree_solaratlas.fits",7.4,,1D-LTE,True,,3.368,False,0.02993362287059667,7.153011589427897,2.9036293881576967,22.566,0.0,"none — LTE, no departure applied",native,,,,,,,,
Fe,I,5048.436,iag_fts_solar_atlas,,"synthesis flux-fit, FIXED half-width +/-0.62 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_iag · iag_telfree_solaratlas.fits",7.293,,1D-LTE,True,,3.96,False,0.02747658340782425,3.5691122861041453,2.7969209632358547,67.597,0.0,"none — LTE, no departure applied",native,,,,,,,,
Fe,I,5098.573,iag_fts_solar_atlas,,"synthesis flux-fit, FIXED half-width +/-0.62 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_iag · iag_telfree_solaratlas.fits",7.552,,1D-LTE,True,,3.929,False,0.017309284156787355,8.128590678316538,3.056245940305792,39.926,0.0,"none — LTE, no departure applied",native,,,,,,,,
Fe,I,5099.077,iag_fts_solar_atlas,,"synthesis flux-fit, FIXED half-width +/-0.62 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_iag · iag_telfree_solaratlas.fits",7.468,,1D-LTE,True,,3.984,False,0.031013567544902594,8.70074582302715,2.971638904046465,59.804,0.0,"none — LTE, no departure applied",native,,,,,,,,
