element,ion,band,instrument,treatment,handler,A,n_lines,n_excluded,stat_dex,syst_dex,stat_basis,dominant,route,scale,model,atmos,gf,route_basis,deck
Fe,I,VIS,kpno_solar_atlas,ENGINE-B-NLTE,SynthesisHandler,7.488,67,0,0.0196,0.0634,"measured — RMS of the random terms, 0.01957 dex at n_lines=67",gf scale (cited lab),synth,1D-NLTE,gerber,marcs-ges,kurucz,handler,none
