element,ion,band,instrument,treatment,handler,A,n_lines,n_excluded,stat_dex,syst_dex,stat_basis,dominant,route,scale,model,atmos,gf,route_basis
Fe,I,VIS,kpno_solar_atlas,1D-LTE,SynthesisHandler,7.442,67,0,0.0212,0.0634,"measured — RMS of the random terms, 0.02124 dex at n_lines=67",gf scale (cited lab),synth,1D-LTE,none,atlas9,kurucz,handler
