element,ion,wavelength_air_A,instrument,ew_mA,ew_method,abundance,rew,treatment,in_aggregate,excluded_reason,ep_eV,ew_inversion,sigma_A,frac_rise_weaker,edge_distance_dex,red_chi2,nlte_delta_dex,nlte_source,observed_conditioning,continuum_level,continuum_method,continuum_ref,profile_sigma_A,profile_sigma_floor_A,profile_gamma_A,observed_depth,implied_width_A
Fe,I,9507.152,kpno_solar_atlas,,"synthesis flux-fit, FIXED half-width +/-1.4 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_kpno_molecfit_corrected · kp1984_corrected_9280_9600.txt",7.258,,synth-1D-LTE-gerber,True,,4.652,False,0.15063868467096914,0.06253460188498422,2.7617511322781407,17.626,0.0,"none — LTE, no departure applied",native,,,,,,,,
Fe,I,9550.957,kpno_solar_atlas,,"synthesis flux-fit, FIXED half-width +/-1.4 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_kpno_molecfit_corrected · kp1984_corrected_9280_9600.txt",7.537,,synth-1D-LTE-gerber,True,,4.988,False,0.228234821633058,0.03375309117029482,3.0405042036158774,102.408,0.0,"none — LTE, no departure applied",native,,,,,,,,
Fe,I,9626.823,kpno_solar_atlas,,"synthesis flux-fit, FIXED half-width +/-1.4 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_kpno_molecfit_corrected · lm0960[uncorrected: no telluric band registered]",12.477,,synth-1D-LTE-gerber,False,"NON-MINIMUM: chi2 at a bracket end is not above the reported minimum (frac_rise = -1.63e-06 <= 0), so the optimizer returned a point that is not a minimum and the fit did not determine A(X). A correctness failure, not a quality threshold. Measured and retained; excluded from the aggregate only (RYA-711).",5.3046,False,0.8635534737412474,-1.6330378234231e-06,0.019194459816299414,591.276,0.0,"none — LTE, no departure applied",native,,,,,,,,
Fe,I,9768.313,kpno_solar_atlas,,"synthesis flux-fit, FIXED half-width +/-1.4 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_kpno_molecfit_corrected · lm0976[uncorrected: no telluric band registered]",7.975,,synth-1D-LTE-gerber,True,,4.652,False,0.2027086181971322,0.05741228281737947,3.4794625143357223,93.634,0.0,"none — LTE, no departure applied",native,,,,,,,,
Fe,I,9783.993,kpno_solar_atlas,,"synthesis flux-fit, FIXED half-width +/-1.4 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_kpno_molecfit_corrected · lm0976[uncorrected: no telluric band registered]",7.552,,synth-1D-LTE-gerber,True,,4.9913,False,0.09192503805998141,0.14571230979547908,3.0563193508435313,96.305,0.0,"none — LTE, no departure applied",native,,,,,,,,
Fe,I,9786.641,kpno_solar_atlas,,"synthesis flux-fit, FIXED half-width +/-1.4 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_kpno_molecfit_corrected · lm0976[uncorrected: no telluric band registered]",7.709,,synth-1D-LTE-gerber,True,,4.6076,False,0.24845466649652226,0.04500589496492964,3.213417838126503,230.258,0.0,"none — LTE, no departure applied",native,,,,,,,,
Fe,I,9913.18,kpno_solar_atlas,,"synthesis flux-fit, FIXED half-width +/-1.4 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_kpno_molecfit_corrected · lm0988[uncorrected: no telluric band registered]",7.871,,synth-1D-LTE-gerber,True,,4.9913,False,0.13460376426087617,0.14164310816667638,3.3749927489636553,52.874,0.0,"none — LTE, no departure applied",native,,,,,,,,
Fe,I,9944.207,kpno_solar_atlas,,"synthesis flux-fit, FIXED half-width +/-1.4 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_kpno_molecfit_corrected · lm0992[uncorrected: no telluric band registered]",7.605,,synth-1D-LTE-gerber,True,,5.0117,False,0.10291058377570435,0.24641800060740246,3.109458325824966,52.314,0.0,"none — LTE, no departure applied",native,,,,,,,,
Fe,I,10142.844,kpno_solar_atlas,,"synthesis flux-fit, FIXED half-width +/-1.4 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_kpno_molecfit_corrected · lm1012[uncorrected: no telluric band registered]",7.547,,synth-1D-LTE-gerber,True,,5.0638,False,0.01090601740447018,3.2245756174298004,3.050886912731168,1.191,0.0,"none — LTE, no departure applied",native,,,,,,,,
Fe,I,10216.313,kpno_solar_atlas,,"synthesis flux-fit, FIXED half-width +/-1.4 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_kpno_molecfit_corrected · lm1020[uncorrected: no telluric band registered]",7.552,,synth-1D-LTE-gerber,True,,4.7331,False,0.04134635546367741,2.9420415537602675,3.056335077796513,45.833,0.0,"none — LTE, no departure applied",native,,,,,,,,
Fe,I,10435.355,kpno_solar_atlas,,"synthesis flux-fit, FIXED half-width +/-1.4 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_kpno_molecfit_corrected · lm1040[uncorrected: no telluric band registered]",7.6,,synth-1D-LTE-gerber,True,,4.7331,False,0.17826270605289887,0.049287584221668415,3.104205602836095,46.758,0.0,"none — LTE, no departure applied",native,,,,,,,,
Fe,I,10863.518,kpno_solar_atlas,,"synthesis flux-fit, FIXED half-width +/-1.4 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_kpno_molecfit_corrected · lm1084[uncorrected: no telluric band registered]",7.688,,synth-1D-LTE-gerber,True,,4.7331,False,0.04121281063644953,8.369131373888033,3.192412590245783,7.161,0.0,"none — LTE, no departure applied",native,,,,,,,,
Fe,I,11013.235,kpno_solar_atlas,,"synthesis flux-fit, FIXED half-width +/-1.4 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_kpno_molecfit_corrected · lm1100[uncorrected: no telluric band registered]",7.596,,synth-1D-LTE-gerber,True,,4.7955,False,0.12394882151260485,0.26180781226489114,3.099588191705341,84.549,0.0,"none — LTE, no departure applied",native,,,,,,,,
