element,ion,band,instrument,treatment,handler,A,n_lines,n_excluded,stat_dex,syst_dex,stat_basis,dominant,route,scale,model,atmos,gf,route_basis,deck
Fe,I,red-optical,kpno_solar_atlas,ENGINE-B-NLTE,SynthesisHandler,7.507,53,4,0.0285,0.055,"measured — RMS of the random terms, 0.02853 dex at n_lines=53",gf scale (cited lab),synth,1D-NLTE,gerber,marcs-ges,kurucz,handler,none
