element,ion,band,instrument,treatment,handler,A,n_lines,n_excluded,stat_dex,syst_dex,stat_basis,dominant,route,scale,model,atmos,gf,route_basis
Fe,I,VIS,kpno_solar_atlas,1D-LTE,SynthesisHandler,7.459,1452,31,0.0131,0.17,"measured — RMS of the random terms, 0.01308 dex at n_lines=1452",gf scale (UNGRADED),synth,1D-LTE,none,atlas9,kurucz,handler
