element,ion,band,instrument,treatment,handler,A,n_lines,n_excluded,stat_dex,syst_dex,stat_basis,dominant,route,scale,model,atmos,gf,route_basis,deck
Al,I,VIS,iag_fts_solar_atlas,ENGINE-A,SynthesisHandler,6.378,2,0,0.0102,0.0355,"measured — RMS of the random terms, 0.01020 dex at n_lines=2",gf scale (cited lab),synth,1D-NLTE,bergemann,atlas9,kurucz,handler,none
