element,ion,band,instrument,treatment,handler,A,n_lines,n_excluded,stat_dex,syst_dex,stat_basis,dominant,route,scale,model,atmos,gf,route_basis
Fe,I,VIS,iag_fts_solar_atlas,1D-LTE,SynthesisHandler,7.493,43,24,0.0273,0.0535,"measured — RMS of the random terms, 0.02728 dex at n_lines=43",gf scale (cited lab),synth,1D-LTE,none,atlas9,kurucz,handler
