element,ion,band,instrument,treatment,handler,A,n_lines,n_excluded,stat_dex,syst_dex,stat_basis,dominant,route,scale,model,atmos,gf,route_basis
Fe,I,VIS,harps,1D-LTE,SynthesisHandler,7.535,109,0,0.0463,0.041,"measured — RMS of the random terms, 0.04629 dex at n_lines=109",line-to-line scatter,synth,1D-LTE,none,atlas9,kurucz,handler
