element,ion,wavelength_air_A,instrument,ew_mA,ew_method,abundance,rew,treatment,in_aggregate,excluded_reason,ep_eV,ew_inversion,sigma_A,frac_rise_weaker,edge_distance_dex,red_chi2,nlte_delta_dex,nlte_source,observed_conditioning,continuum_level,continuum_method,continuum_ref,profile_sigma_A,profile_sigma_floor_A,profile_gamma_A,observed_depth,implied_width_A
Fe,I,15051.749,crires_plus,,"synthesis flux-fit, FIXED half-width +/-1.89 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv",7.782,,synth-1D-LTE-gerber,True,,5.3516,False,0.09990278221574518,5.706868139439232,3.2857073190608457,30.123,0.0,"none — LTE, no departure applied",native,,,,,,,,
Fe,I,15080.22,crires_plus,,"synthesis flux-fit, FIXED half-width +/-1.89 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv",8.966,,synth-1D-LTE-gerber,False,"FIT-NOT-PHYSICAL: A(Fe) = 8.966 is 1.51 dex from solar 7.46, outside the +/-1.5 dex validity bound. This is a NON-CONVERGENT FIT, not an outlier: the bound spans a factor of ~1000 in abundance and cannot shape a result (RYA-1191).",6.264,False,0.20057644261893567,0.4858234214055011,3.530091299924443,108.84,0.0,"none — LTE, no departure applied",native,,,,,,,,
Fe,I,15207.526,crires_plus,,"synthesis flux-fit, FIXED half-width +/-1.89 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv",7.655,,synth-1D-LTE-gerber,True,,5.3852,False,0.018823133333138314,127.55714093014332,3.158653364502272,1.051,0.0,"none — LTE, no departure applied",native,,,,,,,,
Fe,I,15294.56,crires_plus,,"synthesis flux-fit, FIXED half-width +/-1.89 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv",7.518,,synth-1D-LTE-gerber,True,,5.3085,False,0.07138176988643283,4.832038063668589,3.022216848239432,66.851,0.0,"none — LTE, no departure applied",native,,,,,,,,
Fe,I,15335.383,crires_plus,,"synthesis flux-fit, FIXED half-width +/-1.89 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv",4.502,,synth-1D-LTE-gerber,False,SYNTHESIS: edge_pinned,5.4099,False,,0.0,0.005528517454615134,6.669,0.0,"none — LTE, no departure applied",native,,,,,,,,
Fe,I,15591.49,crires_plus,,"synthesis flux-fit, FIXED half-width +/-1.89 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv",7.583,,synth-1D-LTE-gerber,True,,6.2416,False,0.02512162655078823,54.31509911000257,3.0870407246741767,2.831,0.0,"none — LTE, no departure applied",native,,,,,,,,
Fe,I,15604.22,crires_plus,,"synthesis flux-fit, FIXED half-width +/-1.89 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv",7.142,,synth-1D-LTE-gerber,True,,6.2416,False,0.049363965316645136,11.225492338671685,2.64594268703397,7.571,0.0,"none — LTE, no departure applied",native,,,,,,,,
Fe,I,15631.948,crires_plus,,"synthesis flux-fit, FIXED half-width +/-1.89 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv",7.656,,synth-1D-LTE-gerber,True,,5.3516,False,0.18115689235342627,1.143951429976566,3.1604018253374084,132.197,0.0,"none — LTE, no departure applied",native,,,,,,,,
Fe,I,15648.51,crires_plus,,"synthesis flux-fit, FIXED half-width +/-1.89 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv",7.307,,synth-1D-LTE-gerber,True,,5.426,False,0.022892893507645506,7.58255821831686,2.8112427883407562,4.619,0.0,"none — LTE, no departure applied",native,,,,,,,,
Fe,I,15682.016,crires_plus,,"synthesis flux-fit, FIXED half-width +/-1.89 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv",7.438,,synth-1D-LTE-gerber,True,,5.4099,False,0.044049117433464985,2.451294349803762,2.941598827399254,5.066,0.0,"none — LTE, no departure applied",native,,,,,,,,
