element,ion,wavelength_air_A,instrument,ew_mA,ew_method,abundance,rew,treatment,in_aggregate,excluded_reason,ep_eV,ew_inversion,sigma_A,frac_rise_weaker,edge_distance_dex,red_chi2,nlte_delta_dex,nlte_source,observed_conditioning,continuum_level,continuum_method,continuum_ref,profile_sigma_A,profile_sigma_floor_A,profile_gamma_A,observed_depth,implied_width_A
Fe,I,15051.749,crires_plus,,"synthesis flux-fit, FIXED half-width +/-1.89 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv",7.84,,ENGINE-B-NLTE,True,,5.3516,False,0.09666737428427402,5.773538428953011,3.3437411005645394,29.874,,"departures applied in the radiative transfer — no additive per-line delta exists on this route; the effect is the paired difference against this deck's LTE member, reported in nlte_effect.json (RYA-1040/1104)",native,,,,,,,,
Fe,I,15207.526,crires_plus,,"synthesis flux-fit, FIXED half-width +/-1.89 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv",7.73,,ENGINE-B-NLTE,True,,5.3852,False,0.01722442851600722,132.8671455530852,3.2342923839768156,0.872,,"departures applied in the radiative transfer — no additive per-line delta exists on this route; the effect is the paired difference against this deck's LTE member, reported in nlte_effect.json (RYA-1040/1104)",native,,,,,,,,
Fe,I,15294.56,crires_plus,,"synthesis flux-fit, FIXED half-width +/-1.89 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv",7.549,,ENGINE-B-NLTE,True,,5.3085,False,0.07581622114745991,4.770344530672258,3.05308223294304,67.734,,"departures applied in the radiative transfer — no additive per-line delta exists on this route; the effect is the paired difference against this deck's LTE member, reported in nlte_effect.json (RYA-1040/1104)",native,,,,,,,,
Fe,I,15335.383,crires_plus,,"synthesis flux-fit, FIXED half-width +/-1.89 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv",4.506,,ENGINE-B-NLTE,False,SYNTHESIS: edge_pinned,5.4099,False,,-8.645320660899556e-05,0.009724343617398823,6.667,,"departures applied in the radiative transfer — no additive per-line delta exists on this route; the effect is the paired difference against this deck's LTE member, reported in nlte_effect.json (RYA-1040/1104)",native,,,,,,,,
Fe,I,15631.948,crires_plus,,"synthesis flux-fit, FIXED half-width +/-1.89 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv",7.713,,ENGINE-B-NLTE,True,,5.3516,False,0.18527213748431093,1.1403955750701755,3.2174356874051426,132.508,,"departures applied in the radiative transfer — no additive per-line delta exists on this route; the effect is the paired difference against this deck's LTE member, reported in nlte_effect.json (RYA-1040/1104)",native,,,,,,,,
Fe,I,15648.51,crires_plus,,"synthesis flux-fit, FIXED half-width +/-1.89 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv",7.408,,ENGINE-B-NLTE,True,,5.426,False,0.040229116581448884,7.637773093071775,2.9116709046617606,4.592,,"departures applied in the radiative transfer — no additive per-line delta exists on this route; the effect is the paired difference against this deck's LTE member, reported in nlte_effect.json (RYA-1040/1104)",native,,,,,,,,
Fe,I,15682.016,crires_plus,,"synthesis flux-fit, FIXED half-width +/-1.89 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv",7.439,,ENGINE-B-NLTE,True,,5.4099,False,0.04381264397659762,2.4140148634808027,2.942528261269751,5.121,,"departures applied in the radiative transfer — no additive per-line delta exists on this route; the effect is the paired difference against this deck's LTE member, reported in nlte_effect.json (RYA-1040/1104)",native,,,,,,,,
Fe,I,15692.747,crires_plus,,"synthesis flux-fit, FIXED half-width +/-1.89 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv",7.877,,ENGINE-B-NLTE,True,,5.3852,False,0.19394288820910507,0.7216623525518564,3.3809383243575484,153.324,,"departures applied in the radiative transfer — no additive per-line delta exists on this route; the effect is the paired difference against this deck's LTE member, reported in nlte_effect.json (RYA-1040/1104)",native,,,,,,,,
Fe,I,16153.247,crires_plus,,"synthesis flux-fit, FIXED half-width +/-1.89 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv",7.503,,ENGINE-B-NLTE,True,,5.3516,False,0.0313333077819605,15.903164334566501,3.007138053693428,3.134,,"departures applied in the radiative transfer — no additive per-line delta exists on this route; the effect is the paired difference against this deck's LTE member, reported in nlte_effect.json (RYA-1040/1104)",native,,,,,,,,
Fe,I,16198.503,crires_plus,,"synthesis flux-fit, FIXED half-width +/-1.89 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv",4.501,,ENGINE-B-NLTE,False,SYNTHESIS: edge_pinned,5.4099,False,,0.0,0.005287960423459026,82.743,,"departures applied in the radiative transfer — no additive per-line delta exists on this route; the effect is the paired difference against this deck's LTE member, reported in nlte_effect.json (RYA-1040/1104)",native,,,,,,,,
Fe,I,16324.451,crires_plus,,"synthesis flux-fit, FIXED half-width +/-1.89 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv",7.258,,ENGINE-B-NLTE,True,,5.3852,False,0.3819771780853998,0.13776939037734792,2.7623696002786575,215.7,,"departures applied in the radiative transfer — no additive per-line delta exists on this route; the effect is the paired difference against this deck's LTE member, reported in nlte_effect.json (RYA-1040/1104)",native,,,,,,,,
Fe,I,15080.22,crires_plus,,"synthesis flux-fit, FIXED half-width +/-1.89 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv",,,ENGINE-B-NLTE,False,"NO-NLTE-LABEL: the synthesis list carries no NLTE level label for this line, so the deck cannot treat it — bsyn would set departure = 1 and the result would be LTE under an NLTE name. Excluded from the NLTE aggregate and carried by the 1D-LTE product on the same pool. Reduced coverage, not a failed fit (RYA-1206).",6.264,True,,,,109.352,,none — no NLTE label in the synthesis list for this line,,,,,,,,,
Fe,I,15591.49,crires_plus,,"synthesis flux-fit, FIXED half-width +/-1.89 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_crires_plus_h_rya1094 · vesta_crires_plus_H_15007_17494_normalized.csv",,,ENGINE-B-NLTE,False,"NO-NLTE-LABEL: the synthesis list carries no NLTE level label for this line, so the deck cannot treat it — bsyn would set departure = 1 and the result would be LTE under an NLTE name. Excluded from the NLTE aggregate and carried by the 1D-LTE product on the same pool. Reduced coverage, not a failed fit (RYA-1206).",6.2416,True,,,,2.769,,none — no NLTE label in the synthesis list for this line,,,,,,,,,
