element,ion,wavelength_air_A,instrument,ew_mA,ew_method,abundance,rew,treatment,in_aggregate,excluded_reason,ep_eV,ew_inversion,sigma_A,frac_rise_weaker,edge_distance_dex,red_chi2,nlte_delta_dex,nlte_source,observed_conditioning,continuum_level,continuum_method,continuum_ref,profile_sigma_A,profile_sigma_floor_A,profile_gamma_A,observed_depth,implied_width_A
Fe,II,3002.644,kpno_solar_atlas,,"synthesis flux-fit, FIXED half-width +/-0.4 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_kpno_molecfit_corrected · lm0300[uncorrected: no telluric band registered]",7.05,,1D-LTE,True,,1.6953,False,0.07190058108264878,2.504457283472819,2.5538112097539303,61.072,0.0,"none — LTE, no departure applied",native,,,,,,,,
Fe,II,3170.337,kpno_solar_atlas,,"synthesis flux-fit, FIXED half-width +/-0.4 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_kpno_molecfit_corrected · lm0316[uncorrected: no telluric band registered]",8.106,,1D-LTE,True,,1.6953,False,0.1012599950048537,1.5062815509868743,3.6096270861207786,277.024,0.0,"none — LTE, no departure applied",native,,,,,,,,
Fe,II,3183.114,kpno_solar_atlas,,"synthesis flux-fit, FIXED half-width +/-0.4 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_kpno_molecfit_corrected · lm0316[uncorrected: no telluric band registered]",8.016,,1D-LTE,True,,1.6953,False,0.1526409061853223,4.111728754275887,3.519911349109484,369.755,0.0,"none — LTE, no departure applied",native,,,,,,,,
Fe,II,3186.737,kpno_solar_atlas,,"synthesis flux-fit, FIXED half-width +/-0.4 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_kpno_molecfit_corrected · lm0316[uncorrected: no telluric band registered]",7.847,,1D-LTE,True,,1.6953,False,0.06892132646425018,6.143272098029315,3.350581832857096,181.221,0.0,"none — LTE, no departure applied",native,,,,,,,,
Fe,II,3192.909,kpno_solar_atlas,,"synthesis flux-fit, FIXED half-width +/-0.4 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_kpno_molecfit_corrected · lm0316[uncorrected: no telluric band registered]",8.175,,1D-LTE,True,,1.6706,False,0.04802488823989907,8.283748447708794,3.6789133233508986,112.554,0.0,"none — LTE, no departure applied",native,,,,,,,,
Fe,II,3193.799,kpno_solar_atlas,,"synthesis flux-fit, FIXED half-width +/-0.4 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_kpno_molecfit_corrected · lm0316[uncorrected: no telluric band registered]",7.661,,1D-LTE,True,,1.724,False,0.03290570878989447,2.6831017140989806,3.1653314323171955,107.316,0.0,"none — LTE, no departure applied",native,,,,,,,,
Fe,II,3196.07,kpno_solar_atlas,,"synthesis flux-fit, FIXED half-width +/-0.4 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_kpno_molecfit_corrected · lm0316[uncorrected: no telluric band registered]",7.739,,1D-LTE,True,,1.6706,False,0.03273574828609763,18.947535850822618,3.242869660789296,50.79,0.0,"none — LTE, no departure applied",native,,,,,,,,
Fe,II,3210.444,kpno_solar_atlas,,"synthesis flux-fit, FIXED half-width +/-0.4 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_kpno_molecfit_corrected · lm0320[uncorrected: no telluric band registered]",7.609,,1D-LTE,True,,1.724,False,0.04581889751122893,1.8093510017628127,3.1125890679412302,163.366,0.0,"none — LTE, no departure applied",native,,,,,,,,
Fe,II,3213.309,kpno_solar_atlas,,"synthesis flux-fit, FIXED half-width +/-0.4 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_kpno_molecfit_corrected · lm0320[uncorrected: no telluric band registered]",7.732,,1D-LTE,True,,1.6953,False,0.03492782182204359,3.195938581427685,3.2356097219898645,145.616,0.0,"none — LTE, no departure applied",native,,,,,,,,
Fe,II,3227.742,kpno_solar_atlas,,"synthesis flux-fit, FIXED half-width +/-0.4 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_kpno_molecfit_corrected · lm0320[uncorrected: no telluric band registered]",7.422,,1D-LTE,True,,1.6706,False,0.019175786402678054,16.975259423069776,2.9262513366287326,32.838,0.0,"none — LTE, no departure applied",native,,,,,,,,
Fe,II,3255.887,kpno_solar_atlas,,"synthesis flux-fit, FIXED half-width +/-0.4 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_kpno_molecfit_corrected · lm0324[uncorrected: no telluric band registered]",7.585,,1D-LTE,True,,0.9863,False,0.049578883554754975,3.806027400941178,3.088702066053263,116.28,0.0,"none — LTE, no departure applied",native,,,,,,,,
Fe,II,3277.348,kpno_solar_atlas,,"synthesis flux-fit, FIXED half-width +/-0.4 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_kpno_molecfit_corrected · lm0324[uncorrected: no telluric band registered]",7.198,,1D-LTE,True,,0.9863,False,0.02343097766436506,14.543840398145019,2.7015565152364944,39.95,0.0,"none — LTE, no departure applied",native,,,,,,,,
