element,ion,wavelength_air_A,instrument,ew_mA,ew_method,abundance,rew,treatment,in_aggregate,excluded_reason,ep_eV,ew_inversion,sigma_A,frac_rise_weaker,edge_distance_dex,red_chi2,nlte_delta_dex,nlte_source,observed_conditioning,continuum_level,continuum_method,continuum_ref,profile_sigma_A,profile_sigma_floor_A,profile_gamma_A,observed_depth,implied_width_A
Fe,I,9913.18,crires_plus,,"synthesis flux-fit, FIXED half-width +/-1.4 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_crires_plus_y_wide_rya1054 · vesta_crires_plus_Y_9800_10796_normalized.csv",7.799,,synth-1D-LTE-gerber,True,,4.9913,False,0.1789075260998755,0.15445359827556432,3.3030277002878448,34.605,0.0,"none — LTE, no departure applied",native,,,,,,,,
Fe,I,9944.207,crires_plus,,"synthesis flux-fit, FIXED half-width +/-1.4 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_crires_plus_y_wide_rya1054 · vesta_crires_plus_Y_9800_10796_normalized.csv",7.553,,synth-1D-LTE-gerber,True,,5.0117,False,0.03045710637646692,5.515463307385953,3.0569541566034886,1.773,0.0,"none — LTE, no departure applied",native,,,,,,,,
Fe,I,10142.844,crires_plus,,"synthesis flux-fit, FIXED half-width +/-1.4 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_crires_plus_y_wide_rya1054 · vesta_crires_plus_Y_9800_10796_normalized.csv",7.554,,synth-1D-LTE-gerber,True,,5.0638,False,0.030935417411874624,3.4638756660518255,3.0575233488009737,0.777,0.0,"none — LTE, no departure applied",native,,,,,,,,
Fe,I,10216.313,crires_plus,,"synthesis flux-fit, FIXED half-width +/-1.4 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_crires_plus_y_wide_rya1054 · vesta_crires_plus_Y_9800_10796_normalized.csv",7.417,,synth-1D-LTE-gerber,True,,4.7331,False,0.1738038866558459,1.0995059139221617,2.9208045277524928,106.952,0.0,"none — LTE, no departure applied",native,,,,,,,,
Fe,I,10435.355,crires_plus,,"synthesis flux-fit, FIXED half-width +/-1.4 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_crires_plus_y_wide_rya1054 · vesta_crires_plus_Y_9800_10796_normalized.csv",7.556,,synth-1D-LTE-gerber,True,,4.7331,False,0.4010742395873805,0.017120947751091627,3.060304518209813,105.66,0.0,"none — LTE, no departure applied",native,,,,,,,,
