element,ion,band,instrument,treatment,handler,A,n_lines,n_excluded,stat_dex,syst_dex,stat_basis,dominant,route,scale,model,atmos,gf,route_basis,deck,selector,n_pix,red_chi2,constrained,diagnostic_kind,molecule
O,I,VIS,harps,1D-LTE,CNOSynthesis(RYA-237),8.81,1,0,0.421,0.006,"measured — 1 sigma from the chi2 curvature of THIS band's fit (pipeline.fit_constraint.curvature_sigma, rescaled to red_chi2 = 1); NaN where the curvature was not measurable, never 0 and never the retired 1.000 clip",,SYNTH,1D-LTE,none,atlas9,canonical,handler,none,FORB-OI_6300,150,66.97,True,FORB,
