# RYA-395 non-Fe EW line-pool curation — Si
# Single source: measured EW = data/measured/sol_ew_results_v1.csv;
#   atomic data (loggf/EP/nist_grade/loggf_reference) = data/linelists/canonical_gf.csv.
# Cull criteria (FIXED in advance, abundance-BLIND, uniform across elements):
#   WEAK  ew_mA < 5
#   SAT   log(EW/λ) > -4.9  (linear-COG knee) OR ew_mA > 100
#   HIERR ew_err/ew > 0.5
#   BLEND measured blend_flag OR strength-weighted contaminant opacity > 0.5
#         (NOT vald_proximity_flag — that crude flag was the known silent bug)
#   BADGF nist_grade in {D,E,F}
# gf_flag=GF_UNVERIFIED marks ungraded/Kurucz-theoretical gf (low-confidence, NOT culled);
#   a pool dominated by these with a surviving offset is a gf-scale systematic → RYA-161.
# Abundances (A_lte) are reported as VALIDATION only — never used to choose culls.
element,ion,wavelength_air_A,ew_mA,ew_err_mA,err_frac,rew,log_gf,excitation_potential_eV,nist_grade,loggf_reference,gf_tier,blend_ratio,A_lte,cull_reason,kept,gf_flag
Si,I,5675.75544,99.59,2.27,0.022793453157947584,-4.755807941703643,-2.731,5.619,,K07,LOW,1.1123998862218896,9.615,"SAT,BLEND",False,GF_UNVERIFIED
Si,I,5701.104,176.19,17.3,0.09818945456609343,-4.509977707948818,-2.05,4.93,,VALD3,MED,1.0478741160644117e-05,8.912,SAT,False,
Si,I,5708.39952,143.57,23.69,0.1650066169812635,-4.599450660566552,-1.47,4.954,,VALD3,MED,0.0001244769248926184,8.434,SAT,False,
Si,I,5721.02117,20.13,1.17,0.05812220566318927,-5.453629779938222,-0.852,5.863,,K07,LOW,0.01191436261017501,6.753,,True,GF_UNVERIFIED
Si,I,5763.42766,177.65,13.53,0.0761609907120743,-4.511115634632141,-2.858,5.619,,K07,LOW,0.0,10.367,SAT,False,GF_UNVERIFIED
Si,I,5772.146,65.51,2.22,0.033887956037246224,-4.945029708123343,-1.75,5.082,,VALD3,MED,0.29552976383209834,7.838,,True,
Si,I,5780.38377,151.39,18.99,0.1254376114670718,-4.581859483983768,-2.35,4.92,,VALD3,MED,0.0012440442598139565,9.364,SAT,False,
Si,I,5843.0525,10.09,5.28,0.5232903865213082,-5.7627486222396875,-2.561,5.863,,K07,LOW,1.8435728785236336,8.149,"HIERR,BLEND",False,GF_UNVERIFIED
Si,I,5866.0536,54.16,16.99,0.31370014771048743,-5.034667371272573,-1.84,5.614,,K07,LOW,0.0,8.179,,True,GF_UNVERIFIED
Si,I,5944.4244,7.82,3.47,0.4437340153452686,-5.880903055094829,-2.126,5.964,,K07,LOW,0.0020555545374590705,7.691,,True,GF_UNVERIFIED
Si,I,5950.09157,109.18,131.14,1.2011357391463635,-4.7363805594627575,-2.032,5.863,,K07,LOW,0.3617787700857159,9.022,"SAT,HIERR",False,GF_UNVERIFIED
Si,I,5959.42815,50.94,26.7,0.5241460541813899,-5.068145647432331,-2.058,5.954,,K07,LOW,0.0013392900177083287,8.528,HIERR,False,GF_UNVERIFIED
Si,I,5997.96812,95.91,4.41,0.04598060681889272,-4.796140262105236,-2.22,5.954,,K07,LOW,0.4681849504316396,8.918,SAT,False,GF_UNVERIFIED
Si,I,6000.85486,9.92,3.84,0.3870967741935484,-5.781701450652014,-1.264,5.984,,K07,LOW,0.05247665790473874,6.947,,True,GF_UNVERIFIED
Si,I,6002.07656,96.52,19.63,0.20337753833402403,-4.793684217567759,-1.96,5.964,,K07,LOW,0.09623909317804592,8.805,SAT,False,GF_UNVERIFIED
Si,I,6022.22932,101.44,75.93,0.7485212933753944,-4.7735480484196176,-1.966,5.863,,K07,LOW,0.002478888816667229,8.938,"SAT,HIERR",False,GF_UNVERIFIED
Si,I,6042.39879,68.36,0.57,0.008338209479227619,-4.946407330672257,-1.316,5.964,,K07,LOW,0.003638237102474461,7.977,,True,GF_UNVERIFIED
Si,I,6063.99314,59.96,155.86,2.5993995997331556,-5.004897077144683,-2.844,5.863,,K07,LOW,0.0,9.406,HIERR,False,GF_UNVERIFIED
Si,I,6067.62354,13.7,14.9,1.0875912408759125,-5.646298060401186,-3.103,5.082,,K07,LOW,0.14588345223585475,8.138,HIERR,False,GF_UNVERIFIED
Si,I,6076.9247,22.4,11.35,0.5066964285714286,-5.433435836644535,-2.008,5.964,,VALD3,MED,0.0005046434301654205,8.06,HIERR,False,
Si,I,6080.02218,72.45,115.29,1.5913043478260869,-4.92386677378035,-2.179,5.871,,K07,LOW,0.0003526585808177539,8.906,HIERR,False,GF_UNVERIFIED
Si,I,6091.9188,52.35,7.54,0.1440305635148042,-5.065837419918521,-1.463,5.871,,VALD3,MED,0.003998610255442323,7.955,,True,
Si,I,6123.49394,120.94,60.47,0.5,-4.704429328117699,-2.568,5.619,,K07,LOW,0.00034724094474116205,9.763,SAT,False,GF_UNVERIFIED
Si,I,6131.5729,62.53,6.55,0.10474972013433552,-4.991483467398407,-1.557,5.616,,VALD3,MED,0.1487838998008389,8.056,,True,
Si,I,6142.2036,188.4,16.53,0.08773885350318472,-4.5132433097574856,-2.597,5.619,,K07,LOW,0.0659798322152833,10.291,SAT,False,GF_UNVERIFIED
Si,I,6152.29226,81.29,62.38,0.7673760610161151,-4.8789998345619185,-1.358,5.964,,K07,LOW,0.043990317118676646,8.163,"SAT,HIERR",False,GF_UNVERIFIED
Si,I,6155.69334,155.8,27.3,0.17522464698331194,-4.596709522984832,-2.252,5.619,,K07,LOW,0.30782502892345776,9.742,SAT,False,GF_UNVERIFIED
Si,I,6194.41604,29.64,2.8,0.09446693657219972,-5.320122171524329,-2.076,5.871,,VALD3,MED,0.6656974009902623,8.225,BLEND,False,
Si,I,6194.88433,57.79,5.2,0.08998096556497664,-5.030180507236546,-2.192,5.871,,K07,LOW,1.1540645683541964,8.763,BLEND,False,GF_UNVERIFIED
Si,I,6222.68208,20.82,36.03,1.7305475504322767,-5.475496888050242,-2.799,5.954,,K07,LOW,0.026355611815511163,8.814,HIERR,False,GF_UNVERIFIED
Si,I,6237.31908,86.69,5.69,0.06563617487599493,-4.857028958694471,-0.975,5.614,,VALD3,MED,0.0008264993944508305,7.798,SAT,False,
Si,I,6243.81457,73.18,8.78,0.1199781361027603,-4.931057591670672,-1.244,5.616,,VALD3,MED,0.0,7.892,,True,
Si,I,6253.59806,229.04,43.68,0.19070904645476774,-4.436218629208094,-2.39,5.082,,K07,LOW,0.2965012818782939,10.0,SAT,False,GF_UNVERIFIED
Si,I,6255.49159,151.97,47.39,0.31183786273606634,-4.614503581085999,-2.843,5.619,,K07,LOW,0.0,10.3,SAT,False,GF_UNVERIFIED
Si,I,6279.34314,142.72,37.0,0.2592488789237668,-4.64342937906288,-2.434,5.863,,K07,LOW,0.005645653662635561,9.827,SAT,False,GF_UNVERIFIED
Si,I,6280.42086,243.51,28.64,0.11761323970268162,-4.411471946721039,-2.565,5.964,,K07,LOW,0.05396645799551272,10.377,SAT,False,GF_UNVERIFIED
Si,I,6301.62465,170.0,12.91,0.07594117647058823,-4.569003609911544,-2.653,5.954,,K07,LOW,0.00285423361248431,10.173,SAT,False,GF_UNVERIFIED
Si,I,6308.82529,7.67,5.56,0.7249022164276401,-5.9151531367270085,-1.795,5.863,,K07,LOW,0.2974664009893292,7.256,HIERR,False,GF_UNVERIFIED
Si,I,6334.46568,103.78,24.46,0.2356908845634997,-4.785596321129812,-2.271,5.964,,K07,LOW,0.0,9.35,SAT,False,GF_UNVERIFIED
Si,I,6344.42885,73.53,0.81,0.011015911872705019,-4.935927965351325,-1.768,6.099,,K07,LOW,0.15957196822365954,8.602,,True,GF_UNVERIFIED
Si,I,6354.90247,91.54,1.24,0.013545990823683634,-4.84149798164283,-2.352,6.099,,K07,LOW,0.0,9.15,SAT,False,GF_UNVERIFIED
Si,I,6391.02048,19.28,33.2,1.7219917012448134,-5.520463179678933,-2.065,6.083,,K07,LOW,0.007225568810934076,8.141,HIERR,False,GF_UNVERIFIED
Si,I,6397.34319,7.29,4.81,0.6598079561042524,-5.94327212105917,-1.577,6.083,,K07,LOW,0.0,7.205,HIERR,False,GF_UNVERIFIED
Si,I,6407.06959,164.33,25.73,0.156575184080813,-4.590942585831281,-1.963,5.871,,K07,LOW,0.04761337532259436,9.562,SAT,False,GF_UNVERIFIED
Si,I,6414.97971,72.77,5.6,0.07695478906142642,-4.945242912157544,-1.036,5.871,,VALD3,MED,0.0009291892925356823,7.828,,True,
Si,I,6423.72036,10.53,4.94,0.4691358024691359,-5.785358255613111,-1.813,5.616,,K07,LOW,0.0,7.205,,True,GF_UNVERIFIED
Si,I,6427.88821,5.7,6.58,1.1543859649122807,-6.052193459493752,-2.171,6.125,,K07,LOW,0.07957533850883293,7.739,HIERR,False,GF_UNVERIFIED
Si,I,6433.33716,77.45,9.23,0.11917366042608134,-4.919414890519269,-2.913,5.614,,K07,LOW,0.33914761527486864,9.607,,True,GF_UNVERIFIED
Si,I,6433.45722,77.89,10.17,0.13056875080241365,-4.916962713574655,-2.038,5.964,,VALD3,MED,0.050495026406733326,8.895,,True,
Si,I,6487.12063,12.76,1.03,0.08072100313479624,-5.706201299459413,-2.965,5.616,,K07,LOW,1.0905093280781186,8.451,BLEND,False,GF_UNVERIFIED
Si,I,6493.44563,160.73,26.3,0.16362844521868974,-4.6063782638044,-1.836,6.125,,K07,LOW,0.964946885553421,9.235,"SAT,BLEND",False,GF_UNVERIFIED
Si,I,6513.75551,36.15,14.95,0.4135546334716459,-5.255723151915073,-2.638,6.079,,K07,LOW,0.11315040521712998,9.041,,True,GF_UNVERIFIED
Si,I,6518.1286,76.28,5.76,0.07551127425275302,-4.931712240291429,-1.38,6.083,,K07,LOW,0.0,8.232,,True,GF_UNVERIFIED
Si,I,6572.4109,37.76,13.7,0.3628177966101695,-5.240692721605678,-2.996,5.614,,K07,LOW,0.22889328155175553,9.093,,True,GF_UNVERIFIED
Si,I,6572.99082,35.83,7.84,0.2188110521909015,-5.263516217568368,-2.583,6.099,,K07,LOW,0.006829007835895122,8.995,,True,GF_UNVERIFIED
Si,I,6583.70736,22.17,0.8,0.03608479927830401,-5.472704825511094,-1.741,5.954,,VALD3,MED,0.00468041846553403,7.803,,True,
Si,I,6593.04374,157.03,8.43,0.05368400942495064,-4.623103326289627,-1.257,6.099,,K07,LOW,3.3346947331740114e-06,8.669,SAT,False,GF_UNVERIFIED
Si,I,6616.12417,16.88,8.33,0.49348341232227494,-5.593231205077069,-2.567,5.954,,K07,LOW,0.13222502311276846,8.49,,True,GF_UNVERIFIED
Si,I,6618.45701,31.07,5.89,0.1895719343418088,-5.328415499001999,-2.69,5.614,,K07,LOW,1.849969597448659,8.66,BLEND,False,GF_UNVERIFIED
Si,I,6625.49263,31.7,4.11,0.1296529968454259,-5.320158913000387,-1.708,6.125,,K07,LOW,0.0,8.072,,True,GF_UNVERIFIED
Si,I,6640.61748,47.07,6.92,0.14701508391756957,-5.149464265954257,-2.506,6.099,,K07,LOW,0.04502360769653138,9.079,,True,GF_UNVERIFIED
Si,I,6664.67252,69.26,24.99,0.36081432284146686,-4.983296327263959,-2.494,5.954,,K07,LOW,0.0,9.293,,True,GF_UNVERIFIED
Si,I,6668.78887,35.51,5.3,0.1492537313432836,-5.273696295822479,-2.285,5.964,,K07,LOW,0.00011639277527407854,8.625,,True,GF_UNVERIFIED
Si,I,6682.72762,20.0,3.77,0.1885,-5.52392376449582,-2.57,6.083,,K07,LOW,0.00039546953153534706,8.676,,True,GF_UNVERIFIED
Si,I,6706.97947,26.56,78.55,2.9574548192771086,-5.402298906275451,-2.801,5.954,,K07,LOW,0.021609339469208393,8.965,HIERR,False,GF_UNVERIFIED
Si,I,6774.81249,24.18,4.29,0.1774193548387097,-5.4474409829943475,-1.895,6.099,,K07,LOW,0.0,8.116,,True,GF_UNVERIFIED
Si,I,6805.57144,33.8,38.98,1.1532544378698224,-5.303947896979454,-2.374,6.083,,K07,LOW,0.0,8.769,HIERR,False,GF_UNVERIFIED
Si,I,6848.57994,24.56,1.57,0.06392508143322476,-5.445372166956616,-1.528,5.863,,K07,LOW,0.0,7.574,,True,GF_UNVERIFIED
Si,I,6876.35917,213.21,101.84,0.4776511420665072,-4.50855098276788,-2.482,5.984,,K07,LOW,0.31942615642518635,10.4,SAT,False,GF_UNVERIFIED
Si,II,6371.37137,42.48,3.57,0.08403954802259887,-5.176048411596802,-0.04,8.121,,VALD3,MED,0.006226287702708036,7.87,,True,
